task,variant,seed,biological_subjects,future_BA,future_macro_F1,WS_BA
OpenBMI_ERP,B1_SAME_SCALE_63,0,14,0.8497445887445887,0.8075774235917236,0.818876895087932
OpenBMI_ERP,B1_SAME_SCALE_63,1,14,0.8542164502164502,0.8151589934753863,0.823413870140371
OpenBMI_ERP,B1_SAME_SCALE_63,2,14,0.8521385281385282,0.8158914062155633,0.8231238163494076
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,14,0.8531255411255412,0.8109304739500969,0.82084226567853
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,14,0.8465021645021645,0.8110928452427338,0.8157644328584291
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,14,0.8493939393939394,0.8035796985318351,0.8191668701219944
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,14,0.8501861471861473,0.8104775096874944,0.8193487381831833
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,14,0.8511385281385281,0.8075250038988766,0.8209068962167809
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,14,0.8498831168831169,0.8125138465291587,0.818686358517165
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,14,0.8381082251082251,0.7916991317300174,0.8077944471134283
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,14,0.8492121212121212,0.8039543794434151,0.8162057051499138
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,14,0.8387489177489177,0.7980664780124662,0.8053531616957936
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,14,0.8465454545454546,0.8040400000928571,0.815045566117731
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,14,0.8445064935064935,0.8004365471232969,0.8111154418655934
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,14,0.8528484848484849,0.8101791751086306,0.8193747227100775
OpenBMI_MI,B1_SAME_SCALE_63,0,14,0.7174285714285714,0.7093664630621773,0.6767142857142857
OpenBMI_MI,B1_SAME_SCALE_63,1,14,0.7341428571428572,0.72825783491043,0.7024285714285714
OpenBMI_MI,B1_SAME_SCALE_63,2,14,0.7274285714285714,0.7220731393374268,0.6954285714285715
OpenBMI_MI,B2_SCALE_COLLAPSE,0,14,0.6921428571428571,0.683756169841472,0.6615714285714286
OpenBMI_MI,B2_SCALE_COLLAPSE,1,14,0.7198571428571429,0.7107760620921331,0.6854285714285714
OpenBMI_MI,B2_SCALE_COLLAPSE,2,14,0.6861428571428572,0.6768744511118634,0.6477142857142857
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,0,14,0.7060000000000001,0.6988913064697168,0.6788571428571428
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,1,14,0.7171428571428571,0.7090272142225184,0.6828571428571429
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,2,14,0.7105714285714286,0.7022440792245471,0.684
OpenBMI_MI,B4_ONE_STAGE_BACKEND,0,14,0.7377142857142857,0.7301188927189919,0.6985714285714285
OpenBMI_MI,B4_ONE_STAGE_BACKEND,1,14,0.7062857142857143,0.6954931007088568,0.6712857142857143
OpenBMI_MI,B4_ONE_STAGE_BACKEND,2,14,0.6917142857142856,0.6795228204408211,0.6628571428571428
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,14,0.7448571428571429,0.7371565373269794,0.7112857142857143
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,14,0.7507142857142857,0.7397796720930565,0.7045714285714286
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,14,0.7515714285714286,0.7443258672631119,0.7188571428571429
OpenBMI_SSVEP,B1_SAME_SCALE_63,0,14,0.9054285714285715,0.9037943332246406,0.8949999999999999
OpenBMI_SSVEP,B1_SAME_SCALE_63,1,14,0.9067142857142857,0.9047028842692814,0.9014285714285714
OpenBMI_SSVEP,B1_SAME_SCALE_63,2,14,0.8955714285714286,0.892468079322669,0.883
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,0,14,0.8918571428571428,0.8913626633062756,0.8855714285714286
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,1,14,0.9068571428571428,0.9065314529270145,0.8934285714285713
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,2,14,0.91,0.9087691057071489,0.8935714285714286
OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,0,14,0.9074285714285715,0.9049545279383991,0.9024285714285715
OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,1,14,0.9054285714285715,0.90433585619133,0.8921428571428571
OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,2,14,0.9124285714285715,0.9112356301549838,0.8995714285714287
OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,0,14,0.8731428571428571,0.8699344019064119,0.851
OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,1,14,0.8658571428571429,0.8624322002731492,0.8357142857142856
OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,2,14,0.8572857142857143,0.8508694373730885,0.8377142857142857
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,14,0.907,0.9058052181881714,0.8978571428571429
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,14,0.9112857142857143,0.9107307772496701,0.8991428571428571
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,14,0.9124285714285715,0.9109049592639602,0.9011428571428571
WBCIC_MI,B1_SAME_SCALE_63,0,10,0.8049,0.8036005205687407,0.7191
WBCIC_MI,B1_SAME_SCALE_63,1,10,0.8004999999999999,0.7973563848797427,0.7219
WBCIC_MI,B1_SAME_SCALE_63,2,10,0.7998000000000001,0.7989191570843189,0.731
WBCIC_MI,B2_SCALE_COLLAPSE,0,10,0.7965,0.7933485034447729,0.7131000000000001
WBCIC_MI,B2_SCALE_COLLAPSE,1,10,0.7932,0.7902715810319869,0.7176
WBCIC_MI,B2_SCALE_COLLAPSE,2,10,0.7994,0.796622509344848,0.716
WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,0,10,0.8025,0.8017578142367012,0.7218
WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,1,10,0.7956,0.7931281709299162,0.72
WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,2,10,0.8135999999999999,0.8127695582253252,0.7213
WBCIC_MI,B4_ONE_STAGE_BACKEND,0,10,0.7889999999999999,0.786937114515827,0.7122999999999999
WBCIC_MI,B4_ONE_STAGE_BACKEND,1,10,0.7844,0.7825726484444967,0.7031
WBCIC_MI,B4_ONE_STAGE_BACKEND,2,10,0.7843,0.7819744645113078,0.7132
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,10,0.8093,0.8079176653660076,0.7352000000000001
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,10,0.8058,0.8039074046868162,0.7304999999999999
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,10,0.7990999999999999,0.795082685311901,0.7181
