eligible,epoch,fold,inner_val_BA,model,seed,selected_at_epoch,task,train_loss,variant
False,1,0,0.5716666666666668,LiteBN,0,False,OpenBMI_MI,0.7247101125263032,B1_SAME_SCALE_63
False,2,0,0.58,LiteBN,0,False,OpenBMI_MI,0.6532045432499477,B1_SAME_SCALE_63
False,3,0,0.615,LiteBN,0,False,OpenBMI_MI,0.6422214564822969,B1_SAME_SCALE_63
False,4,0,0.6116666666666667,LiteBN,0,False,OpenBMI_MI,0.6222855363573346,B1_SAME_SCALE_63
False,5,0,0.6366666666666666,LiteBN,0,False,OpenBMI_MI,0.5872818373498463,B1_SAME_SCALE_63
False,6,0,0.6183333333333333,LiteBN,0,False,OpenBMI_MI,0.6060328880945841,B1_SAME_SCALE_63
False,7,0,0.6366666666666667,LiteBN,0,False,OpenBMI_MI,0.5844745096706209,B1_SAME_SCALE_63
False,8,0,0.6483333333333333,LiteBN,0,False,OpenBMI_MI,0.5666385605221703,B1_SAME_SCALE_63
False,9,0,0.6533333333333333,LiteBN,0,False,OpenBMI_MI,0.554921689487639,B1_SAME_SCALE_63
True,10,0,0.6583333333333333,LiteBN,0,True,OpenBMI_MI,0.5514316700753712,B1_SAME_SCALE_63
True,11,0,0.6733333333333335,LiteBN,0,True,OpenBMI_MI,0.5205845676717304,B1_SAME_SCALE_63
True,12,0,0.6466666666666666,LiteBN,0,False,OpenBMI_MI,0.5072586337725321,B1_SAME_SCALE_63
True,13,0,0.6633333333333334,LiteBN,0,False,OpenBMI_MI,0.4982970825263432,B1_SAME_SCALE_63
True,14,0,0.6483333333333333,LiteBN,0,False,OpenBMI_MI,0.5114497102442241,B1_SAME_SCALE_63
True,15,0,0.6750000000000002,LiteBN,0,True,OpenBMI_MI,0.4727602388177599,B1_SAME_SCALE_63
True,16,0,0.6766666666666666,LiteBN,0,True,OpenBMI_MI,0.46526321059181575,B1_SAME_SCALE_63
True,17,0,0.6866666666666666,LiteBN,0,True,OpenBMI_MI,0.490925798813502,B1_SAME_SCALE_63
True,18,0,0.68,LiteBN,0,False,OpenBMI_MI,0.4755012094974518,B1_SAME_SCALE_63
True,19,0,0.6683333333333334,LiteBN,0,False,OpenBMI_MI,0.44808307715824675,B1_SAME_SCALE_63
True,20,0,0.6633333333333333,LiteBN,0,False,OpenBMI_MI,0.450110524892807,B1_SAME_SCALE_63
True,21,0,0.6733333333333333,LiteBN,0,False,OpenBMI_MI,0.4637008891219184,B1_SAME_SCALE_63
True,22,0,0.7033333333333333,LiteBN,0,True,OpenBMI_MI,0.4405232455049242,B1_SAME_SCALE_63
True,23,0,0.6783333333333333,LiteBN,0,False,OpenBMI_MI,0.43581601125853403,B1_SAME_SCALE_63
True,24,0,0.68,LiteBN,0,False,OpenBMI_MI,0.420008632398787,B1_SAME_SCALE_63
True,25,0,0.68,LiteBN,0,False,OpenBMI_MI,0.42949903578985305,B1_SAME_SCALE_63
True,26,0,0.6633333333333333,LiteBN,0,False,OpenBMI_MI,0.4346784750620524,B1_SAME_SCALE_63
True,27,0,0.6866666666666666,LiteBN,0,False,OpenBMI_MI,0.4185146206901187,B1_SAME_SCALE_63
True,28,0,0.71,LiteBN,0,True,OpenBMI_MI,0.40316565263838994,B1_SAME_SCALE_63
True,29,0,0.7133333333333334,LiteBN,0,True,OpenBMI_MI,0.40102948319344295,B1_SAME_SCALE_63
True,30,0,0.69,LiteBN,0,False,OpenBMI_MI,0.3902381757895152,B1_SAME_SCALE_63
True,31,0,0.7233333333333333,LiteBN,0,True,OpenBMI_MI,0.3953929160322462,B1_SAME_SCALE_63
True,32,0,0.6950000000000002,LiteBN,0,False,OpenBMI_MI,0.4081715288616362,B1_SAME_SCALE_63
True,33,0,0.695,LiteBN,0,False,OpenBMI_MI,0.39794974667685373,B1_SAME_SCALE_63
True,34,0,0.695,LiteBN,0,False,OpenBMI_MI,0.4025651997043973,B1_SAME_SCALE_63
True,35,0,0.6916666666666668,LiteBN,0,False,OpenBMI_MI,0.3691676372573489,B1_SAME_SCALE_63
True,36,0,0.7066666666666667,LiteBN,0,False,OpenBMI_MI,0.3782027278627668,B1_SAME_SCALE_63
True,37,0,0.6783333333333333,LiteBN,0,False,OpenBMI_MI,0.3809519495282854,B1_SAME_SCALE_63
True,38,0,0.695,LiteBN,0,False,OpenBMI_MI,0.3697089439346677,B1_SAME_SCALE_63
True,39,0,0.6750000000000002,LiteBN,0,False,OpenBMI_MI,0.3564689499991281,B1_SAME_SCALE_63
False,1,0,0.5499999999999999,LiteBN,0,False,OpenBMI_MI,0.713519709450858,B2_SCALE_COLLAPSE
False,2,0,0.585,LiteBN,0,False,OpenBMI_MI,0.6512050798961094,B2_SCALE_COLLAPSE
False,3,0,0.6033333333333334,LiteBN,0,False,OpenBMI_MI,0.6229728744143531,B2_SCALE_COLLAPSE
False,4,0,0.5983333333333334,LiteBN,0,False,OpenBMI_MI,0.5972160725366502,B2_SCALE_COLLAPSE
False,5,0,0.6366666666666667,LiteBN,0,False,OpenBMI_MI,0.5829176306724548,B2_SCALE_COLLAPSE
False,6,0,0.6216666666666667,LiteBN,0,False,OpenBMI_MI,0.5829597285815648,B2_SCALE_COLLAPSE
False,7,0,0.6516666666666667,LiteBN,0,False,OpenBMI_MI,0.557701899891808,B2_SCALE_COLLAPSE
False,8,0,0.6583333333333333,LiteBN,0,False,OpenBMI_MI,0.5334827999273936,B2_SCALE_COLLAPSE
False,9,0,0.6749999999999999,LiteBN,0,False,OpenBMI_MI,0.5324982603391012,B2_SCALE_COLLAPSE
True,10,0,0.6366666666666666,LiteBN,0,True,OpenBMI_MI,0.5285535128343672,B2_SCALE_COLLAPSE
True,11,0,0.6683333333333333,LiteBN,0,True,OpenBMI_MI,0.5097405711809794,B2_SCALE_COLLAPSE
True,12,0,0.6766666666666667,LiteBN,0,True,OpenBMI_MI,0.5030593900453477,B2_SCALE_COLLAPSE
True,13,0,0.6633333333333334,LiteBN,0,False,OpenBMI_MI,0.46690120867320467,B2_SCALE_COLLAPSE
True,14,0,0.6533333333333333,LiteBN,0,False,OpenBMI_MI,0.5167333370163327,B2_SCALE_COLLAPSE
True,15,0,0.6566666666666666,LiteBN,0,False,OpenBMI_MI,0.4623185552301861,B2_SCALE_COLLAPSE
True,16,0,0.6683333333333333,LiteBN,0,False,OpenBMI_MI,0.45815270997229074,B2_SCALE_COLLAPSE
True,17,0,0.6883333333333334,LiteBN,0,True,OpenBMI_MI,0.48230113160042537,B2_SCALE_COLLAPSE
True,18,0,0.68,LiteBN,0,False,OpenBMI_MI,0.47747581203778583,B2_SCALE_COLLAPSE
True,19,0,0.6883333333333334,LiteBN,0,False,OpenBMI_MI,0.46431815482321237,B2_SCALE_COLLAPSE
True,20,0,0.6733333333333333,LiteBN,0,False,OpenBMI_MI,0.4407560768581572,B2_SCALE_COLLAPSE
True,21,0,0.6733333333333333,LiteBN,0,False,OpenBMI_MI,0.4511213714168185,B2_SCALE_COLLAPSE
True,22,0,0.6933333333333334,LiteBN,0,True,OpenBMI_MI,0.441354839574723,B2_SCALE_COLLAPSE
True,23,0,0.6933333333333334,LiteBN,0,False,OpenBMI_MI,0.44413438723200843,B2_SCALE_COLLAPSE
True,24,0,0.7050000000000001,LiteBN,0,True,OpenBMI_MI,0.4168621897697449,B2_SCALE_COLLAPSE
True,25,0,0.7033333333333333,LiteBN,0,False,OpenBMI_MI,0.43775120093708947,B2_SCALE_COLLAPSE
True,26,0,0.6900000000000001,LiteBN,0,False,OpenBMI_MI,0.43562582277116324,B2_SCALE_COLLAPSE
True,27,0,0.6900000000000001,LiteBN,0,False,OpenBMI_MI,0.4246342707247961,B2_SCALE_COLLAPSE
True,28,0,0.6849999999999999,LiteBN,0,False,OpenBMI_MI,0.4072141335124061,B2_SCALE_COLLAPSE
True,29,0,0.6783333333333333,LiteBN,0,False,OpenBMI_MI,0.4250797671931131,B2_SCALE_COLLAPSE
True,30,0,0.685,LiteBN,0,False,OpenBMI_MI,0.40119596890040804,B2_SCALE_COLLAPSE
True,31,0,0.6966666666666667,LiteBN,0,False,OpenBMI_MI,0.4076811983471825,B2_SCALE_COLLAPSE
True,32,0,0.7116666666666666,LiteBN,0,True,OpenBMI_MI,0.41153916006996516,B2_SCALE_COLLAPSE
True,33,0,0.6983333333333334,LiteBN,0,False,OpenBMI_MI,0.38779765083676293,B2_SCALE_COLLAPSE
True,34,0,0.6766666666666667,LiteBN,0,False,OpenBMI_MI,0.39981025031634737,B2_SCALE_COLLAPSE
True,35,0,0.6866666666666666,LiteBN,0,False,OpenBMI_MI,0.3822578461397262,B2_SCALE_COLLAPSE
True,36,0,0.6916666666666668,LiteBN,0,False,OpenBMI_MI,0.3814045162427993,B2_SCALE_COLLAPSE
True,37,0,0.6833333333333332,LiteBN,0,False,OpenBMI_MI,0.39876351611954824,B2_SCALE_COLLAPSE
True,38,0,0.71,LiteBN,0,False,OpenBMI_MI,0.3779205467019762,B2_SCALE_COLLAPSE
True,39,0,0.69,LiteBN,0,False,OpenBMI_MI,0.37601570856003536,B2_SCALE_COLLAPSE
True,40,0,0.695,LiteBN,0,False,OpenBMI_MI,0.3798070422240666,B2_SCALE_COLLAPSE
False,1,0,0.5416666666666666,LiteBN,0,False,OpenBMI_MI,0.7088977949959892,B3_SINGLE_SPATIAL_BASIS
False,2,0,0.5833333333333334,LiteBN,0,False,OpenBMI_MI,0.6611880801972889,B3_SINGLE_SPATIAL_BASIS
False,3,0,0.61,LiteBN,0,False,OpenBMI_MI,0.627920701390221,B3_SINGLE_SPATIAL_BASIS
False,4,0,0.58,LiteBN,0,False,OpenBMI_MI,0.6204874402000791,B3_SINGLE_SPATIAL_BASIS
False,5,0,0.63,LiteBN,0,False,OpenBMI_MI,0.5891784259251186,B3_SINGLE_SPATIAL_BASIS
False,6,0,0.6,LiteBN,0,False,OpenBMI_MI,0.5932467579841614,B3_SINGLE_SPATIAL_BASIS
False,7,0,0.63,LiteBN,0,False,OpenBMI_MI,0.5791747484888349,B3_SINGLE_SPATIAL_BASIS
False,8,0,0.6433333333333334,LiteBN,0,False,OpenBMI_MI,0.5469717099553063,B3_SINGLE_SPATIAL_BASIS
False,9,0,0.6566666666666666,LiteBN,0,False,OpenBMI_MI,0.5517374759628659,B3_SINGLE_SPATIAL_BASIS
True,10,0,0.625,LiteBN,0,True,OpenBMI_MI,0.5408868136860076,B3_SINGLE_SPATIAL_BASIS
True,11,0,0.6316666666666667,LiteBN,0,True,OpenBMI_MI,0.5343246658643087,B3_SINGLE_SPATIAL_BASIS
True,12,0,0.6433333333333333,LiteBN,0,True,OpenBMI_MI,0.5167566594623384,B3_SINGLE_SPATIAL_BASIS
True,13,0,0.6433333333333333,LiteBN,0,False,OpenBMI_MI,0.5003673377491179,B3_SINGLE_SPATIAL_BASIS
True,14,0,0.6466666666666666,LiteBN,0,True,OpenBMI_MI,0.526081159001305,B3_SINGLE_SPATIAL_BASIS
True,15,0,0.6533333333333333,LiteBN,0,True,OpenBMI_MI,0.48089304992130827,B3_SINGLE_SPATIAL_BASIS
True,16,0,0.6316666666666667,LiteBN,0,False,OpenBMI_MI,0.47770575398490545,B3_SINGLE_SPATIAL_BASIS
True,17,0,0.6616666666666666,LiteBN,0,True,OpenBMI_MI,0.49420022822561716,B3_SINGLE_SPATIAL_BASIS
True,18,0,0.66,LiteBN,0,False,OpenBMI_MI,0.4752504626909892,B3_SINGLE_SPATIAL_BASIS
True,19,0,0.6733333333333333,LiteBN,0,True,OpenBMI_MI,0.47019458810488385,B3_SINGLE_SPATIAL_BASIS
True,20,0,0.6483333333333333,LiteBN,0,False,OpenBMI_MI,0.4486693782465799,B3_SINGLE_SPATIAL_BASIS
True,21,0,0.6616666666666667,LiteBN,0,False,OpenBMI_MI,0.4605088063648769,B3_SINGLE_SPATIAL_BASIS
True,22,0,0.6683333333333333,LiteBN,0,False,OpenBMI_MI,0.4548792541027069,B3_SINGLE_SPATIAL_BASIS
True,23,0,0.685,LiteBN,0,True,OpenBMI_MI,0.453273077805837,B3_SINGLE_SPATIAL_BASIS
True,24,0,0.6866666666666666,LiteBN,0,True,OpenBMI_MI,0.43783738783427645,B3_SINGLE_SPATIAL_BASIS
True,25,0,0.6583333333333334,LiteBN,0,False,OpenBMI_MI,0.4339747159253983,B3_SINGLE_SPATIAL_BASIS
True,26,0,0.6816666666666666,LiteBN,0,False,OpenBMI_MI,0.44422486424446106,B3_SINGLE_SPATIAL_BASIS
True,27,0,0.6616666666666666,LiteBN,0,False,OpenBMI_MI,0.42462852597236633,B3_SINGLE_SPATIAL_BASIS
True,28,0,0.6916666666666668,LiteBN,0,True,OpenBMI_MI,0.4115735661415827,B3_SINGLE_SPATIAL_BASIS
True,29,0,0.6766666666666666,LiteBN,0,False,OpenBMI_MI,0.42520691809200106,B3_SINGLE_SPATIAL_BASIS
True,30,0,0.6833333333333335,LiteBN,0,False,OpenBMI_MI,0.39412971905299593,B3_SINGLE_SPATIAL_BASIS
True,31,0,0.6916666666666668,LiteBN,0,False,OpenBMI_MI,0.40907889178821016,B3_SINGLE_SPATIAL_BASIS
True,32,0,0.7133333333333334,LiteBN,0,True,OpenBMI_MI,0.41650626205262686,B3_SINGLE_SPATIAL_BASIS
True,33,0,0.6999999999999998,LiteBN,0,False,OpenBMI_MI,0.4076277358191354,B3_SINGLE_SPATIAL_BASIS
True,34,0,0.6783333333333333,LiteBN,0,False,OpenBMI_MI,0.41680556535720825,B3_SINGLE_SPATIAL_BASIS
True,35,0,0.6866666666666666,LiteBN,0,False,OpenBMI_MI,0.3964593126660302,B3_SINGLE_SPATIAL_BASIS
True,36,0,0.6933333333333334,LiteBN,0,False,OpenBMI_MI,0.3881362236681439,B3_SINGLE_SPATIAL_BASIS
True,37,0,0.68,LiteBN,0,False,OpenBMI_MI,0.4200085188661303,B3_SINGLE_SPATIAL_BASIS
True,38,0,0.6916666666666668,LiteBN,0,False,OpenBMI_MI,0.3894745934577215,B3_SINGLE_SPATIAL_BASIS
True,39,0,0.6833333333333332,LiteBN,0,False,OpenBMI_MI,0.3691800534725189,B3_SINGLE_SPATIAL_BASIS
True,40,0,0.71,LiteBN,0,False,OpenBMI_MI,0.37840478193192256,B3_SINGLE_SPATIAL_BASIS
False,1,0,0.5599999999999999,LiteBN,0,False,OpenBMI_MI,0.7186023507799421,B4_ONE_STAGE_BACKEND
False,2,0,0.5833333333333331,LiteBN,0,False,OpenBMI_MI,0.6463451101666405,B4_ONE_STAGE_BACKEND
False,3,0,0.6133333333333334,LiteBN,0,False,OpenBMI_MI,0.6217596360615322,B4_ONE_STAGE_BACKEND
False,4,0,0.6016666666666667,LiteBN,0,False,OpenBMI_MI,0.6211993637539092,B4_ONE_STAGE_BACKEND
False,5,0,0.6283333333333334,LiteBN,0,False,OpenBMI_MI,0.592659300281888,B4_ONE_STAGE_BACKEND
False,6,0,0.625,LiteBN,0,False,OpenBMI_MI,0.6027849685578119,B4_ONE_STAGE_BACKEND
False,7,0,0.65,LiteBN,0,False,OpenBMI_MI,0.580353611991519,B4_ONE_STAGE_BACKEND
False,8,0,0.6366666666666667,LiteBN,0,False,OpenBMI_MI,0.568133416629973,B4_ONE_STAGE_BACKEND
False,9,0,0.6583333333333333,LiteBN,0,False,OpenBMI_MI,0.5665034793672108,B4_ONE_STAGE_BACKEND
True,10,0,0.645,LiteBN,0,True,OpenBMI_MI,0.5563651124636332,B4_ONE_STAGE_BACKEND
True,11,0,0.6333333333333333,LiteBN,0,False,OpenBMI_MI,0.5253579928761437,B4_ONE_STAGE_BACKEND
True,12,0,0.6233333333333334,LiteBN,0,False,OpenBMI_MI,0.5253641633760362,B4_ONE_STAGE_BACKEND
True,13,0,0.6366666666666667,LiteBN,0,False,OpenBMI_MI,0.4926460640771048,B4_ONE_STAGE_BACKEND
True,14,0,0.6550000000000001,LiteBN,0,True,OpenBMI_MI,0.5448819398880005,B4_ONE_STAGE_BACKEND
True,15,0,0.6683333333333333,LiteBN,0,True,OpenBMI_MI,0.49268889852932524,B4_ONE_STAGE_BACKEND
True,16,0,0.6516666666666667,LiteBN,0,False,OpenBMI_MI,0.47419524050894235,B4_ONE_STAGE_BACKEND
True,17,0,0.6549999999999999,LiteBN,0,False,OpenBMI_MI,0.51549374631473,B4_ONE_STAGE_BACKEND
True,18,0,0.665,LiteBN,0,False,OpenBMI_MI,0.5001461945828938,B4_ONE_STAGE_BACKEND
True,19,0,0.6866666666666666,LiteBN,0,True,OpenBMI_MI,0.46613946557044983,B4_ONE_STAGE_BACKEND
True,20,0,0.6833333333333332,LiteBN,0,False,OpenBMI_MI,0.46119707964715506,B4_ONE_STAGE_BACKEND
True,21,0,0.6749999999999999,LiteBN,0,False,OpenBMI_MI,0.4600542670204526,B4_ONE_STAGE_BACKEND
True,22,0,0.6783333333333333,LiteBN,0,False,OpenBMI_MI,0.45116880536079407,B4_ONE_STAGE_BACKEND
True,23,0,0.6833333333333332,LiteBN,0,False,OpenBMI_MI,0.43895387649536133,B4_ONE_STAGE_BACKEND
True,24,0,0.71,LiteBN,0,True,OpenBMI_MI,0.43635785579681396,B4_ONE_STAGE_BACKEND
True,25,0,0.685,LiteBN,0,False,OpenBMI_MI,0.4526274275212061,B4_ONE_STAGE_BACKEND
True,26,0,0.6816666666666668,LiteBN,0,False,OpenBMI_MI,0.441142928032648,B4_ONE_STAGE_BACKEND
