dataset,fold,seed,method,mean_subject_BA,mean_macro_F1,mean_accuracy,mean_NLL,n_subjects
OpenBMI,0,0,SUBJECT_BALANCED_ERM,0.7972727272727272,0.7937821229207889,0.7972727272727272,0.43319239941510285,11
OpenBMI,0,0,GEOSR,0.7781818181818181,0.7738660446601507,0.7781818181818181,0.46223659407008777,11
WBCIC,0,0,SUBJECT_BALANCED_ERM,0.8027777777777777,0.80165117262682,0.8027777777777777,0.40731076068348354,9
WBCIC,0,0,GEOSR,0.8216666666666667,0.8207845076645987,0.8216666666666667,0.37648582458496094,9
