dataset,fold,stage,inner_k,subject_id,N_geo,N_loss,teacher_epoch,teacher_init_seed,teacher_initial_state_sha256,teacher_normalizer_mean_sha256,teacher_normalizer_std_sha256,seed
OpenBMI,0,initial_selection,2,30,0.1420055031776428,0.5443412661552429,50,163756074369038290,cf3ef19172737cf2122cc760a89000defb93a2e09abded5e229b5d9f920640a3,c5a36b5a704b48d2f524eee6c55031c0f7506e33b43aa41cb31372dac3f5eec4,a44c40b97db1890fc8cb33330d60c5ab1849fb2165cb8370a99d99c57ca066f0,0
OpenBMI,0,initial_selection,4,31,0.0478076934814453,0.2108311802148819,36,3956286254063049688,7b06d1a0734c10c72cd4cc68498402387079f4ddb3d87436bdf400379cd322a8,dffeb4c4107893ca646b60c15fc4e8d5a68d48ab51ffba84901e5a834d49c541,3e4e740a5fee36e77ec547f05f82cfeb1a279fb658d790128000713705da281d,0
OpenBMI,0,initial_selection,1,34,0.4173754304647445,0.7754001617431641,29,3533006879752003818,f4cde1b6919bd43315c9b70803059ef303ddcb32833d639a31dcdc83df73490c,189130fb4aa9844322295a3561bddea5587cdd235ebf03dd9a7ff3c2132cdf45,82bed7a47aba71e81ba337962f0a507d7c0352e93cfa203fa60d91952d20a835,0
OpenBMI,0,initial_selection,0,35,0.1080223619937896,0.2941449582576751,40,680161721446078012,b7cb25624ac3bbc25fc8165bd60e4d31f88516d80d2dd84c55d1f02baefde7bc,e65cfed1e2fc5e22c7cdba5f27f560ac74b2cd657892dbecfdce8f9f044a1c6e,408d8f1879ef2dcdf9c8936841ba3e16f63ecee79ac64d17463c29c6d2701b3d,0
OpenBMI,0,initial_selection,2,37,0.1037104427814483,0.4617472290992737,50,163756074369038290,cf3ef19172737cf2122cc760a89000defb93a2e09abded5e229b5d9f920640a3,c5a36b5a704b48d2f524eee6c55031c0f7506e33b43aa41cb31372dac3f5eec4,a44c40b97db1890fc8cb33330d60c5ab1849fb2165cb8370a99d99c57ca066f0,0
OpenBMI,0,initial_selection,1,38,0.2189156115055084,0.6998948454856873,29,3533006879752003818,f4cde1b6919bd43315c9b70803059ef303ddcb32833d639a31dcdc83df73490c,189130fb4aa9844322295a3561bddea5587cdd235ebf03dd9a7ff3c2132cdf45,82bed7a47aba71e81ba337962f0a507d7c0352e93cfa203fa60d91952d20a835,0
OpenBMI,0,initial_selection,0,39,0.0852871239185333,0.556584358215332,40,680161721446078012,b7cb25624ac3bbc25fc8165bd60e4d31f88516d80d2dd84c55d1f02baefde7bc,e65cfed1e2fc5e22c7cdba5f27f560ac74b2cd657892dbecfdce8f9f044a1c6e,408d8f1879ef2dcdf9c8936841ba3e16f63ecee79ac64d17463c29c6d2701b3d,0
OpenBMI,0,initial_selection,2,4,0.3502020835876465,0.6535751819610596,50,163756074369038290,cf3ef19172737cf2122cc760a89000defb93a2e09abded5e229b5d9f920640a3,c5a36b5a704b48d2f524eee6c55031c0f7506e33b43aa41cb31372dac3f5eec4,a44c40b97db1890fc8cb33330d60c5ab1849fb2165cb8370a99d99c57ca066f0,0
OpenBMI,0,initial_selection,3,41,0.1496840119361877,0.5919239521026611,10,3014319833934354805,664965a3ae9a823b5cb4a40ed60e8a86d993e616d66469f480b36d9475dd0660,97764d72b2e16ce784fa89e4d34cec3f3e74e3421663d89d0ed847e96e0e9a25,80d988e9281da730aa3075ed7950e10287deee098f6be40e85dd36fc32d13c1f,0
OpenBMI,0,initial_selection,0,42,0.1285570561885833,0.6084091663360596,40,680161721446078012,b7cb25624ac3bbc25fc8165bd60e4d31f88516d80d2dd84c55d1f02baefde7bc,e65cfed1e2fc5e22c7cdba5f27f560ac74b2cd657892dbecfdce8f9f044a1c6e,408d8f1879ef2dcdf9c8936841ba3e16f63ecee79ac64d17463c29c6d2701b3d,0
OpenBMI,0,initial_selection,0,43,0.038241297006607,0.2857451438903808,40,680161721446078012,b7cb25624ac3bbc25fc8165bd60e4d31f88516d80d2dd84c55d1f02baefde7bc,e65cfed1e2fc5e22c7cdba5f27f560ac74b2cd657892dbecfdce8f9f044a1c6e,408d8f1879ef2dcdf9c8936841ba3e16f63ecee79ac64d17463c29c6d2701b3d,0
OpenBMI,0,initial_selection,3,44,0.1667516827583313,0.5037621855735779,10,3014319833934354805,664965a3ae9a823b5cb4a40ed60e8a86d993e616d66469f480b36d9475dd0660,97764d72b2e16ce784fa89e4d34cec3f3e74e3421663d89d0ed847e96e0e9a25,80d988e9281da730aa3075ed7950e10287deee098f6be40e85dd36fc32d13c1f,0
OpenBMI,0,initial_selection,4,46,0.1678826808929443,0.719433605670929,36,3956286254063049688,7b06d1a0734c10c72cd4cc68498402387079f4ddb3d87436bdf400379cd322a8,dffeb4c4107893ca646b60c15fc4e8d5a68d48ab51ffba84901e5a834d49c541,3e4e740a5fee36e77ec547f05f82cfeb1a279fb658d790128000713705da281d,0
OpenBMI,0,initial_selection,4,49,0.0775432586669921,0.4498621523380279,36,3956286254063049688,7b06d1a0734c10c72cd4cc68498402387079f4ddb3d87436bdf400379cd322a8,dffeb4c4107893ca646b60c15fc4e8d5a68d48ab51ffba84901e5a834d49c541,3e4e740a5fee36e77ec547f05f82cfeb1a279fb658d790128000713705da281d,0
OpenBMI,0,initial_selection,3,5,0.112066775560379,0.438694417476654,10,3014319833934354805,664965a3ae9a823b5cb4a40ed60e8a86d993e616d66469f480b36d9475dd0660,97764d72b2e16ce784fa89e4d34cec3f3e74e3421663d89d0ed847e96e0e9a25,80d988e9281da730aa3075ed7950e10287deee098f6be40e85dd36fc32d13c1f,0
OpenBMI,0,initial_selection,3,51,0.1295612454414367,0.5589621067047119,10,3014319833934354805,664965a3ae9a823b5cb4a40ed60e8a86d993e616d66469f480b36d9475dd0660,97764d72b2e16ce784fa89e4d34cec3f3e74e3421663d89d0ed847e96e0e9a25,80d988e9281da730aa3075ed7950e10287deee098f6be40e85dd36fc32d13c1f,0
OpenBMI,0,initial_selection,0,52,0.0918529033660888,0.7478557825088501,40,680161721446078012,b7cb25624ac3bbc25fc8165bd60e4d31f88516d80d2dd84c55d1f02baefde7bc,e65cfed1e2fc5e22c7cdba5f27f560ac74b2cd657892dbecfdce8f9f044a1c6e,408d8f1879ef2dcdf9c8936841ba3e16f63ecee79ac64d17463c29c6d2701b3d,0
OpenBMI,0,initial_selection,4,7,0.1093117892742157,0.4793771803379059,36,3956286254063049688,7b06d1a0734c10c72cd4cc68498402387079f4ddb3d87436bdf400379cd322a8,dffeb4c4107893ca646b60c15fc4e8d5a68d48ab51ffba84901e5a834d49c541,3e4e740a5fee36e77ec547f05f82cfeb1a279fb658d790128000713705da281d,0
OpenBMI,0,initial_selection,3,8,0.1102808117866516,0.573948085308075,10,3014319833934354805,664965a3ae9a823b5cb4a40ed60e8a86d993e616d66469f480b36d9475dd0660,97764d72b2e16ce784fa89e4d34cec3f3e74e3421663d89d0ed847e96e0e9a25,80d988e9281da730aa3075ed7950e10287deee098f6be40e85dd36fc32d13c1f,0
OpenBMI,0,initial_selection,2,9,0.1521235704421997,0.596327543258667,50,163756074369038290,cf3ef19172737cf2122cc760a89000defb93a2e09abded5e229b5d9f920640a3,c5a36b5a704b48d2f524eee6c55031c0f7506e33b43aa41cb31372dac3f5eec4,a44c40b97db1890fc8cb33330d60c5ab1849fb2165cb8370a99d99c57ca066f0,0
WBCIC,0,initial_selection,1,12,0.6253008599160239,0.7215694785118103,8,7805469022454249401,284225b262f83c067c24d36d5b387213f43700e34ee0e2e5d6d7bb8d776a0707,36b1e93fad9cad64a61b8e85411febc9b341d2cc132b704a741f8b5cea27ee41,9afc87287cf617332022c2926ab986df96440b5820daea4db22e4da3ffb84f37,0
WBCIC,0,initial_selection,4,14,0.7749044224619865,0.8202645778656006,17,1610093069393814749,ebb2c6dbc932e2a892b268da7ff35d9968b87e9ddc8d1364f6f172c91ca37966,daf8e4f9bfb457870ecfd9a5ae54d3e698fa098b9b5b0f020857952998d19384,db71f901571428caff7eb2a09d1b368ecbc9d857cb930c8cba63d729cdbbeb08,0
WBCIC,0,initial_selection,3,17,0.0550135374069213,0.3785222172737121,21,3034600936977158895,722633ac5de4242aa379198e180a58ea7c5a892c6e50c8af36669cbc88efd0c2,d353fa3cca8d77cb8ebcda576a525403dd8a3e6072d8445489557b2956e2b0eb,6a477d8a15d96ca404533e982a1dcd315774c22b604a7f6dfb152b999dac3437,0
WBCIC,0,initial_selection,4,22,0.1499602794647216,0.5080811381340027,17,1610093069393814749,ebb2c6dbc932e2a892b268da7ff35d9968b87e9ddc8d1364f6f172c91ca37966,daf8e4f9bfb457870ecfd9a5ae54d3e698fa098b9b5b0f020857952998d19384,db71f901571428caff7eb2a09d1b368ecbc9d857cb930c8cba63d729cdbbeb08,0
WBCIC,0,initial_selection,2,23,0.0477868616580963,0.6314826011657715,8,2697280992306683770,a4c4147e148e96ab1dcff4578dcc4ec4c6a5eff3f757b9ba0d0b0e2712ecdaf2,f17c70dd0d57b56e41057515955299fdee4cbed726974a9f0a094eaba8b598fb,745a09dbf70f4a2a456da4c4f308a494b19dbd5036941d6d6543a3bcad22dc83,0
WBCIC,0,initial_selection,2,24,0.048917144536972,0.6129698753356934,8,2697280992306683770,a4c4147e148e96ab1dcff4578dcc4ec4c6a5eff3f757b9ba0d0b0e2712ecdaf2,f17c70dd0d57b56e41057515955299fdee4cbed726974a9f0a094eaba8b598fb,745a09dbf70f4a2a456da4c4f308a494b19dbd5036941d6d6543a3bcad22dc83,0
WBCIC,0,initial_selection,1,25,0.0290341675281524,0.2623957395553589,8,7805469022454249401,284225b262f83c067c24d36d5b387213f43700e34ee0e2e5d6d7bb8d776a0707,36b1e93fad9cad64a61b8e85411febc9b341d2cc132b704a741f8b5cea27ee41,9afc87287cf617332022c2926ab986df96440b5820daea4db22e4da3ffb84f37,0
WBCIC,0,initial_selection,3,26,0.0940003395080566,0.3198899328708648,21,3034600936977158895,722633ac5de4242aa379198e180a58ea7c5a892c6e50c8af36669cbc88efd0c2,d353fa3cca8d77cb8ebcda576a525403dd8a3e6072d8445489557b2956e2b0eb,6a477d8a15d96ca404533e982a1dcd315774c22b604a7f6dfb152b999dac3437,0
WBCIC,0,initial_selection,0,29,0.6487381085753441,0.6703298091888428,3,3722093011952763394,123dde7cf75c97c005a7f305f11c07233d52bb18c0c8c8c438409592f31fa2cf,976cb9b16962e98dc4140dd7acafaa0fd8f140f2f2146ab0acda2b37b34eea51,114b71b71a7e334c3a0ea36b98019c7ee241f3b6f067f4e5f88d9e8a7c703fce,0
WBCIC,0,initial_selection,4,30,0.0492937266826629,0.1472432017326355,17,1610093069393814749,ebb2c6dbc932e2a892b268da7ff35d9968b87e9ddc8d1364f6f172c91ca37966,daf8e4f9bfb457870ecfd9a5ae54d3e698fa098b9b5b0f020857952998d19384,db71f901571428caff7eb2a09d1b368ecbc9d857cb930c8cba63d729cdbbeb08,0
WBCIC,0,initial_selection,0,31,0.1276485919952392,0.6002660989761353,3,3722093011952763394,123dde7cf75c97c005a7f305f11c07233d52bb18c0c8c8c438409592f31fa2cf,976cb9b16962e98dc4140dd7acafaa0fd8f140f2f2146ab0acda2b37b34eea51,114b71b71a7e334c3a0ea36b98019c7ee241f3b6f067f4e5f88d9e8a7c703fce,0
WBCIC,0,initial_selection,1,32,0.6686557307839394,0.7940284013748169,8,7805469022454249401,284225b262f83c067c24d36d5b387213f43700e34ee0e2e5d6d7bb8d776a0707,36b1e93fad9cad64a61b8e85411febc9b341d2cc132b704a741f8b5cea27ee41,9afc87287cf617332022c2926ab986df96440b5820daea4db22e4da3ffb84f37,0
WBCIC,0,initial_selection,0,34,1.2212375737726688,0.8498975038528442,3,3722093011952763394,123dde7cf75c97c005a7f305f11c07233d52bb18c0c8c8c438409592f31fa2cf,976cb9b16962e98dc4140dd7acafaa0fd8f140f2f2146ab0acda2b37b34eea51,114b71b71a7e334c3a0ea36b98019c7ee241f3b6f067f4e5f88d9e8a7c703fce,0
WBCIC,0,initial_selection,2,35,0.0206598937511444,0.5889459848403931,8,2697280992306683770,a4c4147e148e96ab1dcff4578dcc4ec4c6a5eff3f757b9ba0d0b0e2712ecdaf2,f17c70dd0d57b56e41057515955299fdee4cbed726974a9f0a094eaba8b598fb,745a09dbf70f4a2a456da4c4f308a494b19dbd5036941d6d6543a3bcad22dc83,0
WBCIC,0,initial_selection,2,38,0.5575682613998652,0.689122200012207,8,2697280992306683770,a4c4147e148e96ab1dcff4578dcc4ec4c6a5eff3f757b9ba0d0b0e2712ecdaf2,f17c70dd0d57b56e41057515955299fdee4cbed726974a9f0a094eaba8b598fb,745a09dbf70f4a2a456da4c4f308a494b19dbd5036941d6d6543a3bcad22dc83,0
WBCIC,0,initial_selection,0,41,0.0373947024345397,0.4256576895713806,3,3722093011952763394,123dde7cf75c97c005a7f305f11c07233d52bb18c0c8c8c438409592f31fa2cf,976cb9b16962e98dc4140dd7acafaa0fd8f140f2f2146ab0acda2b37b34eea51,114b71b71a7e334c3a0ea36b98019c7ee241f3b6f067f4e5f88d9e8a7c703fce,0
WBCIC,0,initial_selection,0,42,0.1034046113491058,0.5423575043678284,3,3722093011952763394,123dde7cf75c97c005a7f305f11c07233d52bb18c0c8c8c438409592f31fa2cf,976cb9b16962e98dc4140dd7acafaa0fd8f140f2f2146ab0acda2b37b34eea51,114b71b71a7e334c3a0ea36b98019c7ee241f3b6f067f4e5f88d9e8a7c703fce,0
WBCIC,0,initial_selection,3,47,0.0188322961330413,0.3304204642772674,21,3034600936977158895,722633ac5de4242aa379198e180a58ea7c5a892c6e50c8af36669cbc88efd0c2,d353fa3cca8d77cb8ebcda576a525403dd8a3e6072d8445489557b2956e2b0eb,6a477d8a15d96ca404533e982a1dcd315774c22b604a7f6dfb152b999dac3437,0
WBCIC,0,initial_selection,3,48,0.0331467688083648,0.3361585736274719,21,3034600936977158895,722633ac5de4242aa379198e180a58ea7c5a892c6e50c8af36669cbc88efd0c2,d353fa3cca8d77cb8ebcda576a525403dd8a3e6072d8445489557b2956e2b0eb,6a477d8a15d96ca404533e982a1dcd315774c22b604a7f6dfb152b999dac3437,0
WBCIC,0,initial_selection,3,49,0.0358785986900329,0.2885257601737976,21,3034600936977158895,722633ac5de4242aa379198e180a58ea7c5a892c6e50c8af36669cbc88efd0c2,d353fa3cca8d77cb8ebcda576a525403dd8a3e6072d8445489557b2956e2b0eb,6a477d8a15d96ca404533e982a1dcd315774c22b604a7f6dfb152b999dac3437,0
WBCIC,0,initial_selection,4,50,0.0098601281642913,0.1215266585350036,17,1610093069393814749,ebb2c6dbc932e2a892b268da7ff35d9968b87e9ddc8d1364f6f172c91ca37966,daf8e4f9bfb457870ecfd9a5ae54d3e698fa098b9b5b0f020857952998d19384,db71f901571428caff7eb2a09d1b368ecbc9d857cb930c8cba63d729cdbbeb08,0
WBCIC,0,initial_selection,1,6,0.0464044511318206,0.3036113977432251,8,7805469022454249401,284225b262f83c067c24d36d5b387213f43700e34ee0e2e5d6d7bb8d776a0707,36b1e93fad9cad64a61b8e85411febc9b341d2cc132b704a741f8b5cea27ee41,9afc87287cf617332022c2926ab986df96440b5820daea4db22e4da3ffb84f37,0
WBCIC,0,initial_selection,2,7,0.0723301470279693,0.6474097371101379,8,2697280992306683770,a4c4147e148e96ab1dcff4578dcc4ec4c6a5eff3f757b9ba0d0b0e2712ecdaf2,f17c70dd0d57b56e41057515955299fdee4cbed726974a9f0a094eaba8b598fb,745a09dbf70f4a2a456da4c4f308a494b19dbd5036941d6d6543a3bcad22dc83,0
WBCIC,0,initial_selection,1,9,0.130683034658432,0.6022873520851135,8,7805469022454249401,284225b262f83c067c24d36d5b387213f43700e34ee0e2e5d6d7bb8d776a0707,36b1e93fad9cad64a61b8e85411febc9b341d2cc132b704a741f8b5cea27ee41,9afc87287cf617332022c2926ab986df96440b5820daea4db22e4da3ffb84f37,0
