epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task,train_persistence,train_order,train_budget,train_total,train_grad_norm,lambda_p_effective,lambda_order_effective,lambda_budget_effective,orthogonality_error,gate_mean_mi,gate_mean_erp,gate_mean_ssvep,gate_active_mi,gate_active_erp,gate_active_ssvep,elapsed_seconds
0,0.603608305274972,0.5327777777777778,0.5408249158249159,0.7372222222222222,0.8587671200805735,0.9213655958665865,0.12057794400743235,0.4996329169964122,0.8587671200805735,0.9977355301380157,0.0,0.0,0.0,2.980232238769531e-07,0.4979937672615051,0.49785467982292175,0.5053419470787048,2,0,6,21.973636388778687
1,0.6858585858585858,0.595,0.5536868686868687,0.9088888888888889,0.6114585850840417,1.0067069914853461,0.17704157141324517,0.5012384207449226,0.6114585850840417,1.1492084370595272,0.0,0.0,0.0,3.5762786865234375e-07,0.4973628520965576,0.4971826672554016,0.5102742910385132,1,0,6,42.06866788864136
2,0.7111616161616161,0.6811111111111111,0.5379292929292929,0.9144444444444445,0.5391746185650336,1.0349288298704913,0.19685248891326868,0.5016339883626064,0.5391746185650336,1.1506892581966435,0.0,0.0,0.0,2.384185791015625e-07,0.4971102476119995,0.4957578182220459,0.5119202733039856,2,0,7,62.13395643234253
3,0.7154377104377104,0.6716666666666666,0.5446464646464646,0.93,0.5102502291447648,1.0814890142913176,0.21161953074352763,0.5015028898961076,0.5102502291447648,1.1975996210196307,0.0,0.0,0.0,2.980232238769531e-07,0.4957736134529114,0.4945395588874817,0.5135257244110107,1,0,7,82.0675117969513
4,0.7295903479236813,0.7166666666666667,0.5404377104377105,0.9316666666666666,0.4934452139885626,1.1152911492597277,0.2260367878686602,0.5014119320940749,0.4934452139885626,1.1089157055471546,0.0,0.0,0.0,3.5762786865234375e-07,0.49524158239364624,0.4939700663089752,0.5151264667510986,0,0,8,102.02797794342041
5,0.7303703703703702,0.6966666666666667,0.5466666666666666,0.9477777777777778,0.4839055295859542,0.5852947736454901,0.029595327746366785,0.5014178134570612,0.5260599768050364,1.1512565601651914,0.06999999999999999,0.04000000000000001,0.0,3.5762786865234375e-07,0.4950239062309265,0.4926621913909912,0.516033411026001,1,0,8,121.98637247085571
6,0.7403086419753087,0.7222222222222222,0.547037037037037,0.9516666666666667,0.47526372119645094,0.48342437944679617,0.012551484864518464,0.5009364001104765,0.5439472560570618,1.1150677560645843,0.13999999999999999,0.08000000000000002,0.0,2.384185791015625e-07,0.4944092035293579,0.4914093017578125,0.5163285732269287,1,0,8,141.92415261268616
7,0.7384455667789002,0.7172222222222222,0.5608922558922559,0.9372222222222222,0.4663739686257371,0.45577909094150937,0.012517306448839536,0.5006017434262784,0.5635896531220909,1.1393288763884073,0.21,0.12,0.0,2.384185791015625e-07,0.4938029944896698,0.4910632371902466,0.5164422988891602,1,0,8,161.82880234718323
8,0.7384175084175083,0.7227777777777777,0.5441414141414141,0.9483333333333334,0.46539518710608796,0.4245847508172009,0.012483001564777343,0.5001714925899684,0.5862761969878295,1.1816841313772113,0.27999999999999997,0.16000000000000003,0.0,2.384185791015625e-07,0.4930891990661621,0.49012213945388794,0.5162707567214966,1,0,8,182.10423684120178
9,0.7396184062850729,0.7172222222222222,0.5527441077441078,0.9488888888888889,0.4604153730601908,0.3867033672666995,0.013141419599267923,0.4996029996426306,0.5983898344440995,1.236963994035097,0.35,0.2,0.0,2.384185791015625e-07,0.4927048683166504,0.4891650676727295,0.5159606337547302,0,0,8,201.98265504837036
10,0.7408136924803591,0.7277777777777779,0.5563299663299663,0.9383333333333334,0.4606848932872309,0.37118690537515087,0.012741085255048542,0.4988118638502103,0.5936473323920063,1.2349939268326091,0.35,0.2,0.001,4.172325134277344e-07,0.4918558597564697,0.4881748557090759,0.5153230428695679,0,0,8,221.91642355918884
11,0.7384231200897867,0.7161111111111111,0.5513804713804714,0.9477777777777778,0.4550812158072106,0.3516379561379691,0.013258851629412063,0.4981004136188008,0.5818024623059781,1.174725456215511,0.35,0.2,0.002,2.384185791015625e-07,0.4912036061286926,0.48685532808303833,0.514674186706543,0,0,8,241.9704668521881
12,0.74006734006734,0.7111111111111111,0.5613131313131312,0.9477777777777778,0.45109759312923825,0.33305804918859605,0.014254828096828728,0.4970347814470808,0.5720099756650836,1.1945758523228012,0.35,0.2,0.003,2.384185791015625e-07,0.49020785093307495,0.48543021082878113,0.5133480429649353,0,0,7,261.9310863018036
13,0.7218294051627385,0.6744444444444444,0.5549326599326599,0.9361111111111111,0.44788187101622606,0.32021083703664976,0.013186103185621377,0.49559733271598816,0.5645752738569384,1.2433002195625662,0.35,0.2,0.004,4.76837158203125e-07,0.48904287815093994,0.48378637433052063,0.5119264721870422,0,0,7,281.9672546386719
14,0.7454657687991023,0.7288888888888889,0.5636195286195287,0.943888888888889,0.4479034612669009,0.2979254597258345,0.013859960180924875,0.49406218695863385,0.5574196752543762,1.2344590107971263,0.35,0.2,0.005,1.1920928955078125e-07,0.4877532124519348,0.4815603196620941,0.5103093981742859,0,0,7,301.8901147842407
15,0.7342592592592592,0.7005555555555556,0.5605555555555556,0.9416666666666667,0.4475398840748261,0.28661581149725157,0.014162574398601167,0.49247135737231956,0.5531502850701876,1.271474429380114,0.35,0.2,0.005,2.384185791015625e-07,0.4864208400249481,0.4795970618724823,0.5087864398956299,0,0,6,321.76977157592773
16,0.7421268237934905,0.7216666666666667,0.561936026936027,0.9427777777777777,0.44120260989554577,0.2745546496638628,0.013912225107305517,0.4907946185530903,0.5425331550780857,1.2059058708565258,0.35,0.2,0.005,2.384185791015625e-07,0.4850861430168152,0.47761833667755127,0.5070831775665283,0,0,6,341.80274200439453
17,0.741257014590348,0.7072222222222222,0.5721043771043771,0.9444444444444444,0.43697315426630395,0.26433199922615125,0.013947345999670084,0.48914986013252043,0.5347245733871638,1.2081493596050228,0.35,0.2,0.005,2.384185791015625e-07,0.4837993085384369,0.47526344656944275,0.505967915058136,0,0,6,361.82800793647766
18,0.7370538720538721,0.7283333333333333,0.5478282828282828,0.935,0.43987958453526005,0.25511631035359106,0.013626563502040423,0.487585340426347,0.5343335279237444,1.2380115011028041,0.35,0.2,0.005,2.384185791015625e-07,0.4826972484588623,0.47317174077033997,0.5044000148773193,0,0,5,381.77239751815796
19,0.742020202020202,0.7188888888888889,0.5655050505050505,0.9416666666666667,0.4379146878964433,0.24944424364611367,0.014074764197048183,0.4859960070837324,0.5304651023628556,1.2537840732904237,0.35,0.2,0.005,2.980232238769531e-07,0.4814910292625427,0.47150781750679016,0.503013014793396,0,0,5,401.7825860977173
20,0.7390123456790123,0.725,0.5514814814814815,0.9405555555555556,0.43448855247452994,0.24225088772929718,0.014295595376012481,0.48453739006942675,0.5245581622992721,1.2685978746859827,0.35,0.2,0.005,3.5762786865234375e-07,0.4803747236728668,0.4694916009902954,0.5013397932052612,0,0,4,421.733845949173
21,0.7456902356902356,0.7227777777777777,0.5698484848484848,0.9444444444444445,0.4322379242593997,0.24018100753565816,0.013664773343322433,0.4829909497889403,0.5214491815210502,1.2536522946625113,0.35,0.2,0.005,3.5762786865234375e-07,0.47919249534606934,0.46740567684173584,0.49987509846687317,0,0,3,441.62212896347046
22,0.7393153759820427,0.6988888888888889,0.5746127946127946,0.9444444444444444,0.4275604776132887,0.2275067794824315,0.013954715350660209,0.4814554803839354,0.512386067169849,1.2552225940695434,0.35,0.2,0.005,1.7881393432617188e-07,0.478041410446167,0.4654187560081482,0.49864137172698975,0,0,3,461.5410087108612
23,0.7390123456790123,0.7116666666666667,0.5592592592592592,0.9461111111111111,0.42790666222572327,0.2285125449160549,0.01403386125811071,0.47982598381621816,0.513091952444237,1.3021470703811289,0.35,0.2,0.005,3.5762786865234375e-07,0.4768540561199188,0.46304550766944885,0.49706175923347473,0,0,2,481.5026824474335
24,0.7348092031425365,0.6961111111111111,0.5666498316498316,0.9416666666666667,0.4277061179419544,0.22218367151010818,0.013935671575263004,0.47815597753658473,0.5106483138053217,1.2630251211540722,0.35,0.2,0.005,3.5762786865234375e-07,0.475619912147522,0.4609774947166443,0.49558526277542114,0,0,2,501.29459404945374
25,0.7454208754208755,0.7161111111111111,0.5762626262626263,0.943888888888889,0.4283585531689296,0.21152518076874385,0.014146418515244655,0.47657092876523455,0.5076045051356343,1.3123222416806444,0.35,0.2,0.005,3.5762786865234375e-07,0.4745738208293915,0.45853912830352783,0.494026243686676,0,0,2,521.3143985271454
26,0.739287317620651,0.6983333333333333,0.5717508417508418,0.9477777777777778,0.42403243301070737,0.21328899459304096,0.014355919950545947,0.47487424912853776,0.5039291381835938,1.2474494994243728,0.35,0.2,0.005,1.7881393432617188e-07,0.4731936454772949,0.45674195885658264,0.49235275387763977,0,0,2,541.1985244750977
27,0.739685746352413,0.7016666666666667,0.5796127946127946,0.9377777777777777,0.4222870675202842,0.21050296793474216,0.013401265586856927,0.47328495672930065,0.501009780112828,1.2530423129830406,0.35,0.2,0.005,2.980232238769531e-07,0.4719139337539673,0.45447662472724915,0.49117037653923035,0,0,2,561.166668176651
