frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
13092,13092,erp,12,1,Target,1,0,train_geometry,330,32
13111,13111,erp,12,1,Target,1,0,train_geometry,330,32
13141,13141,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13149,13149,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13159,13159,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13178,13178,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13182,13182,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13231,13231,erp,12,1,Target,1,0,train_geometry,330,32
13241,13241,erp,12,1,Target,1,0,train_geometry,330,32
13311,13311,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13312,13312,erp,12,1,Target,1,0,train_geometry,330,32
13374,13374,erp,12,1,Target,1,0,train_geometry,330,32
13512,13512,erp,12,1,Target,1,0,train_geometry,330,32
13531,13531,erp,12,1,Target,1,0,train_geometry,330,32
13559,13559,erp,12,1,Target,1,0,train_geometry,330,32
13564,13564,erp,12,1,Target,1,0,train_geometry,330,32
13612,13612,erp,12,1,Target,1,0,train_geometry,330,32
13615,13615,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13686,13686,erp,12,1,Target,1,0,train_geometry,330,32
13718,13718,erp,12,1,Target,1,0,train_geometry,330,32
13874,13874,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13877,13877,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13885,13885,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13888,13888,erp,12,1,Target,1,0,train_geometry,330,32
13927,13927,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13930,13930,erp,12,1,Target,1,0,train_geometry,330,32
13943,13943,erp,12,1,Target,1,0,train_geometry,330,32
13961,13961,erp,12,1,NonTarget,1,0,train_geometry,1650,32
13967,13967,erp,12,1,NonTarget,1,0,train_geometry,1650,32
14012,14012,erp,12,1,Target,1,0,train_geometry,330,32
14018,14018,erp,12,1,NonTarget,1,0,train_geometry,1650,32
14046,14046,erp,12,1,NonTarget,1,0,train_geometry,1650,32
14094,14094,erp,12,1,Target,1,0,train_geometry,330,32
14185,14185,erp,12,1,Target,1,0,train_geometry,330,32
14193,14193,erp,12,1,NonTarget,1,0,train_geometry,1650,32
14257,14257,erp,12,1,Target,1,0,train_geometry,330,32
14266,14266,erp,12,1,NonTarget,1,0,train_geometry,1650,32
14290,14290,erp,12,1,NonTarget,1,0,train_geometry,1650,32
14292,14292,erp,12,1,NonTarget,1,0,train_geometry,1650,32
14311,14311,erp,12,1,Target,1,0,train_geometry,330,32
14326,14326,erp,12,1,Target,1,0,train_geometry,330,32
14383,14383,erp,12,1,Target,1,0,train_geometry,330,32
14409,14409,erp,12,1,NonTarget,1,0,train_geometry,1650,32
14532,14532,erp,12,1,NonTarget,1,0,train_geometry,1650,32
14552,14552,erp,12,1,Target,1,0,train_geometry,330,32
14609,14609,erp,12,1,Target,1,0,train_geometry,330,32
14646,14646,erp,12,1,Target,1,0,train_geometry,330,32
