stage,c_rank,draw,final_subset,final_subset_sha256,mapping_sha256,outer_error_association_subjects,outer_subject_error_association,p_rank,train_concentration_ratio,train_max_interaction,train_top10,train_top10_mass
classifier_input,16,0,"[3, 9, 10, 17]",238ab59b7d97360373a6ac36515c5c3a0a387b04913aea088b5cae280b900d68,daefe3d31ec1b635c612568d3727cad2eee192e7149ac8289db5d9e9be6635ff,6,-3.6291430601428e-08,4,0.16789203622341906,2.2083669648509385e-07,"[[3, 0], [2, 0], [3, 1], [1, 0], [3, 2], [0, 0], [0, 1], [3, 12], [2, 1], [0, 2]]",2.1514322270377306e-06
classifier_input,16,1,"[3, 11, 12, 14]",971b066a31cae0d4cf42b8f0f237442eb1fdd9453edf6e13f39fb1306c33cf99,77eaf9fee1dcc2a89449f7670f741452cb84da67b9f71713ad85665211cf5cfd,6,-4.076216305233989e-08,4,0.1657825328421836,2.2920502829038014e-07,"[[3, 1], [1, 0], [3, 0], [1, 1], [0, 0], [2, 0], [3, 11], [3, 2], [3, 8], [2, 1]]",2.1611088101280984e-06
classifier_input,16,2,"[2, 3, 16, 17]",081701b7b774bbf5feef4fe189ba86f9438360b88035faa2770a40a905551a70,cda7685af79268d809b0d1894b3b64be4df019fd64e37f9a1aa8aff983a69006,6,-3.915592312608851e-08,4,0.16614691265530412,2.2746287697827938e-07,"[[3, 1], [3, 0], [2, 1], [0, 1], [3, 2], [2, 0], [0, 0], [1, 1], [3, 7], [1, 0]]",2.148502304066824e-06
classifier_input,16,3,"[1, 6, 9, 15]",14633a0423006789af934854d55e100acbcfb42bdfc608188dc912bfef7ed8c3,5c40ad1e1cb06e0513e88c204aff9ecde84b80a6f6aa336b94fe6699464743d0,6,-4.5762981078685994e-08,4,0.1682655429151308,2.2561832224710088e-07,"[[3, 0], [3, 1], [1, 1], [1, 0], [3, 2], [2, 1], [2, 0], [0, 0], [0, 1], [1, 2]]",2.1596671899715147e-06
classifier_input,16,4,"[0, 7, 11, 13]",a491aa5c9a53588b0b66b81e65d328c675c549832b4e366b593841d68b5637cd,fe64768ec970f376b70d4304059e087349741c4c9115d7da06a630e78be070f1,6,-4.475619424700502e-08,4,0.16787682965397324,2.238463281400982e-07,"[[2, 1], [2, 0], [1, 0], [0, 0], [2, 2], [3, 0], [1, 1], [1, 2], [3, 1], [1, 4]]",2.151237850966936e-06
classifier_input,16,5,"[14, 16, 17, 18]",a4844b340fbc6f4a5a1526c0b5078eddd01dcbdb7352d4e0bdef88c5e51b7419,170493588a6149ea6333745786016a643442b85d0a503424e42d281aa85d81a0,6,-3.736085506152638e-08,4,0.1659044135159651,2.3034830576307286e-07,"[[0, 0], [2, 0], [3, 0], [0, 1], [2, 1], [0, 12], [1, 0], [0, 8], [0, 7], [2, 2]]",2.150574914594472e-06
classifier_input,16,6,"[5, 7, 12, 19]",9fdcf855ef3eb613db02aa2b47120d4a166108623dbe3eb6b45642614e7428f6,2b9fc99b93e7c97d7cc4bf6c8256c85b0f7729a48e19e212c3811a8c4fa4cf7b,6,-4.315657419577216e-08,4,0.16841367361406628,2.2271601096690574e-07,"[[3, 1], [0, 1], [2, 0], [3, 0], [1, 0], [2, 2], [0, 0], [2, 1], [1, 1], [1, 2]]",2.1653785182706997e-06
classifier_input,16,7,"[1, 8, 11, 12]",d1daccd6389d431f6e1e162a4205e34ebd089e7c2e845c1586ec0d9736a7ca12,bd9980777a37dc8c86f1e606b800cf4894a0930701992807465aa742028c2063,6,-4.2640553428914996e-08,4,0.16783941288605841,2.247315933345817e-07,"[[2, 0], [2, 1], [2, 2], [3, 0], [0, 1], [3, 1], [3, 2], [1, 0], [1, 1], [0, 0]]",2.1513964441055577e-06
classifier_input,16,8,"[1, 5, 6, 16]",06e8eabc57207c698190dca667d01acd95bb0370b18599fcfd93a5a85d147908,24cf983f1cdabd420153db36d5214615ecd3d6bf9f3df31263fb18b3ac519402,6,-4.1312003388564265e-08,4,0.1657954393238554,2.1477852385487495e-07,"[[3, 0], [0, 1], [3, 2], [1, 1], [2, 0], [2, 2], [1, 2], [1, 0], [0, 2], [0, 0]]",2.1289447431627195e-06
classifier_input,16,9,"[11, 12, 14, 17]",22ff85608c0e6ccd9f75a55b043329310fca21559b101ae07a5740f3bbdf59cc,8f8987845bc0fac429b9bed05c551942804f63602fb8295a7f616c41e5718b9a,6,-4.601004934083146e-08,4,0.16423499564859742,2.2081862027789612e-07,"[[2, 0], [3, 0], [1, 0], [0, 0], [3, 1], [2, 1], [2, 3], [2, 2], [0, 1], [2, 5]]",2.140056210464536e-06
