comparison,Delta_BA,CI95_L,CI95_U,conclusion,OUTER_TEST_USED
scalar_S1S2_reliability_vs_W1,-0.0008347191426459,-0.0108347191426459,0.0082086104951958,failed,False
subject_local_geometry_stack_vs_W1,0.0086699310174919,0.0005219881744271,0.0171951219512194,meaningful_positive,False
