fold,seed,control_macro_BA,ct_macro_BA,delta_macro_BA,outer_test_used
0,0,0.7743817591870314,0.7748322129278673,0.00045045374083585443,False
0,1,0.7854683605551993,0.7856905827774217,0.00022222222222234578,False
1,0,0.7490426898836432,0.7492664035301756,0.00022371364653239745,False
1,1,0.7396313567066223,0.7396313567066223,0.0,False
2,0,0.7672988315920707,0.7679691304587352,0.000670298866664476,False
2,1,0.7632990120419619,0.7626311602071016,-0.0006678518348602891,False
