fold,seed,protected_harm_BA,nuisance_harm_BA,random_harm_BA,difference_BA,protected_gt_nuisance,outer_test_used
0,0,0.18995740323280308,0.006053505521934843,0.004690622311034596,0.18390389771086824,True,False
0,1,0.19059544574418708,-0.004627333002619083,0.0015781739237116332,0.19522277874680616,True,False
1,0,0.13492468431054994,0.0013244467990165543,0.007741080428587423,0.13360023751153338,True,False
1,1,0.15714793741109534,-0.0004089615931721635,0.017544274537695616,0.1575568990042675,True,False
2,0,0.17127872349882223,0.005915818480821455,0.008924307747011051,0.16536290501800077,True,False
2,1,0.12216525270052137,-0.0006844639136401875,0.011831216532381417,0.12284971661416155,True,False
