fold,seed,inner_fold,config,hard_clean_ba,base_clean_ba,cf0_clean_ba,hard_natural_delta_vs_base,hard_natural_delta_vs_cf0,hard_robust_ba,base_robust_ba,cf0_robust_ba,hard_robust_delta_vs_base,hard_robust_delta_vs_cf0,hard_clean_delta_vs_duplicate,hard_clean_delta_vs_full,hard_clean_delta_vs_random,hard_robust_delta_vs_duplicate,hard_robust_delta_vs_full,hard_robust_delta_vs_random
0,0,0,cf0_a100_p050_l10_c01,0.8214285714285714,0.8157142857142857,0.8171428571428572,0.005714285714285672,0.004285714285714226,0.8210714285714286,0.8170833333333333,0.8171428571428573,0.0039880952380952905,0.003928571428571281,0.005714285714285672,0.0028571428571428914,0.005714285714285672,0.0039880952380952905,0.0011309523809523991,0.0035714285714285587
0,0,1,cf0_a100_p050_l10_c01,0.81,0.8114285714285714,0.812857142857143,-0.0014285714285713347,-0.0028571428571428914,0.8111904761904761,0.8124404761904761,0.8127380952380951,-0.0012499999999999734,-0.00154761904761902,-0.0014285714285713347,0.0,-0.0014285714285713347,-0.0012499999999999734,-0.0008333333333334636,-0.0011904761904761862
0,0,2,cf0_a100_p050_l10_c01,0.84,0.8392857142857142,0.8392857142857142,0.0007142857142857784,0.0007142857142857784,0.8398809523809523,0.8398809523809524,0.8399404761904762,-1.1102230246251565e-16,-5.952380952389813e-05,0.0007142857142857784,0.0014285714285714457,0.0,-1.1102230246251565e-16,0.0004166666666666208,-5.952380952389813e-05
0,0,3,cf0_a100_p050_l10_c01,0.8535714285714286,0.855,0.855,-0.0014285714285713347,-0.0014285714285713347,0.8535119047619046,0.8550595238095239,0.8551190476190476,-0.001547619047619242,-0.001607142857142918,-0.0014285714285713347,-0.0028571428571427804,-0.0014285714285713347,-0.001547619047619242,-0.002559523809523956,-0.0013095238095240935
0,0,4,cf0_a100_p050_l10_c01,0.845,0.8441666666666667,0.8441666666666667,0.0008333333333332416,0.0008333333333332416,0.8450000000000001,0.8438194444444443,0.8438888888888889,0.00118055555555574,0.0011111111111111738,0.0008333333333332416,0.0016666666666665941,0.0008333333333332416,0.00118055555555574,0.001180555555555518,0.0011111111111112848
0,1,0,cf0_a025_p050_l10_c01,0.8457142857142856,0.8457142857142856,0.8457142857142856,0.0,0.0,0.8445833333333335,0.8444642857142856,0.8445238095238095,0.00011904761904790728,5.952380952400915e-05,0.0,0.0014285714285713347,0.0,3.3306690738754696e-16,0.0002976190476192686,1.1102230246251565e-16
0,1,1,cf0_a025_p050_l10_c01,0.8485714285714285,0.8485714285714285,0.8485714285714285,0.0,0.0,0.8480357142857143,0.8479761904761904,0.8479166666666668,5.952380952389813e-05,0.00011904761904757422,0.0,0.0,0.0,0.0,-0.00011904761904757422,5.952380952389813e-05
0,1,2,cf0_a025_p050_l10_c01,0.7914285714285714,0.7914285714285714,0.7914285714285714,0.0,0.0,0.7920238095238096,0.7927380952380951,0.7924999999999999,-0.0007142857142855563,-0.00047619047619029686,0.0,-0.0007142857142857784,0.0,-0.00047619047619029686,-0.0008928571428570287,-0.00047619047619029686
0,1,3,cf0_a025_p050_l10_c01,0.825,0.8242857142857143,0.8242857142857143,0.0007142857142856673,0.0007142857142856673,0.8269047619047619,0.8268452380952381,0.8269642857142857,5.952380952378711e-05,-5.952380952378711e-05,0.0007142857142856673,0.0007142857142856673,0.0007142857142856673,0.0,-0.00011904761904757422,5.952380952378711e-05
0,1,4,cf0_a025_p050_l10_c01,0.8541666666666666,0.8558333333333333,0.8558333333333333,-0.0016666666666667052,-0.0016666666666667052,0.8505555555555554,0.8506250000000001,0.8507638888888889,-6.944444444467734e-05,-0.00020833333333347692,-0.0016666666666667052,-0.0016666666666667052,-0.0016666666666667052,-0.00020833333333347692,6.944444444423326e-05,-0.00020833333333347692
1,0,0,cf0_a100_p050_l10_c01,0.8264285714285714,0.8235714285714286,0.8235714285714286,0.0028571428571427804,0.0028571428571427804,0.8286309523809523,0.8262499999999999,0.8260119047619048,0.0023809523809523725,0.002619047619047521,0.0028571428571427804,-0.0007142857142857784,0.0028571428571427804,0.0023809523809523725,0.0014285714285714457,0.0023809523809523725
1,0,1,cf0_a100_p050_l10_c01,0.835,0.8378571428571429,0.8400000000000001,-0.0028571428571428914,-0.0050000000000001155,0.8404761904761905,0.8398214285714284,0.8401785714285713,0.0006547619047621023,0.0002976190476191576,-0.0028571428571428914,-0.0014285714285715567,-0.002142857142857224,0.0006547619047621023,-0.00017857142857136132,0.0003571428571429447
1,0,2,cf0_a100_p050_l10_c01,0.8271428571428572,0.8271428571428572,0.8285714285714285,0.0,-0.0014285714285713347,0.8258928571428571,0.8260714285714285,0.8266666666666667,-0.00017857142857136132,-0.0007738095238095655,0.0,-0.002142857142857113,-0.002142857142857113,-0.00017857142857136132,0.0,-0.00035714285714283367
