fold,seed,inner_fold,mode,config,clean_balanced_accuracy,clean_accuracy,clean_macro_f1,clean_nll,clean_brier,clean_ece,robust_ba,delta_ba_under_shift,worst_quartile_ba,worst_shift_ba,robust_nll,prediction_js_sensitivity,epochs,optimizer_steps,elapsed_seconds,n_augmented,mean_applied_shift_norm,mean_geometry_projection_error,max_geometry_projection_error,alpha,p_cf,lambda_cf,lambda_cons,scale_policy,donor_policy,development_validation_used,outer_test_used
0,0,0,hard,cf0_a100_p050_l10_c01,0.8214285714285714,0.8214285714285714,0.8213465366750039,0.3967538619233314,0.12567412785636775,0.0535892087921364,0.8210714285714286,-0.00035714285714283367,0.8202380952380953,0.8192857142857144,0.3967767063503412,3.4957447485663863e-06,1,57,0.8437681198120117,2770,0.6115023526904385,9.711297838251147e-09,5.1075875973083384e-08,1.0,0.5,1.0,0.1,constant,uniform,False,False
0,0,1,hard,cf0_a100_p050_l10_c01,0.81,0.81,0.8099239695878351,0.39740818093669233,0.1282945124818499,0.02424584235632344,0.8111904761904761,0.0011904761904760752,0.8078571428571428,0.8071428571428572,0.39756447088991426,4.531826748291836e-05,1,57,0.4456202983856201,2731,0.6467166902031579,1.0087536328363828e-08,8.414086494212825e-08,1.0,0.5,1.0,0.1,constant,uniform,False,False
0,0,2,hard,cf0_a100_p050_l10_c01,0.84,0.84,0.8397789603616418,0.3848136658412794,0.1196592103566937,0.06713322347545074,0.8398809523809523,-0.00011904761904768524,0.8392857142857143,0.8392857142857142,0.38463365518296855,2.0968565065761993e-05,1,57,0.4580059051513672,2705,0.629846027818493,8.904196979167489e-09,5.718742812632627e-08,1.0,0.5,1.0,0.1,constant,uniform,False,False
0,0,3,hard,cf0_a100_p050_l10_c01,0.8535714285714286,0.8535714285714285,0.8535713538629357,0.36444649367140164,0.11178090317959631,0.06406155651789308,0.8535119047619046,-5.952380952400915e-05,0.8528571428571428,0.8528571428571428,0.3645883270309111,2.2317818888718174e-05,1,57,0.45380616188049316,2781,0.6061572383865527,9.519451595129867e-09,5.1260844458056454e-08,1.0,0.5,1.0,0.1,constant,uniform,False,False
0,0,4,hard,cf0_a100_p050_l10_c01,0.845,0.845,0.8448098921178444,0.3660592240889993,0.11448430014476349,0.027537160727441723,0.8450000000000001,1.1102230246251565e-16,0.8436111111111111,0.8433333333333333,0.36614772768094356,4.483973887529533e-06,1,59,0.47625041007995605,2858,0.5980938650495611,9.658901813662214e-09,3.891434730007859e-08,1.0,0.5,1.0,0.1,constant,uniform,False,False
0,1,0,hard,cf0_a025_p050_l10_c01,0.8457142857142856,0.8457142857142858,0.8456941314783972,0.3532121582797607,0.11073823875386231,0.03434883965887009,0.8445833333333335,-0.001130952380952177,0.8428571428571429,0.8421428571428571,0.35324963748987653,4.3650224274378525e-05,4,228,2.2028632164001465,10897,0.17361253566169582,3.976523597959047e-09,1.6658665558111352e-08,0.25,0.5,1.0,0.1,constant,uniform,False,False
0,1,1,hard,cf0_a025_p050_l10_c01,0.8485714285714285,0.8485714285714285,0.8485664838035528,0.3670925599057711,0.11266389684618051,0.044245995504479156,0.8480357142857143,-0.000535714285714195,0.8469047619047618,0.8464285714285714,0.3673257589960752,5.4232950351685055e-05,4,228,2.209604501724243,11017,0.1803346258050746,4.2675667420934576e-09,2.261153930760429e-08,0.25,0.5,1.0,0.1,constant,uniform,False,False
0,1,2,hard,cf0_a025_p050_l10_c01,0.7914285714285714,0.7914285714285715,0.7907452907452908,0.45252549183247975,0.14548862876897697,0.029125542761199823,0.7920238095238096,0.0005952380952382041,0.790952380952381,0.79,0.453079461370226,0.00010813027712653981,4,228,2.238903760910034,10906,0.18588192275351786,4.084156727221149e-09,1.982676778311543e-08,0.25,0.5,1.0,0.1,constant,uniform,False,False
0,1,3,hard,cf0_a025_p050_l10_c01,0.825,0.825,0.8249741926233001,0.38503956828481334,0.12181290327010527,0.026148373351774265,0.8269047619047619,0.0019047619047619646,0.8254761904761905,0.8242857142857143,0.3851001662413438,7.797733971165865e-05,4,228,2.2476108074188232,10986,0.17232181447333117,4.393151157660292e-09,1.6842260919247565e-08,0.25,0.5,1.0,0.1,constant,uniform,False,False
0,1,4,hard,cf0_a025_p050_l10_c01,0.8541666666666666,0.8541666666666666,0.8540814461779414,0.35204716130117036,0.10897422715993149,0.05858741047895845,0.8505555555555554,-0.0036111111111112315,0.8466666666666667,0.8458333333333333,0.3522363317315465,0.0001454696891501825,4,236,2.2926688194274902,11393,0.1804452795418594,4.205080419043713e-09,1.6613540765320067e-08,0.25,0.5,1.0,0.1,constant,uniform,False,False
