fold,seed,protected_block_id,candidate_coordinate_ids,rank,rho_mean,rho_std,coordinate_variance_mean,coordinate_energy_mean,train_identity_balanced_accuracy,dewhitened_direction_norm_mean,train_task_margin_magnitude,train_same_similarity,train_mismatched_similarity,train_R_persist,train_persistence_supported,outer_test_used,outer_membership_enumerated,match_distance,match_max_abs_z,accepted
0,0,5,"[0, 1, 2, 3]",4.0,0.48175187408924103,0.15547247899014616,0.9513720870018005,1.1517131328582764,0.2014705882352941,1.9404910886473286,0.05129918599882159,0.8321668882862021,0.007158983434025566,0.8250079048521766,True,False,False,4.552537682287412,7.250595610436165,False
0,0,5,"[0, 1, 2, 4]",4.0,0.4583736024796963,0.180822690732263,0.9084969758987427,1.1154690980911255,0.19558823529411765,2.029355490507406,0.05602157724069516,0.8510035803187266,0.04481921672007488,0.8061843635986518,True,False,False,4.401077334436587,7.108923951572192,False
0,0,5,"[0, 1, 2, 5]",4.0,0.4490950144827366,0.19232632999671756,0.9114946126937866,1.110901117324829,0.19058823529411764,2.0060254547704464,0.06926326913290923,0.8496017778604997,0.04627533509913541,0.8033264427613643,True,False,False,4.278208969103892,6.711673414619365,False
0,0,5,"[0, 1, 2, 6]",4.0,0.44741080328822136,0.19448387648199394,0.8891790509223938,1.0876399278640747,0.19558823529411765,1.8694142155892894,0.055068959569814654,0.8439854283056596,0.10389019595493686,0.7400952323507226,True,False,False,4.335372674108729,7.137502465885045,False
0,0,5,"[0, 1, 2, 7]",4.0,0.44196540489792824,0.20159056248463778,0.9006162285804749,1.104229211807251,0.16352941176470587,2.0280600966949023,0.054544255688603056,0.8384851526631615,0.042697512299662364,0.795787640363499,True,False,False,4.256835893104689,7.153243573611249,False
0,0,5,"[0, 1, 2, 8]",4.0,0.43319369852542877,0.21341756171111836,0.8899849653244019,1.1025993824005127,0.1808823529411765,1.9071172221215817,0.05168502230129232,0.8429012995619822,0.0887218407455038,0.7541794588164785,True,False,False,4.311622580117459,7.239020527766971,False
0,0,5,"[0, 1, 2, 9]",4.0,0.42797720432281494,0.22064656821895895,0.8491391539573669,1.0508099794387817,0.1729411764705882,1.8793697492033106,0.057818861954278135,0.8548940242544836,0.07272945333057725,0.7821645709239063,True,False,False,4.139971057334809,7.055005439999834,False
0,0,5,"[0, 1, 2, 10]",4.0,0.42279042676091194,0.2279621976337685,0.8608487844467163,1.0611820220947266,0.17970588235294116,2.078571030484654,0.11049388842044648,0.8424300436364487,0.05743896103891417,0.7849910825975346,True,False,False,3.8661086525729687,5.474755520426226,False
0,0,5,"[0, 1, 2, 11]",4.0,0.4206191785633564,0.2310595518211432,0.8451089262962341,1.0476367473602295,0.17,2.0469935692813843,0.05547481074537055,0.8352655481011773,0.08665681377557989,0.7486087343255974,True,False,False,4.160390647725326,7.125326937355544,False
0,0,5,"[0, 1, 2, 16]",4.0,0.40542972972616553,0.25323073092871784,0.8121933341026306,1.0117722749710083,0.1735294117647059,1.9474109756648452,0.11759533671544137,0.8466715044857209,0.09344225950255869,0.7532292449831626,True,False,False,3.6734278195454273,5.261712189461231,False
