subject_id,delta_ID_P_minus_N
1,0.0
3,0.0012723958333333333
5,-0.020524999999999998
6,0.00017499999999999954
7,-0.0006479166666666662
9,-0.0006249999999999962
10,0.0
11,-0.0009458333333333297
14,0.008799999999999995
16,-0.02015
17,0.0071763888888888875
19,-0.0017437499999999996
22,-0.0012406250000000004
25,-0.017724999999999994
28,0.0
30,-0.005199999999999995
38,-0.003669791666666666
40,-0.0005541666666666693
45,0.0
48,0.0
49,-0.004425000000000008
50,-0.0060906250000000006
54,0.0
