fold,seed,protected_block_id,dose,group_id,subject_id,harm,baseline_BA,post_BA,identity_drop
0,0,5,MEDIUM,P,6,0.0,0.8400000000000001,0.8400000000000001,0.0
0,0,5,MEDIUM,P,10,0.0,0.75,0.75,0.0
0,0,5,MEDIUM,P,17,0.0,0.72,0.72,0.0
0,0,5,MEDIUM,P,28,0.0,0.92,0.92,0.0
0,0,5,MEDIUM,P,45,0.0,0.86,0.86,0.0
0,0,5,MEDIUM,P,48,0.0,0.59,0.59,0.0
0,0,5,MEDIUM,P,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,5,HIGH,N,1,-0.012,0.72,0.732,0.019200000000000002
0,1,5,HIGH,N,3,0.001,0.96,0.959,-0.0027000000000000257
0,1,5,HIGH,N,6,0.002199999999999994,0.85,0.8478,0.04369999999999999
0,1,5,HIGH,N,10,0.005999999999999998,0.76,0.754,0.003200000000000012
0,1,5,HIGH,N,17,0.018799999999999966,0.58,0.5611999999999999,-0.004499999999999989
0,1,5,HIGH,N,28,0.0,0.96,0.96,0.0053000000000000096
0,1,5,HIGH,N,45,-0.005799999999999959,0.8400000000000002,0.8458,0.0012
0,1,5,HIGH,N,48,0.0012000000000000038,0.55,0.5488000000000001,0.0184
0,1,5,HIGH,N,54,-0.004599999999999968,0.5700000000000001,0.5746,0.004899999999999959
0,1,5,HIGH,P,1,0.0699999999999999,0.72,0.65,0.06
0,1,5,HIGH,P,3,0.01,0.96,0.95,0.0199999999999999
0,1,5,HIGH,P,6,0.15,0.85,0.7,0.03
0,1,5,HIGH,P,10,0.09,0.76,0.6699999999999999,0.0150000000000001
0,1,5,HIGH,P,17,0.0699999999999999,0.58,0.51,-0.02
0,1,5,HIGH,P,28,0.1699999999999999,0.96,0.79,0.26
0,1,5,HIGH,P,45,0.1100000000000001,0.8400000000000001,0.73,0.005
0,1,5,HIGH,P,48,0.02,0.55,0.53,0.01
0,1,5,HIGH,P,54,-0.0299999999999999,0.5700000000000001,0.6,-0.01
0,1,5,LOW,N,1,0.0,0.72,0.72,0.0
0,1,5,LOW,N,3,0.0,0.96,0.96,0.0
0,1,5,LOW,N,6,0.0,0.85,0.85,0.0
0,1,5,LOW,N,10,0.0,0.76,0.76,0.0
0,1,5,LOW,N,17,0.0,0.58,0.58,0.0
0,1,5,LOW,N,28,0.0,0.96,0.96,0.0
0,1,5,LOW,N,45,0.0,0.8400000000000002,0.8400000000000002,0.0
0,1,5,LOW,N,48,0.0,0.55,0.55,0.0
0,1,5,LOW,N,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,5,LOW,P,1,0.0,0.72,0.72,0.0
0,1,5,LOW,P,3,0.0,0.96,0.96,0.0
0,1,5,LOW,P,6,0.0,0.85,0.85,0.0
0,1,5,LOW,P,10,0.0,0.76,0.76,0.0
0,1,5,LOW,P,17,0.0,0.58,0.58,0.0
0,1,5,LOW,P,28,0.0,0.96,0.96,0.0
0,1,5,LOW,P,45,0.0,0.8400000000000001,0.8400000000000001,0.0
0,1,5,LOW,P,48,0.0,0.55,0.55,0.0
0,1,5,LOW,P,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,5,MEDIUM,N,1,0.0,0.72,0.72,0.0
0,1,5,MEDIUM,N,3,0.0,0.96,0.96,0.0
0,1,5,MEDIUM,N,6,0.0,0.85,0.85,0.0
0,1,5,MEDIUM,N,10,0.0,0.76,0.76,0.0
0,1,5,MEDIUM,N,17,0.0,0.58,0.58,0.0
0,1,5,MEDIUM,N,28,0.0,0.96,0.96,0.0
0,1,5,MEDIUM,N,45,0.0,0.8400000000000002,0.8400000000000002,0.0
0,1,5,MEDIUM,N,48,0.0,0.55,0.55,0.0
0,1,5,MEDIUM,N,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,5,MEDIUM,P,1,0.0,0.72,0.72,0.0
0,1,5,MEDIUM,P,3,0.0,0.96,0.96,0.0
0,1,5,MEDIUM,P,6,0.0,0.85,0.85,0.0
0,1,5,MEDIUM,P,10,0.0,0.76,0.76,0.0
0,1,5,MEDIUM,P,17,0.0,0.58,0.58,0.0
0,1,5,MEDIUM,P,28,0.0,0.96,0.96,0.0
0,1,5,MEDIUM,P,45,0.0,0.8400000000000001,0.8400000000000001,0.0
0,1,5,MEDIUM,P,48,0.0,0.55,0.55,0.0
0,1,5,MEDIUM,P,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,6,HIGH,N,1,-0.0076,0.72,0.7275999999999999,0.012299999999999995
0,1,6,HIGH,N,3,0.0012,0.96,0.9588,-0.000300000000000026
0,1,6,HIGH,N,6,0.0013999999999999941,0.85,0.8486,0.02359999999999999
0,1,6,HIGH,N,10,0.0015999999999999981,0.76,0.7584000000000001,0.001500000000000018
0,1,6,HIGH,N,17,0.012399999999999974,0.58,0.5676,-0.013499999999999995
0,1,6,HIGH,N,28,0.0004,0.96,0.9595999999999999,0.004400000000000008
0,1,6,HIGH,N,45,-0.004599999999999966,0.8400000000000002,0.8446000000000001,0.0003
0,1,6,HIGH,N,48,0.00020000000000000188,0.55,0.5498000000000001,0.007999999999999991
0,1,6,HIGH,N,54,-0.0037999999999999818,0.5700000000000001,0.5738,0.00569999999999997
0,1,6,HIGH,P,1,0.0,0.72,0.72,0.25
0,1,6,HIGH,P,3,0.0899999999999999,0.96,0.87,0.0199999999999999
0,1,6,HIGH,P,6,0.0499999999999999,0.85,0.8,-0.005
0,1,6,HIGH,P,10,0.1,0.76,0.6599999999999999,0.0050000000000001
0,1,6,HIGH,P,17,-0.0400000000000001,0.58,0.6200000000000001,-0.03
0,1,6,HIGH,P,28,0.02,0.96,0.94,-0.0299999999999999
0,1,6,HIGH,P,45,0.0,0.8400000000000001,0.8400000000000001,0.0
0,1,6,HIGH,P,48,-0.0299999999999999,0.55,0.58,0.015
0,1,6,HIGH,P,54,0.0,0.5700000000000001,0.5700000000000001,-0.0050000000000001
0,1,6,LOW,N,1,0.0,0.72,0.72,0.0
0,1,6,LOW,N,3,0.0,0.96,0.96,0.0
0,1,6,LOW,N,6,0.0,0.85,0.85,0.0
0,1,6,LOW,N,10,0.0,0.76,0.76,0.0
0,1,6,LOW,N,17,0.0,0.58,0.58,0.0
0,1,6,LOW,N,28,0.0,0.96,0.96,0.0
0,1,6,LOW,N,45,0.0,0.8400000000000002,0.8400000000000002,0.0
0,1,6,LOW,N,48,0.0,0.55,0.55,0.0
0,1,6,LOW,N,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,6,LOW,P,1,0.0,0.72,0.72,0.0
0,1,6,LOW,P,3,0.0,0.96,0.96,0.0
0,1,6,LOW,P,6,0.0,0.85,0.85,0.0
0,1,6,LOW,P,10,0.0,0.76,0.76,0.0
0,1,6,LOW,P,17,0.0,0.58,0.58,0.0
0,1,6,LOW,P,28,0.0,0.96,0.96,0.0
0,1,6,LOW,P,45,0.0,0.8400000000000001,0.8400000000000001,0.0
0,1,6,LOW,P,48,0.0,0.55,0.55,0.0
0,1,6,LOW,P,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,6,MEDIUM,N,1,0.0,0.72,0.72,0.0
0,1,6,MEDIUM,N,3,0.0,0.96,0.96,0.0
0,1,6,MEDIUM,N,6,0.0,0.85,0.85,0.0
0,1,6,MEDIUM,N,10,0.0,0.76,0.76,0.0
0,1,6,MEDIUM,N,17,0.0,0.58,0.58,0.0
0,1,6,MEDIUM,N,28,0.0,0.96,0.96,0.0
0,1,6,MEDIUM,N,45,0.0,0.8400000000000002,0.8400000000000002,0.0
0,1,6,MEDIUM,N,48,0.0,0.55,0.55,0.0
0,1,6,MEDIUM,N,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,6,MEDIUM,P,1,0.0,0.72,0.72,0.0
0,1,6,MEDIUM,P,3,0.0,0.96,0.96,0.0
0,1,6,MEDIUM,P,6,0.0,0.85,0.85,0.0
0,1,6,MEDIUM,P,10,0.0,0.76,0.76,0.0
0,1,6,MEDIUM,P,17,0.0,0.58,0.58,0.0
0,1,6,MEDIUM,P,28,0.0,0.96,0.96,0.0
0,1,6,MEDIUM,P,45,0.0,0.8400000000000001,0.8400000000000001,0.0
0,1,6,MEDIUM,P,48,0.0,0.55,0.55,0.0
0,1,6,MEDIUM,P,54,0.0,0.5700000000000001,0.5700000000000001,0.0
1,0,4,HIGH,N,3,0.0012,0.95,0.9488,-0.008200000000000002
1,0,4,HIGH,N,7,0.004199999999999982,0.67,0.6658,0.001499999999999998
1,0,4,HIGH,N,11,-0.00239999999999999,0.65,0.6524,0.004799999999999992
1,0,4,HIGH,N,17,0.00079999999999998,0.59,0.5892000000000001,-0.0003
1,0,4,HIGH,N,19,-0.003399999999999996,0.78,0.7834,0.0036999999999999963
1,0,4,HIGH,N,22,0.003,0.72,0.7170000000000001,0.0017
1,0,4,HIGH,N,38,0.000400000000000002,0.65,0.6496000000000001,0.018599999999999995
1,0,4,HIGH,N,40,0.015199999999999997,0.75,0.7348,0.0010000000000000059
1,0,4,HIGH,N,50,-0.0018000000000000002,0.5,0.5018,0.013300000000000003
1,0,4,HIGH,P,3,0.0799999999999999,0.95,0.87,0.1599999999999999
1,0,4,HIGH,P,7,0.0599999999999999,0.6699999999999999,0.61,0.0699999999999999
1,0,4,HIGH,P,11,1.1102230246251563e-16,0.65,0.6499999999999999,0.0049999999999998
1,0,4,HIGH,P,17,0.02,0.59,0.57,-0.005
1,0,4,HIGH,P,19,0.04,0.78,0.74,0.025
1,0,4,HIGH,P,22,0.1699999999999999,0.72,0.55,0.14
1,0,4,HIGH,P,38,0.05,0.65,0.6,0.005
1,0,4,HIGH,P,40,0.05,0.75,0.7,-0.0599999999999998
1,0,4,HIGH,P,50,0.0,0.5,0.5,0.06
1,0,4,LOW,N,3,0.0,0.95,0.95,0.0
1,0,4,LOW,N,7,0.0,0.67,0.67,0.0
1,0,4,LOW,N,11,0.0,0.65,0.65,0.0
1,0,4,LOW,N,17,0.0,0.59,0.59,0.0
1,0,4,LOW,N,19,0.0,0.78,0.78,0.0
1,0,4,LOW,N,22,0.0,0.72,0.72,0.0
1,0,4,LOW,N,38,0.0,0.65,0.65,0.0
1,0,4,LOW,N,40,0.0,0.75,0.75,0.0
1,0,4,LOW,N,50,0.0,0.5,0.5,0.0
1,0,4,LOW,P,3,0.0,0.95,0.95,0.0
1,0,4,LOW,P,7,0.0,0.6699999999999999,0.6699999999999999,0.0
1,0,4,LOW,P,11,0.0,0.65,0.65,0.0
1,0,4,LOW,P,17,0.0,0.59,0.59,0.0
1,0,4,LOW,P,19,0.0,0.78,0.78,0.0
1,0,4,LOW,P,22,0.0,0.72,0.72,0.0
1,0,4,LOW,P,38,0.0,0.65,0.65,0.0
1,0,4,LOW,P,40,0.0,0.75,0.75,0.0
1,0,4,LOW,P,50,0.0,0.5,0.5,0.0
1,0,4,MEDIUM,N,3,0.0002,0.95,0.9497999999999999,-0.0007000000000000001
1,0,4,MEDIUM,N,7,0.00019999999999999603,0.67,0.6698,0.000299999999999998
1,0,4,MEDIUM,N,11,2.2204460492503127e-18,0.65,0.65,0.001699999999999998
1,0,4,MEDIUM,N,17,0.00019999999999999603,0.59,0.5898,-0.0001
1,0,4,MEDIUM,N,19,-0.0004,0.78,0.7804000000000001,0.0001
1,0,4,MEDIUM,N,22,0.0004,0.72,0.7195999999999999,0.0009
1,0,4,MEDIUM,N,38,-0.0002,0.65,0.6502,0.0027
1,0,4,MEDIUM,N,40,0.0024,0.75,0.7476,-0.0006999999999999979
1,0,4,MEDIUM,N,50,-0.0002,0.5,0.5002,0.0028000000000000004
1,0,4,MEDIUM,P,3,0.0,0.95,0.95,0.0
1,0,4,MEDIUM,P,7,0.0,0.6699999999999999,0.6699999999999999,0.0
1,0,4,MEDIUM,P,11,0.0,0.65,0.65,0.0
1,0,4,MEDIUM,P,17,0.0,0.59,0.59,0.0
1,0,4,MEDIUM,P,19,0.0,0.78,0.78,0.0
1,0,4,MEDIUM,P,22,0.0,0.72,0.72,0.0
1,0,4,MEDIUM,P,38,0.0,0.65,0.65,0.0
1,0,4,MEDIUM,P,40,0.0,0.75,0.75,0.0
1,0,4,MEDIUM,P,50,0.0,0.5,0.5,0.0
1,0,6,HIGH,N,3,0.0015217391304347824,0.95,0.9484782608695651,-0.018804347826086965
1,0,6,HIGH,N,7,0.00586956521739127,0.6699999999999999,0.6641304347826086,0.001956521739130428
1,0,6,HIGH,N,11,-0.0013043478260869432,0.65,0.6513043478260869,0.00402173913043475
1,0,6,HIGH,N,17,-0.009565217391304375,0.59,0.5995652173913043,-0.0008695652173913044
1,0,6,HIGH,N,19,-0.00021739130434782368,0.78,0.7802173913043479,0.02260869565217391
1,0,6,HIGH,N,22,0.009565217391304347,0.72,0.7104347826086956,0.009130434782608698
1,0,6,HIGH,N,38,-0.00456521739130433,0.65,0.6545652173913044,0.05010869565217391
1,0,6,HIGH,N,40,0.025434782608695646,0.75,0.7245652173913043,0.014347826086956549
1,0,6,HIGH,N,50,-0.004565217391304347,0.5,0.5045652173913043,0.0432608695652174
1,0,6,HIGH,P,3,0.01,0.95,0.94,0.0549999999999999
1,0,6,HIGH,P,7,-0.06,0.6699999999999999,0.73,-0.02
1,0,6,HIGH,P,11,0.01,0.65,0.64,-0.02
1,0,6,HIGH,P,17,0.0199999999999999,0.59,0.5700000000000001,0.0
1,0,6,HIGH,P,19,0.07,0.78,0.71,-0.025
1,0,6,HIGH,P,22,0.03,0.72,0.69,0.035
1,0,6,HIGH,P,38,0.0,0.65,0.65,0.12
1,0,6,HIGH,P,40,-0.13,0.75,0.88,0.155
1,0,6,HIGH,P,50,0.0,0.5,0.5,0.165
1,0,6,LOW,N,3,0.0004,0.95,0.9495999999999999,-0.0022
1,0,6,LOW,N,7,0.000799999999999998,0.67,0.6691999999999999,0.0004
1,0,6,LOW,N,11,-0.0001999999999999938,0.65,0.6502,0.002899999999999994
1,0,6,LOW,N,17,-0.000600000000000004,0.59,0.5905999999999999,-0.0002
1,0,6,LOW,N,19,-0.0004,0.78,0.7804000000000001,0.0004
1,0,6,LOW,N,22,0.001,0.72,0.7189999999999999,0.0013
1,0,6,LOW,N,38,-0.0013999999999999978,0.65,0.6514,0.004399999999999998
1,0,6,LOW,N,40,0.002399999999999998,0.75,0.7476,-0.0012999999999999963
1,0,6,LOW,N,50,-0.0004,0.5,0.5004,0.002100000000000002
1,0,6,LOW,P,3,0.0,0.95,0.95,0.0
1,0,6,LOW,P,7,0.0,0.6699999999999999,0.6699999999999999,0.0
1,0,6,LOW,P,11,0.0,0.65,0.65,0.0
1,0,6,LOW,P,17,0.0,0.59,0.59,0.0
1,0,6,LOW,P,19,0.0,0.78,0.78,0.0
1,0,6,LOW,P,22,0.0,0.72,0.72,0.0
1,0,6,LOW,P,38,0.0,0.65,0.65,0.0
1,0,6,LOW,P,40,0.0,0.75,0.75,0.0
1,0,6,LOW,P,50,0.0,0.5,0.5,0.0
1,0,6,MEDIUM,N,3,-0.0004166666666666667,0.9499999999999998,0.9504166666666666,-0.009479166666666667
1,0,6,MEDIUM,N,7,0.00479166666666665,0.6699999999999999,0.6652083333333333,0.0022916666666666667
1,0,6,MEDIUM,N,11,0.0006250000000000041,0.65,0.649375,0.0020833333333333207
1,0,6,MEDIUM,N,17,-0.005416666666666673,0.59,0.5954166666666666,-0.0004166666666666667
1,0,6,MEDIUM,N,19,0.00020833333333333324,0.7799999999999999,0.7797916666666667,0.006874999999999998
1,0,6,MEDIUM,N,22,0.005625000000000001,0.7200000000000001,0.714375,0.004062500000000002
1,0,6,MEDIUM,N,38,-0.005416666666666654,0.65,0.6554166666666666,0.011979166666666664
1,0,6,MEDIUM,N,40,0.009791666666666666,0.75,0.7402083333333334,0.002916666666666675
1,0,6,MEDIUM,N,50,-0.0022916666666666667,0.5,0.5022916666666667,0.021562500000000002
1,0,6,MEDIUM,P,3,0.0,0.95,0.95,0.0
1,0,6,MEDIUM,P,7,0.0,0.6699999999999999,0.6699999999999999,0.0
1,0,6,MEDIUM,P,11,0.0,0.65,0.65,0.0
1,0,6,MEDIUM,P,17,0.0,0.59,0.59,0.0
1,0,6,MEDIUM,P,19,0.0,0.78,0.78,0.0
1,0,6,MEDIUM,P,22,0.0,0.72,0.72,0.0
1,0,6,MEDIUM,P,38,0.0,0.65,0.65,0.0
1,0,6,MEDIUM,P,40,0.0,0.75,0.75,0.0
1,0,6,MEDIUM,P,50,0.0,0.5,0.5,0.0
1,1,4,HIGH,N,3,0.007599999999999996,0.96,0.9523999999999999,-0.005499999999999994
1,1,4,HIGH,N,7,0.010999999999999985,0.69,0.6789999999999999,0.002299999999999984
1,1,4,HIGH,N,11,-0.0005999999999999821,0.68,0.6806,0.005199999999999995
1,1,4,HIGH,N,17,-0.010999999999999984,0.55,0.561,-0.0006
1,1,4,HIGH,N,19,0.0012,0.8,0.7988000000000001,0.008000000000000005
1,1,4,HIGH,N,22,0.000599999999999998,0.7,0.6994,0.007899999999999994
1,1,4,HIGH,N,38,-0.0018,0.6,0.6018,0.00010000000000001007
1,1,4,HIGH,N,40,0.00020000000000000397,0.79,0.7898000000000001,0.0027000000000000023
1,1,4,HIGH,N,50,-0.0028000000000000004,0.5,0.5028,0.0355
1,1,4,HIGH,P,3,0.1599999999999999,0.96,0.8,0.075
1,1,4,HIGH,P,7,0.1099999999999998,0.69,0.5800000000000001,-0.01
1,1,4,HIGH,P,11,0.09,0.68,0.59,0.03
1,1,4,HIGH,P,17,0.1,0.55,0.45,-0.02
1,1,4,HIGH,P,19,0.07,0.8,0.73,-0.03
1,1,4,HIGH,P,22,0.0999999999999998,0.7,0.6000000000000001,-0.0699999999999999
1,1,4,HIGH,P,38,0.0099999999999998,0.6,0.5900000000000001,-0.0199999999999999
1,1,4,HIGH,P,40,0.14,0.79,0.65,0.045
1,1,4,HIGH,P,50,0.04,0.5,0.4599999999999999,-0.0249999999999999
1,1,4,LOW,N,3,0.0,0.96,0.96,0.0
1,1,4,LOW,N,7,0.0,0.69,0.69,0.0
1,1,4,LOW,N,11,0.0,0.68,0.68,0.0
1,1,4,LOW,N,17,0.0,0.55,0.55,0.0
1,1,4,LOW,N,19,0.0,0.8,0.8,0.0
1,1,4,LOW,N,22,0.0,0.7,0.7,0.0
1,1,4,LOW,N,38,0.0,0.6,0.6,0.0
1,1,4,LOW,N,40,0.0,0.79,0.79,0.0
1,1,4,LOW,N,50,0.0,0.5,0.5,0.0
1,1,4,LOW,P,3,0.0,0.96,0.96,0.0
1,1,4,LOW,P,7,0.0,0.69,0.69,0.0
1,1,4,LOW,P,11,0.0,0.68,0.68,0.0
1,1,4,LOW,P,17,0.0,0.55,0.55,0.0
1,1,4,LOW,P,19,0.0,0.8,0.8,0.0
1,1,4,LOW,P,22,0.0,0.7,0.7,0.0
1,1,4,LOW,P,38,0.0,0.6,0.6,0.0
1,1,4,LOW,P,40,0.0,0.79,0.79,0.0
1,1,4,LOW,P,50,0.0,0.5,0.5,0.0
1,1,4,MEDIUM,N,3,0.0,0.96,0.96,0.0
1,1,4,MEDIUM,N,7,0.0,0.69,0.69,0.0
1,1,4,MEDIUM,N,11,0.0,0.68,0.68,0.0
1,1,4,MEDIUM,N,17,0.0,0.55,0.55,0.0
1,1,4,MEDIUM,N,19,0.0,0.8,0.8,0.0
1,1,4,MEDIUM,N,22,0.0,0.7,0.7,0.0
1,1,4,MEDIUM,N,38,0.0,0.6,0.6,0.0
1,1,4,MEDIUM,N,40,0.0,0.79,0.79,0.0
1,1,4,MEDIUM,N,50,0.0,0.5,0.5,0.0
1,1,4,MEDIUM,P,3,0.0,0.96,0.96,0.0
1,1,4,MEDIUM,P,7,0.0,0.69,0.69,0.0
1,1,4,MEDIUM,P,11,0.0,0.68,0.68,0.0
1,1,4,MEDIUM,P,17,0.0,0.55,0.55,0.0
1,1,4,MEDIUM,P,19,0.0,0.8,0.8,0.0
1,1,4,MEDIUM,P,22,0.0,0.7,0.7,0.0
1,1,4,MEDIUM,P,38,0.0,0.6,0.6,0.0
1,1,4,MEDIUM,P,40,0.0,0.79,0.79,0.0
1,1,4,MEDIUM,P,50,0.0,0.5,0.5,0.0
2,0,5,HIGH,N,5,-0.0024489795918367324,0.7700000000000001,0.7724489795918368,0.17857142857142855
2,0,5,HIGH,N,6,0.012653061224489696,0.84,0.8273469387755101,0.0036734693877551144
2,0,5,HIGH,N,9,0.03142857142857142,0.75,0.7185714285714286,0.010102040816326492
2,0,5,HIGH,N,14,-0.007346938775510255,0.58,0.5873469387755103,-0.0721428571428571
2,0,5,HIGH,N,16,0.0020408163265306124,0.79,0.7879591836734694,0.1933673469387755
2,0,5,HIGH,N,17,0.008367346938775553,0.5700000000000001,0.5616326530612245,-0.15591836734693876
2,0,5,HIGH,N,25,-0.009591836734693878,0.97,0.9795918367346939,0.2375510204081632
2,0,5,HIGH,N,30,-0.004489795918367299,0.65,0.6544897959183673,0.05030612244897955
2,0,5,HIGH,N,49,0.0026530612244897796,0.7,0.6973469387755102,0.03193877551020415
2,0,5,HIGH,P,5,0.09,0.77,0.6799999999999999,0.05
2,0,5,HIGH,P,6,0.0999999999999999,0.84,0.74,-0.04
2,0,5,HIGH,P,9,0.03,0.75,0.72,-0.035
2,0,5,HIGH,P,14,-0.02,0.58,0.6,-0.0249999999999999
2,0,5,HIGH,P,16,0.02,0.79,0.77,0.045
2,0,5,HIGH,P,17,1.1102230246251563e-16,0.5700000000000001,0.57,0.0
2,0,5,HIGH,P,25,0.0,0.97,0.97,0.07
2,0,5,HIGH,P,30,0.04,0.65,0.61,0.02
2,0,5,HIGH,P,49,0.04,0.7,0.6599999999999999,0.04
2,0,5,LOW,N,5,0.0,0.77,0.77,0.0
2,0,5,LOW,N,6,0.0,0.84,0.84,0.0
2,0,5,LOW,N,9,0.0,0.75,0.75,0.0
2,0,5,LOW,N,14,0.0,0.58,0.58,0.0
2,0,5,LOW,N,16,0.0,0.79,0.79,0.0
2,0,5,LOW,N,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,5,LOW,N,25,0.0,0.97,0.97,0.0
2,0,5,LOW,N,30,0.0,0.65,0.65,0.0
2,0,5,LOW,N,49,0.0,0.7,0.7,0.0
2,0,5,LOW,P,5,0.0,0.77,0.77,0.0
2,0,5,LOW,P,6,0.0,0.84,0.84,0.0
2,0,5,LOW,P,9,0.0,0.75,0.75,0.0
2,0,5,LOW,P,14,0.0,0.58,0.58,0.0
2,0,5,LOW,P,16,0.0,0.79,0.79,0.0
2,0,5,LOW,P,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,5,LOW,P,25,0.0,0.97,0.97,0.0
2,0,5,LOW,P,30,0.0,0.65,0.65,0.0
2,0,5,LOW,P,49,0.0,0.7,0.7,0.0
2,0,5,MEDIUM,N,5,0.0014000000000000002,0.77,0.7686,0.08209999999999999
2,0,5,MEDIUM,N,6,0.0037999999999999696,0.84,0.8362,-0.0013999999999999963
2,0,5,MEDIUM,N,9,0.013399999999999999,0.75,0.7365999999999999,0.002499999999999985
2,0,5,MEDIUM,N,14,-0.006600000000000017,0.58,0.5866,-0.03519999999999998
2,0,5,MEDIUM,N,16,-0.0018,0.79,0.7918000000000001,0.0806
2,0,5,MEDIUM,N,17,-0.0003999999999999797,0.5700000000000001,0.5704,-0.08559999999999998
2,0,5,MEDIUM,N,25,-0.0044,0.97,0.9743999999999999,0.07089999999999998
2,0,5,MEDIUM,N,30,-0.003999999999999979,0.65,0.654,0.02079999999999998
2,0,5,MEDIUM,N,49,-0.0034000000000000063,0.7,0.7034,0.01770000000000003
2,0,5,MEDIUM,P,5,0.0,0.77,0.77,0.0
2,0,5,MEDIUM,P,6,0.0,0.84,0.84,0.0
2,0,5,MEDIUM,P,9,0.0,0.75,0.75,0.0
2,0,5,MEDIUM,P,14,0.0,0.58,0.58,0.0
2,0,5,MEDIUM,P,16,0.0,0.79,0.79,0.0
2,0,5,MEDIUM,P,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,5,MEDIUM,P,25,0.0,0.97,0.97,0.0
2,0,5,MEDIUM,P,30,0.0,0.65,0.65,0.0
2,0,5,MEDIUM,P,49,0.0,0.7,0.7,0.0
2,0,6,HIGH,N,5,0.0,0.77,0.77,0.0
2,0,6,HIGH,N,6,0.0,0.84,0.84,0.0
2,0,6,HIGH,N,9,0.0,0.75,0.75,0.0
2,0,6,HIGH,N,14,0.0,0.58,0.58,0.0
2,0,6,HIGH,N,16,0.0,0.79,0.79,0.0
