fold,seed,protected_block_id,group_id,dose,target_identity_drop_train,alpha,drop_train,train_max_drop,eligible,outer_test_used,outer_membership_enumerated
0,1,5,N_B5_019,HIGH,0.021286764705882352,1.0,0.03029411764705886,0.03029411764705886,True,False,False
0,1,5,N_B5_020,HIGH,0.021286764705882352,0.0,0.0,0.04426470588235293,True,False,False
0,1,5,N_B5_021,HIGH,0.021286764705882352,0.0,0.0,0.04367647058823526,True,False,False
0,1,5,N_B5_022,HIGH,0.021286764705882352,0.0,0.0,0.055441176470588216,True,False,False
0,1,5,N_B5_023,HIGH,0.021286764705882352,0.0,0.0,0.04338235294117648,True,False,False
0,1,5,N_B5_024,HIGH,0.021286764705882352,1.0,0.04220588235294115,0.04220588235294115,True,False,False
0,1,5,N_B5_025,HIGH,0.021286764705882352,1.0,0.03852941176470587,0.03852941176470587,True,False,False
0,1,5,N_B5_026,HIGH,0.021286764705882352,0.0,0.0,0.04941176470588238,True,False,False
0,1,5,N_B5_027,HIGH,0.021286764705882352,1.0,0.0397058823529412,0.0397058823529412,True,False,False
0,1,5,N_B5_028,HIGH,0.021286764705882352,0.0,0.0,0.050000000000000044,True,False,False
0,1,5,N_B5_029,HIGH,0.021286764705882352,1.0,0.036764705882352866,0.036764705882352866,True,False,False
0,1,5,N_B5_030,HIGH,0.021286764705882352,0.0,0.0,0.04397058823529415,True,False,False
0,1,5,N_B5_031,HIGH,0.021286764705882352,0.0,0.0,0.05558823529411766,True,False,False
0,1,5,N_B5_032,HIGH,0.021286764705882352,1.0,0.041176470588235314,0.041176470588235314,True,False,False
0,1,5,N_B5_033,HIGH,0.021286764705882352,0.0,0.0,0.0464705882352941,True,False,False
0,1,5,N_B5_034,HIGH,0.021286764705882352,0.0,0.0,0.04455882352941182,True,False,False
0,1,5,N_B5_035,HIGH,0.021286764705882352,0.0,0.0,0.05161764705882349,True,False,False
0,1,5,N_B5_036,HIGH,0.021286764705882352,1.0,0.039852941176470646,0.039852941176470646,True,False,False
0,1,5,N_B5_037,HIGH,0.021286764705882352,0.0,0.0,0.04867647058823532,True,False,False
0,1,5,N_B5_038,HIGH,0.021286764705882352,1.0,0.03352941176470586,0.03352941176470586,True,False,False
0,1,5,N_B5_039,HIGH,0.021286764705882352,1.0,0.03764705882352942,0.03764705882352942,True,False,False
0,1,5,N_B5_040,HIGH,0.021286764705882352,0.0,0.0,0.04750000000000004,True,False,False
0,1,5,N_B5_041,HIGH,0.021286764705882352,1.0,0.030441176470588194,0.030441176470588194,True,False,False
0,1,5,N_B5_042,HIGH,0.021286764705882352,0.0,0.0,0.04823529411764704,True,False,False
0,1,5,N_B5_043,HIGH,0.021286764705882352,0.0,0.0,0.04661764705882354,True,False,False
0,1,5,N_B5_044,HIGH,0.021286764705882352,0.0,0.0,0.059558823529411775,True,False,False
0,1,5,N_B5_045,HIGH,0.021286764705882352,0.0,0.0,0.050882352941176434,True,False,False
0,1,5,N_B5_046,HIGH,0.021286764705882352,0.0,0.0,0.04632352941176471,True,False,False
0,1,5,N_B5_047,HIGH,0.021286764705882352,0.0,0.0,0.043235294117647094,True,False,False
0,1,5,N_B5_048,HIGH,0.021286764705882352,0.0,0.0,0.04514705882352943,True,False,False
0,1,5,N_B5_049,HIGH,0.021286764705882352,0.0,0.0,0.048676470588235266,True,False,False
0,1,5,N_B5_050,HIGH,0.021286764705882352,0.0,0.0,0.0532352941176471,True,False,False
0,1,6,P_B6,LOW,0.005147058823529407,0.0,0.0,0.02058823529411763,True,False,False
0,1,6,N_B6_001,LOW,0.005147058823529407,0.0,0.0,0.03411764705882353,True,False,False
0,1,6,N_B6_002,LOW,0.005147058823529407,0.0,0.0,0.03382352941176475,True,False,False
0,1,6,N_B6_003,LOW,0.005147058823529407,0.0,0.0,0.034264705882352975,True,False,False
0,1,6,N_B6_004,LOW,0.005147058823529407,0.0,0.0,0.025882352941176467,True,False,False
0,1,6,N_B6_005,LOW,0.005147058823529407,0.0,0.0,0.021617647058823575,True,False,False
0,1,6,N_B6_006,LOW,0.005147058823529407,0.0,0.0,0.02794117647058819,True,False,False
0,1,6,N_B6_007,LOW,0.005147058823529407,0.0,0.0,0.02426470588235291,True,False,False
0,1,6,N_B6_008,LOW,0.005147058823529407,0.0,0.0,0.04367647058823526,True,False,False
0,1,6,N_B6_009,LOW,0.005147058823529407,0.0,0.0,0.031617647058823584,True,False,False
0,1,6,N_B6_010,LOW,0.005147058823529407,0.0,0.0,0.029264705882352915,True,False,False
0,1,6,N_B6_011,LOW,0.005147058823529407,0.0,0.0,0.02573529411764708,True,False,False
0,1,6,N_B6_012,LOW,0.005147058823529407,0.0,0.0,0.0347058823529412,True,False,False
0,1,6,N_B6_013,LOW,0.005147058823529407,0.0,0.0,0.0354411764705882,True,False,False
0,1,6,N_B6_014,LOW,0.005147058823529407,0.0,0.0,0.03264705882352942,True,False,False
0,1,6,N_B6_015,LOW,0.005147058823529407,0.0,0.0,0.03617647058823531,True,False,False
0,1,6,N_B6_016,LOW,0.005147058823529407,0.0,0.0,0.03676470588235298,True,False,False
0,1,6,N_B6_017,LOW,0.005147058823529407,0.0,0.0,0.033382352941176474,True,False,False
0,1,6,N_B6_018,LOW,0.005147058823529407,0.0,0.0,0.033088235294117585,True,False,False
0,1,6,N_B6_019,LOW,0.005147058823529407,0.0,0.0,0.04544117647058826,True,False,False
0,1,6,N_B6_020,LOW,0.005147058823529407,0.0,0.0,0.03191176470588236,True,False,False
0,1,6,N_B6_021,LOW,0.005147058823529407,0.0,0.0,0.03102941176470586,True,False,False
0,1,6,N_B6_022,LOW,0.005147058823529407,0.0,0.0,0.02867647058823536,True,False,False
0,1,6,N_B6_023,LOW,0.005147058823529407,0.0,0.0,0.03676470588235298,True,False,False
0,1,6,N_B6_024,LOW,0.005147058823529407,0.0,0.0,0.03867647058823531,True,False,False
0,1,6,N_B6_025,LOW,0.005147058823529407,0.0,0.0,0.03191176470588236,True,False,False
0,1,6,N_B6_026,LOW,0.005147058823529407,0.0,0.0,0.03279411764705881,True,False,False
0,1,6,N_B6_027,LOW,0.005147058823529407,0.0,0.0,0.0354411764705882,True,False,False
0,1,6,N_B6_028,LOW,0.005147058823529407,0.0,0.0,0.030147058823529416,True,False,False
0,1,6,N_B6_029,LOW,0.005147058823529407,0.0,0.0,0.029558823529411804,True,False,False
0,1,6,N_B6_030,LOW,0.005147058823529407,0.0,0.0,0.021764705882352964,True,False,False
0,1,6,N_B6_031,LOW,0.005147058823529407,0.0,0.0,0.041176470588235314,True,False,False
0,1,6,N_B6_032,LOW,0.005147058823529407,0.0,0.0,0.04338235294117648,True,False,False
0,1,6,N_B6_033,LOW,0.005147058823529407,0.0,0.0,0.04338235294117648,True,False,False
0,1,6,N_B6_034,LOW,0.005147058823529407,0.0,0.0,0.03852941176470587,True,False,False
0,1,6,N_B6_035,LOW,0.005147058823529407,0.0,0.0,0.036911764705882366,True,False,False
0,1,6,N_B6_036,LOW,0.005147058823529407,0.0,0.0,0.04161764705882348,True,False,False
0,1,6,N_B6_037,LOW,0.005147058823529407,0.0,0.0,0.04338235294117648,True,False,False
0,1,6,N_B6_038,LOW,0.005147058823529407,0.0,0.0,0.04058823529411765,True,False,False
0,1,6,N_B6_039,LOW,0.005147058823529407,0.0,0.0,0.051764705882352935,True,False,False
0,1,6,N_B6_040,LOW,0.005147058823529407,0.0,0.0,0.039264705882352924,True,False,False
0,1,6,N_B6_041,LOW,0.005147058823529407,0.0,0.0,0.039264705882352924,True,False,False
0,1,6,N_B6_042,LOW,0.005147058823529407,0.0,0.0,0.02794117647058819,True,False,False
0,1,6,N_B6_043,LOW,0.005147058823529407,0.0,0.0,0.04588235294117654,True,False,False
0,1,6,N_B6_044,LOW,0.005147058823529407,0.0,0.0,0.05499999999999999,True,False,False
0,1,6,N_B6_045,LOW,0.005147058823529407,0.0,0.0,0.025000000000000022,True,False,False
0,1,6,N_B6_046,LOW,0.005147058823529407,0.0,0.0,0.03661764705882348,True,False,False
0,1,6,N_B6_047,LOW,0.005147058823529407,0.0,0.0,0.05911764705882355,True,False,False
0,1,6,N_B6_048,LOW,0.005147058823529407,0.0,0.0,0.04161764705882359,True,False,False
0,1,6,N_B6_049,LOW,0.005147058823529407,0.0,0.0,0.022205882352941186,True,False,False
0,1,6,N_B6_050,LOW,0.005147058823529407,0.0,0.0,0.05970588235294122,True,False,False
0,1,6,P_B6,MEDIUM,0.010294117647058815,0.0,0.0,0.02058823529411763,True,False,False
0,1,6,N_B6_001,MEDIUM,0.010294117647058815,0.0,0.0,0.03411764705882353,True,False,False
0,1,6,N_B6_002,MEDIUM,0.010294117647058815,0.0,0.0,0.03382352941176475,True,False,False
0,1,6,N_B6_003,MEDIUM,0.010294117647058815,0.0,0.0,0.034264705882352975,True,False,False
0,1,6,N_B6_004,MEDIUM,0.010294117647058815,0.0,0.0,0.025882352941176467,True,False,False
0,1,6,N_B6_005,MEDIUM,0.010294117647058815,0.0,0.0,0.021617647058823575,True,False,False
0,1,6,N_B6_006,MEDIUM,0.010294117647058815,0.0,0.0,0.02794117647058819,True,False,False
0,1,6,N_B6_007,MEDIUM,0.010294117647058815,0.0,0.0,0.02426470588235291,True,False,False
0,1,6,N_B6_008,MEDIUM,0.010294117647058815,0.0,0.0,0.04367647058823526,True,False,False
0,1,6,N_B6_009,MEDIUM,0.010294117647058815,0.0,0.0,0.031617647058823584,True,False,False
0,1,6,N_B6_010,MEDIUM,0.010294117647058815,0.0,0.0,0.029264705882352915,True,False,False
0,1,6,N_B6_011,MEDIUM,0.010294117647058815,0.0,0.0,0.02573529411764708,True,False,False
0,1,6,N_B6_012,MEDIUM,0.010294117647058815,0.0,0.0,0.0347058823529412,True,False,False
0,1,6,N_B6_013,MEDIUM,0.010294117647058815,0.0,0.0,0.0354411764705882,True,False,False
0,1,6,N_B6_014,MEDIUM,0.010294117647058815,0.0,0.0,0.03264705882352942,True,False,False
0,1,6,N_B6_015,MEDIUM,0.010294117647058815,0.0,0.0,0.03617647058823531,True,False,False
0,1,6,N_B6_016,MEDIUM,0.010294117647058815,0.0,0.0,0.03676470588235298,True,False,False
0,1,6,N_B6_017,MEDIUM,0.010294117647058815,0.0,0.0,0.033382352941176474,True,False,False
0,1,6,N_B6_018,MEDIUM,0.010294117647058815,0.0,0.0,0.033088235294117585,True,False,False
0,1,6,N_B6_019,MEDIUM,0.010294117647058815,0.0,0.0,0.04544117647058826,True,False,False
0,1,6,N_B6_020,MEDIUM,0.010294117647058815,0.0,0.0,0.03191176470588236,True,False,False
0,1,6,N_B6_021,MEDIUM,0.010294117647058815,0.0,0.0,0.03102941176470586,True,False,False
0,1,6,N_B6_022,MEDIUM,0.010294117647058815,0.0,0.0,0.02867647058823536,True,False,False
0,1,6,N_B6_023,MEDIUM,0.010294117647058815,0.0,0.0,0.03676470588235298,True,False,False
0,1,6,N_B6_024,MEDIUM,0.010294117647058815,0.0,0.0,0.03867647058823531,True,False,False
0,1,6,N_B6_025,MEDIUM,0.010294117647058815,0.0,0.0,0.03191176470588236,True,False,False
0,1,6,N_B6_026,MEDIUM,0.010294117647058815,0.0,0.0,0.03279411764705881,True,False,False
0,1,6,N_B6_027,MEDIUM,0.010294117647058815,0.0,0.0,0.0354411764705882,True,False,False
0,1,6,N_B6_028,MEDIUM,0.010294117647058815,0.0,0.0,0.030147058823529416,True,False,False
0,1,6,N_B6_029,MEDIUM,0.010294117647058815,0.0,0.0,0.029558823529411804,True,False,False
0,1,6,N_B6_030,MEDIUM,0.010294117647058815,0.0,0.0,0.021764705882352964,True,False,False
0,1,6,N_B6_031,MEDIUM,0.010294117647058815,0.0,0.0,0.041176470588235314,True,False,False
0,1,6,N_B6_032,MEDIUM,0.010294117647058815,0.0,0.0,0.04338235294117648,True,False,False
0,1,6,N_B6_033,MEDIUM,0.010294117647058815,0.0,0.0,0.04338235294117648,True,False,False
0,1,6,N_B6_034,MEDIUM,0.010294117647058815,0.0,0.0,0.03852941176470587,True,False,False
0,1,6,N_B6_035,MEDIUM,0.010294117647058815,0.0,0.0,0.036911764705882366,True,False,False
0,1,6,N_B6_036,MEDIUM,0.010294117647058815,0.0,0.0,0.04161764705882348,True,False,False
0,1,6,N_B6_037,MEDIUM,0.010294117647058815,0.0,0.0,0.04338235294117648,True,False,False
0,1,6,N_B6_038,MEDIUM,0.010294117647058815,0.0,0.0,0.04058823529411765,True,False,False
0,1,6,N_B6_039,MEDIUM,0.010294117647058815,0.0,0.0,0.051764705882352935,True,False,False
0,1,6,N_B6_040,MEDIUM,0.010294117647058815,0.0,0.0,0.039264705882352924,True,False,False
0,1,6,N_B6_041,MEDIUM,0.010294117647058815,0.0,0.0,0.039264705882352924,True,False,False
0,1,6,N_B6_042,MEDIUM,0.010294117647058815,0.0,0.0,0.02794117647058819,True,False,False
0,1,6,N_B6_043,MEDIUM,0.010294117647058815,0.0,0.0,0.04588235294117654,True,False,False
0,1,6,N_B6_044,MEDIUM,0.010294117647058815,0.0,0.0,0.05499999999999999,True,False,False
0,1,6,N_B6_045,MEDIUM,0.010294117647058815,0.0,0.0,0.025000000000000022,True,False,False
0,1,6,N_B6_046,MEDIUM,0.010294117647058815,0.0,0.0,0.03661764705882348,True,False,False
0,1,6,N_B6_047,MEDIUM,0.010294117647058815,0.0,0.0,0.05911764705882355,True,False,False
0,1,6,N_B6_048,MEDIUM,0.010294117647058815,0.0,0.0,0.04161764705882359,True,False,False
0,1,6,N_B6_049,MEDIUM,0.010294117647058815,0.0,0.0,0.022205882352941186,True,False,False
0,1,6,N_B6_050,MEDIUM,0.010294117647058815,0.0,0.0,0.05970588235294122,True,False,False
0,1,6,P_B6,HIGH,0.015441176470588222,1.0,0.02058823529411763,0.02058823529411763,True,False,False
0,1,6,N_B6_001,HIGH,0.015441176470588222,0.0,0.0,0.03411764705882353,True,False,False
0,1,6,N_B6_002,HIGH,0.015441176470588222,0.0,0.0,0.03382352941176475,True,False,False
0,1,6,N_B6_003,HIGH,0.015441176470588222,0.0,0.0,0.034264705882352975,True,False,False
0,1,6,N_B6_004,HIGH,0.015441176470588222,1.0,0.025882352941176467,0.025882352941176467,True,False,False
0,1,6,N_B6_005,HIGH,0.015441176470588222,1.0,0.021617647058823575,0.021617647058823575,True,False,False
0,1,6,N_B6_006,HIGH,0.015441176470588222,1.0,0.02794117647058819,0.02794117647058819,True,False,False
0,1,6,N_B6_007,HIGH,0.015441176470588222,1.0,0.02426470588235291,0.02426470588235291,True,False,False
0,1,6,N_B6_008,HIGH,0.015441176470588222,0.0,0.0,0.04367647058823526,True,False,False
0,1,6,N_B6_009,HIGH,0.015441176470588222,0.0,0.0,0.031617647058823584,True,False,False
0,1,6,N_B6_010,HIGH,0.015441176470588222,1.0,0.029264705882352915,0.029264705882352915,True,False,False
0,1,6,N_B6_011,HIGH,0.015441176470588222,1.0,0.02573529411764708,0.02573529411764708,True,False,False
0,1,6,N_B6_012,HIGH,0.015441176470588222,0.0,0.0,0.0347058823529412,True,False,False
0,1,6,N_B6_013,HIGH,0.015441176470588222,0.0,0.0,0.0354411764705882,True,False,False
0,1,6,N_B6_014,HIGH,0.015441176470588222,0.0,0.0,0.03264705882352942,True,False,False
0,1,6,N_B6_015,HIGH,0.015441176470588222,0.0,0.0,0.03617647058823531,True,False,False
0,1,6,N_B6_016,HIGH,0.015441176470588222,0.0,0.0,0.03676470588235298,True,False,False
0,1,6,N_B6_017,HIGH,0.015441176470588222,0.0,0.0,0.033382352941176474,True,False,False
0,1,6,N_B6_018,HIGH,0.015441176470588222,0.0,0.0,0.033088235294117585,True,False,False
0,1,6,N_B6_019,HIGH,0.015441176470588222,0.0,0.0,0.04544117647058826,True,False,False
0,1,6,N_B6_020,HIGH,0.015441176470588222,0.0,0.0,0.03191176470588236,True,False,False
0,1,6,N_B6_021,HIGH,0.015441176470588222,0.0,0.0,0.03102941176470586,True,False,False
0,1,6,N_B6_022,HIGH,0.015441176470588222,1.0,0.02867647058823536,0.02867647058823536,True,False,False
0,1,6,N_B6_023,HIGH,0.015441176470588222,0.0,0.0,0.03676470588235298,True,False,False
0,1,6,N_B6_024,HIGH,0.015441176470588222,0.0,0.0,0.03867647058823531,True,False,False
0,1,6,N_B6_025,HIGH,0.015441176470588222,0.0,0.0,0.03191176470588236,True,False,False
0,1,6,N_B6_026,HIGH,0.015441176470588222,0.0,0.0,0.03279411764705881,True,False,False
0,1,6,N_B6_027,HIGH,0.015441176470588222,0.0,0.0,0.0354411764705882,True,False,False
0,1,6,N_B6_028,HIGH,0.015441176470588222,1.0,0.030147058823529416,0.030147058823529416,True,False,False
0,1,6,N_B6_029,HIGH,0.015441176470588222,1.0,0.029558823529411804,0.029558823529411804,True,False,False
0,1,6,N_B6_030,HIGH,0.015441176470588222,1.0,0.021764705882352964,0.021764705882352964,True,False,False
0,1,6,N_B6_031,HIGH,0.015441176470588222,0.0,0.0,0.041176470588235314,True,False,False
0,1,6,N_B6_032,HIGH,0.015441176470588222,0.0,0.0,0.04338235294117648,True,False,False
0,1,6,N_B6_033,HIGH,0.015441176470588222,0.0,0.0,0.04338235294117648,True,False,False
0,1,6,N_B6_034,HIGH,0.015441176470588222,0.0,0.0,0.03852941176470587,True,False,False
0,1,6,N_B6_035,HIGH,0.015441176470588222,0.0,0.0,0.036911764705882366,True,False,False
0,1,6,N_B6_036,HIGH,0.015441176470588222,0.0,0.0,0.04161764705882348,True,False,False
0,1,6,N_B6_037,HIGH,0.015441176470588222,0.0,0.0,0.04338235294117648,True,False,False
0,1,6,N_B6_038,HIGH,0.015441176470588222,0.0,0.0,0.04058823529411765,True,False,False
0,1,6,N_B6_039,HIGH,0.015441176470588222,0.0,0.0,0.051764705882352935,True,False,False
0,1,6,N_B6_040,HIGH,0.015441176470588222,0.0,0.0,0.039264705882352924,True,False,False
0,1,6,N_B6_041,HIGH,0.015441176470588222,0.0,0.0,0.039264705882352924,True,False,False
0,1,6,N_B6_042,HIGH,0.015441176470588222,1.0,0.02794117647058819,0.02794117647058819,True,False,False
0,1,6,N_B6_043,HIGH,0.015441176470588222,0.0,0.0,0.04588235294117654,True,False,False
0,1,6,N_B6_044,HIGH,0.015441176470588222,0.0,0.0,0.05499999999999999,True,False,False
0,1,6,N_B6_045,HIGH,0.015441176470588222,1.0,0.025000000000000022,0.025000000000000022,True,False,False
0,1,6,N_B6_046,HIGH,0.015441176470588222,0.0,0.0,0.03661764705882348,True,False,False
0,1,6,N_B6_047,HIGH,0.015441176470588222,0.0,0.0,0.05911764705882355,True,False,False
0,1,6,N_B6_048,HIGH,0.015441176470588222,0.0,0.0,0.04161764705882359,True,False,False
0,1,6,N_B6_049,HIGH,0.015441176470588222,1.0,0.022205882352941186,0.022205882352941186,True,False,False
0,1,6,N_B6_050,HIGH,0.015441176470588222,0.0,0.0,0.05970588235294122,True,False,False
1,0,4,P_B4,LOW,0.005808823529411769,0.0,0.0,0.023235294117647076,True,False,False
1,0,4,N_B4_001,LOW,0.005808823529411769,0.0,0.0,0.0338235294117647,True,False,False
1,0,4,N_B4_002,LOW,0.005808823529411769,0.0,0.0,0.056470588235294106,True,False,False
1,0,4,N_B4_003,LOW,0.005808823529411769,0.0,0.0,0.04382352941176465,True,False,False
1,0,4,N_B4_004,LOW,0.005808823529411769,0.0,0.0,0.03250000000000003,True,False,False
1,0,4,N_B4_005,LOW,0.005808823529411769,0.0,0.0,0.04441176470588232,True,False,False
1,0,4,N_B4_006,LOW,0.005808823529411769,0.0,0.0,0.03205882352941175,True,False,False
1,0,4,N_B4_007,LOW,0.005808823529411769,0.0,0.0,0.05838235294117644,True,False,False
1,0,4,N_B4_008,LOW,0.005808823529411769,0.0,0.0,0.04279411764705876,True,False,False
1,0,4,N_B4_009,LOW,0.005808823529411769,0.0,0.0,0.0388235294117647,True,False,False
1,0,4,N_B4_010,LOW,0.005808823529411769,0.0,0.0,0.05352941176470588,True,False,False
1,0,4,N_B4_011,LOW,0.005808823529411769,0.0,0.0,0.03999999999999998,True,False,False
1,0,4,N_B4_012,LOW,0.005808823529411769,0.0,0.0,0.04882352941176471,True,False,False
1,0,4,N_B4_013,LOW,0.005808823529411769,0.0,0.0,0.05117647058823532,True,False,False
1,0,4,N_B4_014,LOW,0.005808823529411769,0.0,0.0,0.05088235294117649,True,False,False
1,0,4,N_B4_015,LOW,0.005808823529411769,0.0,0.0,0.056764705882352884,True,False,False
1,0,4,N_B4_016,LOW,0.005808823529411769,0.0,0.0,0.04794117647058821,True,False,False
1,0,4,N_B4_017,LOW,0.005808823529411769,0.0,0.0,0.04911764705882343,True,False,False
1,0,4,N_B4_018,LOW,0.005808823529411769,0.0,0.0,0.029705882352941138,True,False,False
1,0,4,N_B4_019,LOW,0.005808823529411769,0.0,0.0,0.05352941176470588,True,False,False
1,0,4,N_B4_020,LOW,0.005808823529411769,0.0,0.0,0.019264705882352906,True,False,False
1,0,4,N_B4_021,LOW,0.005808823529411769,0.0,0.0,0.0505882352941176,True,False,False
1,0,4,N_B4_022,LOW,0.005808823529411769,0.0,0.0,0.06794117647058823,True,False,False
1,0,4,N_B4_023,LOW,0.005808823529411769,0.0,0.0,0.06191176470588233,True,False,False
1,0,4,N_B4_024,LOW,0.005808823529411769,0.0,0.0,0.07294117647058823,True,False,False
1,0,4,N_B4_025,LOW,0.005808823529411769,0.0,0.0,0.05411764705882349,True,False,False
1,0,4,N_B4_026,LOW,0.005808823529411769,0.0,0.0,0.03647058823529409,True,False,False
1,0,4,N_B4_027,LOW,0.005808823529411769,0.0,0.0,0.06691176470588228,True,False,False
1,0,4,N_B4_028,LOW,0.005808823529411769,0.0,0.0,0.06941176470588234,True,False,False
1,0,4,N_B4_029,LOW,0.005808823529411769,0.0,0.0,0.03897058823529409,True,False,False
1,0,4,N_B4_030,LOW,0.005808823529411769,0.0,0.0,0.0726470588235294,True,False,False
1,0,4,N_B4_031,LOW,0.005808823529411769,0.0,0.0,0.06514705882352939,True,False,False
1,0,4,N_B4_032,LOW,0.005808823529411769,0.0,0.0,0.027352941176470524,True,False,False
1,0,4,N_B4_033,LOW,0.005808823529411769,0.0,0.0,0.062205882352941166,True,False,False
1,0,4,N_B4_034,LOW,0.005808823529411769,0.0,0.0,0.0514705882352941,True,False,False
1,0,4,N_B4_035,LOW,0.005808823529411769,0.0,0.0,0.05985294117647061,True,False,False
1,0,4,N_B4_036,LOW,0.005808823529411769,0.0,0.0,0.060588235294117665,True,False,False
1,0,4,N_B4_037,LOW,0.005808823529411769,0.0,0.0,0.06867647058823528,True,False,False
1,0,4,N_B4_038,LOW,0.005808823529411769,0.0,0.0,0.07279411764705879,True,False,False
1,0,4,N_B4_039,LOW,0.005808823529411769,0.0,0.0,0.05749999999999994,True,False,False
1,0,4,N_B4_040,LOW,0.005808823529411769,0.0,0.0,0.05897058823529405,True,False,False
1,0,4,N_B4_041,LOW,0.005808823529411769,0.0,0.0,0.04661764705882354,True,False,False
1,0,4,N_B4_042,LOW,0.005808823529411769,0.0,0.0,0.058382352941176385,True,False,False
1,0,4,N_B4_043,LOW,0.005808823529411769,0.0,0.0,0.039264705882352924,True,False,False
1,0,4,N_B4_044,LOW,0.005808823529411769,0.0,0.0,0.04926470588235293,True,False,False
1,0,4,N_B4_045,LOW,0.005808823529411769,0.0,0.0,0.07397058823529412,True,False,False
1,0,4,N_B4_046,LOW,0.005808823529411769,0.0,0.0,0.050882352941176434,True,False,False
1,0,4,N_B4_047,LOW,0.005808823529411769,0.0,0.0,0.058676470588235274,True,False,False
1,0,4,N_B4_048,LOW,0.005808823529411769,0.0,0.0,0.04676470588235293,True,False,False
1,0,4,N_B4_049,LOW,0.005808823529411769,0.0,0.0,0.051911764705882324,True,False,False
1,0,4,N_B4_050,LOW,0.005808823529411769,0.0,0.0,0.07088235294117645,True,False,False
1,0,4,P_B4,MEDIUM,0.011617647058823538,0.0,0.0,0.023235294117647076,True,False,False
1,0,4,N_B4_001,MEDIUM,0.011617647058823538,0.0,0.0,0.0338235294117647,True,False,False
1,0,4,N_B4_002,MEDIUM,0.011617647058823538,0.0,0.0,0.056470588235294106,True,False,False
1,0,4,N_B4_003,MEDIUM,0.011617647058823538,0.0,0.0,0.04382352941176465,True,False,False
1,0,4,N_B4_004,MEDIUM,0.011617647058823538,0.0,0.0,0.03250000000000003,True,False,False
1,0,4,N_B4_005,MEDIUM,0.011617647058823538,0.0,0.0,0.04441176470588232,True,False,False
1,0,4,N_B4_006,MEDIUM,0.011617647058823538,0.0,0.0,0.03205882352941175,True,False,False
1,0,4,N_B4_007,MEDIUM,0.011617647058823538,0.0,0.0,0.05838235294117644,True,False,False
1,0,4,N_B4_008,MEDIUM,0.011617647058823538,0.0,0.0,0.04279411764705876,True,False,False
1,0,4,N_B4_009,MEDIUM,0.011617647058823538,0.0,0.0,0.0388235294117647,True,False,False
1,0,4,N_B4_010,MEDIUM,0.011617647058823538,0.0,0.0,0.05352941176470588,True,False,False
1,0,4,N_B4_011,MEDIUM,0.011617647058823538,0.0,0.0,0.03999999999999998,True,False,False
1,0,4,N_B4_012,MEDIUM,0.011617647058823538,0.0,0.0,0.04882352941176471,True,False,False
1,0,4,N_B4_013,MEDIUM,0.011617647058823538,0.0,0.0,0.05117647058823532,True,False,False
1,0,4,N_B4_014,MEDIUM,0.011617647058823538,0.0,0.0,0.05088235294117649,True,False,False
1,0,4,N_B4_015,MEDIUM,0.011617647058823538,0.0,0.0,0.056764705882352884,True,False,False
1,0,4,N_B4_016,MEDIUM,0.011617647058823538,0.0,0.0,0.04794117647058821,True,False,False
1,0,4,N_B4_017,MEDIUM,0.011617647058823538,0.0,0.0,0.04911764705882343,True,False,False
1,0,4,N_B4_018,MEDIUM,0.011617647058823538,0.0,0.0,0.029705882352941138,True,False,False
1,0,4,N_B4_019,MEDIUM,0.011617647058823538,0.0,0.0,0.05352941176470588,True,False,False
1,0,4,N_B4_020,MEDIUM,0.011617647058823538,1.0,0.019264705882352906,0.019264705882352906,True,False,False
1,0,4,N_B4_021,MEDIUM,0.011617647058823538,0.0,0.0,0.0505882352941176,True,False,False
1,0,4,N_B4_022,MEDIUM,0.011617647058823538,0.0,0.0,0.06794117647058823,True,False,False
1,0,4,N_B4_023,MEDIUM,0.011617647058823538,0.0,0.0,0.06191176470588233,True,False,False
1,0,4,N_B4_024,MEDIUM,0.011617647058823538,0.0,0.0,0.07294117647058823,True,False,False
1,0,4,N_B4_025,MEDIUM,0.011617647058823538,0.0,0.0,0.05411764705882349,True,False,False
1,0,4,N_B4_026,MEDIUM,0.011617647058823538,0.0,0.0,0.03647058823529409,True,False,False
1,0,4,N_B4_027,MEDIUM,0.011617647058823538,0.0,0.0,0.06691176470588228,True,False,False
1,0,4,N_B4_028,MEDIUM,0.011617647058823538,0.0,0.0,0.06941176470588234,True,False,False
1,0,4,N_B4_029,MEDIUM,0.011617647058823538,0.0,0.0,0.03897058823529409,True,False,False
1,0,4,N_B4_030,MEDIUM,0.011617647058823538,0.0,0.0,0.0726470588235294,True,False,False
1,0,4,N_B4_031,MEDIUM,0.011617647058823538,0.0,0.0,0.06514705882352939,True,False,False
1,0,4,N_B4_032,MEDIUM,0.011617647058823538,0.0,0.0,0.027352941176470524,True,False,False
1,0,4,N_B4_033,MEDIUM,0.011617647058823538,0.0,0.0,0.062205882352941166,True,False,False
1,0,4,N_B4_034,MEDIUM,0.011617647058823538,0.0,0.0,0.0514705882352941,True,False,False
1,0,4,N_B4_035,MEDIUM,0.011617647058823538,0.0,0.0,0.05985294117647061,True,False,False
1,0,4,N_B4_036,MEDIUM,0.011617647058823538,0.0,0.0,0.060588235294117665,True,False,False
1,0,4,N_B4_037,MEDIUM,0.011617647058823538,0.0,0.0,0.06867647058823528,True,False,False
