fold,seed,protected_block_id,random_id,coordinate_ids,rank,alpha,baseline_BA,post_BA,task_harm,outer_test_used,outer_membership_enumerated
0,0,5,R001,"[1, 7, 9, 16]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R002,"[0, 12, 18, 19]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R003,"[13, 15, 16, 18]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R004,"[3, 10, 16, 19]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R005,"[1, 2, 5, 14]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R006,"[3, 4, 12, 15]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R007,"[4, 9, 17, 19]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R008,"[0, 10, 13, 16]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R009,"[0, 1, 4, 6]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R010,"[4, 5, 13, 16]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R011,"[1, 2, 14, 19]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R012,"[7, 13, 15, 16]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R013,"[4, 10, 15, 18]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R014,"[0, 1, 2, 4]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R015,"[6, 13, 14, 15]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R016,"[0, 1, 14, 19]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R017,"[5, 6, 10, 15]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R018,"[2, 5, 12, 17]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R019,"[2, 11, 15, 17]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,0,5,R020,"[0, 1, 13, 14]",4,0.0,0.7711111111111112,0.7711111111111112,0.0,False,False
0,1,5,R001,"[2, 5, 15, 19]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R002,"[6, 8, 17, 18]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R003,"[7, 8, 11, 14]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R004,"[8, 10, 16, 18]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R005,"[3, 6, 14, 18]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R006,"[3, 6, 10, 13]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R007,"[12, 13, 14, 15]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R008,"[7, 11, 14, 15]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R009,"[4, 5, 8, 16]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R010,"[10, 12, 16, 17]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R011,"[2, 7, 14, 16]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R012,"[8, 13, 15, 16]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R013,"[8, 12, 15, 17]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R014,"[0, 2, 10, 11]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R015,"[2, 13, 15, 19]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
0,1,5,R016,"[5, 11, 16, 17]",4,0.0,0.7544444444444446,0.7544444444444446,0.0,False,False
