fold,seed,protected_block_id,dose,group_id,control_id,subject_id,baseline_identity_BA,post_identity_BA,identity_drop,alpha,outer_test_used,outer_membership_enumerated
0,1,5,MEDIUM,N,N_B5_043,1,0.395,0.395,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_043,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_043,6,0.775,0.775,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_043,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_043,17,0.1,0.1,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_043,28,0.535,0.535,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_043,45,0.99,0.99,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_043,48,0.745,0.745,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_043,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_044,1,0.395,0.395,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_044,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_044,6,0.775,0.775,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_044,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_044,17,0.1,0.1,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_044,28,0.535,0.535,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_044,45,0.99,0.99,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_044,48,0.745,0.745,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_044,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_045,1,0.395,0.395,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_045,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_045,6,0.775,0.775,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_045,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_045,17,0.1,0.1,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_045,28,0.535,0.535,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_045,45,0.99,0.99,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_045,48,0.745,0.745,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_045,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_046,1,0.395,0.395,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_046,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_046,6,0.775,0.775,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_046,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_046,17,0.1,0.1,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_046,28,0.535,0.535,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_046,45,0.99,0.99,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_046,48,0.745,0.745,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_046,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_047,1,0.395,0.395,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_047,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_047,6,0.775,0.775,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_047,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_047,17,0.1,0.1,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_047,28,0.535,0.535,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_047,45,0.99,0.99,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_047,48,0.745,0.745,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_047,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_048,1,0.395,0.395,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_048,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_048,6,0.775,0.775,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_048,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_048,17,0.1,0.1,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_048,28,0.535,0.535,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_048,45,0.99,0.99,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_048,48,0.745,0.745,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_048,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_049,1,0.395,0.395,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_049,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_049,6,0.775,0.775,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_049,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_049,17,0.1,0.1,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_049,28,0.535,0.535,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_049,45,0.99,0.99,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_049,48,0.745,0.745,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_049,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_050,1,0.395,0.395,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_050,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_050,6,0.775,0.775,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_050,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_050,17,0.1,0.1,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_050,28,0.535,0.535,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_050,45,0.99,0.99,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_050,48,0.745,0.745,0.0,0.0,False,False
0,1,5,MEDIUM,N,N_B5_050,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,P,P,1,0.395,0.33499999999999996,0.06000000000000005,1.0,False,False
0,1,5,HIGH,P,P,3,0.8999999999999999,0.88,0.019999999999999907,1.0,False,False
0,1,5,HIGH,P,P,6,0.775,0.745,0.030000000000000027,1.0,False,False
0,1,5,HIGH,P,P,10,0.9650000000000001,0.95,0.015000000000000124,1.0,False,False
0,1,5,HIGH,P,P,17,0.1,0.12000000000000001,-0.020000000000000004,1.0,False,False
0,1,5,HIGH,P,P,28,0.535,0.275,0.26,1.0,False,False
0,1,5,HIGH,P,P,45,0.99,0.985,0.0050000000000000044,1.0,False,False
0,1,5,HIGH,P,P,48,0.745,0.735,0.010000000000000009,1.0,False,False
0,1,5,HIGH,P,P,54,0.7749999999999999,0.7849999999999999,-0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_001,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_001,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_001,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_001,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_001,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_001,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_001,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_001,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_001,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_002,1,0.395,0.33999999999999997,0.05500000000000005,1.0,False,False
0,1,5,HIGH,N,N_B5_002,3,0.8999999999999999,0.9099999999999999,-0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_002,6,0.775,0.665,0.10999999999999999,1.0,False,False
0,1,5,HIGH,N,N_B5_002,10,0.9650000000000001,0.9550000000000001,0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_002,17,0.1,0.025,0.07500000000000001,1.0,False,False
0,1,5,HIGH,N,N_B5_002,28,0.535,0.5449999999999999,-0.009999999999999898,1.0,False,False
0,1,5,HIGH,N,N_B5_002,45,0.99,0.985,0.0050000000000000044,1.0,False,False
0,1,5,HIGH,N,N_B5_002,48,0.745,0.72,0.025000000000000022,1.0,False,False
0,1,5,HIGH,N,N_B5_002,54,0.7749999999999999,0.78,-0.0050000000000001155,1.0,False,False
0,1,5,HIGH,N,N_B5_003,1,0.395,0.315,0.08000000000000002,1.0,False,False
0,1,5,HIGH,N,N_B5_003,3,0.8999999999999999,0.925,-0.025000000000000133,1.0,False,False
0,1,5,HIGH,N,N_B5_003,6,0.775,0.625,0.15000000000000002,1.0,False,False
0,1,5,HIGH,N,N_B5_003,10,0.9650000000000001,0.9550000000000001,0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_003,17,0.1,0.02,0.08,1.0,False,False
0,1,5,HIGH,N,N_B5_003,28,0.535,0.585,-0.04999999999999993,1.0,False,False
0,1,5,HIGH,N,N_B5_003,45,0.99,0.995,-0.0050000000000000044,1.0,False,False
0,1,5,HIGH,N,N_B5_003,48,0.745,0.7250000000000001,0.019999999999999907,1.0,False,False
0,1,5,HIGH,N,N_B5_003,54,0.7749999999999999,0.78,-0.0050000000000001155,1.0,False,False
0,1,5,HIGH,N,N_B5_004,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_004,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_004,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_004,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_004,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_004,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_004,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_004,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_004,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_005,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_005,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_005,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_005,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_005,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_005,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_005,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_005,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_005,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_006,1,0.395,0.33999999999999997,0.05500000000000005,1.0,False,False
0,1,5,HIGH,N,N_B5_006,3,0.8999999999999999,0.9099999999999999,-0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_006,6,0.775,0.66,0.11499999999999999,1.0,False,False
0,1,5,HIGH,N,N_B5_006,10,0.9650000000000001,0.95,0.015000000000000124,1.0,False,False
0,1,5,HIGH,N,N_B5_006,17,0.1,0.01,0.09000000000000001,1.0,False,False
0,1,5,HIGH,N,N_B5_006,28,0.535,0.5900000000000001,-0.05500000000000005,1.0,False,False
0,1,5,HIGH,N,N_B5_006,45,0.99,0.985,0.0050000000000000044,1.0,False,False
0,1,5,HIGH,N,N_B5_006,48,0.745,0.73,0.015000000000000013,1.0,False,False
0,1,5,HIGH,N,N_B5_006,54,0.7749999999999999,0.785,-0.01000000000000012,1.0,False,False
0,1,5,HIGH,N,N_B5_007,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_007,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_007,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_007,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_007,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_007,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_007,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_007,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_007,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_008,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_008,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_008,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_008,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_008,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_008,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_008,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_008,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_008,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_009,1,0.395,0.35,0.04500000000000004,1.0,False,False
0,1,5,HIGH,N,N_B5_009,3,0.8999999999999999,0.905,-0.0050000000000001155,1.0,False,False
0,1,5,HIGH,N,N_B5_009,6,0.775,0.665,0.10999999999999999,1.0,False,False
0,1,5,HIGH,N,N_B5_009,10,0.9650000000000001,0.96,0.0050000000000001155,1.0,False,False
0,1,5,HIGH,N,N_B5_009,17,0.1,0.175,-0.07499999999999998,1.0,False,False
0,1,5,HIGH,N,N_B5_009,28,0.535,0.54,-0.0050000000000000044,1.0,False,False
0,1,5,HIGH,N,N_B5_009,45,0.99,0.985,0.0050000000000000044,1.0,False,False
0,1,5,HIGH,N,N_B5_009,48,0.745,0.73,0.015000000000000013,1.0,False,False
0,1,5,HIGH,N,N_B5_009,54,0.7749999999999999,0.745,0.029999999999999916,1.0,False,False
0,1,5,HIGH,N,N_B5_010,1,0.395,0.385,0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_010,3,0.8999999999999999,0.895,0.004999999999999893,1.0,False,False
0,1,5,HIGH,N,N_B5_010,6,0.775,0.64,0.135,1.0,False,False
0,1,5,HIGH,N,N_B5_010,10,0.9650000000000001,0.96,0.0050000000000001155,1.0,False,False
0,1,5,HIGH,N,N_B5_010,17,0.1,0.265,-0.165,1.0,False,False
0,1,5,HIGH,N,N_B5_010,28,0.535,0.52,0.015000000000000013,1.0,False,False
0,1,5,HIGH,N,N_B5_010,45,0.99,0.985,0.0050000000000000044,1.0,False,False
0,1,5,HIGH,N,N_B5_010,48,0.745,0.71,0.03500000000000003,1.0,False,False
0,1,5,HIGH,N,N_B5_010,54,0.7749999999999999,0.755,0.019999999999999907,1.0,False,False
0,1,5,HIGH,N,N_B5_011,1,0.395,0.35,0.04500000000000004,1.0,False,False
0,1,5,HIGH,N,N_B5_011,3,0.8999999999999999,0.8999999999999999,0.0,1.0,False,False
0,1,5,HIGH,N,N_B5_011,6,0.775,0.71,0.06500000000000006,1.0,False,False
0,1,5,HIGH,N,N_B5_011,10,0.9650000000000001,0.96,0.0050000000000001155,1.0,False,False
0,1,5,HIGH,N,N_B5_011,17,0.1,0.18,-0.07999999999999999,1.0,False,False
0,1,5,HIGH,N,N_B5_011,28,0.535,0.5549999999999999,-0.019999999999999907,1.0,False,False
0,1,5,HIGH,N,N_B5_011,45,0.99,0.99,0.0,1.0,False,False
0,1,5,HIGH,N,N_B5_011,48,0.745,0.7549999999999999,-0.009999999999999898,1.0,False,False
0,1,5,HIGH,N,N_B5_011,54,0.7749999999999999,0.775,-1.1102230246251565e-16,1.0,False,False
0,1,5,HIGH,N,N_B5_012,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_012,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_012,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_012,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_012,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_012,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_012,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_012,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_012,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_013,1,0.395,0.32999999999999996,0.06500000000000006,1.0,False,False
0,1,5,HIGH,N,N_B5_013,3,0.8999999999999999,0.8999999999999999,0.0,1.0,False,False
0,1,5,HIGH,N,N_B5_013,6,0.775,0.6,0.17500000000000004,1.0,False,False
0,1,5,HIGH,N,N_B5_013,10,0.9650000000000001,0.9550000000000001,0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_013,17,0.1,0.055,0.045000000000000005,1.0,False,False
0,1,5,HIGH,N,N_B5_013,28,0.535,0.515,0.020000000000000018,1.0,False,False
0,1,5,HIGH,N,N_B5_013,45,0.99,0.98,0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_013,48,0.745,0.71,0.03500000000000003,1.0,False,False
0,1,5,HIGH,N,N_B5_013,54,0.7749999999999999,0.76,0.014999999999999902,1.0,False,False
0,1,5,HIGH,N,N_B5_014,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_014,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_014,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_014,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_014,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_014,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_014,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_014,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_014,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_015,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_015,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_015,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_015,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_015,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_015,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_015,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_015,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_015,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_016,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_016,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_016,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_016,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_016,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_016,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_016,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_016,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_016,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_017,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_017,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_017,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_017,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_017,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_017,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_017,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_017,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_017,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_018,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_018,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_018,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_018,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_018,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_018,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_018,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_018,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_018,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_019,1,0.395,0.375,0.020000000000000018,1.0,False,False
0,1,5,HIGH,N,N_B5_019,3,0.8999999999999999,0.895,0.004999999999999893,1.0,False,False
0,1,5,HIGH,N,N_B5_019,6,0.775,0.62,0.15500000000000003,1.0,False,False
0,1,5,HIGH,N,N_B5_019,10,0.9650000000000001,0.96,0.0050000000000001155,1.0,False,False
0,1,5,HIGH,N,N_B5_019,17,0.1,0.31,-0.21,1.0,False,False
0,1,5,HIGH,N,N_B5_019,28,0.535,0.475,0.06000000000000005,1.0,False,False
0,1,5,HIGH,N,N_B5_019,45,0.99,0.98,0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_019,48,0.745,0.7250000000000001,0.019999999999999907,1.0,False,False
0,1,5,HIGH,N,N_B5_019,54,0.7749999999999999,0.745,0.029999999999999916,1.0,False,False
0,1,5,HIGH,N,N_B5_020,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_020,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_020,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_020,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_020,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_020,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_020,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_020,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_020,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_021,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_021,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_021,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_021,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_021,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_021,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_021,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_021,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_021,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_022,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_022,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_022,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_022,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_022,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_022,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_022,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_022,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_022,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_023,1,0.395,0.395,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_023,3,0.8999999999999999,0.8999999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_023,6,0.775,0.775,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_023,10,0.9650000000000001,0.9650000000000001,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_023,17,0.1,0.1,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_023,28,0.535,0.535,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_023,45,0.99,0.99,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_023,48,0.745,0.745,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_023,54,0.7749999999999999,0.7749999999999999,0.0,0.0,False,False
0,1,5,HIGH,N,N_B5_024,1,0.395,0.43000000000000005,-0.03500000000000003,1.0,False,False
0,1,5,HIGH,N,N_B5_024,3,0.8999999999999999,0.895,0.004999999999999893,1.0,False,False
0,1,5,HIGH,N,N_B5_024,6,0.775,0.385,0.39,1.0,False,False
0,1,5,HIGH,N,N_B5_024,10,0.9650000000000001,0.9650000000000001,0.0,1.0,False,False
0,1,5,HIGH,N,N_B5_024,17,0.1,0.35,-0.24999999999999997,1.0,False,False
0,1,5,HIGH,N,N_B5_024,28,0.535,0.485,0.050000000000000044,1.0,False,False
0,1,5,HIGH,N,N_B5_024,45,0.99,0.98,0.010000000000000009,1.0,False,False
0,1,5,HIGH,N,N_B5_024,48,0.745,0.735,0.010000000000000009,1.0,False,False
