fold,seed,protected_block_id,candidate_coordinate_ids,rank,train_same_similarity,train_mismatched_similarity,train_R_persist,train_persistence_supported,outer_test_used,outer_membership_enumerated
0,0,5,"[0, 1, 2, 3]",4.0,0.8321668882862021,0.007158983434025566,0.8250079048521766,True,False,False
0,0,5,"[0, 1, 2, 4]",4.0,0.8510035803187266,0.04481921672007488,0.8061843635986518,True,False,False
0,0,5,"[0, 1, 2, 5]",4.0,0.8496017778604997,0.04627533509913541,0.8033264427613643,True,False,False
0,0,5,"[0, 1, 2, 6]",4.0,0.8439854283056596,0.10389019595493686,0.7400952323507226,True,False,False
0,0,5,"[0, 1, 2, 7]",4.0,0.8384851526631615,0.042697512299662364,0.795787640363499,True,False,False
0,0,5,"[0, 1, 2, 8]",4.0,0.8429012995619822,0.0887218407455038,0.7541794588164785,True,False,False
0,0,5,"[0, 1, 2, 9]",4.0,0.8548940242544836,0.07272945333057725,0.7821645709239063,True,False,False
0,0,5,"[0, 1, 2, 10]",4.0,0.8424300436364487,0.05743896103891417,0.7849910825975346,True,False,False
0,0,5,"[0, 1, 2, 11]",4.0,0.8352655481011773,0.08665681377557989,0.7486087343255974,True,False,False
0,0,5,"[0, 1, 2, 16]",4.0,0.8466715044857209,0.09344225950255869,0.7532292449831626,True,False,False
0,0,5,"[0, 1, 2, 17]",4.0,0.8583273443122925,0.08337451420503451,0.7749528301072581,True,False,False
0,0,5,"[0, 1, 2, 18]",4.0,0.8625827846770018,0.07983755477546675,0.7827452299015351,True,False,False
0,0,5,"[0, 1, 2, 19]",4.0,0.8567743278970907,0.0778219549020742,0.7789523729950164,True,False,False
0,0,5,"[0, 1, 3, 4]",4.0,0.8076016856206858,-0.11656758966413341,0.9241692752848192,True,False,False
0,0,5,"[0, 1, 3, 5]",4.0,0.7906258079613253,-0.1326874768562399,0.9233132848175652,True,False,False
0,0,5,"[0, 1, 3, 6]",4.0,0.7940122560813966,-0.09815632610575013,0.8921685821871466,True,False,False
0,0,5,"[0, 1, 3, 7]",4.0,0.8029139587620425,-0.12257607604578169,0.9254900348078242,True,False,False
0,0,5,"[0, 1, 3, 8]",4.0,0.7991695461380663,-0.08759294357605901,0.8867624897141255,True,False,False
0,0,5,"[0, 1, 3, 9]",4.0,0.8008469902069734,-0.11292052797949598,0.9137675181864694,True,False,False
0,0,5,"[0, 1, 3, 10]",4.0,0.8000813309487079,-0.11762465025398754,0.9177059812026953,True,False,False
0,0,5,"[0, 1, 3, 11]",4.0,0.7870540762529942,-0.12978860680156448,0.9168426830545586,True,False,False
0,0,5,"[0, 1, 3, 16]",4.0,0.7971870631711419,-0.10221876457844563,0.8994058277495874,True,False,False
0,0,5,"[0, 1, 3, 17]",4.0,0.8021622620529271,-0.10742334775929815,0.9095856098122252,True,False,False
0,0,5,"[0, 1, 3, 18]",4.0,0.8029974437740226,-0.10729702480344222,0.9102944685774649,True,False,False
0,0,5,"[0, 1, 3, 19]",4.0,0.8014940016776633,-0.10903111680886636,0.9105251184865297,True,False,False
0,0,5,"[0, 1, 4, 5]",4.0,0.7970298849413853,-0.07729420639777537,0.8743240913391606,True,False,False
0,0,5,"[0, 1, 4, 6]",4.0,0.8063006729907601,-0.04314442331129962,0.8494450963020597,True,False,False
0,0,5,"[0, 1, 4, 7]",4.0,0.8140686443326595,-0.09072490356220646,0.9047935478948659,True,False,False
0,0,5,"[0, 1, 4, 8]",4.0,0.8064938255221046,-0.035039446554146994,0.8415332720762515,True,False,False
0,0,5,"[0, 1, 4, 9]",4.0,0.8128058821262834,-0.059617145785026346,0.8724230279113097,True,False,False
0,0,5,"[0, 1, 4, 10]",4.0,0.8089512712393464,-0.06480390654293021,0.8737551777822765,True,False,False
0,0,5,"[0, 1, 4, 11]",4.0,0.7930332941129313,-0.05849742834648199,0.8515307224594133,True,False,False
0,0,5,"[0, 1, 4, 16]",4.0,0.8082680863032985,-0.04417557970399431,0.8524436660072928,True,False,False
0,0,5,"[0, 1, 4, 17]",4.0,0.809565910614146,-0.0524003380974637,0.8619662487116095,True,False,False
0,0,5,"[0, 1, 4, 18]",4.0,0.8169964053491973,-0.057094972982629985,0.8740913783318272,True,False,False
0,0,5,"[0, 1, 4, 19]",4.0,0.8128124079643821,-0.061831886737343494,0.8746442947017253,True,False,False
0,0,5,"[0, 1, 5, 6]",4.0,0.7905705598165341,-0.026553098007173568,0.8171236578237077,True,False,False
0,0,5,"[0, 1, 5, 7]",4.0,0.7930028136236674,-0.08249325396121389,0.8754960675848814,True,False,False
