invariant,regime,task,dataset,fold,split,source_x_checkpoint,source_x_sha256,normalizer_sha256,train_subjects,val_subjects,epoch,BA,macro_F1,accuracy
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",3,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",4,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",5,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",6,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",7,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",8,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",9,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",10,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",11,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",12,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",13,0.8987499999999999,0.8971762879484306,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",14,0.8975,0.8959163900178573,0.8975
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",15,0.8975,0.8959163900178573,0.8975
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",16,0.8975,0.8959163900178573,0.8975
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",17,0.8975,0.8959163900178573,0.8975
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",18,0.8987499999999999,0.8971582265804174,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",19,0.8987499999999999,0.8971582265804174,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 3, 'split': 2, 'seed': 0, 'source_x_sha256': '43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14', 'split_seed': 1103367, 'train_subjects': ['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53'], 'val_subjects': ['2', '9', '21', '31', '35', '44', '46', '50'], 'normalizer_sha256': '47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,3,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,47025df414d0b110a70f878e22687d8d571acee81d210a3b48cea20e6977c433,"['1', '3', '5', '6', '7', '8', '11', '14', '15', '20', '23', '26', '28', '30', '32', '33', '38', '40', '41', '43', '47', '48', '52', '53']","['2', '9', '21', '31', '35', '44', '46', '50']",20,0.8987499999999999,0.8971582265804174,0.8987499999999999
"{'regime': 'XRA_G0_ADAPTER_ONLY', 'task': 'OpenBMI_MI', 'fold': 4, 'split': 0, 'seed': 0, 'source_x_sha256': 'e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4', 'split_seed': 1104170, 'train_subjects': ['1', '2', '3', '5', '6', '8', '10', '14', '15', '16', '19', '22', '30', '31', '32', '33', '35', '38', '43', '45', '47', '48', '49', '50'], 'val_subjects': ['11', '23', '26', '27', '28', '34', '40', '52'], 'normalizer_sha256': '1bf393b13847bfd4e68f58f1d8f7e9264021083db4c8e3d9ca00ce3187b35c8b', 'lr': 0.0001, 'weight_decay': 0.0005, 'beta': 0.0001, 'tau': 0.5, 'max_epochs': 20, 'scale_anchor': 0.001, 'mixer_anchor': 0.001}",XRA_G0_ADAPTER_ONLY,OpenBMI_MI,OpenBMI,4,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold4_litebn_x/selected_best.pt,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,1bf393b13847bfd4e68f58f1d8f7e9264021083db4c8e3d9ca00ce3187b35c8b,"['1', '2', '3', '5', '6', '8', '10', '14', '15', '16', '19', '22', '30', '31', '32', '33', '35', '38', '43', '45', '47', '48', '49', '50']","['11', '23', '26', '27', '28', '34', '40', '52']",0,0.8687499999999999,0.8657443645184166,0.8687499999999999
