subject,ba,run,model
1,0.77,fold-0/seed-0,method
10,0.6499999999999999,fold-0/seed-0,method
17,0.67,fold-0/seed-0,method
28,0.9450000000000001,fold-0/seed-0,method
3,0.91,fold-0/seed-0,method
45,0.875,fold-0/seed-0,method
48,0.635,fold-0/seed-0,method
54,0.545,fold-0/seed-0,method
6,0.79,fold-0/seed-0,method
