fold,seed,block,dimensions,coordinate_ids,persistence_supported,u_abs_mean,u_spec_mean,u_abs_CI95_low,u_spec_CI95_low,outer_test_used
1,1,0,4,"[0, 1, 2, 3]",True,0.006623388270668329,-0.06419541232445898,0.0032286138081866534,-0.06829696496272868,False
1,1,1,4,"[4, 5, 6, 7]",True,0.04101639189523006,-0.021205374174246592,0.03836052752000163,-0.02317448073548429,False
1,1,2,4,"[8, 9, 10, 11]",True,0.022459831411698827,-0.04872450162079413,0.020692903510598416,-0.05524015754711355,False
1,1,3,4,"[12, 13, 14, 15]",True,0.1957421781313257,0.16558627596054853,0.18620722468718967,0.15970588686035356,False
1,1,4,4,"[16, 17, 18, 19]",False,0.04366505649345391,-0.01989424312750384,0.03991051198924518,-0.02257247172167559,False
