dataset,fold,sentinel_meta_fold,seed,step,task_gradient_norm,task_clip_scale,step_delta_norm,bn_max_displacement
OpenBMI,2,4,0,6,2.971998453140259,1.0,0.0022616656497120857,0.0
OpenBMI,2,4,0,7,2.9012436866760254,1.0,0.002145027741789818,0.0
OpenBMI,2,4,0,8,3.983196258544922,1.0,0.002070044633001089,0.0
OpenBMI,2,4,0,9,2.3065168857574463,1.0,0.0019640482496470213,0.0
OpenBMI,2,4,0,10,2.819021224975586,1.0,0.0019899578765034676,0.0
OpenBMI,2,4,0,11,2.858196973800659,1.0,0.0019224685383960605,0.0
OpenBMI,2,4,0,12,2.960526704788208,1.0,0.001928496640175581,0.0
OpenBMI,2,4,0,13,3.243884325027466,1.0,0.0018574490677565336,0.0
OpenBMI,2,4,0,14,3.090083599090576,1.0,0.0017052014591172338,0.0
OpenBMI,2,4,0,15,2.9084999561309814,1.0,0.0016927318647503853,0.0
OpenBMI,2,4,0,16,3.3766345977783203,1.0,0.0016102385707199574,0.0
OpenBMI,2,4,0,17,2.845365524291992,1.0,0.0015388381434604526,0.0
OpenBMI,2,4,0,18,2.853828191757202,1.0,0.0015183413634076715,0.0
OpenBMI,2,4,0,19,3.2708282470703125,1.0,0.001495597418397665,0.0
OpenBMI,2,4,0,20,2.832451820373535,1.0,0.0014746305532753468,0.0
OpenBMI,2,4,0,21,3.438947916030884,1.0,0.001518725766800344,0.0
OpenBMI,2,4,0,22,3.3887417316436768,1.0,0.0014413224998861551,0.0
OpenBMI,2,4,0,23,4.155140399932861,1.0,0.0014432210009545088,0.0
OpenBMI,2,4,0,24,3.1367146968841553,1.0,0.0013947865227237344,0.0
OpenBMI,2,4,0,25,3.514955759048462,1.0,0.0014066962758079171,0.0
OpenBMI,2,4,0,26,3.0817978382110596,1.0,0.0013733617961406708,0.0
OpenBMI,2,4,0,27,3.1578104496002197,1.0,0.0013360194861888885,0.0
OpenBMI,2,4,0,28,4.536624431610107,1.0,0.0013691980857402086,0.0
OpenBMI,2,4,0,29,3.5115270614624023,1.0,0.0014437027275562286,0.0
OpenBMI,2,4,0,30,3.1543149948120117,1.0,0.0013776649720966816,0.0
OpenBMI,2,4,0,31,4.243480205535889,1.0,0.001411541597917676,0.0
OpenBMI,2,4,0,32,3.659771203994751,1.0,0.001422472414560616,0.0
OpenBMI,2,4,0,33,3.200880289077759,1.0,0.0014161872677505016,0.0
OpenBMI,2,4,0,34,3.821807861328125,1.0,0.0014036520151421428,0.0
OpenBMI,2,4,0,35,3.51145339012146,1.0,0.0014297980815172195,0.0
OpenBMI,2,4,0,36,2.993363380432129,1.0,0.0014415967743843794,0.0
OpenBMI,2,4,0,37,2.971524477005005,1.0,0.001397709478624165,0.0
OpenBMI,2,4,0,38,2.5253193378448486,1.0,0.001355253509245813,0.0
OpenBMI,2,4,0,39,2.738300085067749,1.0,0.0013398891314864159,0.0
OpenBMI,2,4,0,40,3.5511839389801025,1.0,0.0013114269822835922,0.0
OpenBMI,2,4,0,41,2.6241722106933594,1.0,0.0012935948325321078,0.0
OpenBMI,2,4,0,42,4.103875160217285,1.0,0.001330652041360736,0.0
OpenBMI,2,4,0,43,4.490653038024902,1.0,0.0013073658337816596,0.0
OpenBMI,2,4,0,44,4.838863849639893,1.0,0.0013042534701526165,0.0
OpenBMI,2,4,0,45,3.344130754470825,1.0,0.0012501057935878634,0.0
OpenBMI,2,4,0,46,5.458336353302002,0.9160300275330718,0.0012570340186357498,0.0
OpenBMI,2,4,0,47,2.728755235671997,1.0,0.0012691033771261573,0.0
OpenBMI,2,4,0,48,2.8773605823516846,1.0,0.0012959871673956513,0.0
OpenBMI,2,4,0,49,3.1964237689971924,1.0,0.0013278818223625422,0.0
OpenBMI,2,4,0,50,3.7083351612091064,1.0,0.001321087242104113,0.0
OpenBMI,2,4,0,51,1.900147557258606,1.0,0.0013222343986853957,0.0
OpenBMI,2,4,0,52,4.764344692230225,1.0,0.0013448804384097457,0.0
OpenBMI,2,4,0,53,3.5875518321990967,1.0,0.001321774790994823,0.0
OpenBMI,2,4,0,54,3.5753724575042725,1.0,0.0013163286494091153,0.0
OpenBMI,2,4,0,55,3.287957191467285,1.0,0.0012583060888573527,0.0
OpenBMI,3,0,0,1,1.591833472251892,1.0,0.005544375628232956,0.0
OpenBMI,3,0,0,2,3.422020196914673,1.0,0.003998312633484602,0.0
OpenBMI,3,0,0,3,3.8718512058258057,1.0,0.003322992939502001,0.0
OpenBMI,3,0,0,4,2.2863833904266357,1.0,0.0029171614442020655,0.0
OpenBMI,3,0,0,5,3.0098254680633545,1.0,0.002633685478940606,0.0
OpenBMI,3,0,0,6,2.7456886768341064,1.0,0.002343554049730301,0.0
OpenBMI,3,0,0,7,2.3902108669281006,1.0,0.0022324975579977036,0.0
OpenBMI,3,0,0,8,3.326787233352661,1.0,0.002074946416541934,0.0
OpenBMI,3,0,0,9,2.890476703643799,1.0,0.0019786092452704906,0.0
OpenBMI,3,0,0,10,4.0978498458862305,1.0,0.0019522944930940866,0.0
OpenBMI,3,0,0,11,3.5602920055389404,1.0,0.001925064716488123,0.0
OpenBMI,3,0,0,12,3.3303823471069336,1.0,0.0018324332777410746,0.0
OpenBMI,3,0,0,13,4.050724506378174,1.0,0.001771763083525002,0.0
OpenBMI,3,0,0,14,3.8833301067352295,1.0,0.0017352536087855697,0.0
OpenBMI,3,0,0,15,2.967087507247925,1.0,0.0016648407327011228,0.0
OpenBMI,3,0,0,16,2.9785587787628174,1.0,0.0016686447197571397,0.0
OpenBMI,3,0,0,17,3.1847991943359375,1.0,0.00168290373403579,0.0
OpenBMI,3,0,0,18,3.027682304382324,1.0,0.0015841050771996379,0.0
OpenBMI,3,0,0,19,3.68563175201416,1.0,0.0015642221551388502,0.0
OpenBMI,3,0,0,20,2.829456329345703,1.0,0.001553886802867055,0.0
OpenBMI,3,0,0,21,3.091477632522583,1.0,0.0015260552754625678,0.0
OpenBMI,3,0,0,22,4.49151086807251,1.0,0.0014431964373216033,0.0
OpenBMI,3,0,0,23,3.7348225116729736,1.0,0.0014240238815546036,0.0
OpenBMI,3,0,0,24,2.80859375,1.0,0.0014050541212782264,0.0
OpenBMI,3,0,0,25,2.842041015625,1.0,0.0014151664217934012,0.0
OpenBMI,3,0,0,26,4.852170467376709,1.0,0.0014250215608626604,0.0
OpenBMI,3,0,0,27,2.2461929321289062,1.0,0.0014311452396214008,0.0
OpenBMI,3,0,0,28,9.925739288330078,0.5037408151429703,0.001398039166815579,0.0
OpenBMI,3,0,0,29,2.6005325317382812,1.0,0.0013748868368566036,0.0
OpenBMI,3,0,0,30,2.694352865219116,1.0,0.0013663270510733128,0.0
OpenBMI,3,0,0,31,2.237825393676758,1.0,0.001341362134553492,0.0
OpenBMI,3,0,0,32,2.803717851638794,1.0,0.001347940182313323,0.0
OpenBMI,3,0,0,33,2.820807933807373,1.0,0.001370979007333517,0.0
OpenBMI,3,0,0,34,3.3447539806365967,1.0,0.001340995542705059,0.0
OpenBMI,3,0,0,35,2.864675760269165,1.0,0.0013009923277422786,0.0
OpenBMI,3,0,0,36,2.143012523651123,1.0,0.0012678964994847775,0.0
OpenBMI,3,0,0,37,3.1983344554901123,1.0,0.0013274321099743247,0.0
OpenBMI,3,0,0,38,1.9891839027404785,1.0,0.001334302593022585,0.0
OpenBMI,3,0,0,39,3.688148260116577,1.0,0.001251683570444584,0.0
OpenBMI,3,0,0,40,4.102678298950195,1.0,0.0012868486810475588,0.0
OpenBMI,3,0,0,41,2.683962345123291,1.0,0.001262812060303986,0.0
OpenBMI,3,0,0,42,5.71190881729126,0.8753641138079536,0.00125348090659827,0.0
OpenBMI,3,0,0,43,3.421523094177246,1.0,0.001259483047761023,0.0
OpenBMI,3,0,0,44,3.796285390853882,1.0,0.0012254208559170365,0.0
OpenBMI,3,0,0,45,4.395896911621094,1.0,0.001322767697274685,0.0
OpenBMI,3,0,0,46,3.6915411949157715,1.0,0.0013087013503536582,0.0
OpenBMI,3,0,0,47,3.310854196548462,1.0,0.0012685110559687018,0.0
OpenBMI,3,0,0,48,2.616665840148926,1.0,0.0013409233652055264,0.0
OpenBMI,3,0,0,49,2.579113245010376,1.0,0.0013690144987776875,0.0
OpenBMI,3,0,0,50,1.8406507968902588,1.0,0.0013464089715853333,0.0
OpenBMI,3,0,0,51,3.153597831726074,1.0,0.001350070466287434,0.0
OpenBMI,3,0,0,52,2.851128339767456,1.0,0.0013682398712262511,0.0
OpenBMI,3,0,0,53,3.1668500900268555,1.0,0.0013257629470899701,0.0
OpenBMI,3,0,0,54,1.7399061918258667,1.0,0.0012878554407507181,0.0
OpenBMI,3,1,0,1,2.7810442447662354,1.0,0.005544537678360939,0.0
OpenBMI,3,1,0,2,3.5144622325897217,1.0,0.003959169145673513,0.0
OpenBMI,3,1,0,3,2.972123622894287,1.0,0.0032995156943798065,0.0
OpenBMI,3,1,0,4,2.377295970916748,1.0,0.002912988420575857,0.0
OpenBMI,3,1,0,5,3.147353172302246,1.0,0.002604717155918479,0.0
OpenBMI,3,1,0,6,5.158033847808838,0.9693616109409651,0.002461975673213601,0.0
OpenBMI,3,1,0,7,3.7812724113464355,1.0,0.0022751083597540855,0.0
OpenBMI,3,1,0,8,3.1319615840911865,1.0,0.0020533197093755007,0.0
OpenBMI,3,1,0,9,3.109544038772583,1.0,0.0020426094997674227,0.0
OpenBMI,3,1,0,10,3.216357707977295,1.0,0.0020070113241672516,0.0
OpenBMI,3,1,0,11,2.891284942626953,1.0,0.0019743971060961485,0.0
OpenBMI,3,1,0,12,2.8304014205932617,1.0,0.0018781715771183372,0.0
OpenBMI,3,1,0,13,3.1184396743774414,1.0,0.0017576186219230294,0.0
OpenBMI,3,1,0,14,2.600450038909912,1.0,0.0016839711461216211,0.0
OpenBMI,3,1,0,15,2.7093656063079834,1.0,0.0015970749082043767,0.0
OpenBMI,3,1,0,16,2.818024158477783,1.0,0.0015801319386810064,0.0
OpenBMI,3,1,0,17,2.797851800918579,1.0,0.0015331095783039927,0.0
OpenBMI,3,1,0,18,3.936718702316284,1.0,0.0015815802616998553,0.0
OpenBMI,3,1,0,19,2.617478847503662,1.0,0.0015461815055459738,0.0
OpenBMI,3,1,0,20,2.3021774291992188,1.0,0.0014916788786649704,0.0
OpenBMI,3,1,0,21,2.9787166118621826,1.0,0.0014884640695527196,0.0
OpenBMI,3,1,0,22,2.9446849822998047,1.0,0.00151696871034801,0.0
OpenBMI,3,1,0,23,2.9894328117370605,1.0,0.0014427852584049106,0.0
OpenBMI,3,1,0,24,2.4256606101989746,1.0,0.001443138113245368,0.0
OpenBMI,3,1,0,25,3.939063549041748,1.0,0.0014094014186412096,0.0
OpenBMI,3,1,0,26,2.7972781658172607,1.0,0.0013510794378817081,0.0
OpenBMI,3,1,0,27,4.160091400146484,1.0,0.0013861556071788073,0.0
OpenBMI,3,1,0,28,2.2983651161193848,1.0,0.0013762705493718386,0.0
OpenBMI,3,1,0,29,3.4335880279541016,1.0,0.0013939571799710393,0.0
OpenBMI,3,1,0,30,2.53328013420105,1.0,0.0013103242963552475,0.0
OpenBMI,3,1,0,31,2.3620426654815674,1.0,0.0012763405684381723,0.0
OpenBMI,3,1,0,32,2.809674024581909,1.0,0.001248750719241798,0.0
OpenBMI,3,1,0,33,2.6305620670318604,1.0,0.0012580006150528789,0.0
OpenBMI,3,1,0,34,3.687694787979126,1.0,0.001270291511900723,0.0
OpenBMI,3,1,0,35,3.1345834732055664,1.0,0.001306090853177011,0.0
OpenBMI,3,1,0,36,5.22496223449707,0.9569447156934859,0.0013087353436276317,0.0
OpenBMI,3,1,0,37,3.7897958755493164,1.0,0.0013198627857491374,0.0
OpenBMI,3,1,0,38,3.421281099319458,1.0,0.001324712997302413,0.0
OpenBMI,3,1,0,39,3.360304355621338,1.0,0.0013582505052909255,0.0
OpenBMI,3,1,0,40,4.624347686767578,1.0,0.0014626005431637168,0.0
OpenBMI,3,1,0,41,3.337470054626465,1.0,0.0015596181619912386,0.0
OpenBMI,3,1,0,42,3.331882953643799,1.0,0.0015923944301903248,0.0
OpenBMI,3,1,0,43,2.767726182937622,1.0,0.0015901864971965551,0.0
OpenBMI,3,1,0,44,2.4654033184051514,1.0,0.001583823119290173,0.0
OpenBMI,3,1,0,45,2.7568552494049072,1.0,0.0015863085864111781,0.0
OpenBMI,3,1,0,46,2.6265885829925537,1.0,0.0015432694926857948,0.0
OpenBMI,3,1,0,47,3.074158191680908,1.0,0.0014739969046786427,0.0
OpenBMI,3,1,0,48,2.906521797180176,1.0,0.001412286190316081,0.0
OpenBMI,3,1,0,49,3.47452449798584,1.0,0.0014906944707036018,0.0
OpenBMI,3,1,0,50,3.309954881668091,1.0,0.001487602712586522,0.0
OpenBMI,3,1,0,51,3.9353904724121094,1.0,0.0015541865723207593,0.0
OpenBMI,3,1,0,52,2.2472169399261475,1.0,0.0015145714860409498,0.0
OpenBMI,3,1,0,53,2.454305648803711,1.0,0.001412857323884964,0.0
OpenBMI,3,1,0,54,2.852954149246216,1.0,0.0014970958000048995,0.0
OpenBMI,3,2,0,1,2.5214624404907227,1.0,0.0055446019396185875,0.0
OpenBMI,3,2,0,2,2.9188060760498047,1.0,0.0039075990207493305,0.0
OpenBMI,3,2,0,3,2.465824604034424,1.0,0.0032390370033681393,0.0
OpenBMI,3,2,0,4,3.2375919818878174,1.0,0.002832223428413272,0.0
OpenBMI,3,2,0,5,3.189025402069092,1.0,0.002570638433098793,0.0
OpenBMI,3,2,0,6,3.883692979812622,1.0,0.0023491550236940384,0.0
OpenBMI,3,2,0,7,3.8914661407470703,1.0,0.0022714079823344946,0.0
OpenBMI,3,2,0,8,3.809021472930908,1.0,0.002273228717967868,0.0
OpenBMI,3,2,0,9,2.882727861404419,1.0,0.002072644419968128,0.0
OpenBMI,3,2,0,10,4.981907367706299,1.0,0.001888006692752242,0.0
OpenBMI,3,2,0,11,2.3459906578063965,1.0,0.0018399948021396995,0.0
OpenBMI,3,2,0,12,2.6571695804595947,1.0,0.001777461962774396,0.0
OpenBMI,3,2,0,13,3.1713156700134277,1.0,0.0017359141493216157,0.0
OpenBMI,3,2,0,14,2.770369291305542,1.0,0.0016301954165101051,0.0
OpenBMI,3,2,0,15,3.2258572578430176,1.0,0.0016375251580029726,0.0
OpenBMI,3,2,0,16,2.9129247665405273,1.0,0.0015023233136162162,0.0
OpenBMI,3,2,0,17,3.612130880355835,1.0,0.0015071292873471975,0.0
OpenBMI,3,2,0,18,3.371849775314331,1.0,0.001534261740744114,0.0
OpenBMI,3,2,0,19,3.970003366470337,1.0,0.0014970649499446154,0.0
OpenBMI,3,2,0,20,3.9247629642486572,1.0,0.001551839173771441,0.0
OpenBMI,3,2,0,21,3.5206925868988037,1.0,0.0015592045383527875,0.0
OpenBMI,3,2,0,22,2.531236410140991,1.0,0.0015265564434230328,0.0
OpenBMI,3,2,0,23,3.2753121852874756,1.0,0.0015510728117078543,0.0
OpenBMI,3,2,0,24,3.0378615856170654,1.0,0.001561888144351542,0.0
OpenBMI,3,2,0,25,3.8436412811279297,1.0,0.0015669557033106685,0.0
OpenBMI,3,2,0,26,3.1293089389801025,1.0,0.0015741775278002024,0.0
OpenBMI,3,2,0,27,3.450899362564087,1.0,0.0016005861107259989,0.0
OpenBMI,3,2,0,28,4.037448883056641,1.0,0.0015407977625727654,0.0
OpenBMI,3,2,0,29,2.2847301959991455,1.0,0.0014871078310534358,0.0
OpenBMI,3,2,0,30,3.665025472640991,1.0,0.0014728608075529337,0.0
OpenBMI,3,2,0,31,1.9085038900375366,1.0,0.0013971900334581733,0.0
OpenBMI,3,2,0,32,3.592439651489258,1.0,0.0014531264314427972,0.0
OpenBMI,3,2,0,33,3.3641018867492676,1.0,0.0014576197136193514,0.0
OpenBMI,3,2,0,34,2.990412950515747,1.0,0.0014457919169217348,0.0
OpenBMI,3,2,0,35,10.232349395751953,0.4886463320022861,0.0013883321080356836,0.0
OpenBMI,3,2,0,36,2.3412842750549316,1.0,0.0013657492818310857,0.0
OpenBMI,3,2,0,37,3.2042360305786133,1.0,0.001401756890118122,0.0
OpenBMI,3,2,0,38,3.006244659423828,1.0,0.001449935371056199,0.0
OpenBMI,3,2,0,39,2.5029513835906982,1.0,0.0014337408356368542,0.0
OpenBMI,3,2,0,40,2.7322258949279785,1.0,0.0013531734002754092,0.0
OpenBMI,3,2,0,41,4.0305328369140625,1.0,0.0014119470724835992,0.0
OpenBMI,3,2,0,42,3.9037461280822754,1.0,0.0013993022730574012,0.0
OpenBMI,3,2,0,43,2.1723148822784424,1.0,0.0014021964743733406,0.0
OpenBMI,3,2,0,44,2.8316125869750977,1.0,0.0014251623069867492,0.0
OpenBMI,3,2,0,45,1.8284122943878174,1.0,0.0014134914381429553,0.0
OpenBMI,3,2,0,46,3.398209810256958,1.0,0.0013233586214482784,0.0
OpenBMI,3,2,0,47,3.9802045822143555,1.0,0.0012866506585851312,0.0
OpenBMI,3,2,0,48,2.5474355220794678,1.0,0.001298296730965376,0.0
OpenBMI,3,2,0,49,3.0952887535095215,1.0,0.001251953886821866,0.0
OpenBMI,3,2,0,50,2.3626139163970947,1.0,0.001267512096092105,0.0
OpenBMI,3,2,0,51,3.485772132873535,1.0,0.0012781781842932105,0.0
OpenBMI,3,2,0,52,4.487968444824219,1.0,0.0012695631012320518,0.0
OpenBMI,3,2,0,53,3.66387939453125,1.0,0.0013099859934300184,0.0
OpenBMI,3,2,0,54,3.072359085083008,1.0,0.0013173404149711132,0.0
OpenBMI,3,3,0,1,5.124479293823242,0.9757088892966584,0.0055446014739573,0.0
OpenBMI,3,3,0,2,3.1022276878356934,1.0,0.003942163661122322,0.0
OpenBMI,3,3,0,3,3.7157678604125977,1.0,0.003206753870472312,0.0
OpenBMI,3,3,0,4,2.8211147785186768,1.0,0.0027389400638639927,0.0
OpenBMI,3,3,0,5,4.7623772621154785,1.0,0.002600384410470724,0.0
OpenBMI,3,3,0,6,2.602879524230957,1.0,0.0024072856176644564,0.0
OpenBMI,3,3,0,7,4.405279159545898,1.0,0.0022771144285798073,0.0
OpenBMI,3,3,0,8,2.794881582260132,1.0,0.002120404737070203,0.0
OpenBMI,3,3,0,9,2.9721286296844482,1.0,0.0019516876200214028,0.0
OpenBMI,3,3,0,10,5.328061103820801,0.9384276761417872,0.0019263540161773562,0.0
OpenBMI,3,3,0,11,2.4516406059265137,1.0,0.001889983774162829,0.0
OpenBMI,3,3,0,12,3.5877304077148438,1.0,0.0018048454076051712,0.0
OpenBMI,3,3,0,13,3.460400342941284,1.0,0.001777192926965654,0.0
OpenBMI,3,3,0,14,3.0971381664276123,1.0,0.0016947418916970491,0.0
OpenBMI,3,3,0,15,2.7614269256591797,1.0,0.0016878480091691017,0.0
OpenBMI,3,3,0,16,5.545023441314697,0.9017094432362806,0.0016327259363606572,0.0
OpenBMI,3,3,0,17,2.9623591899871826,1.0,0.0015647162217646837,0.0
OpenBMI,3,3,0,18,3.2080399990081787,1.0,0.0015406912425532937,0.0
OpenBMI,3,3,0,19,3.0592923164367676,1.0,0.0014766352251172066,0.0
OpenBMI,3,3,0,20,4.560397148132324,1.0,0.0015236440813168883,0.0
OpenBMI,3,3,0,21,4.467723369598389,1.0,0.0015755186323076487,0.0
OpenBMI,3,3,0,22,4.681045055389404,1.0,0.0016693047946318984,0.0
OpenBMI,3,3,0,23,2.4302079677581787,1.0,0.001527315704151988,0.0
OpenBMI,3,3,0,24,2.60270094871521,1.0,0.0014871712774038315,0.0
OpenBMI,3,3,0,25,3.1765239238739014,1.0,0.0014409208670258522,0.0
OpenBMI,3,3,0,26,3.7167506217956543,1.0,0.0013779466971755028,0.0
OpenBMI,3,3,0,27,4.3947296142578125,1.0,0.001356752123683691,0.0
OpenBMI,3,3,0,28,2.426363706588745,1.0,0.0013015505392104387,0.0
OpenBMI,3,3,0,29,2.9165236949920654,1.0,0.0013148675207048655,0.0
OpenBMI,3,3,0,30,2.6823618412017822,1.0,0.0013157379580661654,0.0
OpenBMI,3,3,0,31,3.0924248695373535,1.0,0.001313167391344905,0.0
OpenBMI,3,3,0,32,2.396415948867798,1.0,0.0013196264626458287,0.0
OpenBMI,3,3,0,33,2.6669139862060547,1.0,0.0012867187615484,0.0
OpenBMI,3,3,0,34,3.804210662841797,1.0,0.0013102955417707562,0.0
OpenBMI,3,3,0,35,3.090946674346924,1.0,0.0013301902217790484,0.0
OpenBMI,3,3,0,36,4.177525997161865,1.0,0.0013684994773939252,0.0
OpenBMI,3,3,0,37,2.9051270484924316,1.0,0.001412445679306984,0.0
OpenBMI,3,3,0,38,3.385215997695923,1.0,0.0014714079443365335,0.0
OpenBMI,3,3,0,39,3.075652837753296,1.0,0.0014301614137366414,0.0
OpenBMI,3,3,0,40,2.3113930225372314,1.0,0.0014613396488130093,0.0
OpenBMI,3,3,0,41,2.1844849586486816,1.0,0.001373143750242889,0.0
OpenBMI,3,3,0,42,2.100059986114502,1.0,0.001364518073387444,0.0
OpenBMI,3,3,0,43,2.841803789138794,1.0,0.0013788975775241852,0.0
OpenBMI,3,3,0,44,2.627025842666626,1.0,0.001362464390695095,0.0
OpenBMI,3,3,0,45,2.719557046890259,1.0,0.0013712329091504216,0.0
OpenBMI,3,3,0,46,4.144930839538574,1.0,0.0014141201972961426,0.0
OpenBMI,3,3,0,47,2.605379104614258,1.0,0.0013755328254774213,0.0
OpenBMI,3,3,0,48,3.4253063201904297,1.0,0.001375360880047083,0.0
OpenBMI,3,3,0,49,3.600806474685669,1.0,0.0013342865277081728,0.0
OpenBMI,3,3,0,50,3.0862812995910645,1.0,0.0012997982557862997,0.0
OpenBMI,3,3,0,51,3.0221402645111084,1.0,0.001328138867393136,0.0
OpenBMI,3,3,0,52,2.9988059997558594,1.0,0.0012911639641970396,0.0
OpenBMI,3,3,0,53,3.5066940784454346,1.0,0.001321653020568192,0.0
OpenBMI,3,3,0,54,2.401705026626587,1.0,0.0012614554725587368,0.0
OpenBMI,3,3,0,55,2.8071320056915283,1.0,0.0012615154264494777,0.0
OpenBMI,3,4,0,1,4.874685764312744,1.0,0.005544654093682766,0.0
OpenBMI,3,4,0,2,3.5963006019592285,1.0,0.0038729903753846884,0.0
OpenBMI,3,4,0,3,2.401355266571045,1.0,0.0032322448678314686,0.0
OpenBMI,3,4,0,4,4.959482669830322,1.0,0.0027584689669311047,0.0
OpenBMI,3,4,0,5,2.7236685752868652,1.0,0.0024462188594043255,0.0
OpenBMI,3,4,0,6,3.9327290058135986,1.0,0.002285340568050742,0.0
OpenBMI,3,4,0,7,1.8716922998428345,1.0,0.0021366626024246216,0.0
OpenBMI,3,4,0,8,3.199385643005371,1.0,0.0019990247674286366,0.0
OpenBMI,3,4,0,9,3.2309656143188477,1.0,0.0019103767117485404,0.0
OpenBMI,3,4,0,10,2.1410152912139893,1.0,0.0018387180753052235,0.0
OpenBMI,3,4,0,11,2.5871732234954834,1.0,0.00179910974111408,0.0
OpenBMI,3,4,0,12,2.8001744747161865,1.0,0.0016601451206952333,0.0
OpenBMI,3,4,0,13,3.177706718444824,1.0,0.0016451174160465598,0.0
OpenBMI,3,4,0,14,2.499706983566284,1.0,0.0016322557348757982,0.0
OpenBMI,3,4,0,15,3.5416769981384277,1.0,0.0015417024260386825,0.0
OpenBMI,3,4,0,16,2.2651474475860596,1.0,0.0015377558302134275,0.0
OpenBMI,3,4,0,17,3.085975170135498,1.0,0.0015379691030830145,0.0
OpenBMI,3,4,0,18,2.100156545639038,1.0,0.001553433365188539,0.0
OpenBMI,3,4,0,19,2.441864490509033,1.0,0.0014864337863400578,0.0
OpenBMI,3,4,0,20,2.5619547367095947,1.0,0.0014708848902955651,0.0
OpenBMI,3,4,0,21,2.847339153289795,1.0,0.0014688305091112852,0.0
OpenBMI,3,4,0,22,3.4662296772003174,1.0,0.001464551780372858,0.0
OpenBMI,3,4,0,23,2.6590332984924316,1.0,0.0014950556214898825,0.0
OpenBMI,3,4,0,24,7.381904602050781,0.6773319718343339,0.0014328666729852557,0.0
OpenBMI,3,4,0,25,3.1228673458099365,1.0,0.0013845238136127591,0.0
OpenBMI,3,4,0,26,2.8229618072509766,1.0,0.0013819294981658459,0.0
OpenBMI,3,4,0,27,4.291294097900391,1.0,0.0013752920785918832,0.0
OpenBMI,3,4,0,28,2.916006088256836,1.0,0.0013324239989742637,0.0
OpenBMI,3,4,0,29,2.8612940311431885,1.0,0.001396032515913248,0.0
OpenBMI,3,4,0,30,3.48258113861084,1.0,0.00140357855707407,0.0
OpenBMI,3,4,0,31,3.8761754035949707,1.0,0.0013633639318868518,0.0
OpenBMI,3,4,0,32,3.3593289852142334,1.0,0.0013579204678535461,0.0
OpenBMI,3,4,0,33,2.9649295806884766,1.0,0.0013782128226011992,0.0
OpenBMI,3,4,0,34,5.7165751457214355,0.8746495712108752,0.001278906362131238,0.0
OpenBMI,3,4,0,35,2.8066985607147217,1.0,0.0013443247880786657,0.0
OpenBMI,3,4,0,36,3.9730143547058105,1.0,0.00134583143517375,0.0
OpenBMI,3,4,0,37,2.497857093811035,1.0,0.0013173612533137202,0.0
OpenBMI,3,4,0,38,2.6881115436553955,1.0,0.0013031878042966127,0.0
OpenBMI,3,4,0,39,4.630893707275391,1.0,0.0013511372962966561,0.0
OpenBMI,3,4,0,40,3.41593074798584,1.0,0.0013133854372426867,0.0
OpenBMI,3,4,0,41,2.8073830604553223,1.0,0.0012950877426192164,0.0
OpenBMI,3,4,0,42,6.129765033721924,0.8156919510769659,0.0012552383122965693,0.0
OpenBMI,3,4,0,43,1.7640939950942993,1.0,0.001214756048284471,0.0
OpenBMI,3,4,0,44,2.259608745574951,1.0,0.0011931913904845715,0.0
OpenBMI,3,4,0,45,3.3180367946624756,1.0,0.0012804014841094613,0.0
OpenBMI,3,4,0,46,3.9069950580596924,1.0,0.001333656837232411,0.0
OpenBMI,3,4,0,47,2.3115413188934326,1.0,0.0013017754536122084,0.0
OpenBMI,3,4,0,48,2.162794828414917,1.0,0.0012819399125874043,0.0
OpenBMI,3,4,0,49,3.1489181518554688,1.0,0.0013284648302942514,0.0
OpenBMI,3,4,0,50,3.4519505500793457,1.0,0.0013940359931439161,0.0
OpenBMI,3,4,0,51,5.212442398071289,0.9592432142463776,0.001430740230716765,0.0
OpenBMI,3,4,0,52,2.784562349319458,1.0,0.0014952687779441476,0.0
OpenBMI,3,4,0,53,2.3289036750793457,1.0,0.001461263163946569,0.0
OpenBMI,3,4,0,54,2.6750478744506836,1.0,0.0014424107503145933,0.0
OpenBMI,3,4,0,55,3.0761773586273193,1.0,0.001436434919014573,0.0
OpenBMI,4,0,0,1,3.104820489883423,1.0,0.005544540472328663,0.0
OpenBMI,4,0,0,2,4.118757724761963,1.0,0.0039798966608941555,0.0
OpenBMI,4,0,0,3,2.8957889080047607,1.0,0.0032044663093984127,0.0
OpenBMI,4,0,0,4,3.1439030170440674,1.0,0.002906634472310543,0.0
OpenBMI,4,0,0,5,3.2073357105255127,1.0,0.0026693856343626976,0.0
OpenBMI,4,0,0,6,2.19800066947937,1.0,0.0024840061087161303,0.0
OpenBMI,4,0,0,7,2.4058141708374023,1.0,0.0022458184976130724,0.0
OpenBMI,4,0,0,8,1.8700885772705078,1.0,0.002077921526506543,0.0
OpenBMI,4,0,0,9,3.268577814102173,1.0,0.002007579430937767,0.0
OpenBMI,4,0,0,10,3.5715274810791016,1.0,0.0018789516761898994,0.0
OpenBMI,4,0,0,11,3.949559450149536,1.0,0.001864924794062972,0.0
OpenBMI,4,0,0,12,2.4326369762420654,1.0,0.0018229029374197125,0.0
OpenBMI,4,0,0,13,2.492297887802124,1.0,0.001731745433062315,0.0
OpenBMI,4,0,0,14,2.498908042907715,1.0,0.0016498477198183537,0.0
OpenBMI,4,0,0,15,2.3539552688598633,1.0,0.0016095067840069532,0.0
