dataset,fold,sentinel_meta_fold,seed,step,task_gradient_norm,task_clip_scale,step_delta_norm,bn_max_displacement
OpenBMI,0,0,0,1,3.698223829269409,1.0,0.00554449250921607,0.0
OpenBMI,0,0,0,2,5.4439311027526855,0.9184539454350892,0.0038183797150850296,0.0
OpenBMI,0,0,0,3,3.978928327560425,1.0,0.0030757756903767586,0.0
OpenBMI,0,0,0,4,3.7487130165100098,1.0,0.002735683461651206,0.0
OpenBMI,0,0,0,5,3.058619260787964,1.0,0.0024745764676481485,0.0
OpenBMI,0,0,0,6,2.9194881916046143,1.0,0.0022064363583922386,0.0
OpenBMI,0,0,0,7,2.9399211406707764,1.0,0.002000217093154788,0.0
OpenBMI,0,0,0,8,2.570328712463379,1.0,0.0019416693830862641,0.0
OpenBMI,0,0,0,9,4.632246494293213,1.0,0.0018745105480775237,0.0
OpenBMI,0,0,0,10,2.4703428745269775,1.0,0.0018492836970835924,0.0
OpenBMI,0,0,0,11,2.809983491897583,1.0,0.0017519863322377205,0.0
OpenBMI,0,0,0,12,2.817422866821289,1.0,0.0017258294392377138,0.0
OpenBMI,0,0,0,13,3.9961953163146973,1.0,0.0016656217630952597,0.0
OpenBMI,0,0,0,14,2.551466941833496,1.0,0.0016808072105050087,0.0
OpenBMI,0,0,0,15,4.11322546005249,1.0,0.0017298596212640405,0.0
OpenBMI,0,0,0,16,2.9487366676330566,1.0,0.0017491632606834173,0.0
OpenBMI,0,0,0,17,4.288586616516113,1.0,0.0018071280792355537,0.0
OpenBMI,0,0,0,18,2.4868922233581543,1.0,0.0017928373999893665,0.0
OpenBMI,0,0,0,19,2.8158152103424072,1.0,0.0016886575613170862,0.0
OpenBMI,0,0,0,20,3.184007167816162,1.0,0.0015950794331729412,0.0
OpenBMI,0,0,0,21,2.7449324131011963,1.0,0.0015965808415785432,0.0
OpenBMI,0,0,0,22,2.939601421356201,1.0,0.0015711585292592645,0.0
OpenBMI,0,0,0,23,2.8381755352020264,1.0,0.0014915588544681668,0.0
OpenBMI,0,0,0,24,3.1987738609313965,1.0,0.0014758604811504483,0.0
OpenBMI,0,0,0,25,3.315537214279175,1.0,0.001490142778493464,0.0
OpenBMI,0,0,0,26,2.8983755111694336,1.0,0.0015680985525250435,0.0
OpenBMI,0,0,0,27,2.0126495361328125,1.0,0.001506934640929103,0.0
OpenBMI,0,0,0,28,2.685741662979126,1.0,0.0014963862486183643,0.0
OpenBMI,0,0,0,29,3.9772417545318604,1.0,0.0015932662645354867,0.0
OpenBMI,0,0,0,30,4.204446315765381,1.0,0.0015768343582749367,0.0
OpenBMI,0,0,0,31,2.805813789367676,1.0,0.001556677627377212,0.0
OpenBMI,0,0,0,32,2.3205721378326416,1.0,0.0015395492082461715,0.0
OpenBMI,0,0,0,33,1.7323241233825684,1.0,0.0014775203308090568,0.0
OpenBMI,0,0,0,34,2.9222447872161865,1.0,0.0014914872590452433,0.0
OpenBMI,0,0,0,35,3.2040956020355225,1.0,0.001455078599974513,0.0
OpenBMI,0,0,0,36,3.0950987339019775,1.0,0.0013585903216153383,0.0
OpenBMI,0,0,0,37,3.600281000137329,1.0,0.001387846888974309,0.0
OpenBMI,0,0,0,38,4.263448238372803,1.0,0.0014007751597091556,0.0
OpenBMI,0,0,0,39,2.232125759124756,1.0,0.0013910861453041434,0.0
OpenBMI,0,0,0,40,2.9958176612854004,1.0,0.0013911118730902672,0.0
OpenBMI,0,0,0,41,3.5266013145446777,1.0,0.0013721223222091794,0.0
OpenBMI,0,0,0,42,3.4435336589813232,1.0,0.0013981162337586284,0.0
OpenBMI,0,0,0,43,3.9355380535125732,1.0,0.0014624182367697358,0.0
OpenBMI,0,0,0,44,2.613111734390259,1.0,0.0014427112182602286,0.0
OpenBMI,0,0,0,45,4.847267150878906,1.0,0.0014035701751708984,0.0
OpenBMI,0,0,0,46,3.2983453273773193,1.0,0.0013155260821804404,0.0
OpenBMI,0,0,0,47,2.2203328609466553,1.0,0.0012943310430273414,0.0
OpenBMI,0,0,0,48,3.226041316986084,1.0,0.0012751809554174542,0.0
OpenBMI,0,0,0,49,3.6204991340637207,1.0,0.0013721409486606717,0.0
OpenBMI,0,0,0,50,2.527472496032715,1.0,0.0013861783081665635,0.0
OpenBMI,0,0,0,51,3.2118186950683594,1.0,0.001329951104708016,0.0
OpenBMI,0,0,0,52,3.220628023147583,1.0,0.0013931657886132598,0.0
OpenBMI,0,0,0,53,3.9648184776306152,1.0,0.0013943989761173725,0.0
OpenBMI,0,0,0,54,3.580098867416382,1.0,0.001336988527327776,0.0
OpenBMI,0,1,0,1,3.1501991748809814,1.0,0.005544543266296387,0.0
OpenBMI,0,1,0,2,3.4490487575531006,1.0,0.003985313232988119,0.0
OpenBMI,0,1,0,3,6.492647647857666,0.7701018553886588,0.0033194059506058693,0.0
OpenBMI,0,1,0,4,3.9182167053222656,1.0,0.0029455528128892183,0.0
OpenBMI,0,1,0,5,2.6966872215270996,1.0,0.002726868959143758,0.0
OpenBMI,0,1,0,6,4.647480010986328,1.0,0.0025407487992197275,0.0
OpenBMI,0,1,0,7,3.839006185531616,1.0,0.0024129776284098625,0.0
OpenBMI,0,1,0,8,2.5131187438964844,1.0,0.0022471100091934204,0.0
OpenBMI,0,1,0,9,2.539297342300415,1.0,0.0019928927067667246,0.0
OpenBMI,0,1,0,10,2.7490901947021484,1.0,0.0018352061742916703,0.0
OpenBMI,0,1,0,11,4.180358409881592,1.0,0.0018211505375802517,0.0
OpenBMI,0,1,0,12,2.2625930309295654,1.0,0.0017026459099724889,0.0
OpenBMI,0,1,0,13,3.056419849395752,1.0,0.0017099870601668954,0.0
OpenBMI,0,1,0,14,2.866410970687866,1.0,0.0016461123013868928,0.0
OpenBMI,0,1,0,15,2.7485244274139404,1.0,0.0017214633990079165,0.0
OpenBMI,0,1,0,16,2.5058321952819824,1.0,0.0016195381758734584,0.0
OpenBMI,0,1,0,17,2.676652431488037,1.0,0.0015331225004047155,0.0
OpenBMI,0,1,0,18,2.420515298843384,1.0,0.0015229579294100404,0.0
OpenBMI,0,1,0,19,3.117466926574707,1.0,0.0014614039100706577,0.0
OpenBMI,0,1,0,20,2.7220618724823,1.0,0.0014372208388522267,0.0
OpenBMI,0,1,0,21,2.937131643295288,1.0,0.0013960135402157903,0.0
OpenBMI,0,1,0,22,3.070246934890747,1.0,0.0014336436288431287,0.0
OpenBMI,0,1,0,23,3.814541816711426,1.0,0.0013405231293290854,0.0
OpenBMI,0,1,0,24,2.438415050506592,1.0,0.0013066516257822514,0.0
OpenBMI,0,1,0,25,2.8914830684661865,1.0,0.0013086177641525865,0.0
OpenBMI,0,1,0,26,3.046602487564087,1.0,0.0013635581126436591,0.0
OpenBMI,0,1,0,27,5.411694049835205,0.9239251062524975,0.0013702213764190674,0.0
OpenBMI,0,1,0,28,2.729473114013672,1.0,0.0014099362306296825,0.0
OpenBMI,0,1,0,29,2.591012477874756,1.0,0.0013884709915146232,0.0
OpenBMI,0,1,0,30,2.8355886936187744,1.0,0.0014035142958164215,0.0
OpenBMI,0,1,0,31,2.902812957763672,1.0,0.001360410824418068,0.0
OpenBMI,0,1,0,32,2.3130085468292236,1.0,0.0013706240570172668,0.0
OpenBMI,0,1,0,33,3.413632869720459,1.0,0.0014045339776203036,0.0
OpenBMI,0,1,0,34,2.0416886806488037,1.0,0.0013473974540829659,0.0
OpenBMI,0,1,0,35,2.5069518089294434,1.0,0.0013835106510668993,0.0
OpenBMI,0,1,0,36,3.5547542572021484,1.0,0.0013188341399654746,0.0
OpenBMI,0,1,0,37,3.63759183883667,1.0,0.0012848593760281801,0.0
OpenBMI,0,1,0,38,3.3765993118286133,1.0,0.001261366531252861,0.0
OpenBMI,0,1,0,39,3.8225574493408203,1.0,0.0012444645399227738,0.0
OpenBMI,0,1,0,40,4.446530342102051,1.0,0.0012850421480834484,0.0
OpenBMI,0,1,0,41,4.042840003967285,1.0,0.0013256985694169998,0.0
OpenBMI,0,1,0,42,4.749537467956543,1.0,0.0012989987153559923,0.0
OpenBMI,0,1,0,43,3.9625444412231445,1.0,0.0012372408527880907,0.0
OpenBMI,0,1,0,44,3.0521183013916016,1.0,0.0012395292287692428,0.0
OpenBMI,0,1,0,45,4.188385486602783,1.0,0.0013613882474601269,0.0
OpenBMI,0,1,0,46,1.6030806303024292,1.0,0.0012840110575780272,0.0
OpenBMI,0,1,0,47,3.777186870574951,1.0,0.0013907337561249733,0.0
OpenBMI,0,1,0,48,2.7148187160491943,1.0,0.0014422512613236904,0.0
OpenBMI,0,1,0,49,2.780179738998413,1.0,0.0013555698096752167,0.0
OpenBMI,0,1,0,50,2.8183603286743164,1.0,0.0012991833500564098,0.0
OpenBMI,0,1,0,51,3.778978109359741,1.0,0.0012983776396140456,0.0
OpenBMI,0,1,0,52,2.926499366760254,1.0,0.0013045434607192874,0.0
OpenBMI,0,1,0,53,5.140277862548828,0.9727100623157227,0.0013064646627753973,0.0
OpenBMI,0,1,0,54,2.6443674564361572,1.0,0.0013540176441892982,0.0
OpenBMI,0,2,0,1,3.3639724254608154,1.0,0.005544597748667002,0.0
OpenBMI,0,2,0,2,2.7933778762817383,1.0,0.00392325222492218,0.0
OpenBMI,0,2,0,3,4.996870040893555,1.0,0.0031848601065576077,0.0
OpenBMI,0,2,0,4,3.1736457347869873,1.0,0.002771207131445408,0.0
OpenBMI,0,2,0,5,2.5267281532287598,1.0,0.0025041750632226467,0.0
OpenBMI,0,2,0,6,3.627439260482788,1.0,0.002253160113468766,0.0
OpenBMI,0,2,0,7,3.0922653675079346,1.0,0.0021418428514152765,0.0
OpenBMI,0,2,0,8,2.931872606277466,1.0,0.0019698143005371094,0.0
OpenBMI,0,2,0,9,3.200927257537842,1.0,0.0018922630697488785,0.0
OpenBMI,0,2,0,10,3.1471545696258545,1.0,0.001790843321941793,0.0
OpenBMI,0,2,0,11,3.50930118560791,1.0,0.0017641823505982757,0.0
OpenBMI,0,2,0,12,4.1828083992004395,1.0,0.0017646997002884746,0.0
OpenBMI,0,2,0,13,2.999739408493042,1.0,0.0017624247120693326,0.0
OpenBMI,0,2,0,14,2.2645246982574463,1.0,0.0016759051941335201,0.0
OpenBMI,0,2,0,15,3.144437551498413,1.0,0.001648363540880382,0.0
OpenBMI,0,2,0,16,3.0720903873443604,1.0,0.001631134538911283,0.0
OpenBMI,0,2,0,17,2.8597605228424072,1.0,0.0015939087606966496,0.0
OpenBMI,0,2,0,18,2.767599582672119,1.0,0.0016294457018375397,0.0
OpenBMI,0,2,0,19,2.6058695316314697,1.0,0.0015394219662994146,0.0
OpenBMI,0,2,0,20,3.5196034908294678,1.0,0.0014924851711839437,0.0
OpenBMI,0,2,0,21,2.8048393726348877,1.0,0.001452421536669135,0.0
OpenBMI,0,2,0,22,2.8631386756896973,1.0,0.0014072870835661888,0.0
OpenBMI,0,2,0,23,3.8299098014831543,1.0,0.0014612042577937245,0.0
OpenBMI,0,2,0,24,2.9738245010375977,1.0,0.0015005030436441302,0.0
OpenBMI,0,2,0,25,2.5562872886657715,1.0,0.0014888474252074957,0.0
OpenBMI,0,2,0,26,4.87066125869751,1.0,0.0015799639513716102,0.0
OpenBMI,0,2,0,27,2.2871785163879395,1.0,0.0015675214817747474,0.0
OpenBMI,0,2,0,28,2.6826577186584473,1.0,0.0015188319375738502,0.0
OpenBMI,0,2,0,29,3.8143250942230225,1.0,0.001493968302384019,0.0
OpenBMI,0,2,0,30,3.946773052215576,1.0,0.0014707240043208003,0.0
OpenBMI,0,2,0,31,2.5171852111816406,1.0,0.001417980412952602,0.0
OpenBMI,0,2,0,32,2.735685110092163,1.0,0.001451878692023456,0.0
OpenBMI,0,2,0,33,3.0579826831817627,1.0,0.0014166055480018258,0.0
OpenBMI,0,2,0,34,3.564638376235962,1.0,0.0013901889324188232,0.0
OpenBMI,0,2,0,35,2.6788065433502197,1.0,0.001350988051854074,0.0
OpenBMI,0,2,0,36,3.5560696125030518,1.0,0.0013820953899994493,0.0
OpenBMI,0,2,0,37,2.205178737640381,1.0,0.001359384972602129,0.0
OpenBMI,0,2,0,38,2.8667900562286377,1.0,0.0014241565950214863,0.0
OpenBMI,0,2,0,39,3.3505051136016846,1.0,0.0013981532538309693,0.0
OpenBMI,0,2,0,40,2.2542619705200195,1.0,0.0013378086732700467,0.0
OpenBMI,0,2,0,41,3.9302051067352295,1.0,0.0013030162081122398,0.0
OpenBMI,0,2,0,42,3.132460594177246,1.0,0.001343532931059599,0.0
OpenBMI,0,2,0,43,2.943246841430664,1.0,0.0012865163153037429,0.0
OpenBMI,0,2,0,44,2.5290212631225586,1.0,0.0013278503902256489,0.0
OpenBMI,0,2,0,45,2.6871514320373535,1.0,0.0013105628313496709,0.0
OpenBMI,0,2,0,46,3.1957733631134033,1.0,0.0013133632019162178,0.0
OpenBMI,0,2,0,47,3.437378406524658,1.0,0.0014110701158642769,0.0
OpenBMI,0,2,0,48,2.7227330207824707,1.0,0.0013545950641855597,0.0
OpenBMI,0,2,0,49,3.2897560596466064,1.0,0.0013461095513775945,0.0
OpenBMI,0,2,0,50,2.75689959526062,1.0,0.0013438297901302576,0.0
OpenBMI,0,2,0,51,2.544419765472412,1.0,0.0013802689500153065,0.0
OpenBMI,0,2,0,52,2.722576141357422,1.0,0.0013202516129240394,0.0
OpenBMI,0,2,0,53,4.162656307220459,1.0,0.001347023411653936,0.0
OpenBMI,0,2,0,54,2.385843515396118,1.0,0.0013080008793622255,0.0
OpenBMI,0,3,0,1,3.0031416416168213,1.0,0.005544646177440882,0.0
OpenBMI,0,3,0,2,4.142824649810791,1.0,0.003954643849283457,0.0
OpenBMI,0,3,0,3,3.9593005180358887,1.0,0.003250852692872286,0.0
OpenBMI,0,3,0,4,2.6403818130493164,1.0,0.0028240117244422436,0.0
OpenBMI,0,3,0,5,2.454453945159912,1.0,0.0025395946577191353,0.0
OpenBMI,0,3,0,6,3.3264458179473877,1.0,0.0022944738157093525,0.0
OpenBMI,0,3,0,7,3.637115001678467,1.0,0.0020755906589329243,0.0
OpenBMI,0,3,0,8,3.1240458488464355,1.0,0.0019442569464445114,0.0
OpenBMI,0,3,0,9,2.6750247478485107,1.0,0.0018591673579066992,0.0
OpenBMI,0,3,0,10,3.748323440551758,1.0,0.001751258852891624,0.0
OpenBMI,0,3,0,11,3.649014711380005,1.0,0.0017377299955114722,0.0
OpenBMI,0,3,0,12,2.628962993621826,1.0,0.001745710032992065,0.0
OpenBMI,0,3,0,13,2.9900078773498535,1.0,0.0016672033816576004,0.0
OpenBMI,0,3,0,14,2.756669521331787,1.0,0.0016159830847755075,0.0
OpenBMI,0,3,0,15,2.934419870376587,1.0,0.001613227417692542,0.0
OpenBMI,0,3,0,16,2.4115755558013916,1.0,0.0015643402002751827,0.0
OpenBMI,0,3,0,17,2.553948163986206,1.0,0.0015491993399336934,0.0
OpenBMI,0,3,0,18,3.119093656539917,1.0,0.0015243830857798457,0.0
OpenBMI,0,3,0,19,3.415445566177368,1.0,0.0014838621718809009,0.0
OpenBMI,0,3,0,20,3.889148712158203,1.0,0.0015190228587016463,0.0
OpenBMI,0,3,0,21,2.91583251953125,1.0,0.0015261302469298244,0.0
OpenBMI,0,3,0,22,2.541487693786621,1.0,0.0015171351842582226,0.0
OpenBMI,0,3,0,23,3.189131736755371,1.0,0.001442204462364316,0.0
OpenBMI,0,3,0,24,3.218057870864868,1.0,0.0013934880262240767,0.0
OpenBMI,0,3,0,25,2.3778960704803467,1.0,0.0013948485720902681,0.0
OpenBMI,0,3,0,26,3.212893486022949,1.0,0.0014172391965985298,0.0
OpenBMI,0,3,0,27,3.7373440265655518,1.0,0.0014159291749820113,0.0
OpenBMI,0,3,0,28,4.769094944000244,1.0,0.001528829918242991,0.0
