dataset,certificate,control,certificate_column,decision_AUROC,decision_Spearman
OpenBMI,BBR,random,certificate_BBR_random,0.5254694470380745,0.04674115787410459
OpenBMI,CE,random,certificate_CE_random,0.4766054569976138,-0.09709637363024701
WBCIC,BBR,random,certificate_BBR_random,0.5305790500975927,0.030499023412541335
WBCIC,CE,random,certificate_CE_random,0.47511385816525703,-0.13518486053126433
