dataset,fold,sentinel_meta_fold,seed,subject_id,partner_subject,certificate_BBR,certificate_CE,certificate_BBR_different,certificate_CE_different,certificate_BBR_random,certificate_CE_random,certificate_BBR_norm,certificate_CE_norm,BBR_random_norm_error,CE_random_norm_error,tau,tau_source,schedule_sha256,window_steps,delta_epoch_norm,displacement_sum_max_abs_error,trajectory_sha256,B_out_trial_count,B_out_class0_count,B_out_class1_count,bn_max_displacement,H_BBR_epoch,H_CE_epoch,BA_before,BA_after,H_BER_epoch,margin_drift,correct_to_wrong,wrong_to_correct,correct_to_correct,wrong_to_wrong,harmful_flip_rate,beneficial_flip_rate,net_flip_harm,class_balanced_harmful_flip_rate,class_balanced_beneficial_flip_rate,class_balanced_net_flip_harm,correct_before,correct_after
OpenBMI,0,0,0,1,51,-0.009275977499783039,-0.03756442666053772,-0.005041459575295448,-0.03667597472667694,9.256956400349736e-05,-0.0016106599941849709,1.2953758239746094,6.137590408325195,3.5762786865234375e-07,0.0,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,50c1e4edc5a6206655a2830c81421af78a3fe019f79560b5fd25c55581780028,54,0.05097363889457246,1.1368683772161603e-12,62b3a649d118b6c832e4d087bade32550f27b5b488a742b3f023f2d3ccba9f60,72,36,36,0.0,-0.006470590829849243,-0.02973872423171997,0.6527777777777777,0.6527777777777777,0.0,0.05272805690765381,2,2,45,23,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,47,47
OpenBMI,0,0,0,18,26,-0.004806988872587681,-0.020128384232521057,-0.0014735867734998465,-0.00030446238815784454,0.00010392269177827984,-0.0007576330681331456,0.8714204430580139,2.7630441188812256,5.960464477539063e-08,0.0,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,50c1e4edc5a6206655a2830c81421af78a3fe019f79560b5fd25c55581780028,54,0.05097363889457246,1.1368683772161603e-12,62b3a649d118b6c832e4d087bade32550f27b5b488a742b3f023f2d3ccba9f60,72,36,36,0.0,0.0005859434604644775,0.0026856064796447754,0.8472222222222222,0.8472222222222222,0.0,-0.006309866905212402,1,1,60,10,0.013888888888888888,0.013888888888888888,0.0,0.013888888888888888,0.013888888888888888,0.0,61,61
OpenBMI,0,0,0,26,37,-0.0014735867734998465,-0.00030446238815784454,-0.0026246169582009315,-0.012208816595375538,-0.00028950063278898597,-9.768118616193533e-05,0.8612014651298523,1.860901117324829,2.384185791015625e-07,5.960464477539062e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,50c1e4edc5a6206655a2830c81421af78a3fe019f79560b5fd25c55581780028,54,0.05097363889457246,1.1368683772161603e-12,62b3a649d118b6c832e4d087bade32550f27b5b488a742b3f023f2d3ccba9f60,72,36,36,0.0,-0.0030781030654907227,-0.00047639012336730957,0.875,0.8611111111111112,0.01388888888888884,0.04379844665527344,1,0,62,9,0.013888888888888888,0.0,0.013888888888888888,0.013888888888888888,0.0,0.013888888888888888,63,62
OpenBMI,0,0,0,31,7,-0.0019672000780701637,-0.0043131099082529545,-0.003085262607783079,-0.004307042807340622,-0.00030815377249382436,0.00026852794690057635,0.913142204284668,1.6771997213363647,2.384185791015625e-07,3.5762786865234375e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,50c1e4edc5a6206655a2830c81421af78a3fe019f79560b5fd25c55581780028,54,0.05097363889457246,1.1368683772161603e-12,62b3a649d118b6c832e4d087bade32550f27b5b488a742b3f023f2d3ccba9f60,72,36,36,0.0,0.0008461177349090576,0.00071677565574646,0.9166666666666666,0.9305555555555556,-0.01388888888888895,-0.004235506057739258,0,1,66,5,0.0,0.013888888888888888,-0.013888888888888888,0.0,0.013888888888888888,-0.013888888888888888,66,67
OpenBMI,0,0,0,37,54,-0.0026246169582009315,-0.012208816595375538,-0.002320996019989252,-0.016816677525639534,0.00030657256138511,-0.0003827858017757535,0.811094343662262,2.347179889678955,2.980232238769531e-07,4.76837158203125e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,50c1e4edc5a6206655a2830c81421af78a3fe019f79560b5fd25c55581780028,54,0.05097363889457246,1.1368683772161603e-12,62b3a649d118b6c832e4d087bade32550f27b5b488a742b3f023f2d3ccba9f60,72,36,36,0.0,-0.011506885290145874,-0.03703156113624573,0.7361111111111112,0.7638888888888888,-0.02777777777777768,0.10776007175445557,1,3,52,16,0.013888888888888888,0.041666666666666664,-0.027777777777777776,0.013888888888888888,0.041666666666666664,-0.027777777777777776,53,55
OpenBMI,0,0,0,5,1,-0.002853743266314268,-0.006951701827347279,-0.009275977499783039,-0.03756442666053772,0.00018424392328597605,0.0005177641287446022,0.7922769784927368,1.4332835674285889,1.1920928955078125e-07,1.1920928955078125e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,50c1e4edc5a6206655a2830c81421af78a3fe019f79560b5fd25c55581780028,54,0.05097363889457246,1.1368683772161603e-12,62b3a649d118b6c832e4d087bade32550f27b5b488a742b3f023f2d3ccba9f60,72,36,36,0.0,5.066394805908203e-06,-0.005438894033432007,0.9027777777777777,0.9027777777777777,0.0,0.0038832426071166992,0,0,65,7,0.0,0.0,0.0,0.0,0.0,0.0,65,65
OpenBMI,0,0,0,51,18,-0.005041459575295448,-0.03667597472667694,-0.004806988872587681,-0.020128384232521057,0.0006255143089219928,0.0019762732554227114,0.8088775277137756,5.337022304534912,5.960464477539063e-08,4.76837158203125e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,50c1e4edc5a6206655a2830c81421af78a3fe019f79560b5fd25c55581780028,54,0.05097363889457246,1.1368683772161603e-12,62b3a649d118b6c832e4d087bade32550f27b5b488a742b3f023f2d3ccba9f60,72,36,36,0.0,0.0006032288074493408,-0.009245306253433228,0.8194444444444444,0.8472222222222222,-0.02777777777777779,-0.0059659481048583984,0,2,59,11,0.0,0.027777777777777776,-0.027777777777777776,0.0,0.027777777777777776,-0.027777777777777776,59,61
OpenBMI,0,0,0,54,31,-0.002320996019989252,-0.016816677525639534,-0.0019672000780701637,-0.0043131099082529545,-0.00031743673025630414,0.0003986202063970268,0.7142332792282104,3.205174207687378,5.960464477539063e-08,1.6689300537109375e-06,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,50c1e4edc5a6206655a2830c81421af78a3fe019f79560b5fd25c55581780028,54,0.05097363889457246,1.1368683772161603e-12,62b3a649d118b6c832e4d087bade32550f27b5b488a742b3f023f2d3ccba9f60,72,36,36,0.0,0.003234386444091797,0.003913581371307373,0.8194444444444444,0.8194444444444444,0.0,-0.034696340560913086,2,2,57,11,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,59,59
OpenBMI,0,0,0,7,5,-0.003085262607783079,-0.004307042807340622,-0.002853743266314268,-0.006951701827347279,-0.0003250970912631601,0.0007121282978914678,0.8399156332015991,2.3643975257873535,1.7881393432617188e-07,7.152557373046875e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,50c1e4edc5a6206655a2830c81421af78a3fe019f79560b5fd25c55581780028,54,0.05097363889457246,1.1368683772161603e-12,62b3a649d118b6c832e4d087bade32550f27b5b488a742b3f023f2d3ccba9f60,72,36,36,0.0,-0.0024125874042510986,-0.006456315517425537,0.8611111111111112,0.875,-0.01388888888888884,0.021802902221679688,0,1,62,9,0.0,0.013888888888888888,-0.013888888888888888,0.0,0.013888888888888888,-0.013888888888888888,62,63
OpenBMI,0,1,0,10,16,-0.002548943040892482,-0.011038962751626968,-0.00013097909686621279,0.007488620467483997,8.050155884120613e-05,0.0008990024798549712,0.9553154706954956,3.84369158744812,2.980232238769531e-07,9.5367431640625e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,406dd82df724d35bd699de58f5209a442cef3e36bd51a967381f09255a84d581,54,0.0487852925557155,9.094947017729282e-13,34e2276c1996a277edb0faa50ec42722b399dae97eee90fdf4ebca072e6c0ff4,72,36,36,0.0,-0.0006441771984100342,-0.0031358003616333008,0.6805555555555556,0.7083333333333333,-0.02777777777777768,0.0011763572692871094,2,4,47,19,0.027777777777777776,0.05555555555555555,-0.027777777777777776,0.027777777777777776,0.05555555555555555,-0.027777777777777776,49,51
