dataset,fold,sentinel_meta_fold,seed,subject_id,partner_subject,certificate_BBR,certificate_CE,certificate_BBR_different,certificate_CE_different,certificate_BBR_random,certificate_CE_random,certificate_BBR_norm,certificate_CE_norm,BBR_random_norm_error,CE_random_norm_error,tau,tau_source,schedule_sha256,window_steps,delta_epoch_norm,displacement_sum_max_abs_error,trajectory_sha256,B_out_trial_count,B_out_class0_count,B_out_class1_count,bn_max_displacement,H_BBR_epoch,H_CE_epoch,BA_before,BA_after,H_BER_epoch,margin_drift,correct_to_wrong,wrong_to_correct,correct_to_correct,wrong_to_wrong,harmful_flip_rate,beneficial_flip_rate,net_flip_harm,class_balanced_harmful_flip_rate,class_balanced_beneficial_flip_rate,class_balanced_net_flip_harm,correct_before,correct_after
OpenBMI,0,1,0,11,30,-0.002872447483241558,-0.02575865387916565,-0.00658529344946146,-0.01865530014038086,0.00011614702816586941,0.0008098243270069361,1.0441856384277344,5.975814342498779,0.0,1.430511474609375e-06,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,406dd82df724d35bd699de58f5209a442cef3e36bd51a967381f09255a84d581,54,0.0487852925557155,9.094947017729282e-13,34e2276c1996a277edb0faa50ec42722b399dae97eee90fdf4ebca072e6c0ff4,72,36,36,0.0,-0.004092663526535034,-0.028354525566101074,0.7083333333333333,0.7916666666666667,-0.08333333333333348,0.039013028144836426,2,8,49,13,0.027777777777777776,0.1111111111111111,-0.08333333333333333,0.027777777777777776,0.1111111111111111,-0.08333333333333333,51,57
OpenBMI,0,1,0,15,8,-0.0024915216490626335,-0.002426817314699292,-0.011167855933308601,-0.04599733650684357,-4.433807043824345e-05,-6.134703289717436e-05,0.7574114203453064,1.2811051607131958,5.960464477539063e-08,1.1920928955078125e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,406dd82df724d35bd699de58f5209a442cef3e36bd51a967381f09255a84d581,54,0.0487852925557155,9.094947017729282e-13,34e2276c1996a277edb0faa50ec42722b399dae97eee90fdf4ebca072e6c0ff4,72,36,36,0.0,-0.0012184232473373413,-0.0044487714767456055,0.9444444444444444,0.9444444444444444,0.0,0.006818294525146484,0,0,68,4,0.0,0.0,0.0,0.0,0.0,0.0,68,68
OpenBMI,0,1,0,16,38,-0.00013097909686621279,0.007488620467483997,-0.005518646910786629,-0.03608817607164383,-0.0001655234955251217,-0.0006892118253745139,1.0906134843826294,3.0503969192504883,1.1920928955078125e-07,2.384185791015625e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,406dd82df724d35bd699de58f5209a442cef3e36bd51a967381f09255a84d581,54,0.0487852925557155,9.094947017729282e-13,34e2276c1996a277edb0faa50ec42722b399dae97eee90fdf4ebca072e6c0ff4,72,36,36,0.0,0.0008725821971893311,0.0028339773416519165,0.8888888888888888,0.9166666666666666,-0.02777777777777779,-0.004729270935058594,0,2,64,6,0.0,0.027777777777777776,-0.027777777777777776,0.0,0.027777777777777776,-0.027777777777777776,64,66
OpenBMI,0,1,0,30,10,-0.00658529344946146,-0.01865530014038086,-0.002548943040892482,-0.011038962751626968,8.172108209691942e-05,-0.0001928079582285136,1.1104984283447266,3.015885353088379,1.1920928955078125e-07,1.430511474609375e-06,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,406dd82df724d35bd699de58f5209a442cef3e36bd51a967381f09255a84d581,54,0.0487852925557155,9.094947017729282e-13,34e2276c1996a277edb0faa50ec42722b399dae97eee90fdf4ebca072e6c0ff4,72,36,36,0.0,-0.0029964447021484375,-0.00984269380569458,0.8611111111111112,0.8611111111111112,0.0,0.037529945373535156,1,1,61,9,0.013888888888888888,0.013888888888888888,0.0,0.013888888888888888,0.013888888888888888,0.0,62,62
OpenBMI,0,1,0,38,4,-0.005518646910786629,-0.03608817607164383,-0.007186880800873041,-0.03351181000471115,-0.00012632086873054504,0.0019279791740700603,1.1349575519561768,6.48724365234375,3.5762786865234375e-07,9.5367431640625e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,406dd82df724d35bd699de58f5209a442cef3e36bd51a967381f09255a84d581,54,0.0487852925557155,9.094947017729282e-13,34e2276c1996a277edb0faa50ec42722b399dae97eee90fdf4ebca072e6c0ff4,72,36,36,0.0,-0.0012732446193695068,-0.022145390510559082,0.8333333333333333,0.8055555555555556,0.02777777777777768,0.004901409149169922,2,0,58,12,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,60,58
OpenBMI,0,1,0,4,43,-0.007186880800873041,-0.03351181000471115,-0.005568867549300194,-0.013581331819295883,-0.0002153793757315725,-0.0004401497426442802,0.805031955242157,3.672400712966919,1.1920928955078125e-07,0.0,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,406dd82df724d35bd699de58f5209a442cef3e36bd51a967381f09255a84d581,54,0.0487852925557155,9.094947017729282e-13,34e2276c1996a277edb0faa50ec42722b399dae97eee90fdf4ebca072e6c0ff4,72,36,36,0.0,-0.002581298351287842,-0.012213319540023804,0.7916666666666667,0.8333333333333334,-0.04166666666666663,0.01806318759918213,0,3,57,12,0.0,0.041666666666666664,-0.041666666666666664,0.0,0.041666666666666664,-0.041666666666666664,57,60
OpenBMI,0,1,0,43,15,-0.005568867549300194,-0.013581331819295883,-0.0024915216490626335,-0.002426817314699292,-1.7446611309424043e-05,9.715628402773291e-05,0.8480610251426697,1.4607031345367432,3.5762786865234375e-07,4.76837158203125e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,406dd82df724d35bd699de58f5209a442cef3e36bd51a967381f09255a84d581,54,0.0487852925557155,9.094947017729282e-13,34e2276c1996a277edb0faa50ec42722b399dae97eee90fdf4ebca072e6c0ff4,72,36,36,0.0,-0.002456381916999817,-0.011609256267547607,0.9027777777777777,0.9305555555555556,-0.0277777777777779,0.02828359603881836,0,2,65,5,0.0,0.027777777777777776,-0.027777777777777776,0.0,0.027777777777777776,-0.027777777777777776,65,67
OpenBMI,0,1,0,8,11,-0.011167855933308601,-0.04599733650684357,-0.002872447483241558,-0.02575865387916565,-6.141007179394364e-05,0.0011725169606506824,1.8017739057540894,6.441011905670166,2.384185791015625e-07,0.0,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,406dd82df724d35bd699de58f5209a442cef3e36bd51a967381f09255a84d581,54,0.0487852925557155,9.094947017729282e-13,34e2276c1996a277edb0faa50ec42722b399dae97eee90fdf4ebca072e6c0ff4,72,36,36,0.0,-0.013267874717712402,-0.04877060651779175,0.7916666666666667,0.8194444444444444,-0.02777777777777768,0.1249547004699707,1,3,56,12,0.013888888888888888,0.041666666666666664,-0.027777777777777776,0.013888888888888888,0.041666666666666664,-0.027777777777777776,57,59
OpenBMI,0,2,0,17,52,-0.0001437422470189631,0.015479911118745804,-0.0006186588434502482,0.000850193202495575,-0.00033558846917003393,-0.001126662245951593,0.7372745871543884,2.1174535751342773,5.960464477539063e-08,4.76837158203125e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,e7320903e5c9f3fc967a2be2a7b86903e5882e7c0953c829494e7fee9bd491d6,54,0.054198209930670226,1.8189894035458565e-12,5892864c3ad6a4bc493e8b0df3931bbb185817ae221e871dedc96f1bb3ac7b4b,72,36,36,0.0,-0.004170089960098267,0.007565706968307495,0.8055555555555556,0.7638888888888888,0.04166666666666674,0.05470728874206543,5,2,53,12,0.06944444444444445,0.027777777777777776,0.04166666666666667,0.06944444444444445,0.027777777777777776,0.04166666666666667,58,55
OpenBMI,0,2,0,25,41,0.002699953969568014,0.002917984966188669,-0.006382046267390251,-0.027973750606179237,0.00023390277056023479,-0.00015314405027311295,0.5761430263519287,1.0134690999984741,5.960464477539063e-08,0.0,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,e7320903e5c9f3fc967a2be2a7b86903e5882e7c0953c829494e7fee9bd491d6,54,0.054198209930670226,1.8189894035458565e-12,5892864c3ad6a4bc493e8b0df3931bbb185817ae221e871dedc96f1bb3ac7b4b,72,36,36,0.0,0.0048918575048446655,0.0019161105155944824,0.9305555555555556,0.9444444444444444,-0.01388888888888884,-0.05900835990905762,0,1,67,4,0.0,0.013888888888888888,-0.013888888888888888,0.0,0.013888888888888888,-0.013888888888888888,67,68
OpenBMI,0,2,0,29,42,-0.0070772916078567505,-0.03535599261522293,-0.004667957313358784,-0.016167350113391876,-0.0003537875018082559,0.00045568746281787753,1.0361322164535522,4.454654216766357,2.384185791015625e-07,0.0,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,e7320903e5c9f3fc967a2be2a7b86903e5882e7c0953c829494e7fee9bd491d6,54,0.054198209930670226,1.8189894035458565e-12,5892864c3ad6a4bc493e8b0df3931bbb185817ae221e871dedc96f1bb3ac7b4b,72,36,36,0.0,-0.002085447311401367,-0.025016307830810547,0.9027777777777778,0.9444444444444444,-0.04166666666666663,0.006525993347167969,0,3,65,4,0.0,0.041666666666666664,-0.041666666666666664,0.0,0.041666666666666664,-0.041666666666666664,65,68
OpenBMI,0,2,0,34,44,0.0026483628898859024,0.02489154413342476,-0.00820341520011425,-0.028296589851379395,7.286513573490083e-05,-2.0362320356070995e-05,0.687231183052063,3.7184410095214844,5.960464477539063e-08,2.384185791015625e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,e7320903e5c9f3fc967a2be2a7b86903e5882e7c0953c829494e7fee9bd491d6,54,0.054198209930670226,1.8189894035458565e-12,5892864c3ad6a4bc493e8b0df3931bbb185817ae221e871dedc96f1bb3ac7b4b,72,36,36,0.0,-0.002747178077697754,0.009124577045440674,0.8055555555555556,0.7638888888888888,0.04166666666666674,0.037264108657836914,4,1,54,13,0.05555555555555555,0.013888888888888888,0.041666666666666664,0.05555555555555555,0.013888888888888888,0.041666666666666664,58,55
OpenBMI,0,2,0,35,17,-0.0020259623415768147,-0.004050525836646557,-0.0001437422470189631,0.015479911118745804,-0.0001500306389061734,0.0012619016924872994,0.7247961759567261,1.4834719896316528,5.960464477539063e-08,0.0,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,e7320903e5c9f3fc967a2be2a7b86903e5882e7c0953c829494e7fee9bd491d6,54,0.054198209930670226,1.8189894035458565e-12,5892864c3ad6a4bc493e8b0df3931bbb185817ae221e871dedc96f1bb3ac7b4b,72,36,36,0.0,-0.0017202198505401611,-0.007454127073287964,0.9305555555555556,0.9444444444444444,-0.01388888888888884,0.00669097900390625,0,1,67,4,0.0,0.013888888888888888,-0.013888888888888888,0.0,0.013888888888888888,-0.013888888888888888,67,68
OpenBMI,0,2,0,41,29,-0.006382046267390251,-0.027973750606179237,-0.0070772916078567505,-0.03535599261522293,0.00021527244825847447,-0.0003067910438403487,0.8625775575637817,3.8107893466949463,1.7881393432617188e-07,7.152557373046875e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,e7320903e5c9f3fc967a2be2a7b86903e5882e7c0953c829494e7fee9bd491d6,54,0.054198209930670226,1.8189894035458565e-12,5892864c3ad6a4bc493e8b0df3931bbb185817ae221e871dedc96f1bb3ac7b4b,72,36,36,0.0,0.007402181625366211,-0.0012226998805999756,0.8611111111111112,0.8333333333333333,0.0277777777777779,-0.08072185516357422,3,1,59,9,0.041666666666666664,0.013888888888888888,0.027777777777777776,0.041666666666666664,0.013888888888888888,0.027777777777777776,62,60
OpenBMI,0,2,0,42,34,-0.004667957313358784,-0.016167350113391876,0.0026483628898859024,0.02489154413342476,0.0002307468676008284,0.0009623994119465351,1.2183338403701782,4.123504638671875,2.384185791015625e-07,0.0,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,e7320903e5c9f3fc967a2be2a7b86903e5882e7c0953c829494e7fee9bd491d6,54,0.054198209930670226,1.8189894035458565e-12,5892864c3ad6a4bc493e8b0df3931bbb185817ae221e871dedc96f1bb3ac7b4b,72,36,36,0.0,0.0051308274269104,-0.0034038424491882324,0.7638888888888888,0.7361111111111112,0.02777777777777768,-0.04945945739746094,2,0,53,17,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,55,53
OpenBMI,0,2,0,44,35,-0.00820341520011425,-0.028296589851379395,-0.0020259623415768147,-0.004050525836646557,0.00023549050092697144,-0.0005622421158477664,0.9039517641067505,5.030958652496338,1.7881393432617188e-07,2.384185791015625e-06,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,e7320903e5c9f3fc967a2be2a7b86903e5882e7c0953c829494e7fee9bd491d6,54,0.054198209930670226,1.8189894035458565e-12,5892864c3ad6a4bc493e8b0df3931bbb185817ae221e871dedc96f1bb3ac7b4b,72,36,36,0.0,-0.00042045116424560547,0.020356953144073486,0.7916666666666667,0.7777777777777778,0.01388888888888895,0.020269155502319336,1,0,56,15,0.013888888888888888,0.0,0.013888888888888888,0.013888888888888888,0.0,0.013888888888888888,57,56
OpenBMI,0,2,0,52,25,-0.0006186588434502482,0.000850193202495575,0.002699953969568014,0.002917984966188669,-0.00017492129700258374,1.0356190614402294e-05,0.9611453413963318,5.071463108062744,4.76837158203125e-07,1.430511474609375e-06,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,e7320903e5c9f3fc967a2be2a7b86903e5882e7c0953c829494e7fee9bd491d6,54,0.054198209930670226,1.8189894035458565e-12,5892864c3ad6a4bc493e8b0df3931bbb185817ae221e871dedc96f1bb3ac7b4b,72,36,36,0.0,-0.008852869272232056,-0.008824452757835388,0.9027777777777778,0.8611111111111112,0.04166666666666663,0.10118341445922852,3,0,62,7,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,65,62
OpenBMI,0,3,0,12,27,-0.008903812617063522,-0.024697065353393555,0.0020623039454221725,-0.0049391379579901695,0.0003450182848609984,-0.0005220479797571898,1.1577465534210205,3.5188961029052734,2.384185791015625e-07,1.430511474609375e-06,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,9c767f0782ec5ab513123695055296835780ffe58175bc7521ddfb7650559d7a,55,0.04943601431933641,9.094947017729282e-13,cd5b61343711bc89c2b1a26aedebb4e32e5ccecfa6f30df07457a1029ab1eaa6,72,36,36,0.0,-0.0068368613719940186,-0.02493932843208313,0.8055555555555556,0.7916666666666667,0.01388888888888884,0.07031762599945068,1,0,57,14,0.013888888888888888,0.0,0.013888888888888888,0.013888888888888888,0.0,0.013888888888888888,58,57
OpenBMI,0,3,0,22,24,-0.0037825172767043114,-0.01892627775669098,-0.0025027068331837654,-0.0023214342072606087,0.0003916116547770798,-0.000933003902900964,0.9216768145561218,3.965308666229248,3.5762786865234375e-07,4.76837158203125e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,9c767f0782ec5ab513123695055296835780ffe58175bc7521ddfb7650559d7a,55,0.04943601431933641,9.094947017729282e-13,cd5b61343711bc89c2b1a26aedebb4e32e5ccecfa6f30df07457a1029ab1eaa6,72,36,36,0.0,-0.0005134642124176025,-0.002764463424682617,0.7777777777777778,0.8055555555555556,-0.02777777777777779,0.004469513893127441,1,3,55,13,0.013888888888888888,0.041666666666666664,-0.027777777777777776,0.013888888888888888,0.041666666666666664,-0.027777777777777776,56,58
OpenBMI,0,3,0,24,6,-0.0025027068331837654,-0.0023214342072606087,-0.003913099877536297,-0.010655434802174568,-0.0002409623411949724,-0.00025875132996588945,0.7358115911483765,3.5424301624298096,1.7881393432617188e-07,2.384185791015625e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,9c767f0782ec5ab513123695055296835780ffe58175bc7521ddfb7650559d7a,55,0.04943601431933641,9.094947017729282e-13,cd5b61343711bc89c2b1a26aedebb4e32e5ccecfa6f30df07457a1029ab1eaa6,72,36,36,0.0,-0.0002754330635070801,0.0068738460540771484,0.7083333333333334,0.7222222222222222,-0.01388888888888884,0.01092827320098877,2,3,49,18,0.027777777777777776,0.041666666666666664,-0.013888888888888888,0.027777777777777776,0.041666666666666664,-0.013888888888888888,51,52
OpenBMI,0,3,0,27,45,0.0020623039454221725,-0.0049391379579901695,-0.0023829687852412462,-0.005818496458232403,8.689798414707184e-05,0.00043081349576823413,0.819034218788147,2.358417510986328,5.960464477539063e-08,2.384185791015625e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,9c767f0782ec5ab513123695055296835780ffe58175bc7521ddfb7650559d7a,55,0.04943601431933641,9.094947017729282e-13,cd5b61343711bc89c2b1a26aedebb4e32e5ccecfa6f30df07457a1029ab1eaa6,72,36,36,0.0,0.002884984016418457,0.004283696413040161,0.9305555555555556,0.9305555555555556,0.0,-0.03227806091308594,0,0,67,5,0.0,0.0,0.0,0.0,0.0,0.0,67,67
OpenBMI,0,3,0,28,12,-0.006596918683499098,-0.01158828940242529,-0.008903812617063522,-0.024697065353393555,-0.0006612736615352333,-0.00018540272139944136,1.1245323419570923,1.7645498514175415,1.1920928955078125e-07,2.384185791015625e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,9c767f0782ec5ab513123695055296835780ffe58175bc7521ddfb7650559d7a,55,0.04943601431933641,9.094947017729282e-13,cd5b61343711bc89c2b1a26aedebb4e32e5ccecfa6f30df07457a1029ab1eaa6,72,36,36,0.0,-0.004409611225128174,-0.00650380551815033,0.9027777777777777,0.9027777777777777,0.0,0.04525303840637207,1,1,64,6,0.013888888888888888,0.013888888888888888,0.0,0.013888888888888888,0.013888888888888888,0.0,65,65
OpenBMI,0,3,0,45,46,-0.0023829687852412462,-0.005818496458232403,-0.007649306673556566,-0.03151014447212219,-0.00012135039287386462,0.000251136370934546,0.8542498350143433,1.9469118118286133,1.7881393432617188e-07,3.5762786865234375e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,9c767f0782ec5ab513123695055296835780ffe58175bc7521ddfb7650559d7a,55,0.04943601431933641,9.094947017729282e-13,cd5b61343711bc89c2b1a26aedebb4e32e5ccecfa6f30df07457a1029ab1eaa6,72,36,36,0.0,-0.00261494517326355,-0.010035187005996704,0.8194444444444444,0.8194444444444444,0.0,0.015573263168334961,2,2,57,11,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,59,59
OpenBMI,0,3,0,46,22,-0.007649306673556566,-0.03151014447212219,-0.0037825172767043114,-0.01892627775669098,0.00014787713007535785,0.0006461109733209014,0.8233620524406433,4.162204265594482,1.1920928955078125e-07,9.5367431640625e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,9c767f0782ec5ab513123695055296835780ffe58175bc7521ddfb7650559d7a,55,0.04943601431933641,9.094947017729282e-13,cd5b61343711bc89c2b1a26aedebb4e32e5ccecfa6f30df07457a1029ab1eaa6,72,36,36,0.0,0.001577615737915039,0.008026838302612305,0.7083333333333334,0.7083333333333334,0.0,-0.017999470233917236,1,1,50,20,0.013888888888888888,0.013888888888888888,0.0,0.013888888888888888,0.013888888888888888,0.0,51,51
OpenBMI,0,3,0,6,28,-0.003913099877536297,-0.010655434802174568,-0.006596918683499098,-0.01158828940242529,-0.00021335307974368334,-1.735868863761425e-05,0.9281349182128906,1.5180519819259644,5.960464477539063e-08,2.384185791015625e-07,2.061469078063965,previous_decision_audit_legal_source_refit_anchor,9c767f0782ec5ab513123695055296835780ffe58175bc7521ddfb7650559d7a,55,0.04943601431933641,9.094947017729282e-13,cd5b61343711bc89c2b1a26aedebb4e32e5ccecfa6f30df07457a1029ab1eaa6,72,36,36,0.0,-0.004125028848648071,-0.0033223554491996765,0.9722222222222222,0.9861111111111112,-0.01388888888888895,0.05888557434082031,0,1,70,1,0.0,0.013888888888888888,-0.013888888888888888,0.0,0.013888888888888888,-0.013888888888888888,70,71
