model,fold,seed,checkpoint_sha256,selected_epoch,normalizer_sha256,subject,session,BA,Macro_F1,trials,source
SIRE-EEG,4,0,cf36ebcc84618627a4e93bcc247b89987a1bebe7441837ede658f2956e8c1b6c,17,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S1,0.795,0.7922525398393758,200,FROZEN_REUSED
SIRE-EEG,4,0,cf36ebcc84618627a4e93bcc247b89987a1bebe7441837ede658f2956e8c1b6c,17,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S1,0.59,0.5849782366636299,200,FROZEN_REUSED
SIRE-EEG,4,0,cf36ebcc84618627a4e93bcc247b89987a1bebe7441837ede658f2956e8c1b6c,17,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S2,0.835,0.8319370527870439,200,FROZEN_REUSED
SIRE-EEG,4,0,cf36ebcc84618627a4e93bcc247b89987a1bebe7441837ede658f2956e8c1b6c,17,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S2,0.6799999999999999,0.6784242789669379,200,FROZEN_REUSED
EEGNet,0,1,aac0399076861bf8edf8338789e21a964430febce2de2d7cb53cf49eaba1c700,48,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-03,S1,0.78,0.7708333333333333,200,NEW_FINAL_SEMANTICS
EEGNet,0,1,aac0399076861bf8edf8338789e21a964430febce2de2d7cb53cf49eaba1c700,48,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-08,S1,0.52,0.3981191222570532,200,NEW_FINAL_SEMANTICS
EEGNet,0,1,aac0399076861bf8edf8338789e21a964430febce2de2d7cb53cf49eaba1c700,48,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-10,S1,0.5549999999999999,0.5125824913058956,200,NEW_FINAL_SEMANTICS
EEGNet,0,1,aac0399076861bf8edf8338789e21a964430febce2de2d7cb53cf49eaba1c700,48,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-03,S2,0.87,0.8681006493506493,200,NEW_FINAL_SEMANTICS
EEGNet,0,1,aac0399076861bf8edf8338789e21a964430febce2de2d7cb53cf49eaba1c700,48,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-08,S2,0.52,0.423007573025604,200,NEW_FINAL_SEMANTICS
EEGNet,0,1,aac0399076861bf8edf8338789e21a964430febce2de2d7cb53cf49eaba1c700,48,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-10,S2,0.635,0.6173101622500066,200,NEW_FINAL_SEMANTICS
SIRE-EEG,0,1,323ceb1bb155373d585bcf1e9a988cc2966ad987f4a2ac75f697a4b45af4d0c4,41,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-03,S1,0.595,0.5201279658757665,200,NEW_FINAL_SEMANTICS
SIRE-EEG,0,1,323ceb1bb155373d585bcf1e9a988cc2966ad987f4a2ac75f697a4b45af4d0c4,41,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-08,S1,0.575,0.5096766750310058,200,NEW_FINAL_SEMANTICS
SIRE-EEG,0,1,323ceb1bb155373d585bcf1e9a988cc2966ad987f4a2ac75f697a4b45af4d0c4,41,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-10,S1,0.5650000000000001,0.5418038183015141,200,NEW_FINAL_SEMANTICS
SIRE-EEG,0,1,323ceb1bb155373d585bcf1e9a988cc2966ad987f4a2ac75f697a4b45af4d0c4,41,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-03,S2,0.71,0.6833715471121302,200,NEW_FINAL_SEMANTICS
SIRE-EEG,0,1,323ceb1bb155373d585bcf1e9a988cc2966ad987f4a2ac75f697a4b45af4d0c4,41,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-08,S2,0.525,0.4649545211342964,200,NEW_FINAL_SEMANTICS
SIRE-EEG,0,1,323ceb1bb155373d585bcf1e9a988cc2966ad987f4a2ac75f697a4b45af4d0c4,41,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-10,S2,0.525,0.5019789782705565,200,NEW_FINAL_SEMANTICS
EEGNet,1,1,82f8ef6af0907cc184d619e4b3927848f40b3f54b34c76911b4bfcac6e7613df,16,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-05,S1,0.515,0.3883792048929663,200,NEW_FINAL_SEMANTICS
EEGNet,1,1,82f8ef6af0907cc184d619e4b3927848f40b3f54b34c76911b4bfcac6e7613df,16,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-06,S1,0.645,0.6362611747227132,200,NEW_FINAL_SEMANTICS
EEGNet,1,1,82f8ef6af0907cc184d619e4b3927848f40b3f54b34c76911b4bfcac6e7613df,16,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-12,S1,0.49,0.4466145833333333,200,NEW_FINAL_SEMANTICS
EEGNet,1,1,82f8ef6af0907cc184d619e4b3927848f40b3f54b34c76911b4bfcac6e7613df,16,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-05,S2,0.48,0.4206773618538324,200,NEW_FINAL_SEMANTICS
EEGNet,1,1,82f8ef6af0907cc184d619e4b3927848f40b3f54b34c76911b4bfcac6e7613df,16,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-06,S2,0.595,0.532750713853076,200,NEW_FINAL_SEMANTICS
EEGNet,1,1,82f8ef6af0907cc184d619e4b3927848f40b3f54b34c76911b4bfcac6e7613df,16,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-12,S2,0.5800000000000001,0.5625,200,NEW_FINAL_SEMANTICS
SIRE-EEG,1,1,794bedf5afc2654c331e8a6928094ca70515f37870610533cd552154a1d059ef,12,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-05,S1,0.5,0.3658041603247082,200,NEW_FINAL_SEMANTICS
SIRE-EEG,1,1,794bedf5afc2654c331e8a6928094ca70515f37870610533cd552154a1d059ef,12,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-06,S1,0.645,0.6373758267575781,200,NEW_FINAL_SEMANTICS
SIRE-EEG,1,1,794bedf5afc2654c331e8a6928094ca70515f37870610533cd552154a1d059ef,12,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-12,S1,0.55,0.5483741469289443,200,NEW_FINAL_SEMANTICS
SIRE-EEG,1,1,794bedf5afc2654c331e8a6928094ca70515f37870610533cd552154a1d059ef,12,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-05,S2,0.5349999999999999,0.4382531485004983,200,NEW_FINAL_SEMANTICS
SIRE-EEG,1,1,794bedf5afc2654c331e8a6928094ca70515f37870610533cd552154a1d059ef,12,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-06,S2,0.6799999999999999,0.6527777777777778,200,NEW_FINAL_SEMANTICS
SIRE-EEG,1,1,794bedf5afc2654c331e8a6928094ca70515f37870610533cd552154a1d059ef,12,0f74f2e95a3edcdaf45beda5b5d1116b27f8033110f6f887148dd665f60434bb,sub-12,S2,0.575,0.5682539682539682,200,NEW_FINAL_SEMANTICS
EEGNet,2,1,a0e020014c1883c555d32ae06c80cf88c52c79e7c1386869aeff026db8d002a4,36,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-01,S1,0.9,0.898989898989899,200,NEW_FINAL_SEMANTICS
EEGNet,2,1,a0e020014c1883c555d32ae06c80cf88c52c79e7c1386869aeff026db8d002a4,36,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-04,S1,0.79,0.7896634615384616,200,NEW_FINAL_SEMANTICS
EEGNet,2,1,a0e020014c1883c555d32ae06c80cf88c52c79e7c1386869aeff026db8d002a4,36,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-01,S2,0.91,0.909265046879726,200,NEW_FINAL_SEMANTICS
EEGNet,2,1,a0e020014c1883c555d32ae06c80cf88c52c79e7c1386869aeff026db8d002a4,36,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-04,S2,0.685,0.6682027649769585,200,NEW_FINAL_SEMANTICS
SIRE-EEG,2,1,7e3365260fe9ff505957e6a5e02e636e8ee072aa7900c99ccddf639fae67edc9,11,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-01,S1,0.725,0.7042295178941143,200,NEW_FINAL_SEMANTICS
SIRE-EEG,2,1,7e3365260fe9ff505957e6a5e02e636e8ee072aa7900c99ccddf639fae67edc9,11,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-04,S1,0.8,0.7996794871794872,200,NEW_FINAL_SEMANTICS
SIRE-EEG,2,1,7e3365260fe9ff505957e6a5e02e636e8ee072aa7900c99ccddf639fae67edc9,11,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-01,S2,0.74,0.7211497211497211,200,NEW_FINAL_SEMANTICS
SIRE-EEG,2,1,7e3365260fe9ff505957e6a5e02e636e8ee072aa7900c99ccddf639fae67edc9,11,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-04,S2,0.72,0.7070823307877393,200,NEW_FINAL_SEMANTICS
EEGNet,3,1,5647e78b439b3e6523ef0aee372070f799855fc7e0db999b23e1c551a7b7f8ca,53,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-07,S1,0.555,0.4948778342177701,200,NEW_FINAL_SEMANTICS
EEGNet,3,1,5647e78b439b3e6523ef0aee372070f799855fc7e0db999b23e1c551a7b7f8ca,53,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-11,S1,0.5,0.3503118503118503,200,NEW_FINAL_SEMANTICS
EEGNet,3,1,5647e78b439b3e6523ef0aee372070f799855fc7e0db999b23e1c551a7b7f8ca,53,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-07,S2,0.5650000000000001,0.4981396556199706,200,NEW_FINAL_SEMANTICS
EEGNet,3,1,5647e78b439b3e6523ef0aee372070f799855fc7e0db999b23e1c551a7b7f8ca,53,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-11,S2,0.52,0.4111152005888848,200,NEW_FINAL_SEMANTICS
SIRE-EEG,3,1,b2f3add3295b06cccc17661b71ff5862e92afbcfcd9b8ac903ecb2489dda7ace,10,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-07,S1,0.565,0.5294117647058824,200,NEW_FINAL_SEMANTICS
SIRE-EEG,3,1,b2f3add3295b06cccc17661b71ff5862e92afbcfcd9b8ac903ecb2489dda7ace,10,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-11,S1,0.515,0.4536904057897553,200,NEW_FINAL_SEMANTICS
SIRE-EEG,3,1,b2f3add3295b06cccc17661b71ff5862e92afbcfcd9b8ac903ecb2489dda7ace,10,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-07,S2,0.515,0.4080854309687262,200,NEW_FINAL_SEMANTICS
SIRE-EEG,3,1,b2f3add3295b06cccc17661b71ff5862e92afbcfcd9b8ac903ecb2489dda7ace,10,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-11,S2,0.53,0.4835164835164834,200,NEW_FINAL_SEMANTICS
EEGNet,4,1,b779c30f98ebf5d8100cb68fe4ff6d0520f1f61920d49c79befd350437055c9c,50,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S1,0.845,0.8449961249031226,200,NEW_FINAL_SEMANTICS
EEGNet,4,1,b779c30f98ebf5d8100cb68fe4ff6d0520f1f61920d49c79befd350437055c9c,50,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S1,0.5,0.4103078193183158,200,NEW_FINAL_SEMANTICS
EEGNet,4,1,b779c30f98ebf5d8100cb68fe4ff6d0520f1f61920d49c79befd350437055c9c,50,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S2,0.81,0.8080808080808081,200,NEW_FINAL_SEMANTICS
EEGNet,4,1,b779c30f98ebf5d8100cb68fe4ff6d0520f1f61920d49c79befd350437055c9c,50,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S2,0.595,0.5591956681450845,200,NEW_FINAL_SEMANTICS
SIRE-EEG,4,1,962cae1415cff1e5ef03cd9fe1fb114c245fb5a620f4a9c49064613c04a07937,26,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S1,0.7,0.6782496782496783,200,NEW_FINAL_SEMANTICS
SIRE-EEG,4,1,962cae1415cff1e5ef03cd9fe1fb114c245fb5a620f4a9c49064613c04a07937,26,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S1,0.5800000000000001,0.5798319327731092,200,NEW_FINAL_SEMANTICS
SIRE-EEG,4,1,962cae1415cff1e5ef03cd9fe1fb114c245fb5a620f4a9c49064613c04a07937,26,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S2,0.725,0.7103357472021066,200,NEW_FINAL_SEMANTICS
SIRE-EEG,4,1,962cae1415cff1e5ef03cd9fe1fb114c245fb5a620f4a9c49064613c04a07937,26,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S2,0.655,0.6545768566493955,200,NEW_FINAL_SEMANTICS
EEGNet,0,2,95e76cf8dbfbaa16af02202a37a708e93512d47ada7ff04c1d63d2778858579b,16,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-03,S1,0.6950000000000001,0.6864639819074299,200,NEW_FINAL_SEMANTICS
EEGNet,0,2,95e76cf8dbfbaa16af02202a37a708e93512d47ada7ff04c1d63d2778858579b,16,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-08,S1,0.525,0.4649545211342964,200,NEW_FINAL_SEMANTICS
EEGNet,0,2,95e76cf8dbfbaa16af02202a37a708e93512d47ada7ff04c1d63d2778858579b,16,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-10,S1,0.595,0.5863019995403356,200,NEW_FINAL_SEMANTICS
EEGNet,0,2,95e76cf8dbfbaa16af02202a37a708e93512d47ada7ff04c1d63d2778858579b,16,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-03,S2,0.765,0.7632897685779759,200,NEW_FINAL_SEMANTICS
EEGNet,0,2,95e76cf8dbfbaa16af02202a37a708e93512d47ada7ff04c1d63d2778858579b,16,ed454438e89812334dcd972152ee083a1f1767b2774e1a7c80aae5543d02e253,sub-08,S2,0.56,0.5225694444444444,200,NEW_FINAL_SEMANTICS
