block,subject_id,family,subject_single_BA,n_replicates
OpenBMI_ERP,12,EEGNet_single,96.2888888888889,30
OpenBMI_ERP,12,LiteBN_single,96.34747474747475,30
OpenBMI_ERP,13,EEGNet_single,91.30707070707071,30
OpenBMI_ERP,13,LiteBN_single,91.62626262626262,30
OpenBMI_ERP,17,EEGNet_single,82.85656565656565,30
OpenBMI_ERP,17,LiteBN_single,81.44848484848485,30
OpenBMI_ERP,18,EEGNet_single,91.23838383838385,30
OpenBMI_ERP,18,LiteBN_single,90.77979797979798,30
OpenBMI_ERP,24,EEGNet_single,80.87272727272727,30
OpenBMI_ERP,24,LiteBN_single,81.19999999999999,30
OpenBMI_ERP,25,EEGNet_single,76.61212121212121,30
OpenBMI_ERP,25,LiteBN_single,79.73131313131313,30
OpenBMI_ERP,29,EEGNet_single,84.78383838383839,30
OpenBMI_ERP,29,LiteBN_single,84.6,30
OpenBMI_ERP,36,EEGNet_single,95.55959595959595,30
OpenBMI_ERP,36,LiteBN_single,95.17575757575759,30
OpenBMI_ERP,37,EEGNet_single,94.57575757575756,30
OpenBMI_ERP,37,LiteBN_single,94.35757575757576,30
OpenBMI_ERP,39,EEGNet_single,72.0080808080808,30
OpenBMI_ERP,39,LiteBN_single,72.1010101010101,30
OpenBMI_ERP,4,EEGNet_single,89.81616161616162,30
OpenBMI_ERP,4,LiteBN_single,90.52525252525253,30
OpenBMI_ERP,42,EEGNet_single,85.18383838383838,30
OpenBMI_ERP,42,LiteBN_single,84.33333333333334,30
OpenBMI_ERP,51,EEGNet_single,74.64242424242424,30
OpenBMI_ERP,51,LiteBN_single,74.61414141414141,30
OpenBMI_ERP,54,EEGNet_single,71.67676767676768,30
OpenBMI_ERP,54,LiteBN_single,70.31313131313132,30
OpenBMI_MI,12,EEGNet_single,69.4,30
OpenBMI_MI,12,LiteBN_single,74.73333333333333,30
OpenBMI_MI,13,EEGNet_single,70.06666666666666,30
OpenBMI_MI,13,LiteBN_single,69.19999999999999,30
OpenBMI_MI,17,EEGNet_single,56.199999999999996,30
OpenBMI_MI,17,LiteBN_single,60.6,30
OpenBMI_MI,18,EEGNet_single,70.0,30
OpenBMI_MI,18,LiteBN_single,73.4,30
OpenBMI_MI,24,EEGNet_single,61.33333333333333,30
OpenBMI_MI,24,LiteBN_single,56.400000000000006,30
OpenBMI_MI,25,EEGNet_single,99.13333333333333,30
OpenBMI_MI,25,LiteBN_single,98.0,30
OpenBMI_MI,29,EEGNet_single,72.8,30
OpenBMI_MI,29,LiteBN_single,80.13333333333334,30
OpenBMI_MI,36,EEGNet_single,82.73333333333333,30
OpenBMI_MI,36,LiteBN_single,93.06666666666666,30
OpenBMI_MI,37,EEGNet_single,68.33333333333333,30
OpenBMI_MI,37,LiteBN_single,74.93333333333332,30
OpenBMI_MI,39,EEGNet_single,70.26666666666667,30
OpenBMI_MI,39,LiteBN_single,75.53333333333333,30
OpenBMI_MI,4,EEGNet_single,77.06666666666668,30
OpenBMI_MI,4,LiteBN_single,79.2,30
OpenBMI_MI,42,EEGNet_single,68.26666666666667,30
OpenBMI_MI,42,LiteBN_single,72.53333333333333,30
OpenBMI_MI,51,EEGNet_single,72.26666666666667,30
OpenBMI_MI,51,LiteBN_single,67.33333333333333,30
OpenBMI_MI,54,EEGNet_single,74.13333333333333,30
OpenBMI_MI,54,LiteBN_single,73.6,30
OpenBMI_SSVEP,12,EEGNet_single,94.33333333333333,30
OpenBMI_SSVEP,12,LiteBN_single,96.26666666666667,30
OpenBMI_SSVEP,13,EEGNet_single,75.33333333333334,30
OpenBMI_SSVEP,13,LiteBN_single,81.19999999999999,30
OpenBMI_SSVEP,17,EEGNet_single,96.06666666666666,30
OpenBMI_SSVEP,17,LiteBN_single,95.73333333333332,30
OpenBMI_SSVEP,18,EEGNet_single,100.0,30
OpenBMI_SSVEP,18,LiteBN_single,100.0,30
OpenBMI_SSVEP,24,EEGNet_single,92.86666666666666,30
OpenBMI_SSVEP,24,LiteBN_single,89.19999999999999,30
OpenBMI_SSVEP,25,EEGNet_single,93.33333333333333,30
OpenBMI_SSVEP,25,LiteBN_single,94.4,30
OpenBMI_SSVEP,29,EEGNet_single,90.46666666666667,30
OpenBMI_SSVEP,29,LiteBN_single,95.06666666666666,30
OpenBMI_SSVEP,36,EEGNet_single,100.0,30
OpenBMI_SSVEP,36,LiteBN_single,100.0,30
OpenBMI_SSVEP,37,EEGNet_single,99.86666666666667,30
OpenBMI_SSVEP,37,LiteBN_single,99.33333333333334,30
OpenBMI_SSVEP,39,EEGNet_single,98.8,30
OpenBMI_SSVEP,39,LiteBN_single,99.53333333333333,30
OpenBMI_SSVEP,4,EEGNet_single,100.0,30
OpenBMI_SSVEP,4,LiteBN_single,100.0,30
OpenBMI_SSVEP,42,EEGNet_single,55.599999999999994,30
OpenBMI_SSVEP,42,LiteBN_single,59.533333333333324,30
OpenBMI_SSVEP,51,EEGNet_single,76.13333333333333,30
OpenBMI_SSVEP,51,LiteBN_single,76.0,30
OpenBMI_SSVEP,54,EEGNet_single,74.26666666666667,30
OpenBMI_SSVEP,54,LiteBN_single,88.06666666666666,30
WBCIC_MI,sub-17,EEGNet_single,79.83333333333333,30
WBCIC_MI,sub-17,LiteBN_single,81.86666666666666,30
WBCIC_MI,sub-19,EEGNet_single,94.96666666666667,30
WBCIC_MI,sub-19,LiteBN_single,94.56666666666665,30
WBCIC_MI,sub-2,EEGNet_single,76.56666666666666,30
WBCIC_MI,sub-2,LiteBN_single,75.9,30
WBCIC_MI,sub-21,EEGNet_single,85.66666666666667,30
WBCIC_MI,sub-21,LiteBN_single,87.13333333333334,30
WBCIC_MI,sub-25,EEGNet_single,97.66666666666667,30
WBCIC_MI,sub-25,LiteBN_single,97.16666666666666,30
WBCIC_MI,sub-3,EEGNet_single,86.4,30
WBCIC_MI,sub-3,LiteBN_single,80.86666666666667,30
WBCIC_MI,sub-31,EEGNet_single,56.43333333333334,30
WBCIC_MI,sub-31,LiteBN_single,60.5,30
WBCIC_MI,sub-33,EEGNet_single,94.89999999999999,30
WBCIC_MI,sub-33,LiteBN_single,96.13333333333334,30
WBCIC_MI,sub-38,EEGNet_single,50.933333333333344,30
WBCIC_MI,sub-38,LiteBN_single,51.1,30
WBCIC_MI,sub-42,EEGNet_single,70.26666666666667,30
WBCIC_MI,sub-42,LiteBN_single,68.76666666666668,30
