block,subject_id,family,subject_family_BA,n_replicates
OpenBMI_ERP,12,EEGNet_homogeneous,96.56565656565657,15
OpenBMI_ERP,12,Heterogeneous_orientation_mean,96.74343434343434,15
OpenBMI_ERP,12,LiteBN_homogeneous,96.68080808080808,15
OpenBMI_ERP,13,EEGNet_homogeneous,91.82222222222222,15
OpenBMI_ERP,13,Heterogeneous_orientation_mean,92.31212121212121,15
OpenBMI_ERP,13,LiteBN_homogeneous,92.27878787878788,15
OpenBMI_ERP,17,EEGNet_homogeneous,83.65858585858585,15
OpenBMI_ERP,17,Heterogeneous_orientation_mean,83.49797979797981,15
OpenBMI_ERP,17,LiteBN_homogeneous,82.47676767676766,15
OpenBMI_ERP,18,EEGNet_homogeneous,91.59393939393941,15
OpenBMI_ERP,18,Heterogeneous_orientation_mean,91.63535353535353,15
OpenBMI_ERP,18,LiteBN_homogeneous,91.20000000000002,15
OpenBMI_ERP,24,EEGNet_homogeneous,82.2020202020202,15
OpenBMI_ERP,24,Heterogeneous_orientation_mean,82.76363636363637,15
OpenBMI_ERP,24,LiteBN_homogeneous,81.59191919191919,15
OpenBMI_ERP,25,EEGNet_homogeneous,76.8929292929293,15
OpenBMI_ERP,25,Heterogeneous_orientation_mean,79.02020202020202,15
OpenBMI_ERP,25,LiteBN_homogeneous,80.33939393939394,15
OpenBMI_ERP,29,EEGNet_homogeneous,85.34141414141413,15
OpenBMI_ERP,29,Heterogeneous_orientation_mean,85.46868686868687,15
OpenBMI_ERP,29,LiteBN_homogeneous,85.25656565656567,15
OpenBMI_ERP,36,EEGNet_homogeneous,95.96363636363637,15
OpenBMI_ERP,36,Heterogeneous_orientation_mean,95.96868686868689,15
OpenBMI_ERP,36,LiteBN_homogeneous,95.55151515151515,15
OpenBMI_ERP,37,EEGNet_homogeneous,95.00606060606061,15
OpenBMI_ERP,37,Heterogeneous_orientation_mean,94.85050505050505,15
OpenBMI_ERP,37,LiteBN_homogeneous,94.37575757575758,15
OpenBMI_ERP,39,EEGNet_homogeneous,72.48484848484848,15
OpenBMI_ERP,39,Heterogeneous_orientation_mean,72.75454545454546,15
OpenBMI_ERP,39,LiteBN_homogeneous,73.05656565656567,15
OpenBMI_ERP,4,EEGNet_homogeneous,90.35151515151514,15
OpenBMI_ERP,4,Heterogeneous_orientation_mean,91.13737373737372,15
OpenBMI_ERP,4,LiteBN_homogeneous,91.12323232323232,15
OpenBMI_ERP,42,EEGNet_homogeneous,85.96363636363637,15
OpenBMI_ERP,42,Heterogeneous_orientation_mean,86.02626262626262,15
OpenBMI_ERP,42,LiteBN_homogeneous,85.14545454545454,15
OpenBMI_ERP,51,EEGNet_homogeneous,75.32323232323233,15
OpenBMI_ERP,51,Heterogeneous_orientation_mean,76.03434343434344,15
OpenBMI_ERP,51,LiteBN_homogeneous,75.5111111111111,15
OpenBMI_ERP,54,EEGNet_homogeneous,72.19797979797981,15
OpenBMI_ERP,54,Heterogeneous_orientation_mean,71.65757575757576,15
OpenBMI_ERP,54,LiteBN_homogeneous,71.02828282828283,15
OpenBMI_MI,12,EEGNet_homogeneous,71.06666666666666,15
OpenBMI_MI,12,Heterogeneous_orientation_mean,77.3,15
OpenBMI_MI,12,LiteBN_homogeneous,78.0,15
OpenBMI_MI,13,EEGNet_homogeneous,70.66666666666667,15
OpenBMI_MI,13,Heterogeneous_orientation_mean,70.86666666666666,15
OpenBMI_MI,13,LiteBN_homogeneous,71.06666666666666,15
OpenBMI_MI,17,EEGNet_homogeneous,55.93333333333334,15
OpenBMI_MI,17,Heterogeneous_orientation_mean,59.0,15
OpenBMI_MI,17,LiteBN_homogeneous,59.93333333333334,15
OpenBMI_MI,18,EEGNet_homogeneous,71.33333333333333,15
OpenBMI_MI,18,Heterogeneous_orientation_mean,72.76666666666665,15
OpenBMI_MI,18,LiteBN_homogeneous,73.46666666666667,15
