block,subject_id,family,subject_family_BA,n_replicates
OpenBMI_MI,24,EEGNet_homogeneous,61.66666666666667,15
OpenBMI_MI,24,Heterogeneous_orientation_mean,59.83333333333333,15
OpenBMI_MI,24,LiteBN_homogeneous,57.333333333333336,15
OpenBMI_MI,25,EEGNet_homogeneous,99.46666666666667,15
OpenBMI_MI,25,Heterogeneous_orientation_mean,98.93333333333332,15
OpenBMI_MI,25,LiteBN_homogeneous,98.26666666666667,15
OpenBMI_MI,29,EEGNet_homogeneous,74.8,15
OpenBMI_MI,29,Heterogeneous_orientation_mean,80.33333333333333,15
OpenBMI_MI,29,LiteBN_homogeneous,82.39999999999999,15
OpenBMI_MI,36,EEGNet_homogeneous,83.8,15
OpenBMI_MI,36,Heterogeneous_orientation_mean,91.53333333333333,15
OpenBMI_MI,36,LiteBN_homogeneous,93.66666666666667,15
OpenBMI_MI,37,EEGNet_homogeneous,69.80000000000001,15
OpenBMI_MI,37,Heterogeneous_orientation_mean,74.76666666666667,15
OpenBMI_MI,37,LiteBN_homogeneous,75.73333333333333,15
OpenBMI_MI,39,EEGNet_homogeneous,71.66666666666667,15
OpenBMI_MI,39,Heterogeneous_orientation_mean,75.86666666666667,15
OpenBMI_MI,39,LiteBN_homogeneous,76.86666666666667,15
OpenBMI_MI,4,EEGNet_homogeneous,78.4,15
OpenBMI_MI,4,Heterogeneous_orientation_mean,78.9,15
OpenBMI_MI,4,LiteBN_homogeneous,79.46666666666667,15
OpenBMI_MI,42,EEGNet_homogeneous,68.6,15
OpenBMI_MI,42,Heterogeneous_orientation_mean,71.5,15
OpenBMI_MI,42,LiteBN_homogeneous,73.73333333333333,15
OpenBMI_MI,51,EEGNet_homogeneous,73.6,15
OpenBMI_MI,51,Heterogeneous_orientation_mean,70.66666666666667,15
OpenBMI_MI,51,LiteBN_homogeneous,68.13333333333333,15
OpenBMI_MI,54,EEGNet_homogeneous,74.8,15
OpenBMI_MI,54,Heterogeneous_orientation_mean,75.93333333333334,15
OpenBMI_MI,54,LiteBN_homogeneous,74.8,15
OpenBMI_SSVEP,12,EEGNet_homogeneous,94.6,15
OpenBMI_SSVEP,12,Heterogeneous_orientation_mean,95.96666666666667,15
OpenBMI_SSVEP,12,LiteBN_homogeneous,96.39999999999999,15
OpenBMI_SSVEP,13,EEGNet_homogeneous,80.73333333333333,15
OpenBMI_SSVEP,13,Heterogeneous_orientation_mean,83.60000000000001,15
OpenBMI_SSVEP,13,LiteBN_homogeneous,82.93333333333332,15
OpenBMI_SSVEP,17,EEGNet_homogeneous,97.26666666666667,15
OpenBMI_SSVEP,17,Heterogeneous_orientation_mean,97.23333333333332,15
OpenBMI_SSVEP,17,LiteBN_homogeneous,96.6,15
OpenBMI_SSVEP,18,EEGNet_homogeneous,100.0,15
OpenBMI_SSVEP,18,Heterogeneous_orientation_mean,100.0,15
OpenBMI_SSVEP,18,LiteBN_homogeneous,100.0,15
OpenBMI_SSVEP,24,EEGNet_homogeneous,94.46666666666667,15
OpenBMI_SSVEP,24,Heterogeneous_orientation_mean,94.8,15
OpenBMI_SSVEP,24,LiteBN_homogeneous,93.0,15
OpenBMI_SSVEP,25,EEGNet_homogeneous,94.86666666666666,15
OpenBMI_SSVEP,25,Heterogeneous_orientation_mean,95.99999999999999,15
OpenBMI_SSVEP,25,LiteBN_homogeneous,95.86666666666666,15
OpenBMI_SSVEP,29,EEGNet_homogeneous,93.13333333333334,15
OpenBMI_SSVEP,29,Heterogeneous_orientation_mean,95.53333333333333,15
OpenBMI_SSVEP,29,LiteBN_homogeneous,96.66666666666667,15
OpenBMI_SSVEP,36,EEGNet_homogeneous,100.0,15
OpenBMI_SSVEP,36,Heterogeneous_orientation_mean,100.0,15
OpenBMI_SSVEP,36,LiteBN_homogeneous,100.0,15
OpenBMI_SSVEP,37,EEGNet_homogeneous,99.86666666666667,15
OpenBMI_SSVEP,37,Heterogeneous_orientation_mean,99.66666666666666,15
OpenBMI_SSVEP,37,LiteBN_homogeneous,99.33333333333334,15
OpenBMI_SSVEP,39,EEGNet_homogeneous,99.6,15
OpenBMI_SSVEP,39,Heterogeneous_orientation_mean,99.86666666666667,15
OpenBMI_SSVEP,39,LiteBN_homogeneous,99.93333333333332,15
OpenBMI_SSVEP,4,EEGNet_homogeneous,100.0,15
OpenBMI_SSVEP,4,Heterogeneous_orientation_mean,100.0,15
OpenBMI_SSVEP,4,LiteBN_homogeneous,100.0,15
OpenBMI_SSVEP,42,EEGNet_homogeneous,58.60000000000001,15
OpenBMI_SSVEP,42,Heterogeneous_orientation_mean,59.30000000000001,15
OpenBMI_SSVEP,42,LiteBN_homogeneous,59.80000000000001,15
OpenBMI_SSVEP,51,EEGNet_homogeneous,78.99999999999999,15
OpenBMI_SSVEP,51,Heterogeneous_orientation_mean,80.83333333333333,15
OpenBMI_SSVEP,51,LiteBN_homogeneous,80.0,15
OpenBMI_SSVEP,54,EEGNet_homogeneous,77.60000000000001,15
OpenBMI_SSVEP,54,Heterogeneous_orientation_mean,84.89999999999999,15
OpenBMI_SSVEP,54,LiteBN_homogeneous,89.19999999999999,15
WBCIC_MI,sub-17,EEGNet_homogeneous,80.36666666666666,15
WBCIC_MI,sub-17,Heterogeneous_orientation_mean,82.41666666666667,15
WBCIC_MI,sub-17,LiteBN_homogeneous,83.63333333333334,15
WBCIC_MI,sub-19,EEGNet_homogeneous,95.06666666666666,15
WBCIC_MI,sub-19,Heterogeneous_orientation_mean,95.11666666666667,15
WBCIC_MI,sub-19,LiteBN_homogeneous,95.03333333333333,15
WBCIC_MI,sub-2,EEGNet_homogeneous,77.10000000000001,15
WBCIC_MI,sub-2,Heterogeneous_orientation_mean,76.61666666666666,15
WBCIC_MI,sub-2,LiteBN_homogeneous,76.56666666666666,15
WBCIC_MI,sub-21,EEGNet_homogeneous,86.0,15
WBCIC_MI,sub-21,Heterogeneous_orientation_mean,87.21666666666667,15
WBCIC_MI,sub-21,LiteBN_homogeneous,87.4,15
WBCIC_MI,sub-25,EEGNet_homogeneous,98.03333333333335,15
WBCIC_MI,sub-25,Heterogeneous_orientation_mean,97.81666666666666,15
WBCIC_MI,sub-25,LiteBN_homogeneous,97.43333333333334,15
WBCIC_MI,sub-3,EEGNet_homogeneous,88.1,15
WBCIC_MI,sub-3,Heterogeneous_orientation_mean,85.10000000000001,15
WBCIC_MI,sub-3,LiteBN_homogeneous,82.46666666666668,15
WBCIC_MI,sub-31,EEGNet_homogeneous,56.39999999999999,15
WBCIC_MI,sub-31,Heterogeneous_orientation_mean,59.28333333333333,15
WBCIC_MI,sub-31,LiteBN_homogeneous,60.56666666666667,15
WBCIC_MI,sub-33,EEGNet_homogeneous,95.19999999999999,15
WBCIC_MI,sub-33,Heterogeneous_orientation_mean,96.38333333333333,15
WBCIC_MI,sub-33,LiteBN_homogeneous,97.23333333333332,15
WBCIC_MI,sub-38,EEGNet_homogeneous,50.2,15
WBCIC_MI,sub-38,Heterogeneous_orientation_mean,50.55,15
WBCIC_MI,sub-38,LiteBN_homogeneous,50.1,15
WBCIC_MI,sub-42,EEGNet_homogeneous,70.89999999999999,15
WBCIC_MI,sub-42,Heterogeneous_orientation_mean,69.76666666666667,15
WBCIC_MI,sub-42,LiteBN_homogeneous,68.53333333333332,15
