block,EE_BA,EE_CI_LOW,EE_CI_HIGH,LL_BA,LL_CI_LOW,LL_CI_HIGH,EL_BA,EL_CI_LOW,EL_CI_HIGH,EL_minus_EE_pp,EL_minus_EE_CI_LOW,EL_minus_EE_CI_HIGH,EL_minus_LL_pp,EL_minus_LL_CI_LOW,EL_minus_LL_CI_HIGH,EL_minus_HOMOAVG_pp,EL_minus_HOMOAVG_CI_LOW,EL_minus_HOMOAVG_CI_HIGH,n_subjects
OpenBMI_MI,73.25714285714285,68.49499999999999,78.80488095238097,75.91904761904763,70.56166666666667,81.58642857142857,75.58571428571427,70.52607142857143,81.08571428571427,2.328571428571426,0.7619047619047612,3.9190476190476167,-0.3333333333333352,-1.0642857142857147,0.4595833333333336,0.9976190476190437,0.49523809523809126,1.5238095238095204,14
OpenBMI_ERP,85.38340548340548,81.0313888888889,89.68702380952381,85.4011544011544,81.00585858585859,89.54681457431457,85.70505050505051,81.28740259740259,89.8563852813853,0.32164502164502146,0.03939033189033154,0.6701334776334781,0.3038961038961056,-0.025335497835501024,0.5994949494949539,0.31277056277056453,0.19840909090909356,0.43744588744588553,14
OpenBMI_SSVEP,90.69523809523808,83.94285714285715,96.21916666666667,92.12380952380953,85.85702380952381,97.0142857142857,91.97857142857141,85.57839285714286,96.96440476190479,1.2833333333333314,0.44517857142856854,2.4666666666666583,-0.1452380952380951,-0.9095238095238075,0.452380952380949,0.5690476190476167,0.2785714285714264,0.8952380952380931,14
WBCIC_MI,79.73666666666666,69.61325,88.77000000000001,79.89666666666668,69.93,88.85999999999999,80.02666666666667,70.03316666666666,89.156875,0.290000000000002,-0.7100416666666673,1.2600000000000038,0.12999999999999973,-0.5150416666666693,0.8667083333333324,0.20999999999999944,0.03000000000000256,0.40666666666666207,10
