subject,ba,run,model
11,0.615,fold-1/seed-0,control
17,0.735,fold-1/seed-0,control
19,0.755,fold-1/seed-0,control
22,0.73,fold-1/seed-0,control
3,0.895,fold-1/seed-0,control
38,0.7050000000000001,fold-1/seed-0,control
40,0.73,fold-1/seed-0,control
50,0.525,fold-1/seed-0,control
7,0.675,fold-1/seed-0,control
