model,task,fold,seed,block,rank,rho,null_p95,persistence_supported,absolute_CI_low,excess_CI_low,PU_protected,utility_score,persistence_score
EEGNet,OpenBMI_MI,1,2,5,4,0.0006038584979251027,0.005331247020512815,False,0.01908866214573354,-0.024388506146873382,False,-0.024388506146873382,-0.004727388522587713
EEGNet,OpenBMI_MI,1,2,6,4,-0.013531080447137356,0.006081790290772911,False,0.008290137846685725,-0.03896535154639102,False,-0.03896535154639102,-0.019612870737910265
EEGNet,OpenBMI_MI,1,2,7,1,-0.026919323951005936,0.012144285812973969,False,-0.0001289991926674667,-0.010213028853337512,False,-0.010213028853337512,-0.039063609763979906
EEGNet,OpenBMI_MI,2,0,0,1,0.31153708696365356,0.11112464293837544,True,-4.7953244636657896e-05,-0.011354097235536516,False,-0.011354097235536516,0.20041244402527814
EEGNet,OpenBMI_MI,2,0,1,1,0.11196016520261765,0.037961409613490066,True,0.00041558728852159434,-0.00938969812133259,False,-0.00938969812133259,0.07399875558912758
EEGNet,OpenBMI_MI,2,0,2,4,0.05997515469789505,0.01369500183500349,True,0.10020793125634397,0.0846705670312154,True,0.0846705670312154,0.04628015286289156
EEGNet,OpenBMI_MI,2,0,3,4,0.021824996918439865,0.006469713733531534,True,0.009806181565198933,-0.03514226994067108,False,-0.03514226994067108,0.01535528318490833
EEGNet,OpenBMI_MI,2,0,4,4,0.0041022151708602905,0.0052609334234148255,False,0.0019587249434769635,-0.045185918147479756,False,-0.045185918147479756,-0.001158718252554535
EEGNet,OpenBMI_MI,2,0,5,4,-0.012629949487745762,0.004666854278184469,False,0.020273448512740825,-0.022572114560373873,False,-0.022572114560373873,-0.017296803765930232
EEGNet,OpenBMI_MI,2,0,6,2,-0.027130819857120514,0.017326397355645888,False,0.01394200016795842,-0.003989270558292057,False,-0.003989270558292057,-0.0444572172127664
EEGNet,OpenBMI_MI,2,1,0,1,0.5021737813949585,0.1839482098817824,True,-0.0010427529171934617,-0.014143733095650857,False,-0.014143733095650857,0.3182255715131761
EEGNet,OpenBMI_MI,2,1,1,2,0.13571839034557343,0.0464672353118658,True,0.00096883237725947,-0.01841249307028446,False,-0.01841249307028446,0.08925115503370762
EEGNet,OpenBMI_MI,2,1,2,1,0.09215877950191498,0.03787452224642033,True,-0.0010479855414839364,-0.012996716206401212,False,-0.012996716206401212,0.05428425725549465
EEGNet,OpenBMI_MI,2,1,3,4,0.04792891815304756,0.010997974919155239,True,0.13884403769603273,0.12900000671304662,True,0.12900000671304662,0.03693094323389232
EEGNet,OpenBMI_MI,2,1,4,4,0.017031561583280563,0.0059241873910650545,True,0.012883431873070518,-0.03452258757161513,False,-0.03452258757161513,0.011107374192215509
EEGNet,OpenBMI_MI,2,1,5,4,-0.0014139290433377028,0.005612216400913885,False,0.0154514197455082,-0.035001305236047414,False,-0.035001305236047414,-0.007026145444251588
EEGNet,OpenBMI_MI,2,1,6,4,-0.018003568053245544,0.00734733804129064,False,0.00021114398813318127,-0.053804537008375994,False,-0.053804537008375994,-0.025350906094536184
EEGNet,OpenBMI_MI,2,2,0,1,0.45697012543678284,0.18930407688021658,True,-0.0006879868443680657,-0.012365488426089965,False,-0.012365488426089965,0.2676660485565663
EEGNet,OpenBMI_MI,2,2,1,4,0.08020809292793274,0.013938792049884794,True,0.02423553266094066,-0.013267252908366589,False,-0.013267252908366589,0.06626930087804794
EEGNet,OpenBMI_MI,2,2,2,4,0.03199482709169388,0.010031698411330578,True,0.08579019116041757,0.06659006590351753,True,0.06659006590351753,0.0219631286803633
EEGNet,OpenBMI_MI,2,2,3,4,0.008275249972939491,0.006159814866259694,True,0.016141627947404265,-0.02758453762468653,False,-0.02758453762468653,0.0021154351066797975
EEGNet,OpenBMI_MI,2,2,4,4,-0.007884008809924126,0.004136542230844497,False,0.014157435640598987,-0.02774767565606494,False,-0.02774767565606494,-0.012020551040768622
EEGNet,OpenBMI_MI,2,2,5,3,-0.025274941697716713,0.009256908437237135,False,0.009455288350601533,-0.02017989705896448,False,-0.02017989705896448,-0.03453185013495385
EEGNet,OpenBMI_MI,3,0,0,1,0.24647493660449982,0.10034503340721126,True,-0.00010635563113545245,-0.009572134699803652,False,-0.009572134699803652,0.14612990319728855
EEGNet,OpenBMI_MI,3,0,1,4,0.08948629349470139,0.016737749613821504,True,0.062078006200683655,0.041635611057644864,True,0.041635611057644864,0.07274854388087988
EEGNet,OpenBMI_MI,3,0,2,4,0.04392237216234207,0.009848179062828416,True,0.03626563974126181,0.0074958932182831485,True,0.0074958932182831485,0.03407419309951366
EEGNet,OpenBMI_MI,3,0,3,4,0.011716850101947784,0.004456359264440832,True,0.01446277873964133,-0.02216849727763622,False,-0.02216849727763622,0.007260490837506952
EEGNet,OpenBMI_MI,3,0,4,4,-0.006339306943118572,0.004823215981014071,False,0.007554075035140332,-0.03462917091563711,False,-0.03462917091563711,-0.011162522924132643
EEGNet,OpenBMI_MI,3,0,5,3,-0.02326534129679203,0.008768992032855747,False,0.006777228962616546,-0.023170711806625797,False,-0.023170711806625797,-0.03203433332964778
EEGNet,OpenBMI_MI,3,1,0,1,0.40387722849845886,0.13393560275435448,True,-0.0006535232682764523,-0.011929302180839547,False,-0.011929302180839547,0.2699416257441044
EEGNet,OpenBMI_MI,3,1,1,2,0.1424744427204132,0.038320722430944434,True,0.007201134590829426,-0.011541675195728568,False,-0.011541675195728568,0.10415372028946877
EEGNet,OpenBMI_MI,3,1,2,1,0.08951345086097717,0.03944082520902156,True,0.004237396435248385,-0.006204396666567198,False,-0.006204396666567198,0.05007262565195561
EEGNet,OpenBMI_MI,3,1,3,4,0.04706285521388054,0.011976367654278874,True,0.12153927445811691,0.1130903789676234,True,0.1130903789676234,0.03508648755960166
EEGNet,OpenBMI_MI,3,1,4,4,0.017071222886443138,0.0051307824207469715,True,-0.00010871036600503518,-0.05045756533698978,False,-0.05045756533698978,0.011940440465696166
EEGNet,OpenBMI_MI,3,1,5,4,-0.005795696750283241,0.004759513959288594,False,0.001679363401049146,-0.0480220332469635,False,-0.0480220332469635,-0.010555210709571834
EEGNet,OpenBMI_MI,3,1,6,4,-0.021851584315299988,0.0062895675888285036,False,0.011344214179601686,-0.029838804238568144,False,-0.029838804238568144,-0.02814115190412849
EEGNet,OpenBMI_MI,3,2,0,1,0.38239622116088867,0.13465084880590433,True,0.0004665348081180876,-0.010044930438592569,False,-0.010044930438592569,0.24774537235498434
EEGNet,OpenBMI_MI,3,2,1,1,0.20113617181777954,0.08356403596699237,True,0.00024370402580109062,-0.009897761329939286,False,-0.009897761329939286,0.11757213585078717
EEGNet,OpenBMI_MI,3,2,2,1,0.10953515768051147,0.03282409887760877,True,0.011060808331267533,0.0009401590695564291,True,0.0009401590695564291,0.0767110588029027
EEGNet,OpenBMI_MI,3,2,3,4,0.059554170817136765,0.013734954269602894,True,0.10132012121211403,0.08505287179287023,True,0.08505287179287023,0.04581921654753387
EEGNet,OpenBMI_MI,3,2,4,4,0.01944093033671379,0.00625146823003888,True,0.016101815907406173,-0.028745711060910478,False,-0.028745711060910478,0.013189462106674911
EEGNet,OpenBMI_MI,3,2,5,4,0.004180886782705784,0.005204378371126948,False,0.005043900419914227,-0.04359069593986059,False,-0.04359069593986059,-0.0010234915884211639
EEGNet,OpenBMI_MI,3,2,6,4,-0.010747402906417847,0.00424163814168423,False,0.009087720401295896,-0.038663942033909514,False,-0.038663942033909514,-0.014989041048102076
EEGNet,OpenBMI_MI,3,2,7,1,-0.02742200717329979,0.012064936896786093,False,0.0029082171597515087,-0.007292572114405046,False,-0.007292572114405046,-0.039486944070085885
EEGNet,OpenBMI_MI,4,0,0,1,0.39180657267570496,0.15709197223186475,True,0.0001248370155039033,-0.009249495413466055,False,-0.009249495413466055,0.2347146004438402
EEGNet,OpenBMI_MI,4,0,1,1,0.14455056190490723,0.05057903286069629,True,0.030660093639705607,0.024981006216499003,True,0.024981006216499003,0.09397152904421094
EEGNet,OpenBMI_MI,4,0,2,4,0.07941867411136627,0.0140028559602797,True,0.06603724203308403,0.045321254942581934,True,0.045321254942581934,0.06541581815108657
EEGNet,OpenBMI_MI,4,0,3,4,0.03154139965772629,0.008446638192981472,True,0.020794902479329216,-0.01773871948892355,False,-0.01773871948892355,0.023094761464744817
EEGNet,OpenBMI_MI,4,0,4,4,0.008136598393321037,0.004254899010993537,True,0.006369013730204307,-0.0368049294670427,False,-0.0368049294670427,0.0038816993823275
EEGNet,OpenBMI_MI,4,0,5,4,-0.008705702610313892,0.0052890663500875235,False,0.0015754891514694943,-0.042640024986307215,False,-0.042640024986307215,-0.013994768960401416
EEGNet,OpenBMI_MI,4,0,6,2,-0.022884471341967583,0.00894262851215899,False,0.004628735626731294,-0.015258289656324595,False,-0.015258289656324595,-0.03182709985412657
EEGNet,OpenBMI_MI,4,1,0,1,0.5103369951248169,0.19208573400974263,True,0.00011321292722182632,-0.008742694943535105,False,-0.008742694943535105,0.3182512611150743
EEGNet,OpenBMI_MI,4,1,1,1,0.20936088263988495,0.06850325539708131,True,-6.951794878663466e-06,-0.00873659153004151,False,-0.00873659153004151,0.14085762724280365
EEGNet,OpenBMI_MI,4,1,2,4,0.07994290441274643,0.020138065144419653,True,0.11301638257346222,0.10165539345946435,True,0.10165539345946435,0.059804839268326776
EEGNet,OpenBMI_MI,4,1,3,4,0.03163762763142586,0.007843503309413784,True,0.007984562267418827,-0.03241706774490816,False,-0.03241706774490816,0.023794124322012073
EEGNet,OpenBMI_MI,4,1,4,4,0.007679325062781572,0.004790315171703693,True,0.011311326111302837,-0.032443991339265524,False,-0.032443991339265524,0.0028890098910778796
EEGNet,OpenBMI_MI,4,1,5,4,-0.007643864955753088,0.004373117233626533,False,0.014235004536003747,-0.029516565418005063,False,-0.029516565418005063,-0.012016982189379622
EEGNet,OpenBMI_MI,4,1,6,2,-0.019711937755346298,0.008999095391482114,False,0.0002678271193351822,-0.020292290933576537,False,-0.020292290933576537,-0.028711033146828414
EEGNet,OpenBMI_MI,4,2,0,1,0.46763965487480164,0.20209647268056866,True,8.646526796964357e-05,-0.01067432165152782,False,-0.01067432165152782,0.265543182194233
EEGNet,OpenBMI_MI,4,2,1,1,0.1619003713130951,0.06485133357346053,True,-0.00048169121006552066,-0.009085102862155501,False,-0.009085102862155501,0.09704903773963457
EEGNet,OpenBMI_MI,4,2,2,3,0.09032871574163437,0.020447182096540926,True,0.09781531324963828,0.08700614379491886,True,0.08700614379491886,0.06988153364509345
EEGNet,OpenBMI_MI,4,2,3,4,0.03110046312212944,0.008945163758471604,True,0.02123391040252832,-0.019744836738669266,False,-0.019744836738669266,0.022155299363657836
EEGNet,OpenBMI_MI,4,2,4,4,0.006512402091175318,0.005063355830498039,True,0.01199237659070747,-0.029058416388269337,False,-0.029058416388269337,0.001449046260677279
EEGNet,OpenBMI_MI,4,2,5,4,-0.005985086318105459,0.004307070816867053,False,0.0033240147591146315,-0.04413277572627366,False,-0.04413277572627366,-0.010292157134972512
EEGNet,OpenBMI_MI,4,2,6,3,-0.021750928834080696,0.006251784623600526,False,0.008196861626158456,-0.02208827708482201,False,-0.02208827708482201,-0.02800271345768122
EEGNet,OpenBMI_ERP,0,0,0,2,0.4988344609737396,0.13415925800800316,True,-0.0015003366818746172,-0.0277262992133599,False,-0.0277262992133599,0.36467520296573647
EEGNet,OpenBMI_ERP,0,0,1,1,0.3088585436344147,0.12893317863345144,True,0.003490038718592511,-0.010384347066662445,False,-0.010384347066662445,0.17992536500096323
EEGNet,OpenBMI_ERP,0,0,2,1,0.18550308048725128,0.09398405626416205,True,-0.0012770123242235403,-0.016916402049346108,False,-0.016916402049346108,0.09151902422308923
EEGNet,OpenBMI_ERP,0,0,3,2,0.10294701904058456,0.033702157996594886,True,0.08879639204375508,0.0726260671640653,True,0.0726260671640653,0.06924486104398968
EEGNet,OpenBMI_ERP,0,0,4,4,0.0434335395693779,0.008599192462861534,True,0.09997059585857614,0.0683113427643302,True,0.0683113427643302,0.03483434710651637
EEGNet,OpenBMI_ERP,0,0,5,4,0.01701432466506958,0.010108389006927605,True,0.008490978403533538,-0.05679888063231258,False,-0.05679888063231258,0.006905935658141975
EEGNet,OpenBMI_ERP,0,0,6,4,-0.0007114872569218278,0.004631414334289728,False,0.004452105447303776,-0.06250579839120975,False,-0.06250579839120975,-0.005342901591211556
EEGNet,OpenBMI_ERP,0,0,7,2,-0.014196007512509823,0.007604690873995421,False,0.001236978902962891,-0.027948040290610134,False,-0.027948040290610134,-0.021800698386505245
EEGNet,OpenBMI_ERP,0,1,0,2,0.46405693888664246,0.12933043837547287,True,-0.0034026623786392743,-0.031056396700265075,False,-0.031056396700265075,0.3347265005111696
EEGNet,OpenBMI_ERP,0,1,1,1,0.24995839595794678,0.11016275547444816,True,0.005244933603127709,-0.007501805844881014,False,-0.007501805844881014,0.13979564048349863
EEGNet,OpenBMI_ERP,0,1,2,4,0.11927763372659683,0.026696486398577683,True,0.05277622645243446,0.007135216991362621,True,0.007135216991362621,0.09258114732801914
EEGNet,OpenBMI_ERP,0,1,3,4,0.04510601982474327,0.010618359874933958,True,0.11701782913729808,0.08812740725170784,True,0.08812740725170784,0.03448765994980931
EEGNet,OpenBMI_ERP,0,1,4,4,0.008057687431573868,0.005617797491140663,True,0.031186132011730313,-0.028740354804354294,False,-0.028740354804354294,0.002439889940433205
EEGNet,OpenBMI_ERP,0,1,5,4,-0.014369675889611244,0.007858846196904771,False,0.003919164962278006,-0.06379037604619418,False,-0.06379037604619418,-0.022228522086516017
EEGNet,OpenBMI_ERP,0,1,6,1,-0.03594547137618065,0.0189964510500431,False,0.0003686828152175436,-0.013484185097623317,False,-0.013484185097623317,-0.05494192242622375
EEGNet,OpenBMI_ERP,0,2,0,1,0.5173072218894958,0.18426015600562087,True,-0.0003851009601496059,-0.01295287614933371,False,-0.01295287614933371,0.333047065883875
EEGNet,OpenBMI_ERP,0,2,1,1,0.4721068739891052,0.19600748568773269,True,-0.0018103137862925864,-0.016848189648559553,False,-0.016848189648559553,0.27609938830137254
EEGNet,OpenBMI_ERP,0,2,2,4,0.14608649909496307,0.03217271007597446,True,0.07889609602500794,0.03936482172247254,True,0.03936482172247254,0.1139137890189886
EEGNet,OpenBMI_ERP,0,2,3,4,0.043780721724033356,0.010504691302776335,True,0.10264788568856205,0.06929372749404694,True,0.06929372749404694,0.03327603042125702
EEGNet,OpenBMI_ERP,0,2,4,4,0.016830794513225555,0.006418738793581718,True,0.0066797587836274095,-0.059460598838470054,False,-0.059460598838470054,0.010412055719643837
EEGNet,OpenBMI_ERP,0,2,5,4,-0.009324280545115471,0.005837649037130177,False,0.02240771812595188,-0.03888971255578342,False,-0.03888971255578342,-0.015161929582245649
EEGNet,OpenBMI_ERP,0,2,6,2,-0.027655184268951416,0.014290483063086853,False,0.0008619179278306387,-0.03134029931839383,False,-0.03134029931839383,-0.04194566733203827
EEGNet,OpenBMI_ERP,1,0,0,1,0.5266891717910767,0.2166772477328777,True,-0.0032215570791355955,-0.01554829398193056,False,-0.01554829398193056,0.310011924058199
EEGNet,OpenBMI_ERP,1,0,1,1,0.4064950942993164,0.13262813985347743,True,-0.0026324900885863205,-0.0164014493594221,False,-0.0164014493594221,0.273866954445839
EEGNet,OpenBMI_ERP,1,0,2,1,0.20176847279071808,0.0648073710501194,True,0.026703384696272526,0.016951592201178166,True,0.016951592201178166,0.13696110174059867
EEGNet,OpenBMI_ERP,1,0,3,4,0.1097642257809639,0.019719264563173043,True,0.028238006076561094,-0.021271474480626593,False,-0.021271474480626593,0.09004496121779085
EEGNet,OpenBMI_ERP,1,0,4,4,0.05101354420185089,0.012801367091014967,True,0.05188362134179027,0.0051589245792640235,True,0.0051589245792640235,0.038212177110835924
EEGNet,OpenBMI_ERP,1,0,5,4,0.012770683504641056,0.005689955013804135,True,0.07691539997637534,0.032552792038313766,True,0.032552792038313766,0.007080728490836921
EEGNet,OpenBMI_ERP,1,0,6,4,-0.01028672605752945,0.007241934468038378,False,0.010505550574146764,-0.05054617639721855,False,-0.05054617639721855,-0.017528660525567827
EEGNet,OpenBMI_ERP,1,0,7,1,-0.027563506737351418,0.01520440881140528,False,0.0007621027771960837,-0.011587144398082344,False,-0.011587144398082344,-0.042767915548756696
EEGNet,OpenBMI_ERP,1,1,0,1,0.48983100056648254,0.17818850800395,True,-0.0030150342510515764,-0.01441040005670045,False,-0.01441040005670045,0.3116424925625325
EEGNet,OpenBMI_ERP,1,1,1,1,0.3819029927253723,0.13322726190090178,True,-0.0021141563434685707,-0.014534149918705929,False,-0.014534149918705929,0.24867573082447053
EEGNet,OpenBMI_ERP,1,1,2,2,0.18352895975112915,0.04859187230467795,True,0.029036140922848026,0.008563679746513614,True,0.008563679746513614,0.1349370874464512
EEGNet,OpenBMI_ERP,1,1,3,4,0.07561976462602615,0.017856025788933028,True,0.03728177565715997,-0.008392994893570111,False,-0.008392994893570111,0.057763738837093126
EEGNet,OpenBMI_ERP,1,1,4,4,0.027169382199645042,0.008188990456983446,True,0.07635176827661816,0.040540197460294115,True,0.040540197460294115,0.018980391742661598
EEGNet,OpenBMI_ERP,1,1,5,4,0.008021479472517967,0.006171952700242399,True,0.029320766978843296,-0.02216463771799153,False,-0.02216463771799153,0.001849526772275568
EEGNet,OpenBMI_ERP,1,1,6,4,-0.010241864249110222,0.0056880187010392505,False,0.012813280023898773,-0.04383964323635546,False,-0.04383964323635546,-0.015929882950149472
EEGNet,OpenBMI_ERP,1,2,0,1,0.5292357802391052,0.19534747898578633,True,-0.0016066748753198383,-0.014516595041542641,False,-0.014516595041542641,0.3338883012533189
EEGNet,OpenBMI_ERP,1,2,1,1,0.3971114754676819,0.13818713352084155,True,-0.0020593176334362823,-0.014077041104464765,False,-0.014077041104464765,0.25892434194684033
EEGNet,OpenBMI_ERP,1,2,2,4,0.14512130618095398,0.031906639970839014,True,0.0650682339812465,0.025325731044770716,True,0.025325731044770716,0.11321466621011497
EEGNet,OpenBMI_ERP,1,2,3,4,0.04782354459166527,0.012002538191154596,True,0.029018992545899097,-0.021072286953612906,False,-0.021072286953612906,0.03582100640051067
EEGNet,OpenBMI_ERP,1,2,4,4,0.02104656957089901,0.006745590781792996,True,0.07383580320176476,0.0329783447506964,True,0.0329783447506964,0.014300978789106014
EEGNet,OpenBMI_ERP,1,2,5,4,0.002641617553308606,0.005953049473464488,False,0.021353405710425356,-0.035373720871184525,False,-0.035373720871184525,-0.003311431920155882
EEGNet,OpenBMI_ERP,1,2,6,2,-0.01776840351521969,0.008295614831149578,False,0.005954585995210714,-0.020322033991199053,False,-0.020322033991199053,-0.026064018346369268
EEGNet,OpenBMI_ERP,2,0,0,1,0.4909500777721405,0.18130915313959114,True,-0.0028426574635178514,-0.01881354915085787,False,-0.01881354915085787,0.30964092463254933
EEGNet,OpenBMI_ERP,2,0,1,1,0.45434996485710144,0.16421256437897683,True,-0.0005448376145328258,-0.01575065507841462,False,-0.01575065507841462,0.29013740047812464
EEGNet,OpenBMI_ERP,2,0,2,1,0.2325451374053955,0.08098777569830415,True,0.010959456423627055,-0.004752579693251388,False,-0.004752579693251388,0.15155736170709136
EEGNet,OpenBMI_ERP,2,0,3,1,0.1943870335817337,0.06391571052372448,True,-0.001289970831115141,-0.01683299456146021,False,-0.01683299456146021,0.13047132305800924
EEGNet,OpenBMI_ERP,2,0,4,1,0.12752792239189148,0.03961692750453948,True,0.00320422961589969,-0.011987558225583395,False,-0.011987558225583395,0.08791099488735199
EEGNet,OpenBMI_ERP,2,0,5,4,0.058843761682510376,0.01464667534455656,True,0.07252292178042949,0.01702966183937546,True,0.01702966183937546,0.044197086337953814
EEGNet,OpenBMI_ERP,2,0,6,4,0.02466168813407421,0.008713552448898551,True,0.09580727511594281,0.049162696881234265,True,0.049162696881234265,0.01594813568517566
EEGNet,OpenBMI_ERP,2,0,7,4,0.002052607014775276,0.007667004503309725,False,0.035580724309481865,-0.027938073515170945,False,-0.027938073515170945,-0.005614397488534449
EEGNet,OpenBMI_ERP,2,0,8,3,-0.018496213480830193,0.009589671762660141,False,0.024741115341671886,-0.02558470651831544,False,-0.02558470651831544,-0.028085885243490333
EEGNet,OpenBMI_ERP,2,1,0,1,0.5394176840782166,0.18935590013861653,True,-0.0031875878656891505,-0.019280004603098522,False,-0.019280004603098522,0.3500617839396
EEGNet,OpenBMI_ERP,2,1,1,1,0.4312942922115326,0.13862355723977082,True,-0.001103426811639097,-0.01562443375509123,False,-0.01562443375509123,0.29267073497176177
EEGNet,OpenBMI_ERP,2,1,2,2,0.22083166241645813,0.053795122541487196,True,0.023604439299848744,-0.005878047643202158,False,-0.005878047643202158,0.16703653987497094
