model,task,subject_id,delta_absolute_future,delta_absolute_worst
CBraMod,OpenBMI_MI,24,0.0026041666666666297,0.013020833333333315
CBraMod,OpenBMI_MI,25,-0.018229166666666685,0.0078125
CBraMod,OpenBMI_MI,29,-0.015625,-0.015625000000000056
CBraMod,OpenBMI_MI,36,-0.01302083333333326,0.01302083333333337
CBraMod,OpenBMI_MI,37,-0.0078125,0.0078125
CBraMod,OpenBMI_MI,39,0.02083333333333337,0.0078125
CBraMod,OpenBMI_MI,42,-0.01041666666666663,-0.0078125
CBraMod,OpenBMI_MI,51,0.03125,0.020833333333333315
CBraMod,OpenBMI_MI,54,-0.015625,0.01041666666666674
CBraMod,OpenBMI_ERP,4,0.0,0.0013020833333333703
CBraMod,OpenBMI_ERP,12,0.02083333333333337,0.00911458333333326
CBraMod,OpenBMI_ERP,13,-0.00651041666666663,-0.005208333333333259
CBraMod,OpenBMI_ERP,17,0.005208333333333259,-0.00520833333333337
CBraMod,OpenBMI_ERP,18,0.04427083333333326,0.00911458333333337
CBraMod,OpenBMI_ERP,24,0.00520833333333337,0.0026041666666667407
CBraMod,OpenBMI_ERP,25,0.03645833333333326,0.02994791666666663
CBraMod,OpenBMI_ERP,29,0.02864583333333337,0.02083333333333326
CBraMod,OpenBMI_ERP,36,0.02213541666666663,0.02083333333333337
CBraMod,OpenBMI_ERP,37,0.00911458333333337,0.01041666666666674
CBraMod,OpenBMI_ERP,39,0.01953125,0.01953125
CBraMod,OpenBMI_ERP,42,0.01822916666666674,0.01953125
CBraMod,OpenBMI_ERP,51,-0.0013020833333332593,-0.00390625
CBraMod,OpenBMI_ERP,54,-0.0078125,-0.00390625
CBraMod,OpenBMI_SSVEP,4,0.0,0.0
CBraMod,OpenBMI_SSVEP,12,0.0,0.0
CBraMod,OpenBMI_SSVEP,13,0.0,0.0
CBraMod,OpenBMI_SSVEP,17,0.0,0.0
CBraMod,OpenBMI_SSVEP,18,0.0,0.0
CBraMod,OpenBMI_SSVEP,24,0.0,0.0
CBraMod,OpenBMI_SSVEP,25,0.0,0.0
CBraMod,OpenBMI_SSVEP,29,0.0,0.0
CBraMod,OpenBMI_SSVEP,36,0.0,0.0
CBraMod,OpenBMI_SSVEP,37,0.0,0.0
CBraMod,OpenBMI_SSVEP,39,0.0,0.0
CBraMod,OpenBMI_SSVEP,42,0.0,0.0
CBraMod,OpenBMI_SSVEP,51,0.0,0.0
CBraMod,OpenBMI_SSVEP,54,0.0,0.0
CBraMod,WBCIC_MI,sub-4,0.0,0.0
CBraMod,WBCIC_MI,sub-8,0.0,0.0
CBraMod,WBCIC_MI,sub-10,0.0,0.0
CBraMod,WBCIC_MI,sub-15,0.0,0.0
CBraMod,WBCIC_MI,sub-20,0.0,0.0
CBraMod,WBCIC_MI,sub-39,0.0,0.0
CBraMod,WBCIC_MI,sub-40,0.0,0.0
CBraMod,WBCIC_MI,sub-43,0.0,0.0
CBraMod,WBCIC_MI,sub-46,0.0,0.0
CBraMod,WBCIC_MI,sub-51,0.0,0.0
TeCh,OpenBMI_MI,4,0.0,0.0
TeCh,OpenBMI_MI,12,0.0,0.0
TeCh,OpenBMI_MI,13,0.0,0.0
TeCh,OpenBMI_MI,17,0.0,0.0
TeCh,OpenBMI_MI,18,0.0,0.0
TeCh,OpenBMI_MI,24,0.0,0.0
TeCh,OpenBMI_MI,25,0.0,0.0
TeCh,OpenBMI_MI,29,0.0,0.0
TeCh,OpenBMI_MI,36,0.0,0.0
TeCh,OpenBMI_MI,37,0.0,0.0
TeCh,OpenBMI_MI,39,0.0,0.0
TeCh,OpenBMI_MI,42,0.0,0.0
TeCh,OpenBMI_MI,51,0.0,0.0
TeCh,OpenBMI_MI,54,0.0,0.0
TeCh,OpenBMI_ERP,4,0.0,0.0
TeCh,OpenBMI_ERP,12,0.0,0.0
TeCh,OpenBMI_ERP,13,0.0,0.0
TeCh,OpenBMI_ERP,17,0.0,0.0
TeCh,OpenBMI_ERP,18,0.0,0.0
TeCh,OpenBMI_ERP,24,0.0,0.0
TeCh,OpenBMI_ERP,25,0.0,0.0
TeCh,OpenBMI_ERP,29,0.0,0.0
TeCh,OpenBMI_ERP,36,0.0,0.0
TeCh,OpenBMI_ERP,37,0.0,0.0
TeCh,OpenBMI_ERP,39,0.0,0.0
TeCh,OpenBMI_ERP,42,0.0,0.0
TeCh,OpenBMI_ERP,51,0.0,0.0
TeCh,OpenBMI_ERP,54,0.0,0.0
TeCh,OpenBMI_SSVEP,4,0.005333333333333301,0.006000000000000005
TeCh,OpenBMI_SSVEP,12,0.017333333333333423,0.017333333333333423
TeCh,OpenBMI_SSVEP,13,0.00666666666666671,0.006666666666666599
TeCh,OpenBMI_SSVEP,17,0.012666666666666604,0.01200000000000001
TeCh,OpenBMI_SSVEP,18,0.012666666666666493,0.01733333333333331
TeCh,OpenBMI_SSVEP,24,0.02733333333333321,0.02733333333333321
TeCh,OpenBMI_SSVEP,25,0.007333333333333303,0.007333333333333303
TeCh,OpenBMI_SSVEP,29,0.002666666666666706,0.007333333333333303
TeCh,OpenBMI_SSVEP,36,0.021333333333333315,0.03200000000000003
TeCh,OpenBMI_SSVEP,37,0.0119999999999999,0.012666666666666715
TeCh,OpenBMI_SSVEP,39,0.038000000000000145,0.03400000000000003
TeCh,OpenBMI_SSVEP,42,0.010666666666666658,0.010666666666666658
TeCh,OpenBMI_SSVEP,51,0.021333333333333315,0.029999999999999916
TeCh,OpenBMI_SSVEP,54,0.005333333333333412,0.01200000000000001
TeCh,WBCIC_MI,sub-4,0.0,0.0
TeCh,WBCIC_MI,sub-8,0.0,0.0
TeCh,WBCIC_MI,sub-10,0.0,0.0
TeCh,WBCIC_MI,sub-15,0.0,0.0
TeCh,WBCIC_MI,sub-20,0.0,0.0
TeCh,WBCIC_MI,sub-39,0.0,0.0
TeCh,WBCIC_MI,sub-40,0.0,0.0
TeCh,WBCIC_MI,sub-43,0.0,0.0
TeCh,WBCIC_MI,sub-46,0.0,0.0
TeCh,WBCIC_MI,sub-51,0.0,0.0
ModernTCN,OpenBMI_MI,4,0.0,0.0
ModernTCN,OpenBMI_MI,12,0.0,0.0
ModernTCN,OpenBMI_MI,13,0.0,0.0
ModernTCN,OpenBMI_MI,17,0.0,0.0
ModernTCN,OpenBMI_MI,18,0.0,0.0
ModernTCN,OpenBMI_MI,24,0.0,0.0
ModernTCN,OpenBMI_MI,25,0.0,0.0
ModernTCN,OpenBMI_MI,29,0.0,0.0
ModernTCN,OpenBMI_MI,36,0.0,0.0
ModernTCN,OpenBMI_MI,37,0.0,0.0
ModernTCN,OpenBMI_MI,39,0.0,0.0
ModernTCN,OpenBMI_MI,42,0.0,0.0
ModernTCN,OpenBMI_MI,51,0.0,0.0
ModernTCN,OpenBMI_MI,54,0.0,0.0
ModernTCN,OpenBMI_ERP,4,0.0,0.0
ModernTCN,OpenBMI_ERP,12,0.0,0.0
ModernTCN,OpenBMI_ERP,13,0.0,0.0
ModernTCN,OpenBMI_ERP,17,0.0,0.0
ModernTCN,OpenBMI_ERP,18,0.0,0.0
ModernTCN,OpenBMI_ERP,24,0.0,0.0
ModernTCN,OpenBMI_ERP,25,0.0,0.0
ModernTCN,OpenBMI_ERP,29,0.0,0.0
ModernTCN,OpenBMI_ERP,36,0.0,0.0
ModernTCN,OpenBMI_ERP,37,0.0,0.0
ModernTCN,OpenBMI_ERP,39,0.0,0.0
ModernTCN,OpenBMI_ERP,42,0.0,0.0
ModernTCN,OpenBMI_ERP,51,0.0,0.0
ModernTCN,OpenBMI_ERP,54,0.0,0.0
ModernTCN,OpenBMI_SSVEP,4,0.0,0.0
ModernTCN,OpenBMI_SSVEP,12,0.0,0.0
ModernTCN,OpenBMI_SSVEP,13,0.0,0.0
ModernTCN,OpenBMI_SSVEP,17,0.0,0.0
ModernTCN,OpenBMI_SSVEP,18,0.0,0.0
ModernTCN,OpenBMI_SSVEP,24,0.0,0.0
ModernTCN,OpenBMI_SSVEP,25,0.0,0.0
ModernTCN,OpenBMI_SSVEP,29,0.0,0.0
ModernTCN,OpenBMI_SSVEP,36,0.0,0.0
ModernTCN,OpenBMI_SSVEP,37,0.0,0.0
ModernTCN,OpenBMI_SSVEP,39,0.0,0.0
ModernTCN,OpenBMI_SSVEP,42,0.0,0.0
ModernTCN,OpenBMI_SSVEP,51,0.0,0.0
ModernTCN,OpenBMI_SSVEP,54,0.0,0.0
ModernTCN,WBCIC_MI,sub-4,0.0,0.0
ModernTCN,WBCIC_MI,sub-8,0.0,0.0
ModernTCN,WBCIC_MI,sub-10,0.0,0.0
ModernTCN,WBCIC_MI,sub-15,0.0,0.0
ModernTCN,WBCIC_MI,sub-20,0.0,0.0
ModernTCN,WBCIC_MI,sub-39,0.0,0.0
ModernTCN,WBCIC_MI,sub-40,0.0,0.0
ModernTCN,WBCIC_MI,sub-43,0.0,0.0
ModernTCN,WBCIC_MI,sub-46,0.0,0.0
ModernTCN,WBCIC_MI,sub-51,0.0,0.0
Medformer,OpenBMI_MI,4,0.0,0.0
Medformer,OpenBMI_MI,12,0.0,0.0
Medformer,OpenBMI_MI,13,0.0,0.0
Medformer,OpenBMI_MI,17,0.0,0.0
Medformer,OpenBMI_MI,18,0.0,0.0
Medformer,OpenBMI_MI,24,0.0,0.0
Medformer,OpenBMI_MI,25,0.0,0.0
Medformer,OpenBMI_MI,29,0.0,0.0
Medformer,OpenBMI_MI,36,0.0,0.0
Medformer,OpenBMI_MI,37,0.0,0.0
Medformer,OpenBMI_MI,39,0.0,0.0
Medformer,OpenBMI_MI,42,0.0,0.0
Medformer,OpenBMI_MI,51,0.0,0.0
Medformer,OpenBMI_MI,54,0.0,0.0
Medformer,OpenBMI_ERP,4,0.0011160714285713969,-0.0011160714285713969
Medformer,OpenBMI_ERP,12,-0.0078125,-0.0078125
Medformer,OpenBMI_ERP,13,-0.004464285714285698,-0.0011160714285713969
Medformer,OpenBMI_ERP,17,-0.0011160714285713969,-0.0011160714285715079
Medformer,OpenBMI_ERP,18,0.010044642857142905,0.004464285714285698
Medformer,OpenBMI_ERP,24,0.0044642857142858094,0.0044642857142858094
Medformer,OpenBMI_ERP,25,0.0022321428571429047,0.005580357142857206
Medformer,OpenBMI_ERP,29,-0.0078125,-0.0078125
Medformer,OpenBMI_ERP,36,0.0011160714285715079,0.0
Medformer,OpenBMI_ERP,37,-0.0011160714285715079,-0.004464285714285698
Medformer,OpenBMI_ERP,39,-0.0078125,-0.0078125
Medformer,OpenBMI_ERP,42,-0.004464285714285698,-0.004464285714285698
Medformer,OpenBMI_ERP,51,0.0,0.0
Medformer,OpenBMI_ERP,54,0.0011160714285715079,0.0011160714285715079
Medformer,OpenBMI_SSVEP,4,0.0,0.0
Medformer,OpenBMI_SSVEP,12,0.0,0.0
Medformer,OpenBMI_SSVEP,13,0.0,0.0
Medformer,OpenBMI_SSVEP,17,0.0,0.0
Medformer,OpenBMI_SSVEP,18,0.0,0.0
Medformer,OpenBMI_SSVEP,24,0.0,0.0
Medformer,OpenBMI_SSVEP,25,0.0,0.0
Medformer,OpenBMI_SSVEP,29,0.0,0.0
Medformer,OpenBMI_SSVEP,36,0.0,0.0
Medformer,OpenBMI_SSVEP,37,0.0,0.0
Medformer,OpenBMI_SSVEP,39,0.0,0.0
Medformer,OpenBMI_SSVEP,42,0.0,0.0
Medformer,OpenBMI_SSVEP,51,0.0,0.0
Medformer,OpenBMI_SSVEP,54,0.0,0.0
Medformer,WBCIC_MI,sub-4,0.0,0.0
Medformer,WBCIC_MI,sub-8,0.0,0.0
Medformer,WBCIC_MI,sub-10,0.0,0.0
Medformer,WBCIC_MI,sub-15,0.0,0.0
Medformer,WBCIC_MI,sub-20,0.0,0.0
Medformer,WBCIC_MI,sub-39,0.0,0.0
Medformer,WBCIC_MI,sub-40,0.0,0.0
Medformer,WBCIC_MI,sub-43,0.0,0.0
Medformer,WBCIC_MI,sub-46,0.0,0.0
Medformer,WBCIC_MI,sub-51,0.0,0.0
EEGConformer,OpenBMI_MI,4,0.0,0.0
EEGConformer,OpenBMI_MI,12,0.0,0.0
EEGConformer,OpenBMI_MI,13,0.0,0.0
EEGConformer,OpenBMI_MI,17,0.0,0.0
EEGConformer,OpenBMI_MI,18,0.0,0.0
EEGConformer,OpenBMI_MI,24,0.0,0.0
EEGConformer,OpenBMI_MI,25,0.0,0.0
EEGConformer,OpenBMI_MI,29,0.0,0.0
EEGConformer,OpenBMI_MI,36,0.0,0.0
EEGConformer,OpenBMI_MI,37,0.0,0.0
EEGConformer,OpenBMI_MI,39,0.0,0.0
EEGConformer,OpenBMI_MI,42,0.0,0.0
EEGConformer,OpenBMI_MI,51,0.0,0.0
EEGConformer,OpenBMI_MI,54,0.0,0.0
EEGConformer,OpenBMI_ERP,4,0.006249999999999978,0.014583333333333282
EEGConformer,OpenBMI_ERP,12,0.0,0.0010416666666666075
EEGConformer,OpenBMI_ERP,13,0.0010416666666666075,0.007291666666666696
EEGConformer,OpenBMI_ERP,17,-0.002083333333333326,-0.0010416666666666075
EEGConformer,OpenBMI_ERP,18,0.008333333333333304,-0.006249999999999978
EEGConformer,OpenBMI_ERP,24,0.0,0.0
EEGConformer,OpenBMI_ERP,25,0.009375000000000022,0.009375000000000022
EEGConformer,OpenBMI_ERP,29,-0.015625,-0.015625
EEGConformer,OpenBMI_ERP,36,0.007291666666666696,0.008333333333333304
EEGConformer,OpenBMI_ERP,37,0.011458333333333348,-0.0010416666666666075
EEGConformer,OpenBMI_ERP,39,-0.01041666666666663,-0.004166666666666763
EEGConformer,OpenBMI_ERP,42,-0.0031250000000000444,-0.0031250000000000444
EEGConformer,OpenBMI_ERP,51,-0.006249999999999978,-0.006249999999999978
EEGConformer,OpenBMI_ERP,54,-0.01041666666666663,-0.014583333333333282
EEGConformer,OpenBMI_SSVEP,4,0.0,0.0
EEGConformer,OpenBMI_SSVEP,12,0.0,0.0
EEGConformer,OpenBMI_SSVEP,13,0.0,0.0
EEGConformer,OpenBMI_SSVEP,17,0.0,0.0
EEGConformer,OpenBMI_SSVEP,18,0.0,0.0
EEGConformer,OpenBMI_SSVEP,24,0.0,0.0
EEGConformer,OpenBMI_SSVEP,25,0.0,0.0
EEGConformer,OpenBMI_SSVEP,29,0.0,0.0
EEGConformer,OpenBMI_SSVEP,36,0.0,0.0
EEGConformer,OpenBMI_SSVEP,37,0.0,0.0
EEGConformer,OpenBMI_SSVEP,39,0.0,0.0
EEGConformer,OpenBMI_SSVEP,42,0.0,0.0
EEGConformer,OpenBMI_SSVEP,51,0.0,0.0
EEGConformer,OpenBMI_SSVEP,54,0.0,0.0
EEGConformer,WBCIC_MI,sub-4,0.0,0.0
EEGConformer,WBCIC_MI,sub-8,0.0,0.0
EEGConformer,WBCIC_MI,sub-10,0.0,0.0
EEGConformer,WBCIC_MI,sub-15,0.0,0.0
EEGConformer,WBCIC_MI,sub-20,0.0,0.0
EEGConformer,WBCIC_MI,sub-39,0.0,0.0
EEGConformer,WBCIC_MI,sub-40,0.0,0.0
EEGConformer,WBCIC_MI,sub-43,0.0,0.0
EEGConformer,WBCIC_MI,sub-46,0.0,0.0
EEGConformer,WBCIC_MI,sub-51,0.0,0.0
FBCNet,OpenBMI_MI,4,0.0,0.0
FBCNet,OpenBMI_MI,12,0.0,0.0
FBCNet,OpenBMI_MI,13,0.0,0.0
FBCNet,OpenBMI_MI,17,0.0,0.0
FBCNet,OpenBMI_MI,18,0.0,0.0
FBCNet,OpenBMI_MI,24,0.0,0.0
FBCNet,OpenBMI_MI,25,0.0,0.0
FBCNet,OpenBMI_MI,29,0.0,0.0
FBCNet,OpenBMI_MI,36,0.0,0.0
FBCNet,OpenBMI_MI,37,0.0,0.0
FBCNet,OpenBMI_MI,39,0.0,0.0
FBCNet,OpenBMI_MI,42,0.0,0.0
FBCNet,OpenBMI_MI,51,0.0,0.0
FBCNet,OpenBMI_MI,54,0.0,0.0
FBCNet,OpenBMI_ERP,4,0.0,0.0
FBCNet,OpenBMI_ERP,12,0.0,0.0
FBCNet,OpenBMI_ERP,13,0.0,0.0
FBCNet,OpenBMI_ERP,17,0.0,0.0
FBCNet,OpenBMI_ERP,18,0.0,0.0
FBCNet,OpenBMI_ERP,24,0.0,0.0
FBCNet,OpenBMI_ERP,25,0.0,0.0
FBCNet,OpenBMI_ERP,29,0.0,0.0
FBCNet,OpenBMI_ERP,36,0.0,0.0
FBCNet,OpenBMI_ERP,37,0.0,0.0
FBCNet,OpenBMI_ERP,39,0.0,0.0
FBCNet,OpenBMI_ERP,42,0.0,0.0
FBCNet,OpenBMI_ERP,51,0.0,0.0
FBCNet,OpenBMI_ERP,54,0.0,0.0
FBCNet,OpenBMI_SSVEP,4,0.0,0.0
FBCNet,OpenBMI_SSVEP,12,0.0,0.0
FBCNet,OpenBMI_SSVEP,13,0.0,0.0
FBCNet,OpenBMI_SSVEP,17,0.0,0.0
FBCNet,OpenBMI_SSVEP,18,0.0,0.0
FBCNet,OpenBMI_SSVEP,24,0.0,0.0
FBCNet,OpenBMI_SSVEP,25,0.0,0.0
FBCNet,OpenBMI_SSVEP,29,0.0,0.0
FBCNet,OpenBMI_SSVEP,36,0.0,0.0
FBCNet,OpenBMI_SSVEP,37,0.0,0.0
FBCNet,OpenBMI_SSVEP,39,0.0,0.0
FBCNet,OpenBMI_SSVEP,42,0.0,0.0
FBCNet,OpenBMI_SSVEP,51,0.0,0.0
FBCNet,OpenBMI_SSVEP,54,0.0,0.0
FBCNet,WBCIC_MI,sub-4,0.0,0.0
FBCNet,WBCIC_MI,sub-8,0.0,0.0
FBCNet,WBCIC_MI,sub-10,0.0,0.0
FBCNet,WBCIC_MI,sub-15,0.0,0.0
FBCNet,WBCIC_MI,sub-20,0.0,0.0
FBCNet,WBCIC_MI,sub-39,0.0,0.0
FBCNet,WBCIC_MI,sub-40,0.0,0.0
FBCNet,WBCIC_MI,sub-43,0.0,0.0
FBCNet,WBCIC_MI,sub-46,0.0,0.0
FBCNet,WBCIC_MI,sub-51,0.0,0.0
