model,task,variant,seed,fold,selected_epoch,inner_val_BA,epochs_ran,early_stopped,checkpoint,checkpoint_sha256,elapsed_seconds,trainable_parameters,reused_protocol_identical,reference_only
LiteBN,OpenBMI_SSVEP,B2_SCALE_COLLAPSE,0,2,24.0,0.9050000000000001,32,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold2/selected.pt,7a5a309d11ab620eac16a03892e37d1e4f219e1b183ff600ad15eb2f56de0506,54.13252129685134,48108,,
LiteBN,OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,0,2,26.0,0.8733333333333334,34,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold2/selected.pt,3851e1d71f3ce0eaecc98fdef75fb04a8bf0d6a1f1585c12de25b86d0b6a4e1a,50.45471900328994,47004,,
LiteBN,OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,0,2,33.0,0.79,41,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold2/selected.pt,f2fc48960acf656f4ac0a8257fe2d1e8886ea414d3e879b503e6800ec4c4c49e,68.0921975178644,41900,,
LiteBN,OpenBMI_SSVEP,B1_SAME_SCALE_63,0,3,23.0,0.835,31,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold3/selected.pt,4ae91ca556428585f223b801e222139981fd334ff74fc544f3d0b2491523491e,51.717295351438224,47980,,
LiteBN,OpenBMI_SSVEP,B2_SCALE_COLLAPSE,0,3,16.0,0.8633333333333333,24,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold3/selected.pt,32edc013cfec844e7b708ecd7c1d3032eaa22679b3f79375de72a717cbeff61d,40.00890167616308,48108,,
LiteBN,OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,0,3,25.0,0.835,33,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold3/selected.pt,01ff99fd95e1f67016f10a433799053c0daf9dbe8e22a28e064a60f0748a7f11,48.47488291375339,47004,,
LiteBN,OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,0,3,29.0,0.755,37,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold3/selected.pt,58a418ff42e26462291f24d59464fb4c28616fd3b73247c5e7c8993c758f5071,60.58879982121289,41900,,
LiteBN,OpenBMI_SSVEP,B1_SAME_SCALE_63,0,4,25.0,0.9283333333333332,33,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold4/selected.pt,26cefc20a58cdb1bebb9c5fe92bf70496d19eec55adc65e0b87f9d6f07bae081,53.99703392479569,47980,,
LiteBN,OpenBMI_SSVEP,B2_SCALE_COLLAPSE,0,4,11.0,0.8683333333333335,19,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold4/selected.pt,57b7d7d968d23be3c3565c33d9bdf7c52b09f7f5babeffb0a206995f93e0b8a8,31.36756098922342,48108,,
LiteBN,OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,0,4,20.0,0.9333333333333335,28,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold4/selected.pt,f69b0b24268a3869561c50ac1fbfdce61caa087b139a1761fded856bd7d8a199,40.60376701038331,47004,,
LiteBN,OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,0,4,55.0,0.9133333333333332,60,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold4/selected.pt,22dc5cc8b2a040e9423b8932ceabfb35c695711d47a05abe10ab4c21da99cdb5,98.11254135891795,41900,,
LiteBN,WBCIC_MI,B1_SAME_SCALE_63,0,0,14.0,0.6756275252525252,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold0/selected.pt,e101dfbc59ff38aad2f64f8a22805bf8a4ac167ff86a3e267f10b7c4ec5f66c2,97.64739023242146,47658,,
LiteBN,WBCIC_MI,B2_SCALE_COLLAPSE,0,0,12.0,0.6915328282828282,20,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold0/selected.pt,66922aed96cf42a5bf38b775cfe86f5fe4a64d90a59b2f3c6e1f171e7be97e0d,88.9418312041089,47786,,
LiteBN,WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,0,0,20.0,0.7015757575757575,28,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold0/selected.pt,5cb11cfca3b005f1562188b9ff1d85f42ccfc6726157bbda230df5d4e14ecae9,109.85964053776115,46778,,
LiteBN,WBCIC_MI,B4_ONE_STAGE_BACKEND,0,0,16.0,0.6825454545454545,24,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold0/selected.pt,50562d7fbd346c7eb82cb05af863e9faca810437280cfa5e405c456ee80c1bd0,105.88589026220143,41578,,
LiteBN,WBCIC_MI,B1_SAME_SCALE_63,0,1,17.0,0.9066477272727272,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold1/selected.pt,da53007c1f9c740a7b67e485afb5f0f51d849891261a206c9cf3be0106d7277a,116.62659756559879,47658,,
LiteBN,WBCIC_MI,B2_SCALE_COLLAPSE,0,1,17.0,0.8915252525252525,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold1/selected.pt,7f36ca82c5ff0785a1e18124f4eaf87e8980062c2ca3950765948fc45c1db3d7,115.97672300599515,47786,,
LiteBN,WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,0,1,17.0,0.8865770202020201,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold1/selected.pt,a4d5c3f428adaa892ffb0831c5159307f7cc7baa6428fa9e3c70567765972f48,101.83984653279185,46778,,
LiteBN,WBCIC_MI,B4_ONE_STAGE_BACKEND,0,1,21.0,0.8626199494949495,29,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold1/selected.pt,e6e3e9010a044c6e6e961e8d8ebfb6faac5cf0a1695c05d560739ff23e48c65c,134.8178478050977,41578,,
LiteBN,WBCIC_MI,B1_SAME_SCALE_63,0,2,27.0,0.8879999999999999,35,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold2/selected.pt,6c1178343185f3cbebd0eab8fa1c0dcbc47f54c05e5eef316113612ea27b69bb,163.91540745366365,47658,,
LiteBN,WBCIC_MI,B2_SCALE_COLLAPSE,0,2,23.0,0.885,31,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold2/selected.pt,ec670d95e9c72f088e75fddedb91b2a13ef4a38ccc8b7c2354b3a30650c9f98e,146.90099388826638,47786,,
LiteBN,WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,0,2,31.0,0.8879999999999999,39,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold2/selected.pt,48105f0938314a2d2595372595c58f9ac4ec7af1cd82ab4a8e2f160af6b83370,160.47614540252835,46778,,
LiteBN,WBCIC_MI,B4_ONE_STAGE_BACKEND,0,2,23.0,0.861,31,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold2/selected.pt,7d5fc0fede9c728950e14fd8f948084cd0e0380b6a1f5c66d6a0ada9cbbc7b10,144.41203399468213,41578,,
LiteBN,WBCIC_MI,B1_SAME_SCALE_63,0,3,20.0,0.7609999999999999,28,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold3/selected.pt,b876be2a2bb4b09b1ca87b8270a944830e77665cea9dc73c45edea78a7be573c,131.80012822896242,47658,,
LiteBN,WBCIC_MI,B2_SCALE_COLLAPSE,0,3,20.0,0.743,28,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold3/selected.pt,1c1e1e36fff030cd3e169ec91b11dccf4050411c31b3e91c85156a84b31eef98,131.7899233326316,47786,,
LiteBN,WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,0,3,20.0,0.7459999999999999,28,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold3/selected.pt,d640e10fd10d943f2ce32acfffaf70d47b32c81f7d4106c9fcd7f7028ee38add,116.27944908477366,46778,,
LiteBN,WBCIC_MI,B4_ONE_STAGE_BACKEND,0,3,35.0,0.747,43,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold3/selected.pt,9c6e37ebe3ebc6d151bd7e5f8d33e379c473401abbe85102c350b1f3799a370a,201.30665635690093,41578,,
LiteBN,WBCIC_MI,B1_SAME_SCALE_63,0,4,12.0,0.752,20,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold4/selected.pt,dfee101b397691659a5901ad19aafde90f468a84b2c48efc31f8d08da7bf2250,94.84017390478402,47658,,
LiteBN,WBCIC_MI,B2_SCALE_COLLAPSE,0,4,18.0,0.758,26,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold4/selected.pt,8e3ddc3a9b2d2ee00e2e10a4bfa6841e31d1d81f1a8d48626efb2be67bedec4a,123.52000611647964,47786,,
LiteBN,WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,0,4,23.0,0.7779999999999999,31,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold4/selected.pt,09184bc6cfabdb4ed50a77e19c0121df5d66cbb466c727e68e92d6251772d7a5,129.95444673672318,46778,,
LiteBN,WBCIC_MI,B4_ONE_STAGE_BACKEND,0,4,23.0,0.7479999999999999,31,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold4/selected.pt,a01b0293ce980ade2bb9b375d047ec0596b66f8ad2f2d9a72e7fb05400457530,144.6697040637955,41578,,
