task,variant,subject_id,session,BA,macro_F1,fold_replicates
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,24,S2,0.8242424242424242,0.7780414375144982,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,25,S1,0.799030303030303,0.804416006694853,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,25,S2,0.790060606060606,0.7818155489781901,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,29,S1,0.8026666666666668,0.7783559109035488,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,29,S2,0.8369090909090909,0.8132496288437607,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,36,S1,0.9507878787878787,0.8966364115654877,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,36,S2,0.9509090909090908,0.8926633011444032,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,37,S1,0.8527878787878788,0.8077203454320726,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,37,S2,0.9445454545454546,0.9215257247248483,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,39,S1,0.8415151515151514,0.7661283779427078,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,39,S2,0.7307272727272728,0.6970137008924493,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,4,S1,0.7886060606060605,0.7885873637678978,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,4,S2,0.9032727272727273,0.8677376178335159,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,42,S1,0.915939393939394,0.8664342081696198,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,42,S2,0.8294545454545454,0.8152533551145641,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,51,S1,0.8844242424242423,0.824623187061799,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,51,S2,0.7627878787878788,0.6880365354022159,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,54,S1,0.7306666666666667,0.7026039031963001,5
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,54,S2,0.724909090909091,0.6968162562755333,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,12,S1,0.9386666666666666,0.8680586254319292,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,12,S2,0.9575757575757576,0.9120489129157164,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,13,S1,0.8990303030303031,0.8197315511472496,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,13,S2,0.9007878787878788,0.8237356132250422,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,17,S1,0.8131515151515151,0.7096784487600172,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,17,S2,0.7992727272727272,0.6904119729900579,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,18,S1,0.7344555929213297,0.7302493827823631,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,18,S2,0.9027272727272727,0.8791659170014213,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,24,S1,0.9412121212121212,0.8823681943840975,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,24,S2,0.8050909090909091,0.7366760986236266,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,25,S1,0.8136363636363637,0.8052676249568496,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,25,S2,0.7921212121212121,0.7789904701491819,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,29,S1,0.7964242424242424,0.7794280161476796,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,29,S2,0.8323030303030304,0.7968480361614441,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,36,S1,0.9443030303030303,0.8899152358881525,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,36,S2,0.9509090909090909,0.8927902380727317,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,37,S1,0.833030303030303,0.7712519015632662,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,37,S2,0.9336363636363636,0.9145699548690678,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,39,S1,0.8273939393939393,0.7353373552662446,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,39,S2,0.7069090909090908,0.6675964131057268,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,4,S1,0.7998181818181818,0.7836748161845841,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,4,S2,0.8921818181818182,0.8616221532917854,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,42,S1,0.9043636363636363,0.8525203783302272,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,42,S2,0.8293939393939394,0.7964006908588959,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,51,S1,0.8625454545454545,0.7983231576371337,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,51,S2,0.737030303030303,0.6678859998981093,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,54,S1,0.7053333333333334,0.6722764156863037,5
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,54,S2,0.6935757575757575,0.6650453730574359,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,12,S1,0.9396363636363636,0.8701403054129264,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,12,S2,0.9637575757575757,0.9237819549359081,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,13,S1,0.9068484848484848,0.8327763825580774,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,13,S2,0.916,0.8472506147956494,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,17,S1,0.8265454545454546,0.7463572462542005,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,17,S2,0.8202424242424243,0.7370551790204947,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,18,S1,0.7556076226179319,0.7475536583535235,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,18,S2,0.9113939393939393,0.8835852627402477,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,24,S1,0.9433939393939393,0.8878483573638226,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,24,S2,0.8155757575757576,0.7520567448594331,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,25,S1,0.8032727272727274,0.8018009855537377,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,25,S2,0.7927272727272727,0.7833794249953379,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,29,S1,0.7984848484848485,0.781096470001527,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,29,S2,0.8422424242424242,0.8160314350136272,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,36,S1,0.942969696969697,0.891954767606461,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,36,S2,0.9516363636363636,0.894453879750451,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,37,S1,0.8458181818181819,0.8067546981711444,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,37,S2,0.9456363636363637,0.9209653462873699,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,39,S1,0.8378181818181819,0.7631566186552934,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,39,S2,0.7144848484848485,0.6730757704626783,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,S1,0.8058787878787879,0.7938005121937213,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,S2,0.9019999999999999,0.8656175442684051,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,42,S1,0.9108484848484848,0.857639256144969,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,42,S2,0.8326060606060606,0.80288550025362,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,51,S1,0.8719393939393939,0.8126070059657232,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,51,S2,0.7412121212121212,0.6793669606398977,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,54,S1,0.6985454545454546,0.6596626032960156,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,54,S2,0.7021212121212121,0.6770543832768798,5
OpenBMI_MI,B1_SAME_SCALE_63,12,S1,0.798,0.7971647720716438,5
OpenBMI_MI,B1_SAME_SCALE_63,12,S2,0.752,0.7498441284980288,5
OpenBMI_MI,B1_SAME_SCALE_63,13,S1,0.6779999999999999,0.6700051953986111,5
OpenBMI_MI,B1_SAME_SCALE_63,13,S2,0.662,0.6567626751420912,5
OpenBMI_MI,B1_SAME_SCALE_63,17,S1,0.756,0.7534708386743761,5
OpenBMI_MI,B1_SAME_SCALE_63,17,S2,0.5700000000000001,0.5585728584795057,5
OpenBMI_MI,B1_SAME_SCALE_63,18,S1,0.6779999999999999,0.6735143387853082,5
OpenBMI_MI,B1_SAME_SCALE_63,18,S2,0.628,0.6257949941756776,5
OpenBMI_MI,B1_SAME_SCALE_63,24,S1,0.638,0.6379265777718228,5
OpenBMI_MI,B1_SAME_SCALE_63,24,S2,0.572,0.5536063960306985,5
OpenBMI_MI,B1_SAME_SCALE_63,25,S1,0.718,0.7056049909835596,5
OpenBMI_MI,B1_SAME_SCALE_63,25,S2,0.9719999999999999,0.9719939979592198,5
OpenBMI_MI,B1_SAME_SCALE_63,29,S1,0.6779999999999999,0.6723549993217183,5
OpenBMI_MI,B1_SAME_SCALE_63,29,S2,0.806,0.8048245893555478,5
OpenBMI_MI,B1_SAME_SCALE_63,36,S1,0.868,0.8675928812784754,5
OpenBMI_MI,B1_SAME_SCALE_63,36,S2,0.9,0.8996540754237777,5
OpenBMI_MI,B1_SAME_SCALE_63,37,S1,0.696,0.6927401383826887,5
OpenBMI_MI,B1_SAME_SCALE_63,37,S2,0.6020000000000001,0.5576759879297138,5
OpenBMI_MI,B1_SAME_SCALE_63,39,S1,0.818,0.8173151177295785,5
OpenBMI_MI,B1_SAME_SCALE_63,39,S2,0.742,0.7374056365992513,5
OpenBMI_MI,B1_SAME_SCALE_63,4,S1,0.6599999999999999,0.6529357588511143,5
OpenBMI_MI,B1_SAME_SCALE_63,4,S2,0.75,0.7401610273787298,5
OpenBMI_MI,B1_SAME_SCALE_63,42,S1,0.706,0.7059185394906636,5
OpenBMI_MI,B1_SAME_SCALE_63,42,S2,0.704,0.7008169873294049,5
OpenBMI_MI,B1_SAME_SCALE_63,51,S1,0.682,0.6660537957180565,5
OpenBMI_MI,B1_SAME_SCALE_63,51,S2,0.654,0.646220499622013,5
OpenBMI_MI,B1_SAME_SCALE_63,54,S1,0.6639999999999999,0.6601286316426881,5
OpenBMI_MI,B1_SAME_SCALE_63,54,S2,0.73,0.7277966289468236,5
OpenBMI_MI,B2_SCALE_COLLAPSE,12,S1,0.778,0.7729448317089946,5
OpenBMI_MI,B2_SCALE_COLLAPSE,12,S2,0.722,0.7186308605391278,5
OpenBMI_MI,B2_SCALE_COLLAPSE,13,S1,0.654,0.6335672073780373,5
OpenBMI_MI,B2_SCALE_COLLAPSE,13,S2,0.624,0.6179577738044126,5
OpenBMI_MI,B2_SCALE_COLLAPSE,17,S1,0.698,0.6966638413322543,5
OpenBMI_MI,B2_SCALE_COLLAPSE,17,S2,0.568,0.5499307271145841,5
OpenBMI_MI,B2_SCALE_COLLAPSE,18,S1,0.5960000000000001,0.5950169378173041,5
OpenBMI_MI,B2_SCALE_COLLAPSE,18,S2,0.6100000000000001,0.6037891813804377,5
OpenBMI_MI,B2_SCALE_COLLAPSE,24,S1,0.61,0.59870081660314,5
OpenBMI_MI,B2_SCALE_COLLAPSE,24,S2,0.5599999999999999,0.532195798674789,5
OpenBMI_MI,B2_SCALE_COLLAPSE,25,S1,0.77,0.7664881900005146,5
OpenBMI_MI,B2_SCALE_COLLAPSE,25,S2,0.9719999999999999,0.9719931949956081,5
OpenBMI_MI,B2_SCALE_COLLAPSE,29,S1,0.604,0.5808598880683847,5
OpenBMI_MI,B2_SCALE_COLLAPSE,29,S2,0.718,0.7086406298283461,5
OpenBMI_MI,B2_SCALE_COLLAPSE,36,S1,0.876,0.8754871375933287,5
OpenBMI_MI,B2_SCALE_COLLAPSE,36,S2,0.852,0.8516215294861895,5
OpenBMI_MI,B2_SCALE_COLLAPSE,37,S1,0.6519999999999999,0.6481665060538555,5
OpenBMI_MI,B2_SCALE_COLLAPSE,37,S2,0.63,0.6083386642891149,5
OpenBMI_MI,B2_SCALE_COLLAPSE,39,S1,0.8280000000000001,0.8272586415465737,5
OpenBMI_MI,B2_SCALE_COLLAPSE,39,S2,0.688,0.6754284559556512,5
OpenBMI_MI,B2_SCALE_COLLAPSE,4,S1,0.696,0.6945857033246596,5
OpenBMI_MI,B2_SCALE_COLLAPSE,4,S2,0.766,0.7615419225330772,5
OpenBMI_MI,B2_SCALE_COLLAPSE,42,S1,0.7,0.6951376526165214,5
OpenBMI_MI,B2_SCALE_COLLAPSE,42,S2,0.6559999999999999,0.6503978947364868,5
OpenBMI_MI,B2_SCALE_COLLAPSE,51,S1,0.728,0.7266114908319861,5
OpenBMI_MI,B2_SCALE_COLLAPSE,51,S2,0.624,0.6223694370627733,5
OpenBMI_MI,B2_SCALE_COLLAPSE,54,S1,0.6719999999999999,0.6704730889190484,5
OpenBMI_MI,B2_SCALE_COLLAPSE,54,S2,0.7,0.6997503073800097,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,12,S1,0.786,0.7831451771262764,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,12,S2,0.708,0.7054548325953258,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,13,S1,0.708,0.6991039213737553,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,13,S2,0.634,0.6126881491970982,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,17,S1,0.7,0.697129216579403,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,17,S2,0.5740000000000001,0.5569442927873679,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,18,S1,0.642,0.638743677242768,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,18,S2,0.64,0.6345481122040884,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,24,S1,0.6559999999999999,0.6540158036472723,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,24,S2,0.5740000000000001,0.5385032379028578,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,25,S1,0.8,0.7973513836241506,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,25,S2,0.966,0.9659849898519232,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,29,S1,0.714,0.7073910364673249,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,29,S2,0.7939999999999999,0.7925494147474789,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,36,S1,0.882,0.8816514058517682,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,36,S2,0.8640000000000001,0.8638762337923813,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,37,S1,0.642,0.632905847125467,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,37,S2,0.69,0.689121057406179,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,39,S1,0.8440000000000001,0.8437489880436384,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,39,S2,0.692,0.6862053730896255,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,4,S1,0.72,0.7195163876653812,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,4,S2,0.754,0.7492248951496142,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,42,S1,0.6779999999999999,0.6767564762492079,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,42,S2,0.6599999999999999,0.657385504207266,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,51,S1,0.742,0.7415259749004397,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,51,S2,0.618,0.6162599415823227,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,54,S1,0.6639999999999999,0.6630813170449544,5
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,54,S2,0.716,0.7157322560625062,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,12,S1,0.746,0.7393959453127663,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,12,S2,0.74,0.7352730820054589,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,13,S1,0.6679999999999999,0.6347038862873253,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,13,S2,0.704,0.6981966172923679,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,17,S1,0.726,0.723834513145486,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,17,S2,0.612,0.6075381003666906,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,18,S1,0.752,0.751756325863934,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,18,S2,0.694,0.6918974400742802,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,24,S1,0.648,0.6463042661605092,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,24,S2,0.532,0.47930154373924944,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,25,S1,0.77,0.7628781438099393,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,25,S2,0.966,0.9659753706196149,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,29,S1,0.6020000000000001,0.5715303456654537,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,29,S2,0.728,0.7248122466136827,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,36,S1,0.9480000000000001,0.9479971997199719,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,36,S2,0.962,0.961976567850247,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,37,S1,0.754,0.7534389819566593,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,37,S2,0.784,0.7774065685433215,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,39,S1,0.8720000000000001,0.8717560009838575,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,39,S2,0.8,0.7977166657479169,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,4,S1,0.6819999999999999,0.6811673177299966,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,4,S2,0.772,0.7664891809941807,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,42,S1,0.74,0.7391741599767269,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,42,S2,0.714,0.7110728271606671,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,51,S1,0.71,0.6959245486206876,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,51,S2,0.618,0.6043393255327533,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,54,S1,0.646,0.6439140603183862,5
OpenBMI_MI,B4_ONE_STAGE_BACKEND,54,S2,0.702,0.6996689615254554,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,12,S1,0.728,0.7144313261565834,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,12,S2,0.7140000000000001,0.7031101558747485,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,13,S1,0.736,0.7225313866208399,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,13,S2,0.732,0.7306781618038217,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,17,S1,0.752,0.7514997487787405,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,17,S2,0.622,0.609548643460968,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,18,S1,0.728,0.7273827470274288,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,18,S2,0.712,0.711594364583936,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,24,S1,0.6779999999999999,0.6729696135027107,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,24,S2,0.5700000000000001,0.5183629792914661,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,25,S1,0.78,0.7709268361792544,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,25,S2,0.976,0.9759795739225394,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,29,S1,0.628,0.6077621199747553,5
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,29,S2,0.708,0.7067385582697826,5
