task,variant,subject_id,future_BA,future_macro_F1,WS_BA,S1_BA,S2_BA,S1_macro_F1,S2_macro_F1,S0_BA,S0_macro_F1
OpenBMI_ERP,B2_SCALE_COLLAPSE,4,0.9150909090909091,0.882127671025567,0.8041818181818181,0.8041818181818181,0.9150909090909091,0.7923564624871635,0.882127671025567,,
OpenBMI_ERP,B2_SCALE_COLLAPSE,42,0.8547878787878787,0.8159176082972251,0.8547878787878787,0.9204848484848485,0.8547878787878787,0.8706095307244113,0.8159176082972251,,
OpenBMI_ERP,B2_SCALE_COLLAPSE,51,0.7496969696969698,0.6953315120851495,0.7496969696969698,0.8716363636363637,0.7496969696969698,0.8174170952176194,0.6953315120851495,,
OpenBMI_ERP,B2_SCALE_COLLAPSE,54,0.7173333333333334,0.6967902677378985,0.7091515151515152,0.7091515151515152,0.7173333333333334,0.6901684767358482,0.6967902677378985,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,12,0.9601818181818181,0.9166479323562007,0.9401818181818182,0.9401818181818182,0.9601818181818181,0.8727833843354735,0.9166479323562007,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,13,0.9224242424242425,0.8566164871616699,0.9132121212121213,0.9132121212121213,0.9224242424242425,0.8439643603926001,0.8566164871616699,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,17,0.8101818181818181,0.738457854164215,0.7967272727272727,0.7967272727272727,0.8101818181818181,0.7277719279767677,0.738457854164215,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,18,0.9120000000000001,0.8828097552188566,0.7637308194130511,0.7637308194130511,0.9120000000000001,0.7573926320527952,0.8828097552188566,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,24,0.8242424242424242,0.7780414375144982,0.8242424242424242,0.9484848484848485,0.8242424242424242,0.8913575847136268,0.7780414375144982,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,25,0.790060606060606,0.7818155489781901,0.790060606060606,0.799030303030303,0.790060606060606,0.804416006694853,0.7818155489781901,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,29,0.8369090909090909,0.8132496288437607,0.8026666666666668,0.8026666666666668,0.8369090909090909,0.7783559109035488,0.8132496288437607,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,36,0.9509090909090908,0.8926633011444032,0.9507878787878787,0.9507878787878787,0.9509090909090908,0.8966364115654877,0.8926633011444032,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,37,0.9445454545454546,0.9215257247248483,0.8527878787878788,0.8527878787878788,0.9445454545454546,0.8077203454320726,0.9215257247248483,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,39,0.7307272727272728,0.6970137008924493,0.7307272727272728,0.8415151515151514,0.7307272727272728,0.7661283779427078,0.6970137008924493,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,4,0.9032727272727273,0.8677376178335159,0.7886060606060605,0.7886060606060605,0.9032727272727273,0.7885873637678978,0.8677376178335159,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,42,0.8294545454545454,0.8152533551145641,0.8294545454545454,0.915939393939394,0.8294545454545454,0.8664342081696198,0.8152533551145641,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,51,0.7627878787878788,0.6880365354022159,0.7627878787878788,0.8844242424242423,0.7627878787878788,0.824623187061799,0.6880365354022159,,
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,54,0.724909090909091,0.6968162562755333,0.724909090909091,0.7306666666666667,0.724909090909091,0.7026039031963001,0.6968162562755333,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,12,0.9575757575757576,0.9120489129157164,0.9386666666666666,0.9386666666666666,0.9575757575757576,0.8680586254319292,0.9120489129157164,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,13,0.9007878787878788,0.8237356132250422,0.8990303030303031,0.8990303030303031,0.9007878787878788,0.8197315511472496,0.8237356132250422,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,17,0.7992727272727272,0.6904119729900579,0.7992727272727272,0.8131515151515151,0.7992727272727272,0.7096784487600172,0.6904119729900579,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,18,0.9027272727272727,0.8791659170014213,0.7344555929213297,0.7344555929213297,0.9027272727272727,0.7302493827823631,0.8791659170014213,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,24,0.8050909090909091,0.7366760986236266,0.8050909090909091,0.9412121212121212,0.8050909090909091,0.8823681943840975,0.7366760986236266,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,25,0.7921212121212121,0.7789904701491819,0.7921212121212121,0.8136363636363637,0.7921212121212121,0.8052676249568496,0.7789904701491819,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,29,0.8323030303030304,0.7968480361614441,0.7964242424242424,0.7964242424242424,0.8323030303030304,0.7794280161476796,0.7968480361614441,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,36,0.9509090909090909,0.8927902380727317,0.9443030303030303,0.9443030303030303,0.9509090909090909,0.8899152358881525,0.8927902380727317,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,37,0.9336363636363636,0.9145699548690678,0.833030303030303,0.833030303030303,0.9336363636363636,0.7712519015632662,0.9145699548690678,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,39,0.7069090909090908,0.6675964131057268,0.7069090909090908,0.8273939393939393,0.7069090909090908,0.7353373552662446,0.6675964131057268,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,4,0.8921818181818182,0.8616221532917854,0.7998181818181818,0.7998181818181818,0.8921818181818182,0.7836748161845841,0.8616221532917854,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,42,0.8293939393939394,0.7964006908588959,0.8293939393939394,0.9043636363636363,0.8293939393939394,0.8525203783302272,0.7964006908588959,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,51,0.737030303030303,0.6678859998981093,0.737030303030303,0.8625454545454545,0.737030303030303,0.7983231576371337,0.6678859998981093,,
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,54,0.6935757575757575,0.6650453730574359,0.6935757575757575,0.7053333333333334,0.6935757575757575,0.6722764156863037,0.6650453730574359,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,12,0.9637575757575757,0.9237819549359081,0.9396363636363636,0.9396363636363636,0.9637575757575757,0.8701403054129264,0.9237819549359081,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,13,0.916,0.8472506147956494,0.9068484848484848,0.9068484848484848,0.916,0.8327763825580774,0.8472506147956494,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,17,0.8202424242424243,0.7370551790204947,0.8202424242424243,0.8265454545454546,0.8202424242424243,0.7463572462542005,0.7370551790204947,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,18,0.9113939393939393,0.8835852627402477,0.7556076226179319,0.7556076226179319,0.9113939393939393,0.7475536583535235,0.8835852627402477,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,24,0.8155757575757576,0.7520567448594331,0.8155757575757576,0.9433939393939393,0.8155757575757576,0.8878483573638226,0.7520567448594331,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,25,0.7927272727272727,0.7833794249953379,0.7927272727272727,0.8032727272727274,0.7927272727272727,0.8018009855537377,0.7833794249953379,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,29,0.8422424242424242,0.8160314350136272,0.7984848484848485,0.7984848484848485,0.8422424242424242,0.781096470001527,0.8160314350136272,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,36,0.9516363636363636,0.894453879750451,0.942969696969697,0.942969696969697,0.9516363636363636,0.891954767606461,0.894453879750451,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,37,0.9456363636363637,0.9209653462873699,0.8458181818181819,0.8458181818181819,0.9456363636363637,0.8067546981711444,0.9209653462873699,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,39,0.7144848484848485,0.6730757704626783,0.7144848484848485,0.8378181818181819,0.7144848484848485,0.7631566186552934,0.6730757704626783,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0.9019999999999999,0.8656175442684051,0.8058787878787879,0.8058787878787879,0.9019999999999999,0.7938005121937213,0.8656175442684051,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,42,0.8326060606060606,0.80288550025362,0.8326060606060606,0.9108484848484848,0.8326060606060606,0.857639256144969,0.80288550025362,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,51,0.7412121212121212,0.6793669606398977,0.7412121212121212,0.8719393939393939,0.7412121212121212,0.8126070059657232,0.6793669606398977,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,54,0.7021212121212121,0.6770543832768798,0.6985454545454546,0.6985454545454546,0.7021212121212121,0.6596626032960156,0.6770543832768798,,
OpenBMI_MI,B1_SAME_SCALE_63,12,0.752,0.7498441284980288,0.752,0.798,0.752,0.7971647720716438,0.7498441284980288,,
OpenBMI_MI,B1_SAME_SCALE_63,13,0.662,0.6567626751420912,0.662,0.6779999999999999,0.662,0.6700051953986111,0.6567626751420912,,
OpenBMI_MI,B1_SAME_SCALE_63,17,0.5700000000000001,0.5585728584795057,0.5700000000000001,0.756,0.5700000000000001,0.7534708386743761,0.5585728584795057,,
OpenBMI_MI,B1_SAME_SCALE_63,18,0.628,0.6257949941756776,0.628,0.6779999999999999,0.628,0.6735143387853082,0.6257949941756776,,
OpenBMI_MI,B1_SAME_SCALE_63,24,0.572,0.5536063960306985,0.572,0.638,0.572,0.6379265777718228,0.5536063960306985,,
OpenBMI_MI,B1_SAME_SCALE_63,25,0.9719999999999999,0.9719939979592198,0.718,0.718,0.9719999999999999,0.7056049909835596,0.9719939979592198,,
OpenBMI_MI,B1_SAME_SCALE_63,29,0.806,0.8048245893555478,0.6779999999999999,0.6779999999999999,0.806,0.6723549993217183,0.8048245893555478,,
OpenBMI_MI,B1_SAME_SCALE_63,36,0.9,0.8996540754237777,0.868,0.868,0.9,0.8675928812784754,0.8996540754237777,,
OpenBMI_MI,B1_SAME_SCALE_63,37,0.6020000000000001,0.5576759879297138,0.6020000000000001,0.696,0.6020000000000001,0.6927401383826887,0.5576759879297138,,
OpenBMI_MI,B1_SAME_SCALE_63,39,0.742,0.7374056365992513,0.742,0.818,0.742,0.8173151177295785,0.7374056365992513,,
OpenBMI_MI,B1_SAME_SCALE_63,4,0.75,0.7401610273787298,0.6599999999999999,0.6599999999999999,0.75,0.6529357588511143,0.7401610273787298,,
OpenBMI_MI,B1_SAME_SCALE_63,42,0.704,0.7008169873294049,0.704,0.706,0.704,0.7059185394906636,0.7008169873294049,,
OpenBMI_MI,B1_SAME_SCALE_63,51,0.654,0.646220499622013,0.654,0.682,0.654,0.6660537957180565,0.646220499622013,,
OpenBMI_MI,B1_SAME_SCALE_63,54,0.73,0.7277966289468236,0.6639999999999999,0.6639999999999999,0.73,0.6601286316426881,0.7277966289468236,,
OpenBMI_MI,B2_SCALE_COLLAPSE,12,0.722,0.7186308605391278,0.722,0.778,0.722,0.7729448317089946,0.7186308605391278,,
OpenBMI_MI,B2_SCALE_COLLAPSE,13,0.624,0.6179577738044126,0.624,0.654,0.624,0.6335672073780373,0.6179577738044126,,
OpenBMI_MI,B2_SCALE_COLLAPSE,17,0.568,0.5499307271145841,0.568,0.698,0.568,0.6966638413322543,0.5499307271145841,,
OpenBMI_MI,B2_SCALE_COLLAPSE,18,0.6100000000000001,0.6037891813804377,0.5960000000000001,0.5960000000000001,0.6100000000000001,0.5950169378173041,0.6037891813804377,,
OpenBMI_MI,B2_SCALE_COLLAPSE,24,0.5599999999999999,0.532195798674789,0.5599999999999999,0.61,0.5599999999999999,0.59870081660314,0.532195798674789,,
OpenBMI_MI,B2_SCALE_COLLAPSE,25,0.9719999999999999,0.9719931949956081,0.77,0.77,0.9719999999999999,0.7664881900005146,0.9719931949956081,,
OpenBMI_MI,B2_SCALE_COLLAPSE,29,0.718,0.7086406298283461,0.604,0.604,0.718,0.5808598880683847,0.7086406298283461,,
OpenBMI_MI,B2_SCALE_COLLAPSE,36,0.852,0.8516215294861895,0.852,0.876,0.852,0.8754871375933287,0.8516215294861895,,
OpenBMI_MI,B2_SCALE_COLLAPSE,37,0.63,0.6083386642891149,0.63,0.6519999999999999,0.63,0.6481665060538555,0.6083386642891149,,
OpenBMI_MI,B2_SCALE_COLLAPSE,39,0.688,0.6754284559556512,0.688,0.8280000000000001,0.688,0.8272586415465737,0.6754284559556512,,
OpenBMI_MI,B2_SCALE_COLLAPSE,4,0.766,0.7615419225330772,0.696,0.696,0.766,0.6945857033246596,0.7615419225330772,,
OpenBMI_MI,B2_SCALE_COLLAPSE,42,0.6559999999999999,0.6503978947364868,0.6559999999999999,0.7,0.6559999999999999,0.6951376526165214,0.6503978947364868,,
OpenBMI_MI,B2_SCALE_COLLAPSE,51,0.624,0.6223694370627733,0.624,0.728,0.624,0.7266114908319861,0.6223694370627733,,
OpenBMI_MI,B2_SCALE_COLLAPSE,54,0.7,0.6997503073800097,0.6719999999999999,0.6719999999999999,0.7,0.6704730889190484,0.6997503073800097,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,12,0.708,0.7054548325953258,0.708,0.786,0.708,0.7831451771262764,0.7054548325953258,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,13,0.634,0.6126881491970982,0.634,0.708,0.634,0.6991039213737553,0.6126881491970982,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,17,0.5740000000000001,0.5569442927873679,0.5740000000000001,0.7,0.5740000000000001,0.697129216579403,0.5569442927873679,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,18,0.64,0.6345481122040884,0.64,0.642,0.64,0.638743677242768,0.6345481122040884,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,24,0.5740000000000001,0.5385032379028578,0.5740000000000001,0.6559999999999999,0.5740000000000001,0.6540158036472723,0.5385032379028578,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,25,0.966,0.9659849898519232,0.8,0.8,0.966,0.7973513836241506,0.9659849898519232,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,29,0.7939999999999999,0.7925494147474789,0.714,0.714,0.7939999999999999,0.7073910364673249,0.7925494147474789,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,36,0.8640000000000001,0.8638762337923813,0.8640000000000001,0.882,0.8640000000000001,0.8816514058517682,0.8638762337923813,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,37,0.69,0.689121057406179,0.642,0.642,0.69,0.632905847125467,0.689121057406179,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,39,0.692,0.6862053730896255,0.692,0.8440000000000001,0.692,0.8437489880436384,0.6862053730896255,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,4,0.754,0.7492248951496142,0.72,0.72,0.754,0.7195163876653812,0.7492248951496142,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,42,0.6599999999999999,0.657385504207266,0.6599999999999999,0.6779999999999999,0.6599999999999999,0.6767564762492079,0.657385504207266,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,51,0.618,0.6162599415823227,0.618,0.742,0.618,0.7415259749004397,0.6162599415823227,,
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,54,0.716,0.7157322560625062,0.6639999999999999,0.6639999999999999,0.716,0.6630813170449544,0.7157322560625062,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,12,0.74,0.7352730820054589,0.74,0.746,0.74,0.7393959453127663,0.7352730820054589,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,13,0.704,0.6981966172923679,0.6679999999999999,0.6679999999999999,0.704,0.6347038862873253,0.6981966172923679,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,17,0.612,0.6075381003666906,0.612,0.726,0.612,0.723834513145486,0.6075381003666906,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,18,0.694,0.6918974400742802,0.694,0.752,0.694,0.751756325863934,0.6918974400742802,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,24,0.532,0.47930154373924944,0.532,0.648,0.532,0.6463042661605092,0.47930154373924944,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,25,0.966,0.9659753706196149,0.77,0.77,0.966,0.7628781438099393,0.9659753706196149,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,29,0.728,0.7248122466136827,0.6020000000000001,0.6020000000000001,0.728,0.5715303456654537,0.7248122466136827,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,36,0.962,0.961976567850247,0.9480000000000001,0.9480000000000001,0.962,0.9479971997199719,0.961976567850247,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,37,0.784,0.7774065685433215,0.754,0.754,0.784,0.7534389819566593,0.7774065685433215,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,39,0.8,0.7977166657479169,0.8,0.8720000000000001,0.8,0.8717560009838575,0.7977166657479169,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,4,0.772,0.7664891809941807,0.6819999999999999,0.6819999999999999,0.772,0.6811673177299966,0.7664891809941807,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,42,0.714,0.7110728271606671,0.714,0.74,0.714,0.7391741599767269,0.7110728271606671,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,51,0.618,0.6043393255327533,0.618,0.71,0.618,0.6959245486206876,0.6043393255327533,,
OpenBMI_MI,B4_ONE_STAGE_BACKEND,54,0.702,0.6996689615254554,0.646,0.646,0.702,0.6439140603183862,0.6996689615254554,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,12,0.7140000000000001,0.7031101558747485,0.7140000000000001,0.728,0.7140000000000001,0.7144313261565834,0.7031101558747485,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,13,0.732,0.7306781618038217,0.732,0.736,0.732,0.7225313866208399,0.7306781618038217,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,17,0.622,0.609548643460968,0.622,0.752,0.622,0.7514997487787405,0.609548643460968,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,18,0.712,0.711594364583936,0.712,0.728,0.712,0.7273827470274288,0.711594364583936,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,24,0.5700000000000001,0.5183629792914661,0.5700000000000001,0.6779999999999999,0.5700000000000001,0.6729696135027107,0.5183629792914661,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,25,0.976,0.9759795739225394,0.78,0.78,0.976,0.7709268361792544,0.9759795739225394,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,29,0.708,0.7067385582697826,0.628,0.628,0.708,0.6077621199747553,0.7067385582697826,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,36,0.9299999999999999,0.9299108328214105,0.9299999999999999,0.952,0.9299999999999999,0.9519931978792118,0.9299108328214105,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,37,0.726,0.7095978461720251,0.698,0.698,0.726,0.6947266152642173,0.7095978461720251,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,39,0.776,0.7743699314055112,0.776,0.8280000000000001,0.776,0.8276352854087621,0.7743699314055112,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0.8280000000000001,0.8264459004882972,0.726,0.726,0.8280000000000001,0.7242350349411234,0.8264459004882972,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,42,0.714,0.7085193847089666,0.714,0.736,0.714,0.7321549192424739,0.7085193847089666,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,51,0.6859999999999999,0.6821233689134748,0.6859999999999999,0.714,0.6859999999999999,0.7060391311581824,0.6821233689134748,,
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,54,0.734,0.733211820860764,0.6699999999999999,0.6699999999999999,0.734,0.6676039358532864,0.733211820860764,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,12,0.962,0.9623271914774112,0.962,1.0,0.962,1.0,0.9623271914774112,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,13,0.8379999999999999,0.8334991893609403,0.8379999999999999,0.946,0.8379999999999999,0.9452326711107331,0.8334991893609403,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,17,0.938,0.9383835641184646,0.8800000000000001,0.8800000000000001,0.938,0.8802299293672787,0.9383835641184646,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,18,1.0,1.0,0.97,0.97,1.0,0.9696204791245467,1.0,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,24,0.882,0.8810837335408437,0.882,0.9339999999999999,0.882,0.933672645385679,0.8810837335408437,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,25,0.916,0.9159579680908225,0.916,0.9800000000000001,0.916,0.9800104657247515,0.9159579680908225,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,29,0.96,0.9602879231357114,0.96,0.968,0.96,0.968053209233475,0.9602879231357114,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,37,0.992,0.9919967987194879,0.9879999999999999,0.9879999999999999,0.992,0.9879959983993597,0.9919967987194879,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,39,0.992,0.992072213500785,0.992,0.992,0.992,0.991954281712685,0.992072213500785,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,42,0.5860000000000001,0.5856775904775522,0.5860000000000001,0.9960000000000001,0.5860000000000001,0.9959983993597439,0.5856775904775522,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,51,0.748,0.7309059185711804,0.73,0.73,0.748,0.7207265695101771,0.7309059185711804,,
OpenBMI_SSVEP,B1_SAME_SCALE_63,54,0.8619999999999999,0.8609285741517712,0.826,0.826,0.8619999999999999,0.8259725504083498,0.8609285741517712,,
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,12,0.9400000000000001,0.9402476624037505,0.9400000000000001,1.0,0.9400000000000001,1.0,0.9402476624037505,,
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,13,0.8019999999999999,0.8034752502025521,0.8019999999999999,0.8800000000000001,0.8019999999999999,0.8796325590414412,0.8034752502025521,,
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,17,0.944,0.9444440127284587,0.9259999999999999,0.9259999999999999,0.944,0.9260184953194932,0.9444440127284587,,
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,18,1.0,1.0,0.966,0.966,1.0,0.9660310107789135,1.0,,
