task,target,mean,std,median,q05,q95
erp,U_L,6.1283362085267845e-06,0.001073503963444597,6.060606060603879e-05,-0.001784435261707815,0.0016528925619834
erp,U_M,9.675863999828189e-07,0.0010422751663387313,6.060606060598328e-05,-0.00177071460429991,0.001584022038567455
mi,U_L,-3.7745454545446704e-05,0.0023488440293308655,0.0,-0.0036363636363636,0.0036363636363636
mi,U_M,5.1490909090914306e-05,0.002493612838524333,0.0,-0.0036363636363636,0.0040909090909091
ssvep,U_L,-0.00010658181818182355,0.0016998273451914122,-1.1102230246251563e-16,-0.0027272727272726,0.0026249999999999195
ssvep,U_M,-9.596363636364513e-05,0.0016518260125501017,-1.1102230246251563e-16,-0.0025,0.0024999999999999
