task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
OpenBMI_MI,4,S1,PCA_POSITIVE_ONLY_ROUTING,0.06421279162168503,0.04825221374630928,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S1,SHUFFLED_UTILITY_ROUTING,0.039450615644454956,0.030269362032413483,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S1,PCA_SIGNED_UTILITY_ROUTING,0.06426535546779633,0.04899900406599045,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S1,RANDOM_BASIS_0,0.003205319866538048,0.002388027962297201,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S1,RANDOM_BASIS_1,0.003981447778642178,0.003032108535990119,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S1,RANDOM_BASIS_2,0.0033928053453564644,0.0026292717084288597,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S1,RANDOM_BASIS_3,0.0030984811019152403,0.002500920556485653,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S1,RANDOM_BASIS_4,0.0027150805108249187,0.0019831079989671707,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S2,PCA_POSITIVE_ONLY_ROUTING,0.06376643478870392,0.049717456102371216,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S2,SHUFFLED_UTILITY_ROUTING,0.039371855556964874,0.03012203797698021,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S2,PCA_SIGNED_UTILITY_ROUTING,0.06391067057847977,0.05014965683221817,1.5497207641601562e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S2,RANDOM_BASIS_0,0.003050115890800953,0.0021848995238542557,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S2,RANDOM_BASIS_1,0.0036705858074128628,0.00262761814519763,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S2,RANDOM_BASIS_2,0.0033234108705073595,0.002408368978649378,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S2,RANDOM_BASIS_3,0.003038867609575391,0.0023291357792913914,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,4,S2,RANDOM_BASIS_4,0.002543400740250945,0.001775817945599556,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
