fold,seed,task,subject,protected_ba,random_mean_ba,delta
2,0,erp,50,0.6328125,0.53296875,0.09984375000000001
2,0,erp,53,0.5703125,0.499609375,0.07070312499999998
2,0,erp,8,0.671875,0.518515625,0.15335937499999996
2,0,ssvep,1,0.9249999999999999,0.7634000000000001,0.16159999999999985
2,0,ssvep,10,0.945,0.8305000000000001,0.11449999999999982
2,0,ssvep,11,1.0,0.9822,0.017800000000000038
2,0,ssvep,12,0.96,0.9043999999999999,0.055600000000000094
2,0,ssvep,13,0.905,0.7016500000000001,0.20334999999999992
2,0,ssvep,15,0.9349999999999999,0.6992,0.2357999999999999
2,0,ssvep,19,0.985,0.8399,0.1451
2,0,ssvep,2,0.975,0.8834000000000001,0.0915999999999999
2,0,ssvep,20,0.975,0.8055999999999998,0.16940000000000022
2,0,ssvep,21,0.9149999999999999,0.7130500000000001,0.20194999999999985
2,0,ssvep,23,0.54,0.4029500000000001,0.13704999999999995
2,0,ssvep,24,0.955,0.7321500000000001,0.22284999999999988
2,0,ssvep,27,0.995,0.9323999999999999,0.0626000000000001
2,0,ssvep,28,0.9249999999999999,0.7500000000000001,0.17499999999999982
2,0,ssvep,3,0.9149999999999999,0.8359999999999999,0.07900000000000007
2,0,ssvep,31,1.0,0.9714500000000001,0.028549999999999853
2,0,ssvep,32,0.91,0.5868000000000001,0.32319999999999993
2,0,ssvep,33,0.9349999999999999,0.71845,0.2165499999999999
2,0,ssvep,35,0.97,0.7954000000000001,0.17459999999999987
2,0,ssvep,36,0.995,0.9791500000000001,0.01584999999999992
2,0,ssvep,37,0.975,0.9279000000000001,0.04709999999999992
2,0,ssvep,38,0.975,0.8647000000000002,0.11029999999999973
2,0,ssvep,39,0.98,0.8708500000000001,0.10914999999999986
2,0,ssvep,40,0.9149999999999999,0.7384000000000002,0.17659999999999976
2,0,ssvep,41,0.98,0.84315,0.13685000000000003
2,0,ssvep,42,0.79,0.7063499999999999,0.08365000000000011
2,0,ssvep,43,0.995,0.9624499999999999,0.03255000000000008
2,0,ssvep,45,0.88,0.7176499999999999,0.1623500000000001
2,0,ssvep,46,0.945,0.7679,0.17709999999999992
2,0,ssvep,47,0.62,0.56825,0.05174999999999996
2,0,ssvep,48,0.985,0.8809999999999999,0.10400000000000009
2,0,ssvep,50,0.995,0.8689500000000001,0.12604999999999988
2,0,ssvep,53,1.0,0.8809000000000001,0.11909999999999987
2,0,ssvep,8,0.85,0.6718000000000001,0.17819999999999991
2,1,mi,1,0.859375,0.565859375,0.29351562499999995
2,1,mi,10,0.7265625,0.71078125,0.01578124999999997
2,1,mi,11,0.703125,0.605390625,0.09773437500000004
2,1,mi,12,0.71875,0.70953125,0.009218750000000053
2,1,mi,13,0.5859375,0.5934375,-0.007499999999999951
2,1,mi,15,0.7265625,0.71671875,0.00984375000000004
2,1,mi,19,0.796875,0.629765625,0.167109375
2,1,mi,2,0.7421875,0.598984375,0.143203125
2,1,mi,20,0.8203125,0.644140625,0.17617187499999998
2,1,mi,21,0.9921875,0.86234375,0.12984375000000004
2,1,mi,23,0.8515625,0.65890625,0.19265624999999997
2,1,mi,24,0.71875,0.6084375,0.11031250000000004
2,1,mi,27,0.8046875,0.584296875,0.22039062499999995
2,1,mi,28,0.96875,0.75,0.21875
2,1,mi,3,0.875,0.686015625,0.18898437499999998
2,1,mi,31,0.6484375,0.649296875,-0.0008593749999999956
2,1,mi,32,0.953125,0.776328125,0.17679687499999996
2,1,mi,33,0.9765625,0.70859375,0.26796875
2,1,mi,35,0.8671875,0.65609375,0.21109374999999997
2,1,mi,36,0.984375,0.823125,0.16125
2,1,mi,37,0.9296875,0.7796875,0.15000000000000002
2,1,mi,38,0.7265625,0.590078125,0.136484375
2,1,mi,39,0.84375,0.692109375,0.15164062499999997
2,1,mi,40,0.7109375,0.641640625,0.06929687500000004
2,1,mi,41,0.5546875,0.600234375,-0.04554687499999999
2,1,mi,42,0.71875,0.632109375,0.08664062500000003
2,1,mi,43,0.7421875,0.7228125,0.01937500000000003
2,1,mi,45,0.84375,0.620625,0.22312500000000002
2,1,mi,46,0.6484375,0.60046875,0.047968750000000004
2,1,mi,47,0.796875,0.688671875,0.10820312499999996
2,1,mi,48,0.7109375,0.62203125,0.08890624999999996
2,1,mi,50,0.65625,0.59359375,0.06265624999999997
2,1,mi,53,0.734375,0.606015625,0.12835937500000005
2,1,mi,8,0.796875,0.703828125,0.09304687499999997
2,1,ssvep,1,0.9349999999999999,0.8894499999999997,0.0455500000000002
2,1,ssvep,10,0.995,0.9548499999999999,0.04015000000000013
2,1,ssvep,11,1.0,0.99965,0.00034999999999996145
2,1,ssvep,12,0.975,0.9543999999999998,0.020600000000000174
2,1,ssvep,13,0.975,0.8774500000000001,0.09754999999999991
2,1,ssvep,15,0.9099999999999999,0.9333000000000002,-0.02330000000000032
2,1,ssvep,19,0.98,0.9757999999999999,0.0042000000000000925
2,1,ssvep,2,1.0,0.9717999999999999,0.028200000000000114
2,1,ssvep,20,0.985,0.9448000000000001,0.0401999999999999
2,1,ssvep,21,0.9199999999999999,0.8540999999999999,0.06590000000000007
2,1,ssvep,23,0.52,0.40654999999999997,0.11345000000000005
2,1,ssvep,24,0.955,0.9092000000000001,0.04579999999999984
2,1,ssvep,27,1.0,0.9791999999999998,0.02080000000000015
2,1,ssvep,28,0.975,0.9195499999999999,0.05545000000000011
2,1,ssvep,3,0.945,0.8956000000000001,0.04939999999999989
2,1,ssvep,31,1.0,0.9993000000000001,0.0006999999999999229
2,1,ssvep,32,0.945,0.7614999999999997,0.18350000000000022
2,1,ssvep,33,0.95,0.8691000000000001,0.08089999999999986
2,1,ssvep,35,0.975,0.92145,0.053549999999999986
2,1,ssvep,36,1.0,0.998,0.0020000000000000018
2,1,ssvep,37,0.985,0.98415,0.0008500000000000174
2,1,ssvep,38,0.98,0.9739,0.006099999999999994
2,1,ssvep,39,1.0,0.9586999999999999,0.041300000000000114
2,1,ssvep,40,0.8949999999999999,0.8774,0.01759999999999995
2,1,ssvep,41,0.99,0.9696499999999999,0.02035000000000009
2,1,ssvep,42,0.8300000000000001,0.7856000000000001,0.044399999999999995
2,1,ssvep,43,1.0,0.99965,0.00034999999999996145
2,1,ssvep,45,0.9349999999999999,0.9085499999999999,0.026450000000000085
2,1,ssvep,46,0.98,0.9315000000000001,0.04849999999999988
2,1,ssvep,47,0.67,0.63385,0.036150000000000015
2,1,ssvep,48,0.99,0.9885999999999997,0.00140000000000029
2,1,ssvep,50,1.0,0.96465,0.03534999999999999
2,1,ssvep,53,1.0,0.9904499999999998,0.00955000000000017
2,1,ssvep,8,0.945,0.7619,0.18309999999999993
