fold,seed,task,metric,subject,session_or_direction,protected,random_mean,delta,representation,n_controls
0,1,mi,alignment,29,2,0.8892922335975475,0.7761178847583854,0.11317434883916211,random,100
0,1,mi,alignment,30,1,0.9447512672005116,0.6123827716242003,0.3323684955763113,random,100
0,1,mi,alignment,30,2,0.7066341509151993,0.42997228873561644,0.2766618621795829,random,100
0,1,mi,alignment,31,1,0.8662224455985177,0.5258940655267728,0.34032838007174493,random,100
0,1,mi,alignment,31,2,0.8805585094190042,0.2678818563587375,0.6126766530602666,random,100
0,1,mi,alignment,34,1,0.591434193249904,0.3073347675481952,0.28409942570170876,random,100
0,1,mi,alignment,34,2,0.8918195116301068,0.32734905154618255,0.5644704600839242,random,100
0,1,mi,alignment,35,1,0.8768970962006472,-0.002932233722155861,0.879829329922803,random,100
0,1,mi,alignment,35,2,0.867579023973194,-0.09985097189393588,0.9674299958671299,random,100
0,1,mi,alignment,37,1,0.9184784496945577,0.8717517273765841,0.04672672231797359,random,100
0,1,mi,alignment,37,2,0.9224408782701108,0.7866064702810414,0.13583440798906943,random,100
0,1,mi,alignment,38,1,0.8282164879871255,-0.009705784061951547,0.8379222720490771,random,100
0,1,mi,alignment,38,2,0.9033275391405491,0.383010295239724,0.520317243900825,random,100
0,1,mi,alignment,39,1,0.9155817312713533,0.6592384547409071,0.2563432765304462,random,100
0,1,mi,alignment,39,2,0.8960104134736904,0.5181062971488438,0.37790411632484655,random,100
0,1,mi,alignment,4,1,0.8719458322477508,0.2572821431746722,0.6146636890730786,random,100
0,1,mi,alignment,4,2,0.9302432250393565,0.1838565723100925,0.746386652729264,random,100
0,1,mi,alignment,41,1,0.8069076334728026,0.2477494646827732,0.5591581687900293,random,100
0,1,mi,alignment,41,2,0.8291828468134192,0.35029134112169247,0.4788915056917268,random,100
0,1,mi,alignment,42,1,0.8593681349411914,0.1389990471620818,0.7203690877791096,random,100
0,1,mi,alignment,42,2,0.9084727510750169,-0.09506511873618326,1.0035378698112,random,100
0,1,mi,alignment,43,1,0.9321992102231274,0.5529959236388244,0.3792032865843029,random,100
0,1,mi,alignment,43,2,0.9438040612560522,0.057398579103042593,0.8864054821530096,random,100
0,1,mi,alignment,44,1,0.8120216151473285,0.8192497941404292,-0.007228178993100687,random,100
0,1,mi,alignment,44,2,0.8837787627901993,0.8795004919936091,0.004278270796590156,random,100
0,1,mi,alignment,46,1,0.5036062113515365,0.013390521680174213,0.49021568967136225,random,100
0,1,mi,alignment,46,2,0.860625340722196,-0.1693772892772062,1.030002629999402,random,100
0,1,mi,alignment,49,1,0.7296677544071835,0.6281048539009447,0.10156290050623873,random,100
0,1,mi,alignment,49,2,0.8011668412229666,0.3250035969961103,0.47616324422685624,random,100
0,1,mi,alignment,5,1,0.9618948723648665,0.6044610840840631,0.3574337882808034,random,100
0,1,mi,alignment,5,2,0.9194011373222983,0.6712226470856975,0.24817849023660088,random,100
0,1,mi,alignment,51,1,0.9636632002413417,0.4155771283960349,0.5480860718453068,random,100
0,1,mi,alignment,51,2,0.7105792733621588,0.4803098935103856,0.23026937985177315,random,100
0,1,mi,alignment,52,1,0.9316489366119347,0.2641767786796002,0.6674721579323345,random,100
0,1,mi,alignment,52,2,0.7538927555997788,0.38371187028545384,0.3701808853143249,random,100
0,1,mi,alignment,7,1,0.9241795486186145,0.2621558531583433,0.6620236954602712,random,100
0,1,mi,alignment,7,2,0.4980122708476556,0.47025561884600925,0.027756652001646342,random,100
0,1,mi,alignment,8,1,0.8967317720201216,0.6562373811740717,0.24049439084604984,random,100
0,1,mi,alignment,8,2,0.8560602205654259,0.4881546010431,0.36790561952232587,random,100
0,1,mi,alignment,9,1,0.9604493187159875,0.7397020857785208,0.22074723293746668,random,100
0,1,mi,alignment,9,2,0.9146083349333133,0.8181435367281306,0.09646479820518272,random,100
0,1,mi,cross_session,11,1->2,0.76078994344396,0.31279474489685133,0.4479951985471087,random,100
0,1,mi,cross_session,11,2->1,0.6593732297970845,0.4314615267714965,0.22791170302558794,random,100
0,1,mi,cross_session,12,1->2,0.7574214578910692,0.1919460539647566,0.5654754039263126,random,100
0,1,mi,cross_session,12,2->1,0.7802224579234593,0.10541845621914657,0.6748040017043128,random,100
0,1,mi,cross_session,15,1->2,0.6559421968847648,-0.0470333397425755,0.7029755366273404,random,100
0,1,mi,cross_session,15,2->1,0.7028185648307047,0.12105652163778968,0.581762043192915,random,100
0,1,mi,cross_session,16,1->2,0.943863099674894,0.3537132672220824,0.5901498324528116,random,100
0,1,mi,cross_session,16,2->1,0.9687130918457999,0.663477894596605,0.3052351972491949,random,100
0,1,mi,cross_session,18,1->2,0.8973907704161069,0.763450005045535,0.13394076537057198,random,100
0,1,mi,cross_session,18,2->1,0.9159341328954945,0.8553897929793165,0.060544339916178025,random,100
0,1,mi,cross_session,20,1->2,0.9421456445718946,0.1469518689077401,0.7951937756641545,random,100
0,1,mi,cross_session,20,2->1,0.9176302720806804,0.31803608068902106,0.5995941913916594,random,100
0,1,mi,cross_session,21,1->2,0.9553239870980015,0.7935484735587748,0.1617755135392267,random,100
0,1,mi,cross_session,21,2->1,0.9366599509002501,0.8051233326907145,0.13153661820953566,random,100
0,1,mi,cross_session,22,1->2,0.83632475889097,0.5032196021099232,0.3331051567810468,random,100
0,1,mi,cross_session,22,2->1,0.9184774834451507,0.3461297921342969,0.5723476913108538,random,100
0,1,mi,cross_session,23,1->2,0.8926116484345937,0.7488879500161183,0.14372369841847543,random,100
0,1,mi,cross_session,23,2->1,0.9046166162560068,0.7901489231767633,0.11446769307924343,random,100
0,1,mi,cross_session,24,1->2,0.7322973908554424,0.43528175146236026,0.2970156393930822,random,100
0,1,mi,cross_session,24,2->1,0.7262481639485128,0.6838121107818736,0.04243605316663912,random,100
0,1,mi,cross_session,25,1->2,0.9136521770003528,-0.08643715966249484,1.0000893366628476,random,100
0,1,mi,cross_session,25,2->1,0.8788012620809331,-0.06065341284914449,0.9394546749300776,random,100
0,1,mi,cross_session,26,1->2,0.9154948647069594,0.5935135681220111,0.32198129658494834,random,100
0,1,mi,cross_session,26,2->1,0.9174372455763026,0.56971011005896,0.3477271355173426,random,100
0,1,mi,cross_session,27,1->2,0.9781049213430839,0.12784136472845187,0.850263556614632,random,100
0,1,mi,cross_session,27,2->1,0.9032612468292904,0.3899916908683366,0.5132695559609538,random,100
0,1,mi,cross_session,29,1->2,0.8784238822453088,0.8698854780003964,0.008538404244912368,random,100
0,1,mi,cross_session,29,2->1,0.9071386484661654,0.703227617192586,0.20391103127357946,random,100
0,1,mi,cross_session,30,1->2,0.6794526433272492,0.38845947930057,0.2909931640266792,random,100
0,1,mi,cross_session,30,2->1,0.9641827055895157,0.6108966769182625,0.35328602867125314,random,100
0,1,mi,cross_session,31,1->2,0.8810449847319917,0.22481154830870215,0.6562334364232896,random,100
0,1,mi,cross_session,31,2->1,0.862881571696092,0.41552118632978113,0.4473603853663109,random,100
0,1,mi,cross_session,34,1->2,0.8672422647457683,0.3466926023303082,0.5205496624154601,random,100
0,1,mi,cross_session,34,2->1,0.574816906221314,0.3382207839739587,0.23659612224735527,random,100
0,1,mi,cross_session,35,1->2,0.8593929629673083,-0.09286477653247413,0.9522577394997824,random,100
0,1,mi,cross_session,35,2->1,0.8984487235341508,-0.0003211760054920776,0.8987698995396429,random,100
0,1,mi,cross_session,37,1->2,0.9262003354261498,0.7811856305066636,0.1450147049194862,random,100
0,1,mi,cross_session,37,2->1,0.9166659927497078,0.9093267632113043,0.007339229538403491,random,100
0,1,mi,cross_session,38,1->2,0.8906567597672334,0.28401227345659225,0.606644486310641,random,100
0,1,mi,cross_session,38,2->1,0.8425261856982473,-0.006977729088991053,0.8495039147872384,random,100
0,1,mi,cross_session,39,1->2,0.8611839816994622,0.4183868361934443,0.4427971455060179,random,100
0,1,mi,cross_session,39,2->1,0.9300012292764634,0.6414892787607634,0.2885119505157,random,100
0,1,mi,cross_session,4,1->2,0.9136976690624463,0.2094563603424089,0.7042413087200374,random,100
0,1,mi,cross_session,4,2->1,0.8803758182592076,0.20801926634837045,0.6723565519108372,random,100
0,1,mi,cross_session,41,1->2,0.8275531848357736,0.2518840366878208,0.5756691481479528,random,100
0,1,mi,cross_session,41,2->1,0.8514325546458757,0.1945605118511458,0.6568720427947299,random,100
0,1,mi,cross_session,42,1->2,0.9269145016683484,-0.05392037089179845,0.9808348725601469,random,100
0,1,mi,cross_session,42,2->1,0.8583012467808828,0.2580641828404142,0.6002370639404686,random,100
0,1,mi,cross_session,43,1->2,0.9264383450449873,0.04408099475350794,0.8823573502914794,random,100
0,1,mi,cross_session,43,2->1,0.9354062107030539,0.5421426915929832,0.3932635191100706,random,100
0,1,mi,cross_session,44,1->2,0.8916241300370088,0.8935102727939421,-0.0018861427569333289,random,100
0,1,mi,cross_session,44,2->1,0.8279741442608378,0.7663862246014478,0.061587919659390034,random,100
0,1,mi,cross_session,46,1->2,0.8637032721792942,-0.0888343187653923,0.9525375909446865,random,100
0,1,mi,cross_session,46,2->1,0.5343625320219877,-0.038254709217778446,0.5726172412397661,random,100
0,1,mi,cross_session,49,1->2,0.77878658340585,0.1797396563069463,0.5990469270989037,random,100
0,1,mi,cross_session,49,2->1,0.7061898920107031,0.6476803534071446,0.058509538603558564,random,100
0,1,mi,cross_session,5,1->2,0.9002582015081002,0.7009202301920567,0.19933797131604347,random,100
0,1,mi,cross_session,5,2->1,0.9689618287809988,0.689024608348862,0.27993722043213676,random,100
0,1,mi,cross_session,51,1->2,0.6990169760990832,0.5084855033511322,0.19053147274795101,random,100
0,1,mi,cross_session,51,2->1,0.9713547863877949,0.4705907418459859,0.500764044541809,random,100
0,1,mi,cross_session,52,1->2,0.7691608855190207,0.3383339049094165,0.4308269806096042,random,100
0,1,mi,cross_session,52,2->1,0.9222130247832385,0.44750610808434205,0.4747069166988965,random,100
0,1,mi,cross_session,7,1->2,0.5225296120277121,0.4179986310595709,0.10453098096814117,random,100
0,1,mi,cross_session,7,2->1,0.9042983229341178,0.26504747824012737,0.6392508446939904,random,100
0,1,mi,cross_session,8,1->2,0.8757682824434495,0.5261302353775595,0.34963804706588997,random,100
0,1,mi,cross_session,8,2->1,0.8605471080827441,0.5310845584215683,0.32946254966117583,random,100
0,1,mi,cross_session,9,1->2,0.919533763477998,0.8433184366264015,0.07621532685159649,random,100
0,1,mi,cross_session,9,2->1,0.9617241876858219,0.8295250718056999,0.132199115880122,random,100
0,1,erp,alignment,11,1,0.6016876603697932,0.6366606910164263,-0.03497303064663315,random,100
0,1,erp,alignment,11,2,0.7432140202723168,0.5018165369933425,0.24139748327897426,random,100
0,1,erp,alignment,12,1,0.8651956398924603,0.3869829186085677,0.4782127212838926,random,100
0,1,erp,alignment,12,2,0.9805600093517723,0.32132805689766153,0.6592319524541108,random,100
0,1,erp,alignment,15,1,0.8481152250646593,0.49891385765547225,0.34920136740918706,random,100
0,1,erp,alignment,15,2,0.8740353574725812,0.7871965447567636,0.08683881271581761,random,100
0,1,erp,alignment,16,1,0.8460537166763662,0.29233993023856175,0.5537137864378044,random,100
0,1,erp,alignment,16,2,0.6842123055078028,0.5999817182435453,0.08423058726425747,random,100
0,1,erp,alignment,18,1,0.45912129160270654,0.3561124988238105,0.10300879277889602,random,100
0,1,erp,alignment,18,2,0.9049833442770188,0.6690502327039741,0.23593311157304464,random,100
0,1,erp,alignment,20,1,0.7456866535184634,0.7699538782356748,-0.024267224717211433,random,100
0,1,erp,alignment,20,2,0.865481960525778,0.42030867751225437,0.4451732830135236,random,100
0,1,erp,alignment,21,1,0.7433382654480994,0.6515116209227414,0.09182664452535805,random,100
0,1,erp,alignment,21,2,0.654003254792063,0.3028435078083818,0.3511597469836812,random,100
0,1,erp,alignment,22,1,0.8002684397447636,0.42971450318013527,0.3705539365646283,random,100
0,1,erp,alignment,22,2,0.9553823502544917,0.656457795747862,0.2989245545066297,random,100
0,1,erp,alignment,23,1,0.45466730686134255,-0.05438929176028218,0.5090565986216247,random,100
0,1,erp,alignment,23,2,0.6064198725752894,0.3245282894470989,0.2818915831281905,random,100
0,1,erp,alignment,24,1,0.9103739354466626,0.5957896743106081,0.3145842611360544,random,100
0,1,erp,alignment,24,2,0.33084765438565117,0.32739226218982415,0.003455392195827023,random,100
0,1,erp,alignment,25,1,0.40034460187503745,0.3083895854374443,0.09195501643759313,random,100
0,1,erp,alignment,25,2,0.7726778684880257,-0.1572685757938509,0.9299464442818766,random,100
0,1,erp,alignment,26,1,0.6783706794436872,0.21030860083847724,0.46806207860521,random,100
0,1,erp,alignment,26,2,0.7168509317010715,0.6100054169228388,0.10684551477823268,random,100
0,1,erp,alignment,27,1,0.43969144142022065,0.501044743544376,-0.06135330212415535,random,100
0,1,erp,alignment,27,2,0.5269381763800091,0.30897383512241505,0.217964341257594,random,100
0,1,erp,alignment,29,1,0.6471517448908161,0.4622863909027741,0.18486535398804194,random,100
0,1,erp,alignment,29,2,0.7596267628759704,0.6062520186833978,0.15337474419257258,random,100
0,1,erp,alignment,30,1,0.937479467006779,0.6305255867685287,0.3069538802382503,random,100
0,1,erp,alignment,30,2,0.7132013654368222,0.5082056825393358,0.20499568289748638,random,100
0,1,erp,alignment,31,1,0.818340388824082,0.5974065592331669,0.22093382959091512,random,100
0,1,erp,alignment,31,2,0.8317992240492176,0.6578974159886737,0.1739018080605439,random,100
0,1,erp,alignment,34,1,0.3406711897639615,0.1996839708983272,0.14098721886563428,random,100
0,1,erp,alignment,34,2,0.033200735807286885,0.6927004587186386,-0.6594997229113517,random,100
0,1,erp,alignment,35,1,0.8099136693455222,0.04919973662417232,0.7607139327213499,random,100
0,1,erp,alignment,35,2,0.24719897931866835,0.6127071275745015,-0.36550814825583317,random,100
0,1,erp,alignment,37,1,0.741166906864811,-0.05343030960884945,0.7945972164736604,random,100
0,1,erp,alignment,37,2,0.7567375197270295,0.2651661577684734,0.4915713619585561,random,100
0,1,erp,alignment,38,1,0.18137504240844468,0.3664934416531602,-0.18511839924471554,random,100
0,1,erp,alignment,38,2,-0.25237307467353165,0.6546881700038899,-0.9070612446774216,random,100
0,1,erp,alignment,39,1,0.7831877823648281,0.7023339996421092,0.08085378272271893,random,100
0,1,erp,alignment,39,2,0.9373467476395103,0.4478800865232224,0.4894666611162879,random,100
0,1,erp,alignment,4,1,0.7373825142382031,0.7168915288223247,0.02049098541587846,random,100
0,1,erp,alignment,4,2,0.4477400629582148,0.5484567299293817,-0.10071666697116688,random,100
0,1,erp,alignment,41,1,0.6432767490255122,0.6053494962980244,0.03792725272748787,random,100
0,1,erp,alignment,41,2,0.6764619549569587,0.7928350723162376,-0.11637311735927891,random,100
0,1,erp,alignment,42,1,0.7078875952371029,0.752390322022905,-0.04450272678580214,random,100
0,1,erp,alignment,42,2,0.9226918370423055,0.4057755028418984,0.5169163342004071,random,100
0,1,erp,alignment,43,1,0.8329688041251684,0.24279423290292607,0.5901745712222424,random,100
0,1,erp,alignment,43,2,0.2438482720438047,0.49824447921844256,-0.25439620717463785,random,100
0,1,erp,alignment,44,1,0.8496788273266004,0.6652595928908375,0.1844192344357629,random,100
0,1,erp,alignment,44,2,0.7343498870644539,0.6506381735692357,0.08371171349521822,random,100
0,1,erp,alignment,46,1,0.5581584236684491,0.07065805625337987,0.4875003674150693,random,100
0,1,erp,alignment,46,2,0.8541279777338133,0.41059236615559863,0.4435356115782147,random,100
0,1,erp,alignment,49,1,0.7373053502710456,0.7707858704788555,-0.033480520207809894,random,100
0,1,erp,alignment,49,2,0.9179697686722095,0.7470151784093809,0.17095459026282855,random,100
0,1,erp,alignment,5,1,0.1357994323049549,0.08454315783553236,0.05125627446942253,random,100
0,1,erp,alignment,5,2,0.4693165209083919,-0.22599650044909528,0.6953130213574872,random,100
0,1,erp,alignment,51,1,0.5351264804228489,0.43325818385730935,0.10186829656553958,random,100
0,1,erp,alignment,51,2,0.8904292361290811,0.4334265735606009,0.4570026625684802,random,100
0,1,erp,alignment,52,1,0.5723763230940044,0.3438924224301178,0.22848390066388663,random,100
0,1,erp,alignment,52,2,0.8844896167095782,0.4734514992573963,0.41103811745218183,random,100
0,1,erp,alignment,7,1,0.3452620561389206,0.6731019509687215,-0.3278398948298009,random,100
0,1,erp,alignment,7,2,0.24836640433863763,0.4878902362790675,-0.2395238319404299,random,100
0,1,erp,alignment,8,1,0.47630752891080047,0.40339156245906127,0.0729159664517392,random,100
0,1,erp,alignment,8,2,0.7525949785058207,0.08136297891665162,0.6712319995891691,random,100
0,1,erp,alignment,9,1,0.39216716773896215,0.2923569004791123,0.09981026725984987,random,100
0,1,erp,alignment,9,2,0.5949347255353132,0.22923506486274156,0.36569966067257165,random,100
0,1,erp,cross_session,11,1->2,0.71384173709989,0.3977571345832161,0.31608460251667386,random,100
0,1,erp,cross_session,11,2->1,0.6113082480486367,0.4585963249213529,0.15271192312728382,random,100
0,1,erp,cross_session,12,1->2,0.9580721314471744,0.25917026142464805,0.6989018700225264,random,100
0,1,erp,cross_session,12,2->1,0.8382023694024693,0.4830343664176216,0.3551680029848477,random,100
0,1,erp,cross_session,15,1->2,0.8940838646098714,0.7434669866458122,0.1506168779640592,random,100
0,1,erp,cross_session,15,2->1,0.8286053503746104,0.3733190263877151,0.4552863239868953,random,100
0,1,erp,cross_session,16,1->2,0.5724788525613108,0.4004895053084869,0.1719893472528239,random,100
0,1,erp,cross_session,16,2->1,0.8770883697751568,0.34539435832200865,0.5316940114531481,random,100
0,1,erp,cross_session,18,1->2,0.8985730286570394,0.797296469561099,0.10127655909594035,random,100
0,1,erp,cross_session,18,2->1,0.45013793662623597,0.1373870412193353,0.3127508954069007,random,100
0,1,erp,cross_session,20,1->2,0.9310514954687923,0.08103428351741915,0.8500172119513731,random,100
0,1,erp,cross_session,20,2->1,0.6976393230952499,0.7268663088954629,-0.02922698580021299,random,100
0,1,erp,cross_session,21,1->2,0.7322094121473902,0.0855304041070724,0.6466790080403179,random,100
0,1,erp,cross_session,21,2->1,0.7685083566542148,0.5808484851872473,0.1876598714669675,random,100
0,1,erp,cross_session,22,1->2,0.9471898939054046,0.44423516511863087,0.5029547287867737,random,100
0,1,erp,cross_session,22,2->1,0.8192121542723303,0.5475991325896249,0.2716130216827054,random,100
0,1,erp,cross_session,23,1->2,0.5145955778883687,0.5853396294639771,-0.07074405157560837,random,100
0,1,erp,cross_session,23,2->1,0.45771907797269085,0.14172433368278778,0.31599474428990304,random,100
0,1,erp,cross_session,24,1->2,0.4883527066924249,0.169949409866776,0.31840329682564894,random,100
0,1,erp,cross_session,24,2->1,0.894926901953715,0.48921518259540625,0.4057117193583088,random,100
0,1,erp,cross_session,25,1->2,0.8391554053509158,0.11178969773613137,0.7273657076147845,random,100
0,1,erp,cross_session,25,2->1,0.4397171155082756,0.2982949663176505,0.14142214919062507,random,100
0,1,erp,cross_session,26,1->2,0.6292580097420971,0.5725500381529534,0.05670797158914376,random,100
0,1,erp,cross_session,26,2->1,0.7149001285088512,0.2545870807746994,0.4603130477341518,random,100
0,1,erp,cross_session,27,1->2,0.528046755927086,0.4087356230437534,0.11931113288333267,random,100
0,1,erp,cross_session,27,2->1,0.45876676619851586,0.20163152294471448,0.2571352432538014,random,100
0,1,erp,cross_session,29,1->2,0.7783103117432673,0.5593887098391368,0.21892160190413046,random,100
0,1,erp,cross_session,29,2->1,0.7969346065054005,0.5005133946052331,0.29642121190016735,random,100
0,1,erp,cross_session,30,1->2,0.6610075029834559,0.43982825786781077,0.22117924511564513,random,100
0,1,erp,cross_session,30,2->1,0.8748709464490544,0.5664491723273481,0.30842177412170624,random,100
0,1,erp,cross_session,31,1->2,0.8624873366861339,0.7913180619351654,0.07116927475096846,random,100
0,1,erp,cross_session,31,2->1,0.8062060064750873,0.691622494412277,0.11458351206281037,random,100
0,1,erp,cross_session,34,1->2,0.16465681468453686,0.6571946337072405,-0.49253781902270366,random,100
0,1,erp,cross_session,34,2->1,0.3067939745508286,-0.015292138593266828,0.3220861131440954,random,100
0,1,erp,cross_session,35,1->2,0.33898870050146535,0.4658800846763285,-0.12689138417486318,random,100
0,1,erp,cross_session,35,2->1,0.8172247332151087,-0.04889405808755415,0.8661187913026629,random,100
0,1,erp,cross_session,37,1->2,0.8231252011025837,0.26593136954897145,0.5571938315536122,random,100
0,1,erp,cross_session,37,2->1,0.791176426699843,-0.042245072023500724,0.8334214987233437,random,100
0,1,erp,cross_session,38,1->2,-0.276660285361395,0.4704697486502197,-0.7471300340116147,random,100
0,1,erp,cross_session,38,2->1,0.2708645149278325,0.39792875773615144,-0.12706424280831896,random,100
0,1,erp,cross_session,39,1->2,0.9473048542171219,0.4622304622743041,0.48507439194281776,random,100
0,1,erp,cross_session,39,2->1,0.8072076957177309,0.882018105887948,-0.07481041017021717,random,100
0,1,erp,cross_session,4,1->2,0.4887606549442272,0.6029409375147452,-0.11418028257051799,random,100
0,1,erp,cross_session,4,2->1,0.7377529318220789,0.6116830027246153,0.12606992909746362,random,100
0,1,erp,cross_session,41,1->2,0.7580625465552283,0.5757724592453953,0.18229008730983298,random,100
0,1,erp,cross_session,41,2->1,0.591185458781108,0.6533003769281928,-0.06211491814708481,random,100
0,1,erp,cross_session,42,1->2,0.876779803847436,0.3570670822051889,0.5197127216422471,random,100
0,1,erp,cross_session,42,2->1,0.6732403232771406,0.6707090089691843,0.0025313143079562783,random,100
0,1,erp,cross_session,43,1->2,0.18952621157596639,0.6490620945933482,-0.4595358830173818,random,100
0,1,erp,cross_session,43,2->1,0.911802992519939,0.24993239804010048,0.6618705944798385,random,100
0,1,erp,cross_session,44,1->2,0.7966002819300746,0.5751082808315703,0.2214920010985043,random,100
0,1,erp,cross_session,44,2->1,0.7679070010154665,0.5671408152258391,0.20076618578962735,random,100
0,1,erp,cross_session,46,1->2,0.7881396563723355,0.46708509804793025,0.32105455832440527,random,100
0,1,erp,cross_session,46,2->1,0.5210529912433931,0.00472159374289544,0.5163313975004976,random,100
0,1,erp,cross_session,49,1->2,0.8912741020141381,0.7340188917959729,0.15725521021816524,random,100
0,1,erp,cross_session,49,2->1,0.7280041058525525,0.7803846990791036,-0.052380593226551087,random,100
0,1,erp,cross_session,5,1->2,0.46595455023880283,-0.016392207189967086,0.4823467574287699,random,100
0,1,erp,cross_session,5,2->1,0.20801563722459726,0.10657783387578132,0.10143780334881594,random,100
0,1,erp,cross_session,51,1->2,0.9122519727827733,0.24884167305032256,0.6634102997324507,random,100
0,1,erp,cross_session,51,2->1,0.6991048387993224,0.44686768383001924,0.25223715496930316,random,100
0,1,erp,cross_session,52,1->2,0.8408375159901524,0.32417847610217165,0.5166590398879808,random,100
0,1,erp,cross_session,52,2->1,0.5515463828468468,0.38396041225298383,0.16758597059386293,random,100
0,1,erp,cross_session,7,1->2,0.10522115533237272,0.6234690654525727,-0.5182479101202,random,100
0,1,erp,cross_session,7,2->1,0.40494656190388706,0.6898923149438173,-0.28494575303993025,random,100
0,1,erp,cross_session,8,1->2,0.6726717459051269,0.21721408817955357,0.45545765772557334,random,100
0,1,erp,cross_session,8,2->1,0.5104345528409509,0.10572095003098031,0.40471360280997054,random,100
0,1,erp,cross_session,9,1->2,0.5812296020834017,-0.023714896102621088,0.6049444981860228,random,100
0,1,erp,cross_session,9,2->1,0.3721666218388115,0.33634276771237104,0.03582385412644046,random,100
0,1,ssvep,alignment,11,1,0.9716047891343138,0.9549902910422245,0.016614498092089258,random,100
0,1,ssvep,alignment,11,2,0.9661899993459233,0.927268671214328,0.03892132813159532,random,100
0,1,ssvep,alignment,12,1,0.9707253925203858,0.8418811794116151,0.1288442131087707,random,100
0,1,ssvep,alignment,12,2,0.9853478031851786,0.9094851352797315,0.07586266790544705,random,100
0,1,ssvep,alignment,15,1,0.8979785439079906,0.848488929279334,0.04948961462865664,random,100
0,1,ssvep,alignment,15,2,0.89653650761291,0.7658291391762551,0.13070736843665498,random,100
0,1,ssvep,alignment,16,1,0.9587618788817914,0.9070746115574029,0.05168726732438855,random,100
0,1,ssvep,alignment,16,2,0.9671408189977981,0.9035767654452198,0.06356405355257833,random,100
0,1,ssvep,alignment,18,1,0.9541044218111393,0.8843501200808962,0.0697543017302431,random,100
0,1,ssvep,alignment,18,2,0.9738501260572671,0.9269092576390618,0.04694086841820522,random,100
0,1,ssvep,alignment,20,1,0.9710472548271624,0.534554562832345,0.43649269199481733,random,100
0,1,ssvep,alignment,20,2,0.9712190764973254,0.6745690734527469,0.29665000304457856,random,100
0,1,ssvep,alignment,21,1,0.8938234222913953,0.6641164928095507,0.22970692948184468,random,100
0,1,ssvep,alignment,21,2,0.9026288515721232,0.6867747353298108,0.21585411624231243,random,100
0,1,ssvep,alignment,22,1,0.9415395082836207,0.7589200305964138,0.18261947768720688,random,100
0,1,ssvep,alignment,22,2,0.9162991428424997,0.6981275141851013,0.21817162865739836,random,100
0,1,ssvep,alignment,23,1,0.7785367809318291,0.5297453311956037,0.24879144973622536,random,100
0,1,ssvep,alignment,23,2,0.741496339154776,0.5331390698841493,0.2083572692706267,random,100
0,1,ssvep,alignment,24,1,0.9511405136100419,0.8310039188741051,0.12013659473593685,random,100
0,1,ssvep,alignment,24,2,0.9437589171994519,0.8397529161621609,0.10400600103729107,random,100
0,1,ssvep,alignment,25,1,0.9806892536246432,0.8615430256942354,0.11914622793040786,random,100
0,1,ssvep,alignment,25,2,0.9760592703623107,0.8436440966529122,0.13241517370939848,random,100
0,1,ssvep,alignment,26,1,0.9851480211381638,0.9128421147960698,0.072305906342094,random,100
0,1,ssvep,alignment,26,2,0.9714361888351148,0.8775606144285671,0.0938755744065477,random,100
0,1,ssvep,alignment,27,1,0.9925709230346665,0.9543867271999258,0.03818419583474075,random,100
0,1,ssvep,alignment,27,2,0.9938221359624678,0.9647957631472454,0.029026372815222468,random,100
0,1,ssvep,alignment,29,1,0.9580336517262309,0.6788108548772486,0.2792227968489823,random,100
0,1,ssvep,alignment,29,2,0.9699007016784791,0.7461180777973547,0.22378262388112435,random,100
0,1,ssvep,alignment,30,1,0.9514507518841617,0.5090944175975392,0.4423563342866226,random,100
0,1,ssvep,alignment,30,2,0.9750438629571323,0.631541661468718,0.34350220148841426,random,100
0,1,ssvep,alignment,31,1,0.9595999750683208,0.8631608023555282,0.09643917271279268,random,100
0,1,ssvep,alignment,31,2,0.9546577645125791,0.8436996216281127,0.11095814288446637,random,100
0,1,ssvep,alignment,34,1,0.9454195263348942,0.7781311331100466,0.16728839322484768,random,100
0,1,ssvep,alignment,34,2,0.9254141888578181,0.7711825862235143,0.1542316026343038,random,100
0,1,ssvep,alignment,35,1,0.9659254677762421,0.9168265001133226,0.049098967662919546,random,100
0,1,ssvep,alignment,35,2,0.9661550276962889,0.8190468577257977,0.14710816997049125,random,100
0,1,ssvep,alignment,37,1,0.9744130763728653,0.9196040188436162,0.05480905752924914,random,100
0,1,ssvep,alignment,37,2,0.9728451613069882,0.8816255967961548,0.09121956451083335,random,100
0,1,ssvep,alignment,38,1,0.94360230486078,0.8140302563759275,0.1295720484848525,random,100
0,1,ssvep,alignment,38,2,0.9643232788854884,0.8627262295275965,0.10159704935789193,random,100
0,1,ssvep,alignment,39,1,0.9739404343257634,0.9259297849140047,0.0480106494117587,random,100
0,1,ssvep,alignment,39,2,0.9765809979850247,0.9349198852504592,0.04166111273456552,random,100
0,1,ssvep,alignment,4,1,0.9704674101071237,0.9269214112549387,0.04354599885218502,random,100
0,1,ssvep,alignment,4,2,0.9844224169731899,0.9343587217572294,0.050063695215960435,random,100
0,1,ssvep,alignment,41,1,0.9482943906024082,0.9242364813264723,0.024057909275935874,random,100
0,1,ssvep,alignment,41,2,0.9628636208362915,0.9296776334097413,0.03318598742655021,random,100
0,1,ssvep,alignment,42,1,0.9857128062490178,0.9454791889386118,0.04023361731040598,random,100
