dataset,seed,alpha,policy,label,metric,value
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,csr,0.0
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,1.0
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,4.0
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.5929824561403509
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.40130196185829375
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.4087640977443609
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.20999374872653037
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,0,0.1,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,csr,0.15789473684210525
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,0.8421052631578947
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,3.9482456140350877
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.5929824561403509
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.40130196185829375
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.4087640977443609
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.20999374872653037
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,0,0.2,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,csr,0.15789473684210525
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,0.8421052631578947
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,3.9807017543859646
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.5824561403508772
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.4006568169908095
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.4177709899749373
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.2229251591752929
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
