epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7634624017957351,0.7511111111111111,0.6320538720538721,0.9072222222222223,0.405993292177165,3.4969606973506786,3.9029539823532104,1.070905868653898,0.0,0.0,0.0,0.0,19,0.7394709474871302,1.0,9.219286918640137
1,0.7648821548821548,0.7555555555555555,0.6363131313131313,0.9027777777777779,0.3982152916766979,3.3845855748211897,3.782800864290308,1.0964717997445002,0.0,0.0,0.0,0.0,19,0.7394709474871302,1.0,16.83875870704651
2,0.7651178451178451,0.7533333333333334,0.6342424242424243,0.9077777777777778,0.4009750176359106,3.2700062063005237,3.670981204068219,1.1701049970255957,0.025,0.015,0.025,0.034999999999999996,19,0.7394709474871302,1.0,24.429373502731323
3,0.7669921436588103,0.7511111111111111,0.6381986531986532,0.9116666666666666,0.4004861458584114,3.196243586363616,3.596729733325817,1.1734073449064184,0.05,0.03,0.05,0.06999999999999999,19,0.7394709474871302,1.0,32.00853967666626
4,0.7671661054994389,0.7461111111111112,0.6414983164983166,0.9138888888888889,0.3997847940082903,3.2079335539429277,3.6077183617485895,1.1767840915256076,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.7485195055800203,0.692792303302153,41.8013174533844
5,0.7688215488215487,0.7494444444444444,0.647020202020202,0.91,0.40118565217212393,3.286285780094288,3.6874714295069375,1.2645308916215543,0.1,0.06,0.1,0.13999999999999999,19,0.7485195055800203,0.692792303302153,49.43526315689087
6,0.7661391694725027,0.7538888888888888,0.638973063973064,0.9055555555555556,0.39826402344085554,3.312294779000459,3.7105587941628917,1.2809469644670133,0.1,0.06,0.1,0.13999999999999999,19,0.7485195055800203,0.692792303302153,57.21803021430969
7,0.7663748597081931,0.7438888888888888,0.6446801346801347,0.9105555555555556,0.3984410177778315,3.322974509663052,3.7214155241295144,1.360949001930378,0.1,0.06,0.1,0.13999999999999999,19,0.7485195055800203,0.692792303302153,64.86032032966614
8,0.7662008978675646,0.7577777777777778,0.6397138047138047,0.9011111111111111,0.3952479136210901,3.463446356632091,3.8586942619747586,1.178118051202209,0.1,0.06,0.1,0.13999999999999999,19,0.7615539006856504,0.5131605544907656,74.630455493927
9,0.7673961840628506,0.7477777777777778,0.6438552188552189,0.9105555555555556,0.4008677452802658,3.4372093236004866,3.8380770639136985,1.2231212147959956,0.1,0.06,0.1,0.13999999999999999,19,0.7615539006856504,0.5131605544907656,82.30370473861694
10,0.765628507295174,0.7477777777777779,0.6435521885521885,0.9055555555555554,0.3967770448437444,3.4254729085498385,3.822249929110209,1.285579279617027,0.1,0.06,0.1,0.13999999999999999,19,0.7615539006856504,0.5131605544907656,90.04046034812927
