regime,task,inner_split_policy,folds,max_epochs,patience,task_mean_delta_pp,positive_folds,zero_folds,negative_folds,outer_development_opened,final_heldout_accessed
XRA_G2_ADAPTER_SCALE_LAST_MIXER,WBCIC_MI,canonical_frozen,5,20,5,0.0995707070707108,3,2,0,False,False
