epoch,loss,macro_f1,balanced_accuracy
1,1.3862285614013672,0.1648209787741761,0.2615921862816273
2,1.3840692482496564,0.14346459146084217,0.2595058280229088
3,1.3753359913825989,0.2234557932546932,0.2722500067220564
4,1.3497449787039506,0.20827023076181822,0.2581252856873975
5,1.31467499544746,0.23727513416008078,0.28147350837568225
6,1.2637988109337657,0.26491274769152645,0.2903726708074534
7,1.1747114987749803,0.2544802045603976,0.2787141042187626
8,1.0876402274558419,0.2483036236548368,0.263375211744777
9,1.0160763891119706,0.26783015592851134,0.28556976150143853
10,0.9546996653079987,0.27932524594706537,0.2923094633110161
11,0.9067535070996535,0.23957201834068792,0.260365410986529
12,0.9544173071258947,0.26680856622560795,0.2787653598989003
