dataset,space,previous_cosine_AUROC,new_K1_optimizer_aligned_AUROC,new_K4_optimizer_aligned_AUROC,previous_cosine_Spearman,new_K1_optimizer_aligned_Spearman,new_K4_optimizer_aligned_Spearman,K4_same_minus_different_AUROC_advantage,K4_same_minus_different_Spearman_advantage,K4_pass,previous_cosine_note
OpenBMI,C,,0.6617535903250189,0.7375913328294281,,0.23952346840397226,0.41910708174801853,0.14682539682539686,0.31728150862856547,True,previous metric existed for CM only
OpenBMI,M,,0.6447561872090174,0.6606836559666749,,0.2855867553578938,0.33926102205496,0.11069590786571926,0.2762237302203452,True,previous metric existed for CM only
OpenBMI,CM,0.6432259213,0.6635334858697668,0.6525261270175005,0.2599282625,0.28954477682900387,0.35167716271653315,0.11771071671510736,0.3033392799082903,True,exact previous CM-GA raw-cosine value
WBCIC,C,,0.7381202691337259,0.7692388561816652,,0.4689123931215512,0.49414192912389404,0.060239697224558464,0.1081659231345749,False,previous metric existed for CM only
WBCIC,M,,0.5552469135802469,0.6151234567901235,,0.16300323263191135,0.20941960369924306,0.1962962962962963,0.3590643392042027,False,previous metric existed for CM only
WBCIC,CM,0.6034500357,0.5494013534617387,0.6059344091618948,0.2213600083,0.16447172379077646,0.21894366788003475,0.12024986985944813,0.3143856646779204,False,exact previous CM-GA raw-cosine value
