observation_id,task,dataset,fold,seed,space,round,K,subject_A,subject_B,different_subjects,global_subjects,m_per_class,B_blocks_disjoint,A_B_disjoint,controls_exclude_A_B,gradient_mode,c_same,c_different,c_global,g_B_norm,g_different_norm,g_global_norm,future_harm,harm_label,loss_B_future_before,loss_B_future_after,checkpoint_sha256,normalizer_sha256
OpenBMI_MI:f4:M:r1:B=22:A=26,OpenBMI_MI,OpenBMI,4,0,M,1,2,26,22,40;43,16;19,8,True,True,True,eval_dropout_disabled,3.0804229027125984e-05,-1.8464975255483296e-06,2.3786324163665995e-05,0.07158911973237991,0.017617901787161827,0.12060539424419403,1.33514404296875e-05,1,0.3600844144821167,0.3600977659225464,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=22:A=26,OpenBMI_MI,OpenBMI,4,0,M,1,4,26,22,40;43;45;47,16;19;23;27,8,True,True,True,eval_dropout_disabled,1.9469705875962973e-05,6.10909182796604e-06,7.578662007290404e-06,0.04120853915810585,0.020380007103085518,0.06393896043300629,1.33514404296875e-05,1,0.3600844144821167,0.3600977659225464,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=23:A=27,OpenBMI_MI,OpenBMI,4,0,M,1,1,27,23,22,3,8,True,True,True,eval_dropout_disabled,1.776683347998187e-05,-1.5408482795464806e-05,1.5428924598381855e-05,0.10238827764987946,0.03776025399565697,0.03064434789121151,-5.486607551574707e-05,0,0.40875551104545593,0.4087006449699402,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=23:A=27,OpenBMI_MI,OpenBMI,4,0,M,1,2,27,23,22;26,3;5,8,True,True,True,eval_dropout_disabled,1.971798610611586e-06,-2.715419896048843e-06,-2.887071605073288e-05,0.04821233078837395,0.019945774227380753,0.07120085507631302,-5.486607551574707e-05,0,0.40875551104545593,0.4087006449699402,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=23:A=27,OpenBMI_MI,OpenBMI,4,0,M,1,4,27,23,22;26;28;30,3;5;6;8,8,True,True,True,eval_dropout_disabled,2.8253596155991545e-06,2.531156496843323e-06,-3.3592536055948585e-05,0.042302876710891724,0.022485751658678055,0.06983468681573868,-5.486607551574707e-05,0,0.40875551104545593,0.4087006449699402,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=26:A=28,OpenBMI_MI,OpenBMI,4,0,M,1,1,28,26,47,49,8,True,True,True,eval_dropout_disabled,-9.977639820135664e-06,2.2190390154719353e-05,3.056430159631418e-06,0.03939864784479141,0.05611845478415489,0.04673618823289871,-3.097951412200928e-05,0,0.18453803658485413,0.18450705707073212,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=26:A=28,OpenBMI_MI,OpenBMI,4,0,M,1,2,28,26,47;49,49;50,8,True,True,True,eval_dropout_disabled,-1.3007084817218129e-05,1.7792192011256702e-05,-3.814305819105357e-05,0.030812878161668777,0.035484086722135544,0.09371420741081238,-3.097951412200928e-05,0,0.18453803658485413,0.18450705707073212,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=26:A=28,OpenBMI_MI,OpenBMI,4,0,M,1,4,28,26,47;49;50;1,49;50;1;2,8,True,True,True,eval_dropout_disabled,-1.1350826753186993e-05,1.4751771232113242e-05,-8.174363756552339e-06,0.024428715929389,0.03818800300359726,0.024641262367367744,-3.097951412200928e-05,0,0.18453803658485413,0.18450705707073212,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=27:A=30,OpenBMI_MI,OpenBMI,4,0,M,1,1,30,27,32,45,8,True,True,True,eval_dropout_disabled,-4.634221113519743e-05,-6.571156700374559e-05,-3.1138180929701775e-05,0.12205682694911957,0.16433797776699066,0.1197819858789444,-2.065300941467285e-05,0,0.32895946502685547,0.3289388120174408,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=27:A=30,OpenBMI_MI,OpenBMI,4,0,M,1,2,30,27,32;33,45;47,8,True,True,True,eval_dropout_disabled,-1.8807499145623296e-05,-4.1289153159596026e-05,-1.759440783644095e-05,0.05088972672820091,0.11423276364803314,0.06436622142791748,-2.065300941467285e-05,0,0.32895946502685547,0.3289388120174408,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=27:A=30,OpenBMI_MI,OpenBMI,4,0,M,1,4,30,27,32;33;35;40,45;47;49;50,8,True,True,True,eval_dropout_disabled,-7.0295159275701735e-06,-2.4304392354679294e-05,-1.2189390872663353e-05,0.016326168552041054,0.063083216547966,0.031013047322630882,-2.065300941467285e-05,0,0.32895946502685547,0.3289388120174408,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=28:A=31,OpenBMI_MI,OpenBMI,4,0,M,1,1,31,28,35,6,8,True,True,True,eval_dropout_disabled,9.96412018139381e-06,-2.045666178673855e-06,4.912143140245462e-06,0.060385942459106445,0.01674738898873329,0.03111179731786251,-6.556510925292969e-07,0,0.1639336496591568,0.16393299400806427,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=28:A=31,OpenBMI_MI,OpenBMI,4,0,M,1,2,31,28,35;40,6;8,8,True,True,True,eval_dropout_disabled,4.124024144402938e-06,-1.0255625966237858e-05,9.939408300851937e-06,0.012207139283418655,0.021510055288672447,0.0750918760895729,-6.556510925292969e-07,0,0.1639336496591568,0.16393299400806427,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=28:A=31,OpenBMI_MI,OpenBMI,4,0,M,1,4,31,28,35;40;43;45,6;8;10;14,8,True,True,True,eval_dropout_disabled,2.9294005798874423e-06,-2.140651986337616e-06,7.92086029832717e-06,0.012787336483597755,0.014452118426561356,0.020486392080783844,-6.556510925292969e-07,0,0.1639336496591568,0.16393299400806427,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=30:A=32,OpenBMI_MI,OpenBMI,4,0,M,1,1,32,30,47,31,8,True,True,True,eval_dropout_disabled,-9.1748288468807e-06,-2.2190401068655774e-05,-1.2381358828861266e-05,0.08866670727729797,0.05611845478415489,0.05298846960067749,-2.781301736831665e-05,0,0.08796656131744385,0.08793874830007553,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=30:A=32,OpenBMI_MI,OpenBMI,4,0,M,1,2,32,30,47;49,31;33,8,True,True,True,eval_dropout_disabled,-3.482718238956295e-05,-1.7792199287214316e-05,-8.530830200470518e-06,0.1255539506673813,0.035484086722135544,0.03710329905152321,-2.781301736831665e-05,0,0.08796656131744385,0.08793874830007553,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=30:A=32,OpenBMI_MI,OpenBMI,4,0,M,1,4,32,30,47;49;50;1,31;33;35;40,8,True,True,True,eval_dropout_disabled,-5.3345836931839585e-05,-1.4751777598576155e-05,-1.5702014934504405e-05,0.1327957659959793,0.03818800300359726,0.043199557811021805,-2.781301736831665e-05,0,0.08796656131744385,0.08793874830007553,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=31:A=33,OpenBMI_MI,OpenBMI,4,0,M,1,1,33,31,10,8,8,True,True,True,eval_dropout_disabled,-8.68736970005557e-06,3.005350663443096e-05,-6.063118053134531e-05,0.05082084238529205,0.07048365473747253,0.12104156613349915,-3.522634506225586e-05,0,0.09431640803813934,0.09428118169307709,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=31:A=33,OpenBMI_MI,OpenBMI,4,0,M,1,2,33,31,10;14,8;10,8,True,True,True,eval_dropout_disabled,-1.0534364264458418e-05,1.9852100194839295e-06,-1.2108022929169238e-05,0.05176757648587227,0.014016999863088131,0.037826839834451675,-3.522634506225586e-05,0,0.09431640803813934,0.09428118169307709,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=31:A=33,OpenBMI_MI,OpenBMI,4,0,M,1,4,33,31,10;14;16;19,8;10;14;16,8,True,True,True,eval_dropout_disabled,-2.5175686459988356e-05,-9.538618542137556e-06,-2.8561265935422853e-05,0.07145039737224579,0.02131427451968193,0.05513206124305725,-3.522634506225586e-05,0,0.09431640803813934,0.09428118169307709,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=32:A=35,OpenBMI_MI,OpenBMI,4,0,M,1,1,35,32,33,28,8,True,True,True,eval_dropout_disabled,-1.3662611308973283e-05,-2.263834721816238e-05,-1.7533482605358586e-05,0.16433797776699066,0.07042320817708969,0.04733745753765106,-5.334615707397461e-06,0,0.26859378814697266,0.26858845353126526,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=32:A=35,OpenBMI_MI,OpenBMI,4,0,M,1,2,35,32,33;40,28;30,8,True,True,True,eval_dropout_disabled,1.7137572285719216e-06,-1.0567112440185156e-05,1.9413528207223862e-07,0.0883907675743103,0.04295169934630394,0.10025427490472794,-5.334615707397461e-06,0,0.26859378814697266,0.26858845353126526,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=32:A=35,OpenBMI_MI,OpenBMI,4,0,M,1,4,35,32,33;40;43;45,28;30;31;33,8,True,True,True,eval_dropout_disabled,9.00630129763158e-06,-1.069491554517299e-05,-4.153313966526184e-06,0.05828196555376053,0.027011273428797722,0.06480031460523605,-5.334615707397461e-06,0,0.26859378814697266,0.26858845353126526,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=33:A=40,OpenBMI_MI,OpenBMI,4,0,M,1,1,40,33,8,23,8,True,True,True,eval_dropout_disabled,-9.552331903250888e-06,-7.323591489694081e-06,4.019268544652732e-06,0.07042320817708969,0.09042920917272568,0.041372042149305344,-8.121132850646973e-06,0,0.18908709287643433,0.18907897174358368,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=33:A=40,OpenBMI_MI,OpenBMI,4,0,M,1,2,40,33,8;10,23;26,8,True,True,True,eval_dropout_disabled,-8.639583938929718e-06,-2.560295797593426e-06,-2.5449571694480255e-07,0.04488592967391014,0.021004492416977882,0.01220417208969593,-8.121132850646973e-06,0,0.18908709287643433,0.18907897174358368,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=33:A=40,OpenBMI_MI,OpenBMI,4,0,M,1,4,40,33,8;10;14;16,23;26;27;28,8,True,True,True,eval_dropout_disabled,-9.388446414959617e-06,-5.613458597508725e-06,-1.3706979871130898e-06,0.0873759388923645,0.05022217705845833,0.013623538427054882,-8.121132850646973e-06,0,0.18908709287643433,0.18907897174358368,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=35:A=43,OpenBMI_MI,OpenBMI,4,0,M,1,1,43,35,31,27,8,True,True,True,eval_dropout_disabled,1.5950034821798909e-06,1.2503943253250327e-05,-8.727184649615083e-06,0.01674738898873329,0.05082084238529205,0.024145977571606636,-1.646578311920166e-06,0,0.012745779007673264,0.012744132429361343,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=35:A=43,OpenBMI_MI,OpenBMI,4,0,M,1,2,43,35,31;32,27;28,8,True,True,True,eval_dropout_disabled,9.224806944985176e-07,3.9107631891965866e-05,-1.505881527918973e-06,0.009244640357792377,0.09968077391386032,0.018340786918997765,-1.646578311920166e-06,0,0.012745779007673264,0.012744132429361343,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=35:A=43,OpenBMI_MI,OpenBMI,4,0,M,1,4,43,35,31;32;33;40,27;28;30;31,8,True,True,True,eval_dropout_disabled,6.260712325456552e-06,2.7031515855924226e-05,2.2814901967649348e-05,0.02484719827771187,0.06997667998075485,0.053369324654340744,-1.646578311920166e-06,0,0.012745779007673264,0.012744132429361343,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=40:A=45,OpenBMI_MI,OpenBMI,4,0,M,1,1,45,40,43,2,8,True,True,True,eval_dropout_disabled,6.925472007424105e-06,-2.936226337624248e-06,-1.7236978237633593e-05,0.03948821499943733,0.039209578186273575,0.03684522211551666,-1.049041748046875e-05,0,0.15945959091186523,0.15944910049438477,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=40:A=45,OpenBMI_MI,OpenBMI,4,0,M,1,2,45,40,43;47,2;3,8,True,True,True,eval_dropout_disabled,-1.9073160729021765e-05,-1.2563305972435046e-05,-9.040263648785185e-07,0.061966244131326675,0.026114312931895256,0.008511234074831009,-1.049041748046875e-05,0,0.15945959091186523,0.15944910049438477,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=40:A=45,OpenBMI_MI,OpenBMI,4,0,M,1,4,45,40,43;47;49;50,2;3;5;6,8,True,True,True,eval_dropout_disabled,-2.358710116823204e-05,-3.9015208130877e-06,-2.274397775181569e-05,0.06310469657182693,0.009334217756986618,0.048228614032268524,-1.049041748046875e-05,0,0.15945959091186523,0.15944910049438477,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=43:A=47,OpenBMI_MI,OpenBMI,4,0,M,1,1,47,43,49,19,8,True,True,True,eval_dropout_disabled,1.6737543774070218e-05,4.085831733391387e-06,-9.838108780968469e-06,0.039209578186273575,0.032066911458969116,0.05955125764012337,4.76837158203125e-06,1,0.0720238983631134,0.07202866673469543,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=43:A=47,OpenBMI_MI,OpenBMI,4,0,M,1,2,47,43,49;50,19;22,8,True,True,True,eval_dropout_disabled,1.5037801858852617e-05,-3.816930984612554e-06,-2.8122161893406883e-05,0.03267687186598778,0.016412919387221336,0.0818592980504036,4.76837158203125e-06,1,0.0720238983631134,0.07202866673469543,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=43:A=47,OpenBMI_MI,OpenBMI,4,0,M,1,4,47,43,49;50;1;2,19;22;23;26,8,True,True,True,eval_dropout_disabled,5.895437425351702e-06,-1.407059062330518e-05,-1.1299358448013663e-05,0.015645792707800865,0.052644502371549606,0.03981953114271164,4.76837158203125e-06,1,0.0720238983631134,0.07202866673469543,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=45:A=49,OpenBMI_MI,OpenBMI,4,0,M,1,1,49,45,40,31,8,True,True,True,eval_dropout_disabled,-1.7035416021826677e-05,6.925492471054895e-06,-1.238129425473744e-05,0.033303823322057724,0.03948821499943733,0.05298846960067749,-5.5909156799316406e-05,0,0.4605611264705658,0.4605052173137665,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=45:A=49,OpenBMI_MI,OpenBMI,4,0,M,1,2,49,45,40;43,31;32,8,True,True,True,eval_dropout_disabled,-3.304217534605414e-05,1.9946314750995953e-06,8.75834757607663e-07,0.07241589576005936,0.017617901787161827,0.03990308567881584,-5.5909156799316406e-05,0,0.4605611264705658,0.4605052173137665,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=45:A=49,OpenBMI_MI,OpenBMI,4,0,M,1,4,49,45,40;43;47;50,31;32;33;35,8,True,True,True,eval_dropout_disabled,-1.8881039068219252e-05,1.1783610034399317e-06,-9.007936796479044e-07,0.0458260104060173,0.019466055557131767,0.0266207754611969,-5.5909156799316406e-05,0,0.4605611264705658,0.4605052173137665,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=47:A=50,OpenBMI_MI,OpenBMI,4,0,M,1,1,50,47,6,35,8,True,True,True,eval_dropout_disabled,2.2190359231899492e-05,1.3843271517544053e-05,6.745767677784897e-07,0.05611845478415489,0.030925054103136063,0.0017515269573777914,1.7583370208740234e-05,1,0.06248550862073898,0.06250309199094772,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=47:A=50,OpenBMI_MI,OpenBMI,4,0,M,1,2,50,47,6;8,35;40,8,True,True,True,eval_dropout_disabled,1.3393791050475556e-05,2.758046321105212e-05,2.2873160560266115e-05,0.033136263489723206,0.06055600568652153,0.05467599257826805,1.7583370208740234e-05,1,0.06248550862073898,0.06250309199094772,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=47:A=50,OpenBMI_MI,OpenBMI,4,0,M,1,4,50,47,6;8;10;14,35;40;43;45,8,True,True,True,eval_dropout_disabled,2.1227468096185476e-05,1.279762636841042e-05,2.2857268049847335e-05,0.044872477650642395,0.03243907168507576,0.05212675780057907,1.7583370208740234e-05,1,0.06248550862073898,0.06250309199094772,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=49:A=1,OpenBMI_MI,OpenBMI,4,0,M,1,1,1,49,43,35,8,True,True,True,eval_dropout_disabled,-1.3394001143751666e-05,-2.9362217901507393e-06,-6.745769383087463e-07,0.032066911458969116,0.039209578186273575,0.0017515269573777914,-1.4260411262512207e-05,0,0.09234558045864105,0.09233132004737854,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=49:A=1,OpenBMI_MI,OpenBMI,4,0,M,1,2,1,49,43;45,35;40,8,True,True,True,eval_dropout_disabled,-8.225216333812568e-06,-9.98582981992513e-06,-2.2873195121064782e-05,0.021780533716082573,0.028816185891628265,0.05467599257826805,-1.4260411262512207e-05,0,0.09234558045864105,0.09233132004737854,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=49:A=1,OpenBMI_MI,OpenBMI,4,0,M,1,4,1,49,43;45;47;50,35;40;43;45,8,True,True,True,eval_dropout_disabled,-5.537538072530879e-06,-4.811880899069365e-06,-2.2857288058730774e-05,0.0179232656955719,0.012775687500834465,0.05212675780057907,-1.4260411262512207e-05,0,0.09234558045864105,0.09233132004737854,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=50:A=2,OpenBMI_MI,OpenBMI,4,0,M,1,1,2,50,45,22,8,True,True,True,eval_dropout_disabled,2.2914537112228572e-05,-1.7035439668688923e-05,-4.1361818148288876e-05,0.05978824943304062,0.033303823322057724,0.11207174509763718,-1.049041748046875e-05,0,0.5517730712890625,0.551762580871582,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=50:A=2,OpenBMI_MI,OpenBMI,4,0,M,1,2,2,50,45;47,22;23,8,True,True,True,eval_dropout_disabled,5.112856160849333e-05,-1.9612918549682945e-05,-2.759253402473405e-05,0.11481950432062149,0.04078104719519615,0.06395947933197021,-1.049041748046875e-05,0,0.5517730712890625,0.551762580871582,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=50:A=2,OpenBMI_MI,OpenBMI,4,0,M,1,4,2,50,45;47;49;1,22;23;26;27,8,True,True,True,eval_dropout_disabled,5.213541953708045e-05,-2.4739270884310827e-05,-7.022949830570724e-06,0.10787761211395264,0.050176240503787994,0.021836623549461365,-1.049041748046875e-05,0,0.5517730712890625,0.551762580871582,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:CM:r0:B=1:A=2,OpenBMI_MI,OpenBMI,4,0,CM,0,1,2,1,26,33,8,True,True,True,eval_dropout_disabled,-5.119183333590627e-05,7.273653864103835e-06,-1.0891702913795598e-05,0.10642872005701065,0.04041649401187897,0.035209715366363525,-5.364418029785156e-05,0,0.41243401169776917,0.4123803675174713,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:CM:r0:B=1:A=2,OpenBMI_MI,OpenBMI,4,0,CM,0,2,2,1,26;27,33;35,8,True,True,True,eval_dropout_disabled,-4.108132270630449e-05,-2.6593297661747783e-05,-5.808004516438814e-06,0.08886831253767014,0.048694077879190445,0.017970167100429535,-5.364418029785156e-05,0,0.41243401169776917,0.4123803675174713,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:CM:r0:B=1:A=2,OpenBMI_MI,OpenBMI,4,0,CM,0,4,2,1,26;27;28;30,33;35;40;43,8,True,True,True,eval_dropout_disabled,-3.904537879861891e-05,-9.880115612759255e-06,-1.6065372619777918e-05,0.09294635057449341,0.031300630420446396,0.032089754939079285,-5.364418029785156e-05,0,0.41243401169776917,0.4123803675174713,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:CM:r0:B=2:A=3,OpenBMI_MI,OpenBMI,4,0,CM,0,1,3,2,47,32,8,True,True,True,eval_dropout_disabled,-6.897520506754518e-05,-1.7928290617419407e-05,-9.459155990043655e-06,0.13369974493980408,0.05788886174559593,0.0971059799194336,-0.00010260939598083496,0,0.40672773122787476,0.4066251218318939,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
