observation_id,task,dataset,fold,seed,space,round,subject_A,subject_B,optimizer,learning_rate,weight_decay,global_grad_clip,gradient_mode,delta_norm,g_A_norm,g_A_delta_dot,g_A_delta_cosine,preclip_global_grad_norm,loss_A,checkpoint_sha256,normalizer_sha256
OpenBMI_MI:f0:CM:r1:B=20:A=22,OpenBMI_MI,OpenBMI,0,0,CM,1,22,20,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000127759762108,0.05135684460401535,-2.7756888812291436e-05,-0.9007658958435059,0.05135684832930565,0.4995426535606384,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=21:A=23,OpenBMI_MI,OpenBMI,0,0,CM,1,23,21,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000126013532281,0.05253634601831436,-2.678676537470892e-05,-0.8497673869132996,0.05253634601831436,0.2942391633987427,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=22:A=27,OpenBMI_MI,OpenBMI,0,0,CM,1,27,22,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000129505991936,0.04984787106513977,-2.8140413633082062e-05,-0.9408560991287231,0.04984787106513977,0.1494126319885254,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=23:A=28,OpenBMI_MI,OpenBMI,0,0,CM,1,28,23,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000600011320784688,0.014948890544474125,-7.799646482453682e-06,-0.8695738911628723,0.014948890544474125,0.06413612514734268,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=27:A=30,OpenBMI_MI,OpenBMI,0,0,CM,1,30,27,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000600012659560889,0.10575447231531143,-4.853498830925673e-05,-0.764884352684021,0.10575447231531143,0.3990698456764221,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=28:A=31,OpenBMI_MI,OpenBMI,0,0,CM,1,31,28,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000127759762108,0.045074354857206345,-2.389098153798841e-05,-0.8833726048469543,0.045074354857206345,0.08527784049510956,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=30:A=34,OpenBMI_MI,OpenBMI,0,0,CM,1,34,30,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000128923915327,0.0565149188041687,-2.96637572319014e-05,-0.8747872710227966,0.0565149188041687,0.6960628032684326,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=31:A=35,OpenBMI_MI,OpenBMI,0,0,CM,1,35,31,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000066641718149,0.007166742812842131,-3.27705015479296e-06,-0.7620880007743835,0.007166742812842131,0.015410047024488449,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=34:A=40,OpenBMI_MI,OpenBMI,0,0,CM,1,40,34,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000127177685499,0.031962987035512924,-1.733633689582348e-05,-0.9039605855941772,0.031962987035512924,0.3824455142021179,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=35:A=41,OpenBMI_MI,OpenBMI,0,0,CM,1,41,35,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000125431455672,0.03849034011363983,-1.8414233636576682e-05,-0.7973363399505615,0.03849034011363983,0.44141072034835815,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=40:A=43,OpenBMI_MI,OpenBMI,0,0,CM,1,43,40,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000128923915327,0.07224705070257187,-3.4614084142958745e-05,-0.7984948754310608,0.07224705070257187,0.33245763182640076,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=41:A=44,OpenBMI_MI,OpenBMI,0,0,CM,1,44,41,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000090506859124,0.03565197065472603,-1.770209928508848e-05,-0.8275293707847595,0.03565197065472603,0.27634793519973755,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=43:A=45,OpenBMI_MI,OpenBMI,0,0,CM,1,45,43,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000130088068545,0.06213156506419182,-3.483681211946532e-05,-0.9344701766967773,0.06213156133890152,0.442710816860199,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=44:A=46,OpenBMI_MI,OpenBMI,0,0,CM,1,46,44,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000130088068545,0.051785897463560104,-2.9585116863017902e-05,-0.9521406292915344,0.051785897463560104,0.5659642815589905,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=45:A=48,OpenBMI_MI,OpenBMI,0,0,CM,1,48,45,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000600011320784688,0.06260311603546143,-2.906827285187319e-05,-0.7738625407218933,0.06260311603546143,0.2789170742034912,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=46:A=49,OpenBMI_MI,OpenBMI,0,0,CM,1,49,46,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000600012659560889,0.035321999341249466,-1.9004246496479027e-05,-0.8966953158378601,0.035321999341249466,0.11695888638496399,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=48:A=50,OpenBMI_MI,OpenBMI,0,0,CM,1,50,48,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000131252221763,0.11206673085689545,-6.44108367851004e-05,-0.9579028487205505,0.11206673830747604,0.7775076031684875,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=49:A=52,OpenBMI_MI,OpenBMI,0,0,CM,1,52,49,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000077119097114,0.03271348401904106,-1.2026101103401743e-05,-0.6126905083656311,0.03271348029375076,0.13932150602340698,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=50:A=53,OpenBMI_MI,OpenBMI,0,0,CM,1,53,50,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000124267302454,0.019351931288838387,-1.0725676474976353e-05,-0.9237195253372192,0.019351929426193237,0.19741420447826385,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=52:A=1,OpenBMI_MI,OpenBMI,0,0,CM,1,1,52,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000124849379063,0.02622925117611885,-1.3024528925598133e-05,-0.827591061592102,0.02622925117611885,0.3548806309700012,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f0:CM:r1:B=53:A=2,OpenBMI_MI,OpenBMI,0,0,CM,1,2,53,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0006000127177685499,0.06224995106458664,-3.149759868392721e-05,-0.8432919979095459,0.06224995106458664,0.2895403504371643,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI:f1:C:r0:B=3:A=5,OpenBMI_MI,OpenBMI,1,0,C,0,5,3,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000000724568963,0.017216648906469345,-5.164991307538003e-06,-0.999998927116394,0.017216648906469345,0.0829695388674736,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=5:A=6,OpenBMI_MI,OpenBMI,1,0,C,0,6,5,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999975113198161,0.0010953377932310104,-3.285983325440611e-07,-0.9999961256980896,0.0010953377932310104,0.07268422842025757,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=6:A=7,OpenBMI_MI,OpenBMI,1,0,C,0,7,6,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000000724568963,0.017299834638834,-5.18994693265995e-06,-0.999998927116394,0.017299834638834,0.2994222044944763,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=7:A=9,OpenBMI_MI,OpenBMI,1,0,C,0,9,7,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001597683877,0.036915555596351624,-1.1074663234467153e-05,-0.9999991059303284,0.036915555596351624,0.27835267782211304,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=9:A=10,OpenBMI_MI,OpenBMI,1,0,C,0,10,9,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000000724568963,0.017687909305095673,-5.30636998519185e-06,-0.9999990463256836,0.017687909305095673,0.4256119728088379,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=10:A=16,OpenBMI_MI,OpenBMI,1,0,C,0,16,10,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001597683877,0.04679201543331146,-1.4037599612493068e-05,-0.9999990463256836,0.04679201543331146,0.47661563754081726,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=16:A=19,OpenBMI_MI,OpenBMI,1,0,C,0,19,16,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001306645572,0.022229164838790894,-6.668746664217906e-06,-0.9999989867210388,0.022229164838790894,0.2880128026008606,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=19:A=20,OpenBMI_MI,OpenBMI,1,0,C,0,20,19,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00029999989783391356,0.008604113012552261,-2.5812307740125107e-06,-0.9999987483024597,0.008604113012552261,0.1904006153345108,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=20:A=21,OpenBMI_MI,OpenBMI,1,0,C,0,21,20,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999989956151694,0.002346806228160858,-7.040388823043031e-07,-0.9999976754188538,0.002346806228160858,0.18233716487884521,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=21:A=22,OpenBMI_MI,OpenBMI,1,0,C,0,22,21,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001306645572,0.020220346748828888,-6.066101377655286e-06,-0.999998927116394,0.020220346748828888,0.4262506365776062,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=22:A=23,OpenBMI_MI,OpenBMI,1,0,C,0,23,22,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999993448611349,0.00341062992811203,-1.0231858595943777e-06,-0.9999980926513672,0.00341062992811203,0.29029375314712524,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=23:A=27,OpenBMI_MI,OpenBMI,1,0,C,0,27,23,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00030000018887221813,0.03242979198694229,-9.72893485595705e-06,-0.9999989867210388,0.03242979198694229,0.15143930912017822,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=27:A=30,OpenBMI_MI,OpenBMI,1,0,C,0,30,27,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999998105224222,0.0064905136823654175,-1.947151076819864e-06,-0.9999985694885254,0.0064905136823654175,0.19630950689315796,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=30:A=32,OpenBMI_MI,OpenBMI,1,0,C,0,32,30,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00029999989783391356,0.008958455175161362,-2.687533196876757e-06,-0.9999987483024597,0.008958455175161362,0.1577576845884323,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=32:A=33,OpenBMI_MI,OpenBMI,1,0,C,0,33,32,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000299999926937744,0.010235480964183807,-3.0706407869729446e-06,-0.9999988079071045,0.010235480964183807,0.10399002581834793,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=33:A=34,OpenBMI_MI,OpenBMI,1,0,C,0,34,33,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001306645572,0.03804021328687668,-1.1412059393478557e-05,-0.9999990463256836,0.03804021328687668,0.27606266736984253,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=34:A=38,OpenBMI_MI,OpenBMI,1,0,C,0,38,34,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000299999286653474,0.0031905025243759155,-9.571476766723208e-07,-0.9999980926513672,0.0031905025243759155,0.26079344749450684,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=38:A=41,OpenBMI_MI,OpenBMI,1,0,C,0,41,38,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00029999727848917246,0.0010138563811779022,-3.04153900287929e-07,-0.9999958872795105,0.0010138563811779022,0.37682363390922546,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=41:A=45,OpenBMI_MI,OpenBMI,1,0,C,0,45,41,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001597683877,0.029714971780776978,-8.914488716982305e-06,-0.9999991059303284,0.029714971780776978,0.15716074407100677,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=45:A=46,OpenBMI_MI,OpenBMI,1,0,C,0,46,45,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001597683877,0.03965821862220764,-1.1897461263288278e-05,-0.9999989867210388,0.03965821862220764,0.6322367191314697,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=46:A=47,OpenBMI_MI,OpenBMI,1,0,C,0,47,46,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001306645572,0.03645242005586624,-1.0935721547866706e-05,-0.9999991059303284,0.03645242005586624,0.15120509266853333,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=47:A=48,OpenBMI_MI,OpenBMI,1,0,C,0,48,47,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001306645572,0.023565679788589478,-7.069701041473309e-06,-0.9999990463256836,0.023565679788589478,0.3316810727119446,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=48:A=49,OpenBMI_MI,OpenBMI,1,0,C,0,49,48,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00029999547405168414,0.000630602240562439,-1.8917765487458382e-07,-0.9999939203262329,0.000630602240562439,0.13655909895896912,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=49:A=50,OpenBMI_MI,OpenBMI,1,0,C,0,50,49,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00029999989783391356,0.008876964449882507,-2.663086206666776e-06,-0.9999988079071045,0.008876964449882507,0.7034815549850464,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=50:A=53,OpenBMI_MI,OpenBMI,1,0,C,0,53,50,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00029999989783391356,0.008751608431339264,-2.6254792828694917e-06,-0.9999988079071045,0.008751608431339264,0.386741578578949,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r0:B=53:A=3,OpenBMI_MI,OpenBMI,1,0,C,0,3,53,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999996650032699,0.005098506808280945,-1.5295489674826968e-06,-0.9999984502792358,0.005098506808280945,0.15537691116333008,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=3:A=6,OpenBMI_MI,OpenBMI,1,0,C,1,6,3,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999975113198161,0.0010953377932310104,-3.285983325440611e-07,-0.9999961256980896,0.0010953377932310104,0.07268422842025757,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=5:A=7,OpenBMI_MI,OpenBMI,1,0,C,1,7,5,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000000724568963,0.017299834638834,-5.18994693265995e-06,-0.999998927116394,0.017299834638834,0.2994222044944763,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=6:A=9,OpenBMI_MI,OpenBMI,1,0,C,1,9,6,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001597683877,0.036915555596351624,-1.1074663234467153e-05,-0.9999991059303284,0.036915555596351624,0.27835267782211304,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=7:A=10,OpenBMI_MI,OpenBMI,1,0,C,1,10,7,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000000724568963,0.017687909305095673,-5.30636998519185e-06,-0.9999990463256836,0.017687909305095673,0.4256119728088379,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=9:A=16,OpenBMI_MI,OpenBMI,1,0,C,1,16,9,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001597683877,0.04679201543331146,-1.4037599612493068e-05,-0.9999990463256836,0.04679201543331146,0.47661563754081726,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=10:A=19,OpenBMI_MI,OpenBMI,1,0,C,1,19,10,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001306645572,0.022229164838790894,-6.668746664217906e-06,-0.9999989867210388,0.022229164838790894,0.2880128026008606,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=16:A=20,OpenBMI_MI,OpenBMI,1,0,C,1,20,16,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00029999989783391356,0.008604113012552261,-2.5812307740125107e-06,-0.9999987483024597,0.008604113012552261,0.1904006153345108,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=19:A=21,OpenBMI_MI,OpenBMI,1,0,C,1,21,19,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999989956151694,0.002346806228160858,-7.040388823043031e-07,-0.9999976754188538,0.002346806228160858,0.18233716487884521,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=20:A=22,OpenBMI_MI,OpenBMI,1,0,C,1,22,20,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001306645572,0.020220346748828888,-6.066101377655286e-06,-0.999998927116394,0.020220346748828888,0.4262506365776062,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=21:A=23,OpenBMI_MI,OpenBMI,1,0,C,1,23,21,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999993448611349,0.00341062992811203,-1.0231858595943777e-06,-0.9999980926513672,0.00341062992811203,0.29029375314712524,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=22:A=27,OpenBMI_MI,OpenBMI,1,0,C,1,27,22,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00030000018887221813,0.03242979198694229,-9.72893485595705e-06,-0.9999989867210388,0.03242979198694229,0.15143930912017822,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=23:A=30,OpenBMI_MI,OpenBMI,1,0,C,1,30,23,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999998105224222,0.0064905136823654175,-1.947151076819864e-06,-0.9999985694885254,0.0064905136823654175,0.19630950689315796,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI:f1:C:r1:B=27:A=32,OpenBMI_MI,OpenBMI,1,0,C,1,32,27,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00029999989783391356,0.008958455175161362,-2.687533196876757e-06,-0.9999987483024597,0.008958455175161362,0.1577576845884323,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
