task,model,subject_id,BA,Macro_F1,repeated_seeds
OpenBMI_ERP,LiteBN,12,0.9634747474747475,0.925753927992173,3
OpenBMI_ERP,LiteBN,13,0.9162626262626263,0.8483949761313081,3
OpenBMI_ERP,LiteBN,17,0.8144848484848485,0.7219750621546076,3
OpenBMI_ERP,LiteBN,18,0.9077979797979797,0.8827325603598956,3
OpenBMI_ERP,LiteBN,24,0.8119999999999999,0.7416594080572995,3
OpenBMI_ERP,LiteBN,25,0.7973131313131313,0.7865705656544355,3
OpenBMI_ERP,LiteBN,29,0.846,0.8222708664863941,3
OpenBMI_ERP,LiteBN,36,0.9517575757575759,0.8930935279216747,3
OpenBMI_ERP,LiteBN,37,0.9435757575757576,0.91888661953883,3
OpenBMI_ERP,LiteBN,39,0.721010101010101,0.6829765518997087,3
OpenBMI_ERP,LiteBN,4,0.9052525252525253,0.8720441498598399,3
OpenBMI_ERP,LiteBN,42,0.8433333333333333,0.8093176744842608,3
OpenBMI_ERP,LiteBN,51,0.7461414141414141,0.6877724780652749,3
OpenBMI_ERP,LiteBN,54,0.7031313131313132,0.6749450022432925,3
OpenBMI_ERP,TFFormer,12,0.964121212121212,0.9280065009415813,3
OpenBMI_ERP,TFFormer,13,0.9187474747474748,0.8597092572374369,3
OpenBMI_ERP,TFFormer,17,0.8250101010101011,0.7406607253887677,3
OpenBMI_ERP,TFFormer,18,0.909979797979798,0.885451878495139,3
OpenBMI_ERP,TFFormer,24,0.8061212121212122,0.7350191462123767,3
OpenBMI_ERP,TFFormer,25,0.8007676767676767,0.7879021317623236,3
OpenBMI_ERP,TFFormer,29,0.8462222222222223,0.8209620040319736,3
OpenBMI_ERP,TFFormer,36,0.9544848484848485,0.9012520110795313,3
OpenBMI_ERP,TFFormer,37,0.9444040404040405,0.9206147236132686,3
OpenBMI_ERP,TFFormer,39,0.719919191919192,0.6855737778290646,3
OpenBMI_ERP,TFFormer,4,0.9055151515151515,0.8703312279985614,3
OpenBMI_ERP,TFFormer,42,0.842929292929293,0.8135201181895124,3
OpenBMI_ERP,TFFormer,51,0.7463636363636365,0.6860400470404183,3
OpenBMI_ERP,TFFormer,54,0.7077979797979799,0.6807332425827891,3
OpenBMI_MI,LiteBN,12,0.7473333333333333,0.739899460092042,3
OpenBMI_MI,LiteBN,13,0.6920000000000001,0.6823680898454753,3
OpenBMI_MI,LiteBN,17,0.606,0.5850184919695318,3
OpenBMI_MI,LiteBN,18,0.734,0.7327242917071057,3
OpenBMI_MI,LiteBN,24,0.5640000000000001,0.51702185790974,3
OpenBMI_MI,LiteBN,25,0.98,0.9799890549983229,3
OpenBMI_MI,LiteBN,29,0.8013333333333333,0.7998893718926156,3
OpenBMI_MI,LiteBN,36,0.9306666666666666,0.9305284522836527,3
OpenBMI_MI,LiteBN,37,0.7493333333333334,0.7348086533020396,3
OpenBMI_MI,LiteBN,39,0.7553333333333333,0.7531511680883362,3
OpenBMI_MI,LiteBN,4,0.7920000000000001,0.7870806035255398,3
OpenBMI_MI,LiteBN,42,0.7253333333333334,0.7217769526753542,3
OpenBMI_MI,LiteBN,51,0.6733333333333333,0.6667699079925856,3
OpenBMI_MI,LiteBN,54,0.7360000000000001,0.734863334905682,3
OpenBMI_MI,TFFormer,12,0.7546666666666667,0.7483352567468962,3
OpenBMI_MI,TFFormer,13,0.6920000000000001,0.6798694373171431,3
OpenBMI_MI,TFFormer,17,0.5933333333333334,0.5687581438425139,3
OpenBMI_MI,TFFormer,18,0.7333333333333334,0.7326837817846128,3
OpenBMI_MI,TFFormer,24,0.564,0.5124502808542821,3
OpenBMI_MI,TFFormer,25,0.9813333333333333,0.9813242571071704,3
OpenBMI_MI,TFFormer,29,0.7986666666666666,0.7969905496231938,3
OpenBMI_MI,TFFormer,36,0.9306666666666666,0.9305210019633502,3
OpenBMI_MI,TFFormer,37,0.7426666666666666,0.7269492986798803,3
OpenBMI_MI,TFFormer,39,0.754,0.7522560564940974,3
OpenBMI_MI,TFFormer,4,0.7986666666666666,0.7952808205202674,3
OpenBMI_MI,TFFormer,42,0.7233333333333333,0.7193865750235151,3
OpenBMI_MI,TFFormer,51,0.6753333333333332,0.669945953406561,3
OpenBMI_MI,TFFormer,54,0.7333333333333334,0.7323105174401779,3
OpenBMI_SSVEP,LiteBN,12,0.9626666666666667,0.9626787575895969,3
OpenBMI_SSVEP,LiteBN,13,0.8119999999999999,0.8077017027107088,3
OpenBMI_SSVEP,LiteBN,17,0.9573333333333333,0.9571670293078203,3
OpenBMI_SSVEP,LiteBN,18,1.0,1.0,3
OpenBMI_SSVEP,LiteBN,24,0.8919999999999999,0.8915947278315238,3
OpenBMI_SSVEP,LiteBN,25,0.944,0.9434276977416429,3
OpenBMI_SSVEP,LiteBN,29,0.9506666666666667,0.9509798087999606,3
OpenBMI_SSVEP,LiteBN,36,1.0,1.0,3
OpenBMI_SSVEP,LiteBN,37,0.9933333333333333,0.9933306655995732,3
OpenBMI_SSVEP,LiteBN,39,0.9953333333333334,0.9953298627143164,3
OpenBMI_SSVEP,LiteBN,4,1.0,1.0,3
OpenBMI_SSVEP,LiteBN,42,0.5953333333333334,0.593639900959287,3
OpenBMI_SSVEP,LiteBN,51,0.7600000000000001,0.7523602444233415,3
OpenBMI_SSVEP,LiteBN,54,0.8806666666666666,0.879847390930637,3
OpenBMI_SSVEP,TFFormer,12,0.9659999999999999,0.965937073036988,3
OpenBMI_SSVEP,TFFormer,13,0.82,0.8172080739887521,3
OpenBMI_SSVEP,TFFormer,17,0.9646666666666666,0.9646577458372206,3
OpenBMI_SSVEP,TFFormer,18,1.0,1.0,3
OpenBMI_SSVEP,TFFormer,24,0.8986666666666666,0.8983511799501823,3
OpenBMI_SSVEP,TFFormer,25,0.9446666666666665,0.9443195212571217,3
OpenBMI_SSVEP,TFFormer,29,0.956,0.9562006434805475,3
OpenBMI_SSVEP,TFFormer,36,1.0,1.0,3
OpenBMI_SSVEP,TFFormer,37,0.9940000000000001,0.9939975990396159,3
OpenBMI_SSVEP,TFFormer,39,0.9946666666666667,0.9946645324796585,3
OpenBMI_SSVEP,TFFormer,4,1.0,1.0,3
OpenBMI_SSVEP,TFFormer,42,0.5960000000000001,0.5940174687841139,3
OpenBMI_SSVEP,TFFormer,51,0.7666666666666666,0.7602539788966561,3
OpenBMI_SSVEP,TFFormer,54,0.8793333333333333,0.8782913229305596,3
WBCIC_MI,LiteBN,sub-10,0.8109999999999999,0.8103672349351044,3
WBCIC_MI,LiteBN,sub-15,0.7463333333333333,0.7435365211019964,3
WBCIC_MI,LiteBN,sub-20,0.5053333333333333,0.49223553300682327,3
WBCIC_MI,LiteBN,sub-39,0.8203333333333332,0.8189446994466514,3
WBCIC_MI,LiteBN,sub-4,0.6523333333333333,0.6495234604060961,3
WBCIC_MI,LiteBN,sub-40,0.848,0.8464449471382846,3
WBCIC_MI,LiteBN,sub-43,0.9899999999999999,0.9899951264107116,3
WBCIC_MI,LiteBN,sub-46,0.9613333333333333,0.9611872390722258,3
WBCIC_MI,LiteBN,sub-51,0.7996666666666666,0.7980279514383358,3
WBCIC_MI,LiteBN,sub-8,0.9129999999999999,0.9127631382595197,3
WBCIC_MI,TFFormer,sub-10,0.8143333333333334,0.8137982265802061,3
WBCIC_MI,TFFormer,sub-15,0.7543333333333333,0.7537125405873684,3
WBCIC_MI,TFFormer,sub-20,0.5033333333333333,0.4984974563025137,3
WBCIC_MI,TFFormer,sub-39,0.8220000000000001,0.8212661812115716,3
WBCIC_MI,TFFormer,sub-4,0.6503333333333333,0.6482625993692326,3
WBCIC_MI,TFFormer,sub-40,0.8566666666666668,0.8563878872319345,3
WBCIC_MI,TFFormer,sub-43,0.9906666666666667,0.9906657331699669,3
WBCIC_MI,TFFormer,sub-46,0.9703333333333334,0.9702899844626566,3
WBCIC_MI,TFFormer,sub-51,0.797,0.7957078688125385,3
WBCIC_MI,TFFormer,sub-8,0.9196666666666667,0.9195694410264209,3
