task,model,seed,subject_id,BA,Macro_F1,repeated_folds
OpenBMI_ERP,TFFormer,2,39,0.729939393939394,0.6922638906383984,5
OpenBMI_ERP,TFFormer,2,4,0.9046666666666667,0.8746402296847341,5
OpenBMI_ERP,TFFormer,2,42,0.8537575757575757,0.8216010568684489,5
OpenBMI_ERP,TFFormer,2,51,0.7418787878787879,0.6860292808626912,5
OpenBMI_ERP,TFFormer,2,54,0.7043636363636364,0.6773410000856123,5
OpenBMI_MI,LiteBN,0,12,0.7140000000000001,0.7031101558747486,5
OpenBMI_MI,LiteBN,0,13,0.732,0.7306781618038217,5
OpenBMI_MI,LiteBN,0,17,0.622,0.609548643460968,5
OpenBMI_MI,LiteBN,0,18,0.712,0.711594364583936,5
OpenBMI_MI,LiteBN,0,24,0.5700000000000001,0.5183629792914662,5
OpenBMI_MI,LiteBN,0,25,0.976,0.9759795739225394,5
OpenBMI_MI,LiteBN,0,29,0.708,0.7067385582697826,5
OpenBMI_MI,LiteBN,0,36,0.9299999999999999,0.9299108328214105,5
OpenBMI_MI,LiteBN,0,37,0.726,0.7095978461720251,5
OpenBMI_MI,LiteBN,0,39,0.776,0.7743699314055111,5
OpenBMI_MI,LiteBN,0,4,0.8280000000000001,0.8264459004882972,5
OpenBMI_MI,LiteBN,0,42,0.714,0.7085193847089665,5
OpenBMI_MI,LiteBN,0,51,0.6859999999999999,0.6821233689134747,5
OpenBMI_MI,LiteBN,0,54,0.734,0.733211820860764,5
OpenBMI_MI,LiteBN,1,12,0.788,0.7868237381149288,5
OpenBMI_MI,LiteBN,1,13,0.654,0.6332108928728971,5
OpenBMI_MI,LiteBN,1,17,0.5660000000000001,0.5257952132544956,5
OpenBMI_MI,LiteBN,1,18,0.734,0.7320998978584556,5
OpenBMI_MI,LiteBN,1,24,0.5640000000000001,0.5114931767726191,5
OpenBMI_MI,LiteBN,1,25,0.976,0.9759899917926933,5
OpenBMI_MI,LiteBN,1,29,0.8480000000000001,0.8469845958825196,5
OpenBMI_MI,LiteBN,1,36,0.9480000000000001,0.9478283145125423,5
OpenBMI_MI,LiteBN,1,37,0.792,0.7862054817018038,5
OpenBMI_MI,LiteBN,1,39,0.76,0.7594868554244129,5
OpenBMI_MI,LiteBN,1,4,0.772,0.7644146124362765,5
OpenBMI_MI,LiteBN,1,42,0.728,0.7239390941196847,5
OpenBMI_MI,LiteBN,1,51,0.634,0.6187052683303584,5
OpenBMI_MI,LiteBN,1,54,0.746,0.7439382762291036,5
OpenBMI_MI,LiteBN,2,12,0.74,0.7297644862864486,5
OpenBMI_MI,LiteBN,2,13,0.69,0.6832152148597069,5
OpenBMI_MI,LiteBN,2,17,0.63,0.6197116191931318,5
OpenBMI_MI,LiteBN,2,18,0.756,0.7544786126789256,5
OpenBMI_MI,LiteBN,2,24,0.558,0.5212094176651345,5
OpenBMI_MI,LiteBN,2,25,0.9879999999999999,0.9879975992797358,5
OpenBMI_MI,LiteBN,2,29,0.8480000000000001,0.8459449615255442,5
OpenBMI_MI,LiteBN,2,36,0.9139999999999999,0.9138462095170052,5
OpenBMI_MI,LiteBN,2,37,0.73,0.7086226320322896,5
OpenBMI_MI,LiteBN,2,39,0.73,0.7255967174350846,5
OpenBMI_MI,LiteBN,2,4,0.776,0.7703812976520454,5
OpenBMI_MI,LiteBN,2,42,0.734,0.7328723791974114,5
OpenBMI_MI,LiteBN,2,51,0.7,0.6994810867339238,5
OpenBMI_MI,LiteBN,2,54,0.728,0.7274399076271786,5
OpenBMI_MI,TFFormer,0,12,0.712,0.699449249104515,5
OpenBMI_MI,TFFormer,0,13,0.732,0.7287443212467895,5
OpenBMI_MI,TFFormer,0,17,0.6140000000000001,0.5996656431359499,5
OpenBMI_MI,TFFormer,0,18,0.71,0.7099205699681612,5
OpenBMI_MI,TFFormer,0,24,0.568,0.5093069492448692,5
OpenBMI_MI,TFFormer,0,25,0.978,0.9779801739825456,5
OpenBMI_MI,TFFormer,0,29,0.712,0.7103656969892512,5
OpenBMI_MI,TFFormer,0,36,0.9219999999999999,0.9218719211332607,5
OpenBMI_MI,TFFormer,0,37,0.724,0.7068108448605204,5
OpenBMI_MI,TFFormer,0,39,0.772,0.770451258764399,5
OpenBMI_MI,TFFormer,0,4,0.8220000000000001,0.8204460779038337,5
OpenBMI_MI,TFFormer,0,42,0.712,0.7060355294240406,5
OpenBMI_MI,TFFormer,0,51,0.6819999999999999,0.6785370280227375,5
OpenBMI_MI,TFFormer,0,54,0.722,0.721060507184751,5
OpenBMI_MI,TFFormer,1,12,0.794,0.7931988052373341,5
OpenBMI_MI,TFFormer,1,13,0.656,0.6341403539093291,5
OpenBMI_MI,TFFormer,1,17,0.562,0.517432636303844,5
OpenBMI_MI,TFFormer,1,18,0.736,0.7348536907631773,5
OpenBMI_MI,TFFormer,1,24,0.5640000000000001,0.5084772341626652,5
OpenBMI_MI,TFFormer,1,25,0.978,0.9779949980592297,5
OpenBMI_MI,TFFormer,1,29,0.844,0.8428624017659907,5
OpenBMI_MI,TFFormer,1,36,0.952,0.9518787273430173,5
OpenBMI_MI,TFFormer,1,37,0.78,0.7732759719674189,5
OpenBMI_MI,TFFormer,1,39,0.756,0.7556634045622064,5
OpenBMI_MI,TFFormer,1,4,0.792,0.7879264158606657,5
OpenBMI_MI,TFFormer,1,42,0.738,0.7343940119117199,5
OpenBMI_MI,TFFormer,1,51,0.6519999999999999,0.6397088826533214,5
OpenBMI_MI,TFFormer,1,54,0.744,0.7424618958039468,5
OpenBMI_MI,TFFormer,2,12,0.758,0.7523577158988394,5
OpenBMI_MI,TFFormer,2,13,0.688,0.6767236367953107,5
OpenBMI_MI,TFFormer,2,17,0.604,0.5891761520877479,5
OpenBMI_MI,TFFormer,2,18,0.754,0.7532770846224996,5
OpenBMI_MI,TFFormer,2,24,0.5599999999999999,0.519566659155312,5
OpenBMI_MI,TFFormer,2,25,0.9879999999999999,0.9879975992797358,5
OpenBMI_MI,TFFormer,2,29,0.8400000000000001,0.8377435501143395,5
OpenBMI_MI,TFFormer,2,36,0.9179999999999999,0.9178123574137729,5
OpenBMI_MI,TFFormer,2,37,0.724,0.7007610792117018,5
OpenBMI_MI,TFFormer,2,39,0.734,0.7306535061556871,5
OpenBMI_MI,TFFormer,2,4,0.782,0.7774699677963031,5
OpenBMI_MI,TFFormer,2,42,0.72,0.7177301837347848,5
OpenBMI_MI,TFFormer,2,51,0.692,0.6915919495436244,5
OpenBMI_MI,TFFormer,2,54,0.734,0.733409149331836,5
OpenBMI_SSVEP,LiteBN,0,12,0.968,0.9679341581145616,5
OpenBMI_SSVEP,LiteBN,0,13,0.8,0.7983416049476493,5
OpenBMI_SSVEP,LiteBN,0,17,0.9480000000000001,0.9478956921423626,5
OpenBMI_SSVEP,LiteBN,0,18,1.0,1.0,5
OpenBMI_SSVEP,LiteBN,0,24,0.9039999999999999,0.903942568779357,5
OpenBMI_SSVEP,LiteBN,0,25,0.942,0.9411945241397129,5
OpenBMI_SSVEP,LiteBN,0,29,0.954,0.9541231984650013,5
OpenBMI_SSVEP,LiteBN,0,36,1.0,1.0,5
OpenBMI_SSVEP,LiteBN,0,37,0.998,0.997999199679872,5
OpenBMI_SSVEP,LiteBN,0,39,0.994,0.9939550820328131,5
OpenBMI_SSVEP,LiteBN,0,4,1.0,1.0,5
OpenBMI_SSVEP,LiteBN,0,42,0.5860000000000001,0.5838009967063311,5
OpenBMI_SSVEP,LiteBN,0,51,0.706,0.6937109995656054,5
OpenBMI_SSVEP,LiteBN,0,54,0.8979999999999999,0.8983750300611337,5
OpenBMI_SSVEP,LiteBN,1,12,0.962,0.9619535814325729,5
OpenBMI_SSVEP,LiteBN,1,13,0.834,0.831323318741331,5
OpenBMI_SSVEP,LiteBN,1,17,0.954,0.9537749611275406,5
OpenBMI_SSVEP,LiteBN,1,18,1.0,1.0,5
OpenBMI_SSVEP,LiteBN,1,24,0.858,0.85675947889356,5
OpenBMI_SSVEP,LiteBN,1,25,0.946,0.9455437044677572,5
OpenBMI_SSVEP,LiteBN,1,29,0.95,0.9503613921521354,5
OpenBMI_SSVEP,LiteBN,1,36,1.0,1.0,5
OpenBMI_SSVEP,LiteBN,1,37,0.992,0.9919967987194879,5
OpenBMI_SSVEP,LiteBN,1,39,0.9960000000000001,0.9960361067503924,5
OpenBMI_SSVEP,LiteBN,1,4,1.0,1.0,5
OpenBMI_SSVEP,LiteBN,1,42,0.6060000000000001,0.6062979711365478,5
OpenBMI_SSVEP,LiteBN,1,51,0.79,0.7882952427412567,5
OpenBMI_SSVEP,LiteBN,1,54,0.8699999999999999,0.8678883253328008,5
OpenBMI_SSVEP,LiteBN,2,12,0.958,0.958148533221656,5
OpenBMI_SSVEP,LiteBN,2,13,0.8019999999999999,0.7934401844431462,5
OpenBMI_SSVEP,LiteBN,2,17,0.97,0.9698304346535576,5
OpenBMI_SSVEP,LiteBN,2,18,1.0,1.0,5
OpenBMI_SSVEP,LiteBN,2,24,0.9139999999999999,0.9140821358216543,5
OpenBMI_SSVEP,LiteBN,2,25,0.944,0.9435448646174585,5
OpenBMI_SSVEP,LiteBN,2,29,0.9480000000000001,0.9484548357827451,5
OpenBMI_SSVEP,LiteBN,2,36,1.0,1.0,5
OpenBMI_SSVEP,LiteBN,2,37,0.99,0.9899959983993598,5
OpenBMI_SSVEP,LiteBN,2,39,0.9960000000000001,0.995998399359744,5
OpenBMI_SSVEP,LiteBN,2,4,1.0,1.0,5
OpenBMI_SSVEP,LiteBN,2,42,0.594,0.590820735034982,5
OpenBMI_SSVEP,LiteBN,2,51,0.784,0.7750744909631623,5
OpenBMI_SSVEP,LiteBN,2,54,0.874,0.8732788173979766,5
OpenBMI_SSVEP,TFFormer,0,12,0.974,0.9739122059374644,5
OpenBMI_SSVEP,TFFormer,0,13,0.818,0.8187957788679832,5
OpenBMI_SSVEP,TFFormer,0,17,0.968,0.9679888878628373,5
OpenBMI_SSVEP,TFFormer,0,18,1.0,1.0,5
OpenBMI_SSVEP,TFFormer,0,24,0.9119999999999999,0.9122366889479998,5
OpenBMI_SSVEP,TFFormer,0,25,0.946,0.9453560820309136,5
OpenBMI_SSVEP,TFFormer,0,29,0.962,0.9620980450073917,5
OpenBMI_SSVEP,TFFormer,0,36,1.0,1.0,5
OpenBMI_SSVEP,TFFormer,0,37,0.998,0.997999199679872,5
OpenBMI_SSVEP,TFFormer,0,39,0.994,0.9939975990396158,5
OpenBMI_SSVEP,TFFormer,0,4,1.0,1.0,5
OpenBMI_SSVEP,TFFormer,0,42,0.5960000000000001,0.5934309774274282,5
OpenBMI_SSVEP,TFFormer,0,51,0.728,0.7190438268864677,5
OpenBMI_SSVEP,TFFormer,0,54,0.9039999999999999,0.9040020158156669,5
OpenBMI_SSVEP,TFFormer,1,12,0.962,0.9619535814325729,5
OpenBMI_SSVEP,TFFormer,1,13,0.8320000000000001,0.8296328649181632,5
OpenBMI_SSVEP,TFFormer,1,17,0.9559999999999998,0.9560068204535312,5
OpenBMI_SSVEP,TFFormer,1,18,1.0,1.0,5
OpenBMI_SSVEP,TFFormer,1,24,0.8559999999999999,0.8547227434318583,5
OpenBMI_SSVEP,TFFormer,1,25,0.942,0.9417703451761159,5
OpenBMI_SSVEP,TFFormer,1,29,0.9559999999999998,0.9563597838164934,5
OpenBMI_SSVEP,TFFormer,1,36,1.0,1.0,5
OpenBMI_SSVEP,TFFormer,1,37,0.994,0.9939975990396158,5
OpenBMI_SSVEP,TFFormer,1,39,0.9960000000000001,0.995998399359744,5
OpenBMI_SSVEP,TFFormer,1,4,1.0,1.0,5
OpenBMI_SSVEP,TFFormer,1,42,0.6040000000000001,0.6038941688017798,5
OpenBMI_SSVEP,TFFormer,1,51,0.792,0.790455090115239,5
OpenBMI_SSVEP,TFFormer,1,54,0.8639999999999999,0.8617065460008424,5
OpenBMI_SSVEP,TFFormer,2,12,0.962,0.9619454317409266,5
OpenBMI_SSVEP,TFFormer,2,13,0.8099999999999999,0.80319557818011,5
OpenBMI_SSVEP,TFFormer,2,17,0.97,0.969977529195293,5
OpenBMI_SSVEP,TFFormer,2,18,1.0,1.0,5
OpenBMI_SSVEP,TFFormer,2,24,0.9279999999999999,0.928094107470689,5
OpenBMI_SSVEP,TFFormer,2,25,0.946,0.9458321365643355,5
OpenBMI_SSVEP,TFFormer,2,29,0.95,0.9501441016177571,5
OpenBMI_SSVEP,TFFormer,2,36,1.0,1.0,5
OpenBMI_SSVEP,TFFormer,2,37,0.99,0.9899959983993598,5
OpenBMI_SSVEP,TFFormer,2,39,0.994,0.9939975990396158,5
OpenBMI_SSVEP,TFFormer,2,4,1.0,1.0,5
OpenBMI_SSVEP,TFFormer,2,42,0.588,0.5847272601231335,5
OpenBMI_SSVEP,TFFormer,2,51,0.78,0.7712630196882617,5
OpenBMI_SSVEP,TFFormer,2,54,0.8699999999999999,0.8691654069751692,5
WBCIC_MI,LiteBN,0,sub-10,0.805,0.804085345595443,5
WBCIC_MI,LiteBN,0,sub-15,0.745,0.7429645877287913,5
WBCIC_MI,LiteBN,0,sub-20,0.523,0.519564096268984,5
WBCIC_MI,LiteBN,0,sub-39,0.835,0.8346083050729296,5
WBCIC_MI,LiteBN,0,sub-4,0.633,0.627094694860672,5
WBCIC_MI,LiteBN,0,sub-40,0.874,0.8738551992448415,5
WBCIC_MI,LiteBN,0,sub-43,0.992,0.991999549958746,5
WBCIC_MI,LiteBN,0,sub-46,0.968,0.9679513916105668,5
WBCIC_MI,LiteBN,0,sub-51,0.804,0.8032935673812274,5
WBCIC_MI,LiteBN,0,sub-8,0.914,0.9137599159378746,5
WBCIC_MI,LiteBN,1,sub-10,0.828,0.8279022909749342,5
WBCIC_MI,LiteBN,1,sub-15,0.739,0.7356106821546741,5
WBCIC_MI,LiteBN,1,sub-20,0.514,0.5025521454092938,5
WBCIC_MI,LiteBN,1,sub-39,0.805,0.8032217422311698,5
WBCIC_MI,LiteBN,1,sub-4,0.658,0.657606938805742,5
WBCIC_MI,LiteBN,1,sub-40,0.843,0.8427257149621665,5
WBCIC_MI,LiteBN,1,sub-43,0.993,0.9929990748268388,5
WBCIC_MI,LiteBN,1,sub-46,0.9709999999999999,0.9709808522732251,5
WBCIC_MI,LiteBN,1,sub-51,0.7939999999999999,0.7925828298655262,5
WBCIC_MI,LiteBN,1,sub-8,0.913,0.912891775364592,5
WBCIC_MI,LiteBN,2,sub-10,0.8,0.799114068234936,5
WBCIC_MI,LiteBN,2,sub-15,0.755,0.752034293422524,5
WBCIC_MI,LiteBN,2,sub-20,0.479,0.4545903573421918,5
WBCIC_MI,LiteBN,2,sub-39,0.821,0.8190040510358548,5
WBCIC_MI,LiteBN,2,sub-4,0.666,0.6638687475518744,5
WBCIC_MI,LiteBN,2,sub-40,0.827,0.8227539272078456,5
WBCIC_MI,LiteBN,2,sub-43,0.985,0.9849867544465504,5
WBCIC_MI,LiteBN,2,sub-46,0.945,0.9446294733328855,5
WBCIC_MI,LiteBN,2,sub-51,0.8009999999999999,0.7982074570682538,5
WBCIC_MI,LiteBN,2,sub-8,0.9119999999999999,0.9116377234760924,5
WBCIC_MI,TFFormer,0,sub-10,0.8109999999999999,0.8102572670841555,5
WBCIC_MI,TFFormer,0,sub-15,0.756,0.7550798368257776,5
WBCIC_MI,TFFormer,0,sub-20,0.524,0.5222424096704964,5
WBCIC_MI,TFFormer,0,sub-39,0.836,0.8357134135469406,5
WBCIC_MI,TFFormer,0,sub-4,0.632,0.6270948112150051,5
WBCIC_MI,TFFormer,0,sub-40,0.865,0.8648461041648862,5
WBCIC_MI,TFFormer,0,sub-43,0.991,0.9909988247455679,5
WBCIC_MI,TFFormer,0,sub-46,0.9709999999999999,0.9709273858824122,5
WBCIC_MI,TFFormer,0,sub-51,0.8,0.7990991343048683,5
WBCIC_MI,TFFormer,0,sub-8,0.921,0.9209050261822886,5
WBCIC_MI,TFFormer,1,sub-10,0.825,0.8244288242140353,5
WBCIC_MI,TFFormer,1,sub-15,0.7390000000000001,0.7383548165628409,5
WBCIC_MI,TFFormer,1,sub-20,0.503,0.4978719743739223,5
WBCIC_MI,TFFormer,1,sub-39,0.805,0.8037353139038222,5
WBCIC_MI,TFFormer,1,sub-4,0.663,0.6627830792632781,5
WBCIC_MI,TFFormer,1,sub-40,0.8560000000000001,0.8556470304617486,5
WBCIC_MI,TFFormer,1,sub-43,0.994,0.9939992498462157,5
WBCIC_MI,TFFormer,1,sub-46,0.976,0.9759798126862995,5
WBCIC_MI,TFFormer,1,sub-51,0.787,0.7855415219719599,5
WBCIC_MI,TFFormer,1,sub-8,0.915,0.9148896450528163,5
WBCIC_MI,TFFormer,2,sub-10,0.807,0.8067085884424277,5
WBCIC_MI,TFFormer,2,sub-15,0.768,0.7677029683734865,5
WBCIC_MI,TFFormer,2,sub-20,0.483,0.47537798486312244,5
WBCIC_MI,TFFormer,2,sub-39,0.825,0.8243498161839519,5
WBCIC_MI,TFFormer,2,sub-4,0.6559999999999999,0.6549099076294146,5
WBCIC_MI,TFFormer,2,sub-40,0.849,0.848670527069169,5
WBCIC_MI,TFFormer,2,sub-43,0.9869999999999999,0.9869991249181169,5
WBCIC_MI,TFFormer,2,sub-46,0.9640000000000001,0.963962754819258,5
WBCIC_MI,TFFormer,2,sub-51,0.8039999999999999,0.8024829501607875,5
WBCIC_MI,TFFormer,2,sub-8,0.923,0.9229136518441579,5
