task,model,seed,subject_id,BA,Macro_F1,repeated_folds
OpenBMI_ERP,LiteBN,0,12,0.9637575757575757,0.9237819549359081,5
OpenBMI_ERP,LiteBN,0,13,0.916,0.8472506147956494,5
OpenBMI_ERP,LiteBN,0,17,0.8202424242424243,0.7370551790204947,5
OpenBMI_ERP,LiteBN,0,18,0.9113939393939393,0.8835852627402477,5
OpenBMI_ERP,LiteBN,0,24,0.8155757575757576,0.7520567448594331,5
OpenBMI_ERP,LiteBN,0,25,0.7927272727272727,0.7833794249953379,5
OpenBMI_ERP,LiteBN,0,29,0.8422424242424242,0.816031435013627,5
OpenBMI_ERP,LiteBN,0,36,0.9516363636363636,0.894453879750451,5
OpenBMI_ERP,LiteBN,0,37,0.9456363636363637,0.9209653462873699,5
OpenBMI_ERP,LiteBN,0,39,0.7144848484848485,0.6730757704626782,5
OpenBMI_ERP,LiteBN,0,4,0.9019999999999999,0.8656175442684052,5
OpenBMI_ERP,LiteBN,0,42,0.8326060606060606,0.80288550025362,5
OpenBMI_ERP,LiteBN,0,51,0.7412121212121212,0.6793669606398977,5
OpenBMI_ERP,LiteBN,0,54,0.7021212121212121,0.6770543832768798,5
OpenBMI_ERP,LiteBN,1,12,0.9625454545454545,0.9270594729947204,5
OpenBMI_ERP,LiteBN,1,13,0.9152121212121213,0.8467345926301943,5
OpenBMI_ERP,LiteBN,1,17,0.8036969696969697,0.6979985222724909,5
OpenBMI_ERP,LiteBN,1,18,0.9022424242424243,0.8832942151975945,5
OpenBMI_ERP,LiteBN,1,24,0.7968484848484849,0.7077748447233623,5
OpenBMI_ERP,LiteBN,1,25,0.7936969696969697,0.7840988084988962,5
OpenBMI_ERP,LiteBN,1,29,0.8407272727272727,0.8239056188781888,5
OpenBMI_ERP,LiteBN,1,36,0.951878787878788,0.8942875767001887,5
OpenBMI_ERP,LiteBN,1,37,0.9384848484848485,0.9141626268095286,5
OpenBMI_ERP,LiteBN,1,39,0.7129090909090909,0.6793663813907784,5
OpenBMI_ERP,LiteBN,1,4,0.908909090909091,0.8746514873879917,5
OpenBMI_ERP,LiteBN,1,42,0.8421818181818181,0.8051889889879679,5
OpenBMI_ERP,LiteBN,1,51,0.7478787878787878,0.6930643024490066,5
OpenBMI_ERP,LiteBN,1,54,0.7058787878787879,0.6745242208052471,5
OpenBMI_ERP,LiteBN,2,12,0.964121212121212,0.9264203560458906,5
OpenBMI_ERP,LiteBN,2,13,0.9175757575757576,0.8511997209680807,5
OpenBMI_ERP,LiteBN,2,17,0.8195151515151515,0.7308714851708371,5
OpenBMI_ERP,LiteBN,2,18,0.9097575757575758,0.8813182031418441,5
OpenBMI_ERP,LiteBN,2,24,0.8235757575757576,0.7651466345891033,5
OpenBMI_ERP,LiteBN,2,25,0.8055151515151515,0.7922334634690722,5
OpenBMI_ERP,LiteBN,2,29,0.855030303030303,0.8268755455673666,5
OpenBMI_ERP,LiteBN,2,36,0.9517575757575758,0.8905391273143846,5
OpenBMI_ERP,LiteBN,2,37,0.9466060606060607,0.9215318855195915,5
OpenBMI_ERP,LiteBN,2,39,0.7356363636363636,0.6964875038456696,5
OpenBMI_ERP,LiteBN,2,4,0.9048484848484849,0.8758634179231226,5
OpenBMI_ERP,LiteBN,2,42,0.8552121212121211,0.8198785342111943,5
OpenBMI_ERP,LiteBN,2,51,0.7493333333333333,0.6908861711069202,5
OpenBMI_ERP,LiteBN,2,54,0.7013939393939393,0.6732564026477504,5
OpenBMI_ERP,TFFormer,0,12,0.9636969696969697,0.924850102252103,5
OpenBMI_ERP,TFFormer,0,13,0.9213939393939394,0.8599654612295812,5
OpenBMI_ERP,TFFormer,0,17,0.8290303030303031,0.7505933899042654,5
OpenBMI_ERP,TFFormer,0,18,0.9141818181818182,0.8882341668318959,5
OpenBMI_ERP,TFFormer,0,24,0.8017575757575758,0.730886056113941,5
OpenBMI_ERP,TFFormer,0,25,0.8031515151515152,0.7878247541403403,5
OpenBMI_ERP,TFFormer,0,29,0.8421212121212122,0.8134346807184409,5
OpenBMI_ERP,TFFormer,0,36,0.9532121212121212,0.9006913942595622,5
OpenBMI_ERP,TFFormer,0,37,0.9450909090909091,0.924213423841264,5
OpenBMI_ERP,TFFormer,0,39,0.7233939393939395,0.682505458650874,5
OpenBMI_ERP,TFFormer,0,4,0.9054545454545455,0.8667766593076589,5
OpenBMI_ERP,TFFormer,0,42,0.8344848484848486,0.8096940525909562,5
OpenBMI_ERP,TFFormer,0,51,0.7485454545454545,0.6788781780882036,5
OpenBMI_ERP,TFFormer,0,54,0.7117575757575757,0.683622071686192,5
OpenBMI_ERP,TFFormer,1,12,0.9637575757575757,0.9301468910656551,5
OpenBMI_ERP,TFFormer,1,13,0.9156969696969697,0.8568171634151927,5
OpenBMI_ERP,TFFormer,1,17,0.817939393939394,0.7282204163675534,5
OpenBMI_ERP,TFFormer,1,18,0.9047878787878787,0.8837032998291334,5
OpenBMI_ERP,TFFormer,1,24,0.7952121212121213,0.7049188974739948,5
OpenBMI_ERP,TFFormer,1,25,0.795030303030303,0.7861431873147258,5
OpenBMI_ERP,TFFormer,1,29,0.8450303030303031,0.8278988893924266,5
OpenBMI_ERP,TFFormer,1,36,0.9558181818181819,0.9067242651580598,5
OpenBMI_ERP,TFFormer,1,37,0.9418181818181818,0.9163010118307021,5
OpenBMI_ERP,TFFormer,1,39,0.7064242424242424,0.6819519841979214,5
OpenBMI_ERP,TFFormer,1,4,0.9064242424242425,0.8695767950032913,5
OpenBMI_ERP,TFFormer,1,42,0.8405454545454546,0.8092652451091322,5
OpenBMI_ERP,TFFormer,1,51,0.7486666666666666,0.6932126821703601,5
OpenBMI_ERP,TFFormer,1,54,0.7072727272727273,0.681236655976563,5
OpenBMI_ERP,TFFormer,2,12,0.9649090909090908,0.9290225095069857,5
OpenBMI_ERP,TFFormer,2,13,0.9191515151515152,0.8623451470675366,5
OpenBMI_ERP,TFFormer,2,17,0.8280606060606062,0.7431683698944841,5
OpenBMI_ERP,TFFormer,2,18,0.910969696969697,0.8844181688243872,5
OpenBMI_ERP,TFFormer,2,24,0.8213939393939395,0.7692524850491942,5
OpenBMI_ERP,TFFormer,2,25,0.8041212121212121,0.7897384538319046,5
OpenBMI_ERP,TFFormer,2,29,0.8515151515151516,0.8215524419850533,5
OpenBMI_ERP,TFFormer,2,36,0.9544242424242425,0.8963403738209719,5
OpenBMI_ERP,TFFormer,2,37,0.9463030303030303,0.9213297351678396,5
