task,model,evaluation_scope,n_biological_subjects,BA_mean,BA_CI95_L,BA_CI95_U,Macro_F1_mean,Macro_F1_CI95_L,Macro_F1_CI95_U,folds_per_seed,seeds,bootstrap_draws,bootstrap_unit
OpenBMI_MI,LiteBN,OpenBMI 14-subject internal-heldout diagnostic,14,0.7490476190476192,0.6962380952380954,0.8069547619047617,0.740420692227716,0.6816400594174558,0.801284162677985,5,3,20000,biological subject after within-subject fold/seed averaging
OpenBMI_MI,TFFormer,OpenBMI 14-subject internal-heldout diagnostic,14,0.7482380952380951,0.6940952380952382,0.8057630952380953,0.7390758522002615,0.6785060815482177,0.8015148435523811,5,3,20000,biological subject after within-subject fold/seed averaging
OpenBMI_ERP,LiteBN,OpenBMI 14-subject internal-heldout diagnostic,14,0.8479668109668109,0.8039305916305918,0.8912728354978354,0.8048852407749283,0.7594843128508555,0.8505975855475867,5,3,20000,biological subject after within-subject fold/seed averaging
OpenBMI_ERP,TFFormer,OpenBMI 14-subject internal-heldout diagnostic,14,0.8494559884559886,0.8048187950937951,0.8921243867243865,0.8082697708859102,0.7623660533556285,0.8524640904117574,5,3,20000,biological subject after within-subject fold/seed averaging
OpenBMI_SSVEP,LiteBN,OpenBMI 14-subject internal-heldout diagnostic,14,0.9102380952380952,0.845570238095238,0.9623333333333333,0.9091469849006006,0.8426863280798433,0.9616867494597454,5,3,20000,biological subject after within-subject fold/seed averaging
OpenBMI_SSVEP,TFFormer,OpenBMI 14-subject internal-heldout diagnostic,14,0.9129047619047619,0.847663095238095,0.9645714285714285,0.9119927956915299,0.846793644510853,0.9634366187368245,5,3,20000,biological subject after within-subject fold/seed averaging
WBCIC_MI,LiteBN,true-outer S2 (already accessed),10,0.8047333333333333,0.7157333333333333,0.8839666666666666,0.8023025851215749,0.7104621766852539,0.8839712120665524,5,3,20000,biological subject after within-subject fold/seed averaging
WBCIC_MI,TFFormer,true-outer S2 (already accessed),10,0.8078666666666667,0.7161316666666666,0.8890333333333335,0.8068157918754411,0.7154313578012624,0.8899601073403429,5,3,20000,biological subject after within-subject fold/seed averaging
