task,model,evaluation_scope,n_biological_subjects,intact_BA,protected_erased_BA,random_erased_BA,protected_harm_pp,random_harm_pp,PEEH_pp,PEEH_CI95_L_pp,PEEH_CI95_U_pp,median_PEEH_pp,protected_rank_mean,protected_rank_median,protected_rank_min,protected_rank_max,bootstrap_draws
OpenBMI_ERP,LiteBN,internal_heldout_diagnostic,14,0.7880634920634921,0.68089898989899,0.7365113852813853,10.716450216450216,5.155210678210679,5.561239538239539,4.895270057720058,6.260761219336221,5.302040404040404,4.6,4.0,0,8,20000
OpenBMI_ERP,TFFormer,internal_heldout_diagnostic,14,0.7922727272727272,0.6607431457431457,0.7297056565656567,13.152958152958153,6.256707070707071,6.896251082251083,6.06662142857143,7.7676567821067835,6.400313131313133,5.333333333333333,5.0,0,9,20000
OpenBMI_MI,LiteBN,internal_heldout_diagnostic,14,0.7491904761904762,0.6165238095238095,0.7042152380952381,13.266666666666667,4.497523809523808,8.769142857142857,7.130895238095239,10.463917857142857,8.66833333333333,6.133333333333334,7.0,4,8,20000
OpenBMI_MI,TFFormer,internal_heldout_diagnostic,14,0.7487142857142857,0.6198095238095239,0.7057714285714286,12.890476190476189,4.294285714285713,8.596190476190474,7.244057142857143,10.068959523809518,8.99733333333333,5.933333333333334,5.0,4,8,20000
OpenBMI_SSVEP,LiteBN,internal_heldout_diagnostic,14,0.9137619047619047,0.8356666666666666,0.879615238095238,7.8095238095238075,3.414666666666666,4.394857142857142,2.868688095238095,6.079303571428568,4.406999999999999,3.2,4.0,0,8,20000
OpenBMI_SSVEP,TFFormer,internal_heldout_diagnostic,14,0.9165238095238095,0.8158571428571427,0.8699371428571429,10.066666666666665,4.658666666666664,5.408000000000001,3.4976928571428583,7.3699119047619,5.806,4.0,4.0,0,8,20000
WBCIC_MI,LiteBN,true_outer_confirmation,10,0.8041333333333333,0.5857,0.7742613333333332,21.84333333333333,2.9872,18.856133333333332,13.172732500000002,24.078753333333324,19.2865,3.2666666666666666,4.0,1,4,20000
WBCIC_MI,TFFormer,true_outer_confirmation,10,0.8051999999999999,0.5782,0.7709079999999999,22.7,3.4291999999999994,19.2708,13.437819166666666,24.512735833333334,19.448500000000003,3.3333333333333335,4.0,1,4,20000
