task,model,fold,seed,absolute_CE_harm_CI95,absolute_CE_harm_mean,block,coordinates,excess_CE_harm_CI95,excess_CE_harm_mean,persistence_supported,protected,rank,rho_G,rho_null_p95,selection_subjects
OpenBMI_MI,TFFormer,3,2,"[0.02059158076718534, 0.02837330049691761]",0.024582251323282046,6,"[12, 13, 14, 15]","[-0.04583023097794953, -0.02838900929574302]",-0.03715033536064764,False,False,4,0.007295346379281721,0.008666422979644702,25
OpenBMI_MI,TFFormer,3,2,"[0.006687770800446346, 0.010591631865725273]",0.008694744366788928,7,"[16, 17, 18, 19]","[-0.06425060442301968, -0.050091947063037365]",-0.05733198856438656,False,False,4,-0.01580603684008484,0.008136481076339847,25
OpenBMI_MI,TFFormer,4,0,"[-0.0009184223877541209, 0.00021739863816787707]",-0.00036332717695685573,0,[0],"[-0.013758924470119682, -0.011005853609107746]",-0.012428503478090769,True,False,1,0.5424220176346299,0.18039298902386808,25
OpenBMI_MI,TFFormer,4,0,"[-4.1615754546498024e-05, 0.0002233847494200781]",8.749452802437229e-05,1,[1],"[-0.013189931872874728, -0.01062597040244441]",-0.011951775841468499,True,False,1,0.4023654404690517,0.16711427788575434,25
OpenBMI_MI,TFFormer,4,0,"[-0.0002890875307978655, 0.00020032744503649364]",-4.449766635031339e-05,2,[2],"[-0.013454374602784975, -0.010655194727473533]",-0.012090909157370015,True,False,1,0.21237078555974942,0.09516019941128756,25
OpenBMI_MI,TFFormer,4,0,"[0.00010087987141914636, 0.00132220877121838]",0.0007113144466234543,3,[3],"[-0.012490796863786048, -0.010037713920229072]",-0.011290328878516928,True,False,1,0.15469070095506252,0.07115553103275388,25
OpenBMI_MI,TFFormer,4,0,"[0.15932362605869166, 0.2166108395533157]",0.18803640306614156,4,"[4, 5, 6, 7]","[0.14068736554286645, 0.19837055099314704]",0.1697194130564401,True,True,4,0.08922172075287674,0.02205960082583321,25
OpenBMI_MI,TFFormer,4,0,"[0.05573781362493723, 0.07005695537675595]",0.06276456523009943,5,"[8, 9, 10, 11]","[0.0018968861624548722, 0.023996078360209595]",0.013124378950435446,True,True,4,0.037019744161539865,0.011789518529614315,25
OpenBMI_MI,TFFormer,4,0,"[0.005150319664890541, 0.009221823837874467]",0.007161867518313776,6,"[12, 13, 14, 15]","[-0.06242132534214941, -0.04910123517607098]",-0.05575297182503668,False,False,4,0.003725383782669874,0.006950769297214414,25
OpenBMI_MI,TFFormer,4,0,"[0.004525602211693331, 0.007334124813293242]",0.005903900824338986,7,"[16, 17, 18, 19]","[-0.06451241497366544, -0.049770297887387766]",-0.05731754368100356,False,False,4,-0.01993313775699851,0.00994864163310224,25
OpenBMI_MI,TFFormer,4,1,"[-0.00038556691876182877, 0.00016179332160425942]",-0.00012204613903086771,0,[0],"[-0.013690597468113151, -0.011043078223767698]",-0.012379346072931653,True,False,1,0.5990650109816736,0.2059293103913079,25
OpenBMI_MI,TFFormer,4,1,"[-0.0019279981874011248, -9.410426007700677e-05]",-0.0010360280752046368,1,[1],"[-0.014677307029227796, -0.011963786510844442]",-0.013337497000676747,True,False,1,0.3263963652776244,0.13664442664253046,25
OpenBMI_MI,TFFormer,4,1,"[-0.0004070844096763477, 0.00039788399386111176]",-1.1350283969194133e-05,2,[2],"[-0.013487349632696495, -0.010979206372629875]",-0.012271832097791886,True,False,1,0.26578855153006403,0.09557358186642138,25
OpenBMI_MI,TFFormer,4,1,"[0.07290692468556084, 0.10756106670969495]",0.089313746735111,3,"[3, 4, 5, 6]","[0.03700223336810633, 0.07115783982819053]",0.053174653808826806,True,True,4,0.13055462373213572,0.03298217121978607,25
OpenBMI_MI,TFFormer,4,1,"[0.0793923812598353, 0.10400167822086541]",0.09201692082950531,4,"[7, 8, 9, 10]","[0.04709095853435797, 0.07137849391422002]",0.05956653673184682,True,True,4,0.04840018990978021,0.012635552401068192,25
OpenBMI_MI,TFFormer,4,1,"[0.03202449908540377, 0.04014298225300907]",0.03605016421731753,5,"[11, 12, 13, 14]","[-0.01837923391156685, -0.004064038825617478]",-0.011175116172493003,False,False,4,0.007943230398091104,0.008272969045206913,25
OpenBMI_MI,TFFormer,4,1,"[0.006510844908432861, 0.010465978344626845]",0.008493845156545455,6,"[15, 16, 17, 18]","[-0.050674891414049066, -0.03824600078938359]",-0.04460817239159088,False,False,4,-0.015390781641234256,0.009182859893575956,25
OpenBMI_MI,TFFormer,4,1,"[0.00033875195379733065, 0.0012327854339658376]",0.0007960062483405047,7,[19],"[-0.012998276846338691, -0.010290738947308094]",-0.01169465169929788,False,False,1,-0.049076814705222356,0.031207221982117925,25
OpenBMI_MI,TFFormer,4,2,"[0.0001434234363165141, 0.0006543730027025119]",0.00040081462672150015,0,[0],"[-0.015264628176779257, -0.01245455465234002]",-0.013882374063684767,True,False,1,0.6263087034270941,0.2049316966428679,26
OpenBMI_MI,TFFormer,4,2,"[-0.0009007355512654726, 4.446118227065174e-06]",-0.00043685793057453255,1,[1],"[-0.016256419322144413, -0.013253647142675929]",-0.014771065302614477,True,False,1,0.4047181773395749,0.14997694466949943,26
OpenBMI_MI,TFFormer,4,2,"[-0.0002585984477963203, 0.00016571465338256178]",-5.385096633659903e-05,2,[2],"[-0.01570987255473304, -0.012936596891044459]",-0.014375485337234158,True,False,1,0.2896212184836206,0.11730076150251924,26
OpenBMI_MI,TFFormer,4,2,"[0.0003134592749682696, 0.0025624120318746405]",0.001415517439058725,3,[3],"[-0.014318762813718244, -0.011416730961103327]",-0.012860381155830975,True,False,1,0.17138405321425365,0.08556464045714625,26
OpenBMI_MI,TFFormer,4,2,"[0.023401263428569827, 0.043554330334585306]",0.03330466478442265,4,[4],"[0.01061358177089552, 0.030402598800366318]",0.020290531028371358,True,True,1,0.12426446677665429,0.055770700954761374,26
OpenBMI_MI,TFFormer,4,2,"[0.15449480166271903, 0.19691478468208629]",0.17511188042893305,5,"[5, 6, 7, 8]","[0.13426556250963437, 0.17579187248824663]",0.15463638507307215,True,True,4,0.06819735483554233,0.01889898181283633,26
OpenBMI_MI,TFFormer,4,2,"[0.02368382833605362, 0.03373733596721218]",0.028744515339604544,6,"[9, 10, 11, 12]","[-0.036499177468880144, -0.02215721828117247]",-0.029033064166637444,True,False,4,0.0254708666536108,0.010578788957275317,26
OpenBMI_MI,TFFormer,4,2,"[0.015720769040996233, 0.02335219531695575]",0.019704706389042596,7,"[13, 14, 15, 16]","[-0.04763967894640022, -0.03226203511130565]",-0.040184484289347136,False,False,4,0.0004229915499212647,0.006949303895654304,26
OpenBMI_MI,TFFormer,4,2,"[0.0010771085325333492, 0.0027405752467341937]",0.0018893211540175158,8,"[17, 18, 19]","[-0.048448896652834694, -0.03879046351703836]",-0.04374759181385194,False,False,3,-0.027514518426752597,0.01306606075945433,26
OpenBMI_ERP,LiteBN,0,0,"[-0.008234728495303755, -0.0013808838020356897]",-0.004737643144184198,0,[0],"[-0.01903400583206634, -0.012143940115709635]",-0.015504256024749485,True,False,1,0.915819521904145,0.5469554495489224,26
OpenBMI_ERP,LiteBN,0,0,"[0.00018607919298954336, 0.001671365480347632]",0.0009337532610114676,1,[1],"[-0.010685644429378437, -0.0083394648540155]",-0.009518659120578784,True,False,1,0.536214021536226,0.20307956316026712,26
OpenBMI_ERP,LiteBN,0,0,"[0.0160000901166682, 0.034487109102459834]",0.024892724272024127,2,[2],"[0.006584620396552182, 0.025136246895132552]",0.015444917718512726,True,True,1,0.41287652354023374,0.2518562393589411,26
OpenBMI_ERP,LiteBN,0,0,"[-0.002660085187962764, 0.0021708875110771873]",-0.00018689064252604124,3,[3],"[-0.01341793799376312, -0.00855426090338272]",-0.010986224405125576,True,False,1,0.23384657467043585,0.09320950895162028,26
OpenBMI_ERP,LiteBN,0,0,"[0.07187748012956223, 0.09212575655148746]",0.08185701691592487,4,"[4, 5, 6, 7]","[0.05154320852807174, 0.07048396621672486]",0.06072642490575017,True,True,4,0.11057696151902005,0.02888705161019088,26
OpenBMI_ERP,LiteBN,0,0,"[0.033653042018535625, 0.045901524972847225]",0.039797743627441415,5,"[8, 9, 10, 11]","[-0.003801356555871064, 0.012667461538871548]",0.004423574992424186,True,False,4,0.031924483975537654,0.012664721842306135,26
OpenBMI_ERP,LiteBN,0,0,"[0.008203977539066196, 0.015502453249437359]",0.011762687457019751,6,"[12, 13, 14, 15]","[-0.038514008420012694, -0.02326168909189921]",-0.03101970739626011,True,False,4,0.013507228975927056,0.005732102466075291,26
OpenBMI_ERP,LiteBN,0,0,"[0.009684649383259398, 0.01623945072243159]",0.012848040601591048,7,"[16, 17, 18]","[-0.020813030245919368, -0.010358818821762712]",-0.01554955320547088,False,False,3,0.0010888098772942935,0.004217106313460288,26
OpenBMI_ERP,LiteBN,0,0,"[-0.0029465495256963663, 0.0011199292953142754]",-0.0008683984646151929,8,[19],"[-0.011205275102099668, -0.007171544567177475]",-0.009063977153523776,False,False,1,-0.1261565662512401,0.09375892781306522,26
OpenBMI_ERP,LiteBN,0,1,"[-0.0010340043534147838, 0.0005295933223165477]",-0.00018357934890893596,0,[0],"[-0.008957341434981147, -0.0073697654647048244]",-0.008133839214742774,True,False,1,0.9985209299328234,0.6628368400202477,26
OpenBMI_ERP,LiteBN,0,1,"[0.003911059855768457, 0.008481547238766938]",0.006177850141434362,1,[1],"[-0.004049467401137575, 0.0012272564178871924]",-0.0013856489267209512,True,False,1,0.48578752491218824,0.18693681097066792,26
OpenBMI_ERP,LiteBN,0,1,"[0.0061692104730972, 0.01213890548550729]",0.009154285550218456,2,[2],"[-0.0009554990057254982, 0.004630806474049493]",0.001768157668617633,True,False,1,0.4277088329290506,0.15201041730505524,26
OpenBMI_ERP,LiteBN,0,1,"[0.029963157844466178, 0.055341354369869686]",0.04198362735845836,3,"[3, 4, 5, 6]","[0.0005316080123237213, 0.027287912994165754]",0.013304103775066316,True,True,4,0.12613308746410173,0.03484577714538372,26
OpenBMI_ERP,LiteBN,0,1,"[0.06725882549149008, 0.08461024037715953]",0.07591780728370702,4,"[7, 8, 9, 10]","[0.044432895965297106, 0.06531068625880145]",0.054644867790755364,True,True,4,0.04144594546130372,0.012571155532778636,26
OpenBMI_ERP,LiteBN,0,1,"[0.015127048036270815, 0.023220976934005176]",0.019131214238489916,5,"[11, 12, 13, 14]","[-0.02564660987303239, -0.01202798571552751]",-0.0188202190790435,True,False,4,0.013881464139158322,0.0062958056316143015,26
OpenBMI_ERP,LiteBN,0,1,"[0.0010213793910406812, 0.005663181166126061]",0.0033015275259155254,6,"[15, 16, 17, 18]","[-0.04365336866979511, -0.03422850098917607]",-0.039060340597083146,False,False,4,-0.004152980323136572,0.008828835261510412,26
OpenBMI_ERP,LiteBN,0,1,"[-9.833235565687615e-05, 0.0024734698886386512]",0.0011976418936285468,7,[19],"[-0.008464101939097123, -0.004935295304444237]",-0.006724655132777256,False,False,1,-0.05918952787172029,0.05093348399846702,26
OpenBMI_ERP,LiteBN,0,2,"[-0.002539905508246891, -0.0009086256054966967]",-0.0017111705564306497,0,[0],"[-0.012962057592625297, -0.009845831573445388]",-0.011407919404869587,True,False,1,1.3120927862868725,0.7918799408699513,26
OpenBMI_ERP,LiteBN,0,2,"[-0.0015755251037017203, 0.000770878307985269]",-0.00038022239840204274,1,[1],"[-0.011943176352385418, -0.008126223386829034]",-0.009998468368425325,True,False,1,0.47214930575484837,0.16725004686244888,26
OpenBMI_ERP,LiteBN,0,2,"[0.017241866354729515, 0.030626897665276525]",0.02416362217221274,2,[2],"[0.009223992764552758, 0.022381902890998364]",0.015890352023975377,True,True,1,0.38006357263568197,0.17792910555366098,26
OpenBMI_ERP,LiteBN,0,2,"[0.027948575749115148, 0.044427505367477776]",0.035802021941190795,3,"[3, 4, 5, 6]","[-0.008969227079821564, 0.009231575884539538]",-0.0001416780656225615,True,False,4,0.1519587866539626,0.04409442230522659,26
OpenBMI_ERP,LiteBN,0,2,"[0.056460019390492895, 0.08207564202253026]",0.07015490078150272,4,"[7, 8, 9, 10]","[0.02987095119214985, 0.05606754139616637]",0.04363251434027279,True,True,4,0.057662848870121006,0.025443657870366985,26
OpenBMI_ERP,LiteBN,0,2,"[0.012228406029953997, 0.019938995517531154]",0.01605964167365577,5,"[11, 12, 13, 14]","[-0.030907193609186298, -0.018240479573222532]",-0.02475719412333647,True,False,4,0.015353756046580904,0.007045334355930958,26
OpenBMI_ERP,LiteBN,0,2,"[0.023270846976757856, 0.02975618845749974]",0.026571400680995505,6,"[15, 16, 17, 18]","[-0.017734651673424005, -0.006053286289146725]",-0.012002998402446867,False,False,4,-0.00202141226537791,0.006287805616558011,26
OpenBMI_ERP,LiteBN,0,2,"[0.001725699563952581, 0.00580008983291418]",0.0038375361534604482,7,[19],"[-0.008219706214748719, -0.003296438054239881]",-0.005705715508622496,False,False,1,-0.0516481793308236,0.05204523808363019,26
OpenBMI_ERP,LiteBN,1,0,"[0.0013092984170024395, 0.010412104441107113]",0.0061000470015005635,0,[0],"[-0.006608565626699584, 0.001973738000604326]",-0.002126589344954016,True,False,1,1.0308741861181903,0.6990113808978005,24
OpenBMI_ERP,LiteBN,1,0,"[-0.0021208338407868424, -0.00030986387741592384]",-0.0011590270993801033,1,[1],"[-0.010904380310938199, -0.00853469895515776]",-0.009710292497941796,True,False,1,0.3865560688486751,0.13805468647980682,24
OpenBMI_ERP,LiteBN,1,0,"[0.015723031387735023, 0.03508491355004096]",0.02522171727180551,2,[2],"[0.007860882072709779, 0.027646766697665456]",0.01791327176850701,True,True,1,0.28617016114276383,0.15134417616290766,24
OpenBMI_ERP,LiteBN,1,0,"[0.012093695006334998, 0.027919093435584325]",0.019959567504166463,3,"[3, 4, 5, 6]","[-0.02831248073878892, -0.012184825286543674]",-0.020134386796704932,True,False,4,0.16608816935257625,0.03763907427470286,24
OpenBMI_ERP,LiteBN,1,0,"[0.049706781805103774, 0.06483586398514515]",0.057207157231754645,4,"[7, 8, 9, 10]","[0.017539873296164157, 0.034743706030213456]",0.026002161484813574,True,True,4,0.054054656155219614,0.014184436564555158,24
OpenBMI_ERP,LiteBN,1,0,"[0.02255658602314979, 0.03272370762103268]",0.02777215032707009,5,"[11, 12, 13, 14]","[-0.019879045290074723, -0.005829570503813024]",-0.012711967831041683,True,False,4,0.014809782659349909,0.007826996569741519,24
OpenBMI_ERP,LiteBN,1,0,"[0.035899854664039, 0.04775736162072379]",0.0417700206141754,6,"[15, 16, 17, 18]","[-0.003936228281302432, 0.014468894313259324]",0.0051725488658641286,False,False,4,-0.0014160240131257664,0.005323797046233866,24
OpenBMI_ERP,LiteBN,1,0,"[-0.0006289348010814765, 7.851505245106674e-05]",-0.0002662480653033795,7,[19],"[-0.01130533984744717, -0.009263101904592926]",-0.010275098757414267,False,False,1,-0.028026252966252097,0.02658630668806038,24
OpenBMI_ERP,LiteBN,1,1,"[-0.003887627852174193, 0.0062664993534181646]",0.0013451888710448085,0,[0],"[-0.012747211303211175, -0.0025488684887906205]",-0.007395201642690557,True,False,1,0.9655602487741021,0.6632759979977857,25
OpenBMI_ERP,LiteBN,1,1,"[0.017270998145843437, 0.03135094086363672]",0.024352931294981586,1,"[1, 2]","[-0.0004396713362441051, 0.014034763405340852]",0.006761118870681584,True,False,2,0.4058610286269625,0.11767803054436678,25
OpenBMI_ERP,LiteBN,1,1,"[0.011499847551726687, 0.03257742791063149]",0.022400608457149356,2,"[3, 4, 5, 6]","[-0.030836040152448542, -0.00830322674117609]",-0.019145519292940786,True,False,4,0.14388855604928155,0.04170165329231991,25
OpenBMI_ERP,LiteBN,1,1,"[0.02120657610196823, 0.035925109375023]",0.028643554694579555,3,"[7, 8, 9, 10]","[-0.018861266782204168, -0.002476506300232067]",-0.01073872624553019,True,False,4,0.051911633556060606,0.016235538765886123,25
OpenBMI_ERP,LiteBN,1,1,"[0.06962579779465795, 0.08670286432976422]",0.07838104290904435,4,"[11, 12, 13, 14]","[0.04156160699740774, 0.06363949355586213]",0.0524333091784548,True,True,4,0.014260070631697246,0.0065986198615691,25
OpenBMI_ERP,LiteBN,1,1,"[0.020290537871345705, 0.02773340901726453]",0.023949081576818347,5,"[15, 16, 17, 18]","[-0.021354283880060308, -0.009262881724395898]",-0.015393691976814452,False,False,4,0.0016935502216345482,0.004542331570788233,25
OpenBMI_ERP,LiteBN,1,1,"[-0.0007486550651677001, 0.00030368087829304926]",-0.00023246603528635806,6,[19],"[-0.010972075128126762, -0.008855426648797472]",-0.00993285554418798,False,False,1,-0.013281745355662594,0.018009734174940836,25
OpenBMI_ERP,LiteBN,1,2,"[-0.004334344424880803, 0.003596579664899567]",-0.0001259225047684047,0,[0],"[-0.015031397471134937, -0.006680070570151646]",-0.010656664077125915,True,False,1,1.0253204538137752,0.610767969481357,24
OpenBMI_ERP,LiteBN,1,2,"[0.0017740764892936844, 0.006048901622930629]",0.003885072463695176,1,[1],"[-0.008791150394626815, -0.004045537144414733]",-0.006461241638406231,True,False,1,0.4715329579900147,0.2015048751375195,24
OpenBMI_ERP,LiteBN,1,2,"[0.022660173247791307, 0.03772939995784043]",0.030242250624402268,2,[2],"[0.014635970521501472, 0.029074219707796094]",0.021947695725563942,True,True,1,0.35129095022131945,0.20432596613470005,24
OpenBMI_ERP,LiteBN,1,2,"[0.012688602170634, 0.025066638434187757]",0.019127712161277056,3,"[3, 4, 5, 6]","[-0.027474079540696375, -0.015277464917049928]",-0.02119423698510298,True,False,4,0.12237793774160068,0.03848428230774444,24
OpenBMI_ERP,LiteBN,1,2,"[0.06545497469248628, 0.08660323633312028]",0.07582205300085465,4,"[7, 8, 9, 10]","[0.03800236685335063, 0.061181196221288515]",0.04936113426619837,True,True,4,0.046232135413448346,0.018318462876098625,24
OpenBMI_ERP,LiteBN,1,2,"[0.01560910920311859, 0.024563929941762125]",0.02000655660444298,5,"[11, 12, 13, 14]","[-0.025849743328266565, -0.013616440062010106]",-0.019600543946068583,True,False,4,0.01279937979428538,0.009071597860567375,24
OpenBMI_ERP,LiteBN,1,2,"[0.008773208579300917, 0.01641639011277435]",0.012609119968272456,6,"[15, 16, 17, 18]","[-0.035994264661642995, -0.023184112233303144]",-0.029721978969830337,False,False,4,-0.003135088224665915,0.006937503789553558,24
OpenBMI_ERP,LiteBN,1,2,"[0.01434077214990351, 0.020790210138718034]",0.01761619163063391,7,[19],"[0.005626771648683423, 0.012926231300117622]",0.0092605030367987,False,False,1,-0.027983179064316983,0.038986501303875,24
OpenBMI_ERP,LiteBN,2,0,"[-0.0026332998920664047, 0.005200947197148473]",0.0010488949023846612,0,[0],"[-0.011619911515561038, -0.003425610803906551]",-0.00781258825845495,True,False,1,1.4149844317646076,1.0077443272684592,25
OpenBMI_ERP,LiteBN,2,0,"[-0.0032924727811729656, 0.013863500201202488]",0.005186274521005978,1,[1],"[-0.011857112793554461, 0.0051737622464023796]",-0.0034580847826843632,True,False,1,0.5272978552945957,0.2738624402245179,25
OpenBMI_ERP,LiteBN,2,0,"[-0.002249617847605569, 0.002115028601278502]",-0.0001091543133131695,2,"[2, 3]","[-0.021381345349423066, -0.01838251219336097]",-0.01982149258723626,True,False,2,0.386141011319873,0.12356865835567717,25
OpenBMI_ERP,LiteBN,2,0,"[0.0013951144343847133, 0.014739167909417233]",0.008286002429528379,3,"[4, 5, 6]","[-0.03172168322028629, -0.01753963929058077]",-0.024464453515351193,True,False,3,0.17441698912387207,0.05860353866362989,25
OpenBMI_ERP,LiteBN,2,0,"[0.021158231220793168, 0.031577741657221645]",0.026498895700369604,4,"[7, 8, 9, 10]","[-0.021486801816399243, -0.010624330557983501]",-0.0157780898475528,True,False,4,0.04998403795998705,0.017626604089406576,25
OpenBMI_ERP,LiteBN,2,0,"[0.055468821425390606, 0.07424956300643458]",0.06470074396775305,5,"[11, 12, 13, 14]","[0.02049867016029298, 0.046967189080469124]",0.03376137731702297,True,True,4,0.013546066460635683,0.007634743674620842,25
OpenBMI_ERP,LiteBN,2,0,"[0.05581222538557934, 0.06690915161036401]",0.06134577053257506,6,"[15, 16, 17, 18]","[0.021467532824984124, 0.03666628853628979]",0.029049277831402806,False,False,4,0.002069280231381276,0.004983509212140559,25
OpenBMI_ERP,LiteBN,2,0,"[0.020487053057877975, 0.02764618932475179]",0.024088383409932246,7,[19],"[0.01239691154057062, 0.020202450990458254]",0.01629910350692142,False,False,1,-0.004044979106985464,0.019726078646127052,25
OpenBMI_ERP,LiteBN,2,1,"[-0.004767219733669182, -0.0006296700175454594]",-0.0027986312692295885,0,[0],"[-0.012726951814257174, -0.008286644795009393]",-0.010578549420212859,True,False,1,1.264584088435997,0.9127760141798589,25
OpenBMI_ERP,LiteBN,2,1,"[0.005147131781139826, 0.013674509425967322]",0.009440954415097546,1,[1],"[-0.001947936727612168, 0.006265649422889938]",0.0023319132699766276,True,False,1,0.5181827120234559,0.23254481171188793,25
OpenBMI_ERP,LiteBN,2,1,"[-0.0002566853432514104, 0.0011206577573553542]",0.0004281855534494762,2,[2],"[-0.00858502137675244, -0.005858266339855383]",-0.007233950261929689,True,False,1,0.34115528567545395,0.13889533688069447,25
OpenBMI_ERP,LiteBN,2,1,"[0.009449256182494077, 0.03084448215009119]",0.02024857644376318,3,"[3, 4, 5, 6]","[-0.028277060551018394, -0.004932851789399923]",-0.016469128742975136,True,False,4,0.14898712008371806,0.041968384545895784,25
OpenBMI_ERP,LiteBN,2,1,"[0.04439999255171282, 0.05922937404202966]",0.05194341685380801,4,"[7, 8, 9, 10]","[0.01399410861001943, 0.030390575431757445]",0.022334583729205996,True,True,4,0.040357638151736916,0.014784479148274915,25
OpenBMI_ERP,LiteBN,2,1,"[0.0173863992024867, 0.025540493408261134]",0.021503374768317398,5,"[11, 12, 13, 14]","[-0.021765955644739564, -0.008974923823929342]",-0.015491500218412368,True,False,4,0.012366505836234927,0.005113969534341187,25
OpenBMI_ERP,LiteBN,2,1,"[0.06462112496871772, 0.07787705728576408]",0.07114576637184192,6,"[15, 16, 17, 18]","[0.03542005877456845, 0.054837369056502286]",0.045017373673963273,False,False,4,0.0010503817003472444,0.004884746874648596,25
OpenBMI_ERP,LiteBN,2,1,"[-0.0006196757789449295, 0.00511359822714956]",0.0024755597012384154,7,[19],"[-0.009065852810121879, -0.0034371453911913497]",-0.00612044135336895,False,False,1,-0.011018780758665397,0.021102102891260684,25
OpenBMI_ERP,LiteBN,2,2,"[-0.001948720660938452, 0.007081748729737574]",0.002295405455744152,0,[0],"[-0.010944158277623907, -0.0016565577967602775]",-0.006573084387266105,True,False,1,1.4351550909521054,0.923025525926136,24
OpenBMI_ERP,LiteBN,2,2,"[-0.001865033149479401, 0.004252567092057319]",0.0014662402603615905,1,[1],"[-0.010829718970732146, -0.004639577981845294]",-0.007491594767262689,True,False,1,0.4511872845926902,0.24537931191870377,24
OpenBMI_ERP,LiteBN,2,2,"[0.009528982593297895, 0.024467186013270404]",0.017274961921735943,2,"[2, 3, 4]","[-0.019783734093748895, -0.003279351042048932]",-0.01143839323962078,True,False,3,0.24328856896882334,0.07644838146923197,24
OpenBMI_ERP,LiteBN,2,2,"[0.024299926648824893, 0.04417133063705457]",0.03416692165196404,3,"[5, 6, 7, 8]","[-0.016023830263463473, 0.0076196396220550655]",-0.0038808567834213597,True,False,4,0.09112520849838392,0.025108488587081583,24
OpenBMI_ERP,LiteBN,2,2,"[0.029978579174206828, 0.04358575637948798]",0.03693884869815185,4,"[9, 10, 11, 12]","[-0.010465587432605216, 0.007709487871662242]",-0.0011678078029876175,True,False,4,0.028303039824254195,0.009014549920306187,24
OpenBMI_ERP,LiteBN,2,2,"[0.08362056878463764, 0.10438074193561339]",0.09385981542485768,5,"[13, 14, 15, 16]","[0.055729996209481984, 0.08284401626815113]",0.06867462709394175,True,True,4,0.004978285634246267,0.00435054470111636,24
OpenBMI_ERP,LiteBN,2,2,"[0.003560329641110846, 0.007980538271220469]",0.005790258024513543,6,"[17, 18, 19]","[-0.030398456827123402, -0.022486407741267027]",-0.02637326537310003,False,False,3,-0.010600688656991571,0.018141508061430563,24
OpenBMI_ERP,LiteBN,3,0,"[-0.0032492761767651626, 0.004496674145575943]",0.0007280459666238992,0,[0],"[-0.013178317300070885, -0.004835637333853349]",-0.008866424281759629,True,False,1,0.8293213503760355,0.4798008569628455,26
OpenBMI_ERP,LiteBN,3,0,"[0.007008980850385742, 0.017660449080659755]",0.01229045890364287,1,"[1, 2]","[-0.010936951870981038, -0.0001838518937563548]",-0.005573218686924147,True,False,2,0.5460867337763164,0.17430450301593367,26
OpenBMI_ERP,LiteBN,3,0,"[0.0006779717691286592, 0.013352161009313003]",0.006975304051156124,2,[3],"[-0.008594231638764422, 0.004215137422181425]",-0.002049907888154163,True,False,1,0.20860325629700677,0.10133430471764054,26
OpenBMI_ERP,LiteBN,3,0,"[0.017597684437346474, 0.04220175643859733]",0.029790406254258835,3,"[4, 5]","[-0.00036446972064138535, 0.027183073255145154]",0.013510700085169277,True,False,2,0.13500106002280007,0.04552903770754721,26
OpenBMI_ERP,LiteBN,3,0,"[0.051864069881692135, 0.07622501116796247]",0.06429429541595907,4,"[6, 7, 8, 9]","[0.021752283699254745, 0.052109507770111974]",0.03685831680491843,True,True,4,0.0589165397030422,0.020801102959332917,26
OpenBMI_ERP,LiteBN,3,0,"[0.02128900920090209, 0.032173626092402284]",0.026535336803695464,5,"[10, 11, 12, 13]","[-0.015528497145934808, -0.001232053663027211]",-0.008621935529044101,True,False,4,0.019879974375896114,0.007082342180164034,26
OpenBMI_ERP,LiteBN,3,0,"[0.021692263838994447, 0.030980891898371814]",0.026316333186381304,6,"[14, 15, 16, 17]","[-0.01627665164619128, -0.0015760950937706213]",-0.008899228300250889,False,False,4,0.004064614647316907,0.005446956854810398,26
OpenBMI_ERP,LiteBN,3,0,"[0.0002934413205657074, 0.0014510229323280253]",0.0008808606768043581,7,[18],"[-0.008551838482963934, -0.006869166189397591]",-0.007716768084348195,False,False,1,-0.006527980867360711,0.017371906220322548,26
OpenBMI_ERP,LiteBN,3,0,"[0.003629075585847211, 0.009195880787280427]",0.006433604936819175,8,[19],"[-0.005272142385686147, 0.0014059619984022756]",-0.0018352796933340935,False,False,1,-0.0501342995473535,0.07801490100524805,26
OpenBMI_ERP,LiteBN,3,1,"[-0.002023911483074372, 0.0013039052767995578]",-0.00032206464972756954,0,[0],"[-0.009388233047855528, -0.00618549073621118]",-0.007795985448277046,True,False,1,1.0233867784509685,0.5730372427437269,26
OpenBMI_ERP,LiteBN,3,1,"[0.005265377940828017, 0.014685495127316945]",0.010217762570164369,1,[1],"[-0.0018610213796063342, 0.008044587973410188]",0.0032655475771730903,True,False,1,0.5200419022923545,0.2716394645267421,26
OpenBMI_ERP,LiteBN,3,1,"[0.0016834733315397488, 0.005594517827716255]",0.003717983576843785,2,[2],"[-0.005742188488307297, -0.001564121183982433]",-0.0035634928277517705,True,False,1,0.4242187283071414,0.20266878676968786,26
OpenBMI_ERP,LiteBN,3,1,"[0.02902361842609533, 0.05676558556833658]",0.04269465766207133,3,"[3, 4, 5, 6]","[-0.0018748048152589854, 0.027125027752630915]",0.012735698634909368,True,False,4,0.1736315016371319,0.04967886178564093,26
OpenBMI_ERP,LiteBN,3,1,"[0.014434035269889879, 0.02536865730493909]",0.01989132744436571,4,"[7, 8, 9, 10]","[-0.020391526239806636, -0.00751647676212468]",-0.014206597410308518,True,False,4,0.06432065268006258,0.02112276567779776,26
OpenBMI_ERP,LiteBN,3,1,"[0.021134507124713688, 0.03291308140344667]",0.027210821346622286,5,"[11, 12, 13, 14]","[-0.013777959003226727, 0.0014034440995186093]",-0.006003041097551393,True,False,4,0.01236334151384914,0.006840884150970807,26
