task,model,fold,seed,subject_id,trials,BA,Macro_F1,evaluation_scope,prediction_source
OpenBMI_MI,LiteBN,0,0,4,100,0.8,0.797077922077922,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,1,25,100,0.98,0.98,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,1,29,100,0.82,0.8173701298701298,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,1,36,100,0.97,0.9699729756781104,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,1,37,100,0.73,0.7087692805522599,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,1,39,100,0.76,0.7596153846153846,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,1,42,100,0.78,0.7785829307568439,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,1,51,100,0.6599999999999999,0.6510673234811166,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,1,54,100,0.75,0.7469379491851402,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,4,100,0.76,0.7564935064935063,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,12,100,0.73,0.721964782205746,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,13,100,0.6799999999999999,0.6794871794871795,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,17,100,0.62,0.614448051948052,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,18,100,0.79,0.7894736842105263,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,24,100,0.54,0.4945054945054945,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,25,100,0.99,0.98999899989999,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,29,100,0.8899999999999999,0.8897243107769424,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,36,100,0.95,0.949954959463517,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,37,100,0.66,0.6155585707824514,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,39,100,0.73,0.7266929851199515,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,42,100,0.71,0.7050147492625368,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,51,100,0.7,0.7,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,1,2,54,100,0.73,0.7286704853783539,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,4,100,0.8300000000000001,0.8295739348370927,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,12,100,0.78,0.7785829307568439,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,13,100,0.7,0.6989160979526294,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,17,100,0.59,0.5670995670995671,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,18,100,0.71,0.7099709970997101,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,24,100,0.62,0.5703301673450927,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,25,100,0.98,0.9799919967987194,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,29,100,0.78,0.7799119647859143,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,36,100,0.9099999999999999,0.9097744360902256,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,37,100,0.76,0.7519636213311285,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,39,100,0.72,0.7189883580891208,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,42,100,0.75,0.7442455242966751,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,51,100,0.6799999999999999,0.6767676767676767,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,0,54,100,0.79,0.7898108297467722,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,4,100,0.8,0.797979797979798,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,12,100,0.81,0.8095238095238095,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,13,100,0.65,0.6338529134846741,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,17,100,0.56,0.5098039215686274,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,18,100,0.76,0.7596153846153846,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,24,100,0.5700000000000001,0.5305164319248826,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,25,100,0.98,0.98,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,29,100,0.87,0.8689384010484928,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,36,100,0.97,0.9699729756781104,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,37,100,0.8400000000000001,0.839421918908069,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,39,100,0.72,0.7198879551820727,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,42,100,0.7,0.7,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,51,100,0.62,0.596774193548387,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,1,54,100,0.75,0.7487689679429204,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,4,100,0.79,0.7863899908452854,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,12,100,0.73,0.7198879551820727,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,13,100,0.72,0.7189883580891208,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,17,100,0.62,0.6041666666666667,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,18,100,0.8300000000000001,0.8291628982011858,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,24,100,0.57,0.5413333333333333,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,25,100,0.99,0.98999899989999,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,29,100,0.88,0.8792270531400966,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,36,100,0.9299999999999999,0.9299369432489241,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,37,100,0.77,0.757153415690001,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,39,100,0.76,0.7536945812807881,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,42,100,0.71,0.7064480210547626,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,51,100,0.7,0.7,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,2,2,54,100,0.75,0.7499749974997499,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,4,100,0.81,0.8076728413807065,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,12,100,0.66,0.6353496353496353,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,13,100,0.79,0.78997899789979,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,17,100,0.5800000000000001,0.5625,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,18,100,0.74,0.7398959583833533,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,24,100,0.5,0.39290917921321034,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,25,100,0.98,0.98,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,29,100,0.6599999999999999,0.6578099838969405,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,36,100,0.8999999999999999,0.8998397435897436,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,37,100,0.75,0.736036321402175,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,39,100,0.83,0.8299829982998299,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,42,100,0.6699999999999999,0.6624040920716112,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,51,100,0.6799999999999999,0.6767676767676767,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,0,54,100,0.6499999999999999,0.6482765551200884,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,4,100,0.79,0.7851662404092071,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,12,100,0.76,0.7599039615846339,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,13,100,0.67,0.648,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,17,100,0.5,0.39290917921321034,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,18,100,0.75,0.7497747973175859,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,24,100,0.55,0.4786235662148072,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,25,100,0.96,0.959983993597439,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,29,100,0.8300000000000001,0.8291628982011858,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,36,100,0.9099999999999999,0.9095568284594513,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,37,100,0.78,0.7767857142857144,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,39,100,0.78,0.7796474358974359,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,42,100,0.78,0.7796474358974359,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,51,100,0.64,0.6328029375764994,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,1,54,100,0.73,0.7293233082706766,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,4,100,0.79,0.7874278773155178,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,12,100,0.74,0.7331691297208538,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,13,100,0.74,0.7331691297208538,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,17,100,0.59,0.5626666666666668,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,18,100,0.74,0.7383252818035426,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,24,100,0.55,0.5146154675870995,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,25,100,0.99,0.98999899989999,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,29,100,0.77,0.7631551848419318,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,36,100,0.8999999999999999,0.8998397435897436,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,37,100,0.79,0.7821350762527233,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,39,100,0.78,0.7756017951856385,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,42,100,0.74,0.7395833333333335,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,51,100,0.67,0.66996699669967,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,3,2,54,100,0.73,0.72997299729973,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,4,100,0.87,0.8698828946051447,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,12,100,0.67,0.648,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,13,100,0.6799999999999999,0.6715927750410509,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,17,100,0.55,0.5248653785239151,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,18,100,0.66,0.6598639455782312,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,24,100,0.6,0.5324918186068256,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,25,100,0.97,0.9699729756781104,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,29,100,0.77,0.767182913250329,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,36,100,0.94,0.9399759903961584,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,37,100,0.6699999999999999,0.6349153667441089,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,39,100,0.75,0.7442455242966751,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,42,100,0.6799999999999999,0.6692848284415047,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,51,100,0.6399999999999999,0.6386993175431553,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,0,54,100,0.72,0.72,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,4,100,0.79,0.7863899908452854,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,12,100,0.8,0.797979797979798,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,13,100,0.62,0.5824175824175825,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,17,100,0.55,0.508679986898133,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,18,100,0.7,0.6956168831168832,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,24,100,0.55,0.4871794871794872,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,25,100,0.99,0.98999899989999,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,29,100,0.88,0.88,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,36,100,0.95,0.949954959463517,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,37,100,0.77,0.767182913250329,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,39,100,0.77,0.769792813532179,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,42,100,0.7,0.6899545266639107,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,51,100,0.64,0.6279454319966928,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,1,54,100,0.78,0.7796474358974359,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,4,100,0.8200000000000001,0.8164014687882497,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,12,100,0.81,0.8099809980998101,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,13,100,0.62,0.5766488413547237,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,17,100,0.56,0.537620849096259,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,18,100,0.77,0.7694235588972431,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,24,100,0.59,0.5327635327635327,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,25,100,0.98,0.9799919967987194,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,29,100,0.81,0.8084484323016432,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,36,100,0.9199999999999999,0.9198717948717948,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,37,100,0.7,0.6744791666666667,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,39,100,0.73,0.72997299729973,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,42,100,0.73,0.72997299729973,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,51,100,0.7,0.6995192307692307,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,TFFormer,4,2,54,100,0.73,0.7297567811029926,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,4,1980,0.8821212121212121,0.853950860736556,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,12,1980,0.9603030303030302,0.917991189972852,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,13,1980,0.8996969696969697,0.801424272739135,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,17,1980,0.7818181818181817,0.6634088417975885,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,18,1980,0.8927272727272728,0.865895061728395,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,24,1980,0.7809090909090909,0.7019584950077888,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,25,1980,0.796969696969697,0.7871474668789447,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,29,1980,0.8503030303030303,0.821055423323102,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,36,1980,0.9387878787878787,0.8685589594680504,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,37,1980,0.9363636363636364,0.912283444868347,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,39,1980,0.7387878787878788,0.6815789898823746,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,42,1980,0.87,0.7944486981863319,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,51,1980,0.7627272727272727,0.6894190230051722,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,0,54,1980,0.7387878787878788,0.6843351016104322,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_ERP,LiteBN,0,1,4,1980,0.8896969696969697,0.8795488988171387,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
