task,dataset,fold,architecture,seed,parameter_count,selected_epoch,best_inner_val_BA,best_inner_val_macro_F1,checkpoint_path,checkpoint_sha256,normalizer_sha256,batch_manifest_sha256,class_weighted_ce,epochs_completed,early_stopped,elapsed_seconds_this_invocation,runner_sha256
OpenBMI_MI,OpenBMI,0,LiteBN_XS,1,219767,31,0.7466666666666666,0.7434579370785753,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold0_litebn_xs/selected_best.pt,9e9ee7383d331e0a237da74ecb2a0a713df80e0de81bcac024a9ac7230fd268d,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,c371ec3ab1b22105ee426cadaaf94dbecea4edd562abfe80ab8c2dd5051601df,False,41,True,133.29208547901362,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
OpenBMI_MI,OpenBMI,1,LiteBN_XS,1,219767,57,0.8033333333333333,0.799733703919706,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold1_litebn_xs/selected_best.pt,1a47c43309b6b99c68e7f04eb05da239e3f595ce3cd92dd1ca957a0db89ec9e4,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a0e8f1ae32150b29681e6f759528083062775364f634c3eced7615d3df9f3ed0,False,60,False,190.99680878780782,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
OpenBMI_MI,OpenBMI,2,LiteBN_XS,1,219767,26,0.7566666666666667,0.7474448351357316,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold2_litebn_xs/selected_best.pt,2ac0de40e5148cf5528b5c70607ce493ff1421695ae9663af78e238c33c761a0,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,f377b95fca32cac942eeada95bf0ebe5eb1c0ae2fe4162817ae3e747e2c0584e,False,36,True,114.54460858460516,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
OpenBMI_MI,OpenBMI,3,LiteBN_XS,1,219767,39,0.7866666666666666,0.7853665331290475,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold3_litebn_xs/selected_best.pt,e533594cb73334a894aea8f7f1a3ce204ceb21f6a485295d0870cefafb701281,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,22b84a265f6a9d46f4b904c6c554e490698bd38d78c9d3e99cf7e1573ed92815,False,49,True,156.3444740800187,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
OpenBMI_MI,OpenBMI,4,LiteBN_XS,1,219767,20,0.7266666666666667,0.7174339462033261,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold4_litebn_xs/selected_best.pt,b74d7ce15aed28b972b92d87265c8f3087a8b372904ff25d07696a00e1e4c184,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,ff5a16cd2ed5bbe6e8198e3d354f5c277758f9b923bbc40ea9798d3593a0a9d5,False,30,True,95.66152510233223,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
OpenBMI_SSVEP,OpenBMI,0,LiteBN_XS,1,220025,32,0.9216666666666667,0.9220395227488174,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold0_litebn_xs/selected_best.pt,8cd9a2ee224f088b88f267cf6e03e94dfb25f632c81a4a7d2d055321a23c9bfc,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,,False,42,True,176.40478120278567,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
OpenBMI_SSVEP,OpenBMI,1,LiteBN_XS,1,220025,49,0.9499999999999998,0.9486394304341556,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold1_litebn_xs/selected_best.pt,da261439b8d0a2914e88f73d7d750010e1719651fd9bd6fdbb7a3039eaa60ff2,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,,False,59,True,242.07258131634444,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
OpenBMI_SSVEP,OpenBMI,2,LiteBN_XS,1,220025,33,0.8683333333333333,0.8675494410369291,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold2_litebn_xs/selected_best.pt,cbfaeb8379e28ef796aafbead521d9797cc94d6cca77416e27917ca2eae75ac2,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,,False,43,True,175.9451068257913,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
OpenBMI_SSVEP,OpenBMI,3,LiteBN_XS,1,220025,52,0.8683333333333333,0.8699821268678067,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold3_litebn_xs/selected_best.pt,29326c677e70f4b377a72c31db7ee8dedd1cfed154221259729dad0efc28ac8e,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,,False,60,False,248.92234580311924,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
OpenBMI_SSVEP,OpenBMI,4,LiteBN_XS,1,220025,31,0.9,0.8915130827988587,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold4_litebn_xs/selected_best.pt,45cf79e1990d3bb596ea637cd486da24a559b64e41cfae791ed95695d57a372a,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,,False,41,True,168.94567420240492,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
WBCIC_MI,WBCIC,0,LiteBN_XS,1,219479,20,0.697804292929293,0.6918165198843033,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/wbcic_mi/fold0_litebn_xs/selected_best.pt,318619e1792a1a90cdf3e49b5a90aaf4095b365917413a012004c14c6a28a459,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,2dfa600d297c7fb7c6abecbd865eda30f5d9b5aba95b57f4904c218695c52e7b,False,30,True,251.09473896864802,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
WBCIC_MI,WBCIC,1,LiteBN_XS,1,219479,24,0.8977222222222224,0.89749559396039,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/wbcic_mi/fold1_litebn_xs/selected_best.pt,0be7ed7b5e830aaff6bfd0419fab6404740e8b8f64eaec83b0535bb2a1fd26ac,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,4103e66137803e60d4cb21a8a7b94e3f255e4b1277712e6456d8ea617b58e66d,False,34,True,297.748474156484,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
WBCIC_MI,WBCIC,2,LiteBN_XS,1,219479,36,0.891,0.8909250072358654,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/wbcic_mi/fold2_litebn_xs/selected_best.pt,4dd6eb617f2bc2117a3a7f44a57e13cc09fa52f5822f233b8734ec09984c706c,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,7bb1550f1199abe223c1be3b5f4a999abfbf6007458f9d1524db9ecf84b5c8d6,False,46,True,401.67157222516835,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
WBCIC_MI,WBCIC,3,LiteBN_XS,1,219479,12,0.747,0.7406823342900966,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/wbcic_mi/fold3_litebn_xs/selected_best.pt,06f29f4489bb047b67699b86335c44cf83d72c66f808ffb4d09a9215b66d6136,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,9721226e6d5a5608d7df1a9291f9383a6ab67196ddbb68bb05afc32888eadafe,False,22,True,192.60655964817852,fd2f9c2c2bf3b6e50ebc1dda8d53e4b8152ee40f20da963dc0b7685db3eae446
