task,seed0_delta_pp,seed1_delta_pp,seed2_delta_pp,three_seed_mean_delta_pp,LiteBN_three_seed_BA,XS_three_seed_BA,LiteBN_three_seed_macro_F1,XS_three_seed_macro_F1,positive_seeds,positive_folds
OpenBMI_MI,0.749999999999999,-3.2499999999999996,-0.5000000000000007,-1.0000000000000002,0.7861666666666666,0.7761666666666667,0.7801946239754646,0.768242899331058,1,6
OpenBMI_ERP,-0.08181818181817985,1.0553030303030309,-0.09469696969696878,0.2929292929292941,0.8331035353535352,0.8360328282828283,0.7872712691715337,0.797907322462518,1,8
OpenBMI_SSVEP,4.124999999999999,0.44999999999999973,-1.625,0.9833333333333331,0.9073333333333333,0.9171666666666667,0.9041859871076916,0.9155776224216939,2,8
WBCIC_MI,0.2894672531769284,0.657909742587162,2.0611151840990547,1.0028307266210483,0.7821001004670359,0.7921284077332466,0.7753191028762224,0.7897318906034715,3,11
