architecture,equal_task_mean_delta_pp,worst_task_delta_pp,positive_tasks,positive_folds,max_parameter_count,eligible,OpenBMI_MI_delta_pp,OpenBMI_MI_inner_val_BA,OpenBMI_ERP_delta_pp,OpenBMI_ERP_inner_val_BA,OpenBMI_SSVEP_delta_pp,OpenBMI_SSVEP_inner_val_BA,WBCIC_MI_delta_pp,WBCIC_MI_inner_val_BA
LiteBN_XB,1.4612626262626234,-0.5939393939394044,2,13,220025,False,2.5666666666666638,0.7893333333333333,-0.5939393939394044,0.8316161616161615,4.133333333333338,0.9339999999999999,-0.261010101010104,0.798869696969697
