task,architecture,n_subjects,mean_delta_pp,median_delta_pp,positive_subjects,negative_subjects,positive_folds,fold_deltas_pp
OpenBMI_SSVEP,LiteBN_XS,40,4.125,1.0000000000000009,21,7,5,"{""0"": 9.75, ""1"": 2.500000000000001, ""2"": 4.874999999999995, ""3"": 2.375000000000002, ""4"": 1.1250000000000009}"
