architecture,OpenBMI_MI_inner_val_BA,OpenBMI_ERP_inner_val_BA,OpenBMI_SSVEP_inner_val_BA,WBCIC_MI_inner_val_BA,OpenBMI_MI_delta_pp,OpenBMI_ERP_delta_pp,OpenBMI_SSVEP_delta_pp,WBCIC_MI_delta_pp,equal_task_mean_delta_pp,worst_task_delta_pp,eligible
LiteBN_X,0.7929999999999999,0.8343535353535353,0.9206666666666667,0.7980489898989899,2.3333333333333317,-0.3202020202020317,2.8000000000000136,0.23732323232322772,1.262613636363635,-0.3202020202020317,True
