architecture,OpenBMI_MI_delta_pp,WBCIC_MI_delta_pp,mi_equal_mean_delta_pp,mi_worst_delta_pp,retained_for_remaining_tasks
LiteBN_X,2.3333333333333317,0.23732323232322772,1.2853282828282797,0.23732323232322772,True
LiteBN_XS,2.2666666666666724,0.2795959595959574,1.273131313131315,0.2795959595959574,True
LiteBN_RG,0.5000000000000115,0.46126262626261516,0.48063131313131335,0.46126262626261516,True
LiteBN_R,0.16666666666667052,0.14272727272727215,0.15469696969697133,0.14272727272727215,True
