task,dataset,fold,seed,subject_id,method,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256,posthoc_exploratory
OpenBMI_ERP,OpenBMI,0,0,15,LiteBN_BASELINE,0.7884848484848486,0.760514905465532,0.8535353535353535,1980,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,15,LiteBN_RG,0.7581818181818182,0.7190794823871824,0.8191919191919191,1980,9d2963319bbc4381846c7ca3d8c0096b5d8bffc18603f7ee6ea02a56d64e3bb1,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,15,LiteBN_XS,0.7460606060606061,0.7295077319100456,0.8393939393939394,1980,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,3,LiteBN_BASELINE,0.9236363636363636,0.8307939160069486,0.8828282828282829,1980,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,3,LiteBN_RG,0.9166666666666667,0.8194007716294449,0.8732323232323232,1980,9d2963319bbc4381846c7ca3d8c0096b5d8bffc18603f7ee6ea02a56d64e3bb1,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,3,LiteBN_XS,0.9287878787878788,0.8520335329341318,0.9015151515151515,1980,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,32,LiteBN_BASELINE,0.9045454545454545,0.8104684567231942,0.8671717171717171,1980,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,32,LiteBN_RG,0.8978787878787879,0.8019335726675119,0.8601010101010101,1980,9d2963319bbc4381846c7ca3d8c0096b5d8bffc18603f7ee6ea02a56d64e3bb1,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,32,LiteBN_XS,0.9354545454545455,0.8684913288459566,0.9146464646464646,1980,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,33,LiteBN_BASELINE,0.7578787878787878,0.7613501988748343,0.8691919191919192,1980,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,33,LiteBN_RG,0.7066666666666667,0.7169789453351362,0.8505050505050505,1980,9d2963319bbc4381846c7ca3d8c0096b5d8bffc18603f7ee6ea02a56d64e3bb1,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,33,LiteBN_XS,0.7278787878787879,0.7404733424470267,0.8636363636363636,1980,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,38,LiteBN_BASELINE,0.7287878787878788,0.69065395273547,0.7984848484848485,1980,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,38,LiteBN_RG,0.7527272727272727,0.7053259503721399,0.804040404040404,1980,9d2963319bbc4381846c7ca3d8c0096b5d8bffc18603f7ee6ea02a56d64e3bb1,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,38,LiteBN_XS,0.6448484848484848,0.6541342168069337,0.8202020202020202,1980,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,47,LiteBN_BASELINE,0.8054545454545454,0.7528296883504766,0.8373737373737373,1980,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,47,LiteBN_RG,0.8863636363636364,0.8562536538395406,0.9136363636363637,1980,9d2963319bbc4381846c7ca3d8c0096b5d8bffc18603f7ee6ea02a56d64e3bb1,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,47,LiteBN_XS,0.8875757575757576,0.8541268216781436,0.9116161616161617,1980,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,5,LiteBN_BASELINE,0.6463636363636364,0.56605291005291,0.646969696969697,1980,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,5,LiteBN_RG,0.6933333333333334,0.6156690205937811,0.703030303030303,1980,9d2963319bbc4381846c7ca3d8c0096b5d8bffc18603f7ee6ea02a56d64e3bb1,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,5,LiteBN_XS,0.7127272727272728,0.6489850704689063,0.7454545454545455,1980,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,6,LiteBN_BASELINE,0.8821212121212121,0.7882878228596301,0.85,1980,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,6,LiteBN_RG,0.8806060606060606,0.8027767334362863,0.8656565656565657,1980,9d2963319bbc4381846c7ca3d8c0096b5d8bffc18603f7ee6ea02a56d64e3bb1,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,0,0,6,LiteBN_XS,0.896060606060606,0.8247166467065868,0.8833333333333333,1980,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
OpenBMI_ERP,OpenBMI,1,0,14,LiteBN_BASELINE,0.7593939393939394,0.724335625841986,0.8252525252525252,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,14,LiteBN_RG,0.7721212121212122,0.7289510661163656,0.8242424242424242,1980,2cf218490a089bc2a72a603a2688892ca5af5f53c2709a206c12a0f425ed55b2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,14,LiteBN_XS,0.7766666666666666,0.7320292692609602,0.8257575757575758,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,2,LiteBN_BASELINE,0.9766666666666667,0.9447705618082642,0.9671717171717171,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,2,LiteBN_RG,0.9712121212121212,0.9337315428450867,0.9601010101010101,1980,2cf218490a089bc2a72a603a2688892ca5af5f53c2709a206c12a0f425ed55b2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,2,LiteBN_XS,0.9696969696969697,0.9270277197502592,0.9555555555555556,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,26,LiteBN_BASELINE,0.9412121212121212,0.8992510981613617,0.9383838383838384,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,26,LiteBN_RG,0.926060606060606,0.8744969802562719,0.9212121212121213,1980,2cf218490a089bc2a72a603a2688892ca5af5f53c2709a206c12a0f425ed55b2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,26,LiteBN_XS,0.9415151515151515,0.8843643806848641,0.9267676767676768,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,28,LiteBN_BASELINE,0.9187878787878788,0.8680609279617217,0.9171717171717172,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,28,LiteBN_RG,0.9172727272727272,0.8671259302099996,0.9166666666666666,1980,2cf218490a089bc2a72a603a2688892ca5af5f53c2709a206c12a0f425ed55b2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,28,LiteBN_XS,0.9242424242424243,0.8471238833193948,0.897979797979798,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,31,LiteBN_BASELINE,0.9272727272727272,0.8722786647314948,0.9191919191919192,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,31,LiteBN_RG,0.9199999999999999,0.863490093652145,0.9131313131313131,1980,2cf218490a089bc2a72a603a2688892ca5af5f53c2709a206c12a0f425ed55b2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,31,LiteBN_XS,0.9166666666666667,0.8448701674378645,0.8974747474747474,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,35,LiteBN_BASELINE,0.87,0.8230706807521133,0.8883838383838384,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,35,LiteBN_RG,0.8854545454545455,0.8641253361686159,0.9202020202020202,1980,2cf218490a089bc2a72a603a2688892ca5af5f53c2709a206c12a0f425ed55b2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,35,LiteBN_XS,0.9006060606060606,0.8543286939774479,0.9090909090909091,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,40,LiteBN_BASELINE,0.7966666666666666,0.7543442937847247,0.842929292929293,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,40,LiteBN_RG,0.8384848484848484,0.7754226721287873,0.85,1980,2cf218490a089bc2a72a603a2688892ca5af5f53c2709a206c12a0f425ed55b2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
OpenBMI_ERP,OpenBMI,1,0,40,LiteBN_XS,0.8066666666666666,0.7909628378378378,0.8777777777777778,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
