task,dataset,fold,seed,subject_id,method,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256,posthoc_exploratory
OpenBMI_MI,OpenBMI,0,0,15,LiteBN_BASELINE,0.87,0.8698828946051447,0.87,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,15,LiteBN_RG,0.81,0.8056265984654731,0.81,100,843fe68a5d012d109f81913193332afbabe3c37c2b1f01d3822eeee49e2cc8e3,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,15,LiteBN_XS,0.88,0.8798076923076923,0.88,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,3,LiteBN_BASELINE,0.87,0.8699869986998701,0.87,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,3,LiteBN_RG,0.8899999999999999,0.8897243107769424,0.89,100,843fe68a5d012d109f81913193332afbabe3c37c2b1f01d3822eeee49e2cc8e3,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,3,LiteBN_XS,0.9299999999999999,0.9299369432489241,0.93,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,32,LiteBN_BASELINE,0.7,0.6998799519807923,0.7,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,32,LiteBN_RG,0.72,0.72,0.72,100,843fe68a5d012d109f81913193332afbabe3c37c2b1f01d3822eeee49e2cc8e3,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,32,LiteBN_XS,0.73,0.7286704853783539,0.73,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,33,LiteBN_BASELINE,0.88,0.8799519807923168,0.88,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,33,LiteBN_RG,0.92,0.92,0.92,100,843fe68a5d012d109f81913193332afbabe3c37c2b1f01d3822eeee49e2cc8e3,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,33,LiteBN_XS,0.94,0.9399759903961584,0.94,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,38,LiteBN_BASELINE,0.77,0.757153415690001,0.77,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,38,LiteBN_RG,0.76,0.7519636213311285,0.76,100,843fe68a5d012d109f81913193332afbabe3c37c2b1f01d3822eeee49e2cc8e3,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,38,LiteBN_XS,0.77,0.7688674505074866,0.77,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,47,LiteBN_BASELINE,0.86,0.8579545454545454,0.86,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,47,LiteBN_RG,0.84,0.8383838383838383,0.84,100,843fe68a5d012d109f81913193332afbabe3c37c2b1f01d3822eeee49e2cc8e3,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,47,LiteBN_XS,0.8600000000000001,0.8594941790445605,0.86,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,5,LiteBN_BASELINE,0.75,0.7469379491851402,0.75,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,5,LiteBN_RG,0.79,0.7874278773155178,0.79,100,843fe68a5d012d109f81913193332afbabe3c37c2b1f01d3822eeee49e2cc8e3,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,5,LiteBN_XS,0.75,0.7493734335839599,0.75,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,6,LiteBN_BASELINE,0.9099999999999999,0.9099189270343309,0.91,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,6,LiteBN_RG,0.9299999999999999,0.9299929992999301,0.93,100,843fe68a5d012d109f81913193332afbabe3c37c2b1f01d3822eeee49e2cc8e3,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,0,0,6,LiteBN_XS,0.96,0.959983993597439,0.96,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,True
OpenBMI_MI,OpenBMI,1,0,14,LiteBN_BASELINE,0.75,0.7457023700539112,0.75,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,True
OpenBMI_MI,OpenBMI,1,0,14,LiteBN_RG,0.71,0.7099709970997099,0.71,100,a15a016468265fdf5b38fe0cba7d7aee6649f2840516f1e4260fb88a62e06e83,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,True
OpenBMI_MI,OpenBMI,1,0,14,LiteBN_XS,0.84,0.84,0.84,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,True
OpenBMI_MI,OpenBMI,1,0,2,LiteBN_BASELINE,0.78,0.7796474358974359,0.78,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,True
OpenBMI_MI,OpenBMI,1,0,2,LiteBN_RG,0.77,0.769792813532179,0.77,100,a15a016468265fdf5b38fe0cba7d7aee6649f2840516f1e4260fb88a62e06e83,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,True
OpenBMI_MI,OpenBMI,1,0,2,LiteBN_XS,0.78,0.7799119647859143,0.78,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,True
OpenBMI_MI,OpenBMI,1,0,26,LiteBN_BASELINE,0.85,0.84998499849985,0.85,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,True
